,sent_raw
74,"Other places were scattered about the Equator, and in every sort of latitude all over the two hemispheres."
75,"have been in some of them, and . . . well, we won't talk about that."
76,"But there was one yet--the biggest, the most blank, so to speak--that had a hankering after."
77,"""True, by this time it was not a blank space any more."
78,It had got filled since my boyhood with rivers and lakes and names.
79,It had ceased to be a blank space of delightful mystery--a white patch for a boy to dream gloriously over.
80,It had become a place of darkness.
81,"But there was in it one river especially, a mighty big river, that you could see on the map, resembling an immense snake uncoiled, with its head in the sea, its body at rest curving afar over a vast country, and its tail lost in the depths of the land."
82,"And as looked at the map of it in a shop-window, it fascinated me as a snake would a bird--a silly little bird. Then remembered there was a big concern, a Company for trade on that river. Dash it all! thought to myself, they can't trade without using some kind of craft on that lot of fresh water--steamboats!"
83,Why shouldn't try to get charge of one?
84,"went on along Fleet Street, but could not shake off the idea."
85,The snake had charmed me.
86,"""You understand it was a Continental concern, that Trading society; but have a lot of relations living on the Continent, because it's cheap and not so nasty as it looks, they say."
87,"""am sorry to own began to worry them."
88,"This was already a fresh departure for me. was not used to get things that way, you know."
89,always went my own road and on my own legs where had a mind to go.
90,"wouldn't have believed it of myself; but, then--you see--felt somehow must get there by hook or by crook."
91,So worried them.
92,"The men said 'My dear fellow,' and did nothing."
93,Then--would you believe it?--tried the women.
94,"I, Charlie Marlow, set the women to work--to get a job."
95,Heavens!
96,"Well, you see, the notion drove me. had an aunt, a dear enthusiastic soul."
97,"She wrote: 'It will be delightful. am ready to do anything, anything for you. It is a glorious idea. know the wife of a very high personage in the Administration, and also a man who has lots of influence with,' &c."
98,"She was determined to make no end of fuss to get me appointed skipper of a river steamboat, if such was my fancy."
99,"""got my appointment--of course; and got it very quick. It appears the Company had received news that one of their captains had been killed in a scuffle with the natives. This was my chance, and it made me the more anxious to go. It was only months and months afterwards, when made the attempt to recover what was left of the body, that heard the original quarrel arose from a misunderstanding about some hens. Yes, two black hens. Fresleven--that was the fellow's name, a Dane--thought himself wronged somehow in the bargain, so he went ashore and started to hammer the chief of the village with a stick."
100,"Oh, it didn't surprise me in the least to hear this, and at the same time to be told that Fresleven was the gentlest, quietest creature that ever walked on two legs."
101,"No doubt he was; but he had been a couple of years already out there engaged in the noble cause, you know, and he probably felt the need at last of asserting his self-respect in some way."
102,"Therefore he whacked the old nigger mercilessly, while a big crowd of his people watched him, thunderstruck, till some man,--was told the chief's son,--in desperation at hearing the old chap yell, made a tentative jab with a spear at the white man--and of course it went quite easy between the shoulder-blades."
103,"Then the whole population cleared into the forest, expecting all kinds of calamities to happen, while, on the other hand, the steamer Fresleven commanded left also in a bad panic, in charge of the engineer, believe."
104,"Afterwards nobody seemed to trouble much about Fresleven's remains, till got out and stepped into his shoes."
105,"couldn't let it rest, though; but when an opportunity offered at last to meet my predecessor, the grass growing through his ribs was tall enough to hide his bones."
106,They were all there.
107,The supernatural being had not been touched after he fell.
108,"And the village was deserted, the huts gaped black, rotting, all askew within the fallen enclosures."
109,"A calamity had come to it, sure enough."
110,The people had vanished.
111,"Mad terror had scattered them, men, women, and children, through the bush, and they had never returned."
112,What became of the hens don't know either.
113,"should think the cause of progress got them, anyhow."
114,"However, through this glorious affair got my appointment, before had fairly begun to hope for it."
115,"""flew around like mad to get ready, and before forty-eight hours was crossing the Channel to show myself to my employers, and sign the contract."
116,In a very few hours arrived in a city that always makes me think of a whited sepulcher.
117,Prejudice no doubt.
118,had no difficulty in finding the Company's offices.
119,"It was the biggest thing in the town, and everybody met was full of it."
120,"They were going to run an over-sea empire, and make no end of coin by trade."
121,"""A narrow and deserted street in deep shadow, high houses, innumerable windows with venetian blinds, a dead silence, grass sprouting between the stones, imposing carriage archways right and left, immense double doors standing ponderously ajar."
122,"slipped through one of these cracks, went up a swept and ungarnished staircase, as arid as a desert, and opened the first door came to."
123,"Two women, one fat and the other slim, sat on straw-bottomed chairs, knitting black wool."
124,"The slim one got up and walked straight at me--still knitting with downcast eyes--and only just as began to think of getting out of her way, as you would for a somnambulist, stood still, and looked up."
125,"Her dress was as plain as an umbrella-cover, and she turned round without a word and preceded me into a waiting-room."
126,"gave my name, and looked about."
127,"Deal table in the middle, plain chairs all round the walls, on one end a large shining map, marked with all the colors of a rainbow."
128,"There was a vast amount of red--good to see at any time, because one knows that some real work is done in there, a deuce of a lot of blue, a little green, smears of orange, and, on the East Coast, a purple patch, to show where the jolly pioneers of progress drink the jolly lager-beer."
129,"However, wasn't going into any of these."
130,was going into the yellow.
131,Dead in the center.
132,And the river was there--fascinating--deadly--like a snake.
133,Ough!
134,"A door opened, a white-haired secretarial head, but wearing a compassionate expression, appeared, and a skinny forefinger beckoned me into the sanctuary."
135,"Its light was dim, and a heavy writing-desk squatted in the middle."
136,From behind that structure came out an impression of pale plumpness in a frock-coat.
137,The great man himself.
138,"He was five feet six, should judge, and had his grip on the handle-end of ever so many millions."
139,"He shook hands, fancy, murmured vaguely, was satisfied with my French."
140,Bon voyage.
141,"""In about forty-five seconds found myself again in the waiting-room with the compassionate secretary, who, full of desolation and sympathy, made me sign some document."
142,believe undertook amongst other things not to disclose any trade secrets.
143,"Well, am not going to."
144,"""began to feel slightly uneasy."
145,"You know am not used to such ceremonies, and there was something ominous in the atmosphere."
146,It was just as though had been let into some conspiracy--don't know--something not quite right; and was glad to get out.
147,In the outer room the two women knitted black wool feverishly.
148,"People were arriving, and the younger one was walking back and forth introducing them."
149,The old one sat on her chair.
150,"Her flat cloth slippers were propped up on a foot-warmer, and a cat reposed on her lap."
151,"She wore a starched white affair on her head, had a wart on one cheek, and silver-rimmed spectacles hung on the tip of her nose."
152,She glanced at me above the glasses.
153,The swift and indifferent placidity of that look troubled me.
154,"Two youths with foolish and cheery countenances were being piloted over, and she threw at them the same quick glance of unconcerned wisdom."
155,She seemed to know all about them and about me too.
156,An eerie feeling came over me.
157,She seemed uncanny and fateful.
158,"Often far away there thought of these two, guarding the door of Darkness, knitting black wool as for a warm pall, one introducing, introducing continuously to the unknown, the other scrutinizing the cheery and foolish faces with unconcerned old eyes."
159,Ave!
160,Old knitter of black wool.
161,Morituri te salutant.
162,"Not many of those she looked at ever saw her again--not half, by a long way."
163,"""There was yet a visit to the doctor."
164,"'A simple formality,' assured me the secretary, with an air of taking an immense part in all my sorrows."
165,"Accordingly a young chap wearing his hat over the left eyebrow, some clerk suppose,--there must have been clerks in the business, though the house was as still as a house in a city of the dead,--came from somewhere up-stairs, and led me forth."
166,"He was shabby and careless, with ink-stains on the sleeves of his jacket, and his cravat was large and billowy, under a chin shaped like the toe of an old boot."
167,"It was a little too early for the doctor, so proposed a drink, and thereupon he developed a vein of joviality."
168,"As we sat over our vermouths he glorified the Company's business, and by-and-by expressed casually my surprise at him not going out there."
169,He became very cool and collected all at once.
170,"'am not such a fool as look, quoth Plato to his disciples,' he said sententiously, emptied his glass with great resolution, and we rose."
171,"""The old doctor felt my pulse, evidently thinking of something else the while."
172,"'Good, good for there,' he mumbled, and then with a certain eagerness asked me whether would let him measure my head."
173,"Rather surprised, said Yes, when he produced a thing like calipers and got the dimensions back and front and every way, taking notes carefully."
174,"He was an unshaven little man in a threadbare coat like a gaberdine, with his feet in slippers, and thought him a harmless fool."
175,"'always ask leave, in the interests of science, to measure the crania of those going out there,' he said."
176,"'And when they come back, too?' asked."
177,"'Oh, never see them,' he remarked; 'and, moreover, the changes take place inside, you know.'"
178,"He smiled, as if at some quiet joke."
179,'So you are going out there. Famous. Interesting too.'
180,"He gave me a searching glance, and made another note."
181,"'Ever any madness in your family?' he asked, in a matter-of-fact tone."
182,felt very annoyed.
183,"'Is that question in the interests of science too?' 'It would be,' he said, without taking notice of my irritation, 'interesting for science to watch the mental changes of individuals, on the spot, but . . .' 'Are you an alienist?' interrupted."
184,"'Every doctor should be--a little,' answered that original, imperturbably."
185,"'have a little theory which you Messieurs who go out there must help me to prove. This is my share in the advantages my country shall reap from the possession of such a magnificent dependency. The mere wealth leave to others. Pardon my questions, but you are the first Englishman coming under my observation. . . .' hastened to assure him was not in the least typical."
186,"'If were,' said I, 'wouldn't be talking like this with you.' 'What you say is rather profound, and probably erroneous,' he said, with a laugh."
187,"'Avoid irritation more than exposure to the sun. Adieu. How do you English say, eh? Good-by. Ah! Good-by. Adieu. In the tropics one must before everything keep calm.' . . . He lifted a warning forefinger."
188,". . . 'Du calme, du calme."
189,Adieu.
190,"""One thing more remained to do--say good-by to my excellent aunt."
191,found her triumphant.
192,"had a cup of tea--the last decent cup of tea for many days--and in a room that most soothingly looked just as you would expect a lady's drawing-room to look, we had a long quiet chat by the fireside."
193,"In the course of these confidences it became quite plain to me had been represented to the wife of the high dignitary, and goodness knows to how many more people besides, as an exceptional and gifted creature--a piece of good fortune for the Company--a man you don't get hold of every day."
194,Good heavens! and was going to take charge of a two-penny-halfpenny river-steamboat with a penny whistle attached!
195,"It appeared, however, was also one of the Workers, with a capital--you know."
196,"Something like an emissary of light, something like a lower sort of apostle."
197,"There had been a lot of such rot let loose in print and talk just about that time, and the excellent woman, living right in the rush of all that humbug, got carried off her feet."
198,"She talked about 'weaning those ignorant millions from their horrid ways,' till, upon my word, she made me quite uncomfortable."
199,ventured to hint that the Company was run for profit.
200,"""'You forget, dear Charlie, that the laborer is worthy of his hire,' she said, brightly."
201,It's queer how out of touch with truth women are.
202,"They live in a world of their own, and there had never been anything like it, and never can be."
203,"It is too beautiful altogether, and if they were to set it up it would go to pieces before the first sunset."
204,Some confounded fact we men have been living contentedly with ever since the day of creation would start up and knock the whole thing over.
205,"""After this got embraced, told to wear flannel, be sure to write often, and so on--and left. In the street--don't know why--a queer feeling came to me that was an impostor."
206,"Odd thing that I, who used to clear out for any part of the world at twenty-four hours' notice, with less thought than most men give to the crossing of a street, had a moment--won't say of hesitation, but of startled pause, before this commonplace affair."
207,"The best way can explain it to you is by saying that, for a second or two, felt as though, instead of going to the center of a continent, were about to set off for the center of the earth."
208,"""left in a French steamer, and she called in every blamed port they have out there, for, as far as could see, the sole purpose of landing soldiers and custom-house officers."
209,watched the coast.
210,Watching a coast as it slips by the ship is like thinking about an enigma.
211,"There it is before you--smiling, frowning, inviting, grand, mean, insipid, or savage, and always mute with an air of whispering, 'Come and find out.'"
212,"This one was almost featureless, as if still in the making, with an aspect of monotonous grimness."
213,"The edge of a colossal jungle, so dark-green as to be almost black, fringed with white surf, ran straight, like a ruled line, far, far away along a blue sea whose glitter was blurred by a creeping mist."
214,"The sun was fierce, the land seemed to glisten and drip with steam."
215,"Here and there grayish-whitish specks showed up, clustered inside the white surf, with a flag flying above them perhaps."
216,"Settlements some centuries old, and still no bigger than pin-heads on the untouched expanse of their background."
217,"We pounded along, stopped, landed soldiers; went on, landed custom-house clerks to levy toll in what looked like a God-forsaken wilderness, with a tin shed and a flag-pole lost in it; landed more soldiers--to take care of the custom-house clerks, presumably."
218,"Some, heard, got drowned in the surf; but whether they did or not, nobody seemed particularly to care."
219,"They were just flung out there, and on we went."
220,"Every day the coast looked the same, as though we had not moved; but we passed various places--trading places--with names like Gran' Bassam Little Popo, names that seemed to belong to some sordid farce acted in front of a sinister backcloth."
221,"The idleness of a passenger, my isolation amongst all these men with whom had no point of contact, the oily and languid sea, the uniform somberness of the coast, seemed to keep me away from the truth of things, within the toil of a mournful and senseless delusion."
222,"The voice of the surf heard now and then was a positive pleasure, like the speech of a brother."
223,"It was something natural, that had its reason, that had a meaning."
224,Now and then a boat from the shore gave one a momentary contact with reality.
225,It was paddled by black fellows.
226,You could see from afar the white of their eyeballs glistening.
227,"They shouted, sang; their bodies streamed with perspiration; they had faces like grotesque masks--these chaps; but they had bone, muscle, a wild vitality, an intense energy of movement, that was as natural and true as the surf along their coast."
228,They wanted no excuse for being there.
229,They were a great comfort to look at.
230,For a time would feel belonged still to a world of straightforward facts; but the feeling would not last long.
231,Something would turn up to scare it away.
232,"Once, remember, we came upon a man-of-war anchored off the coast."
233,"There wasn't even a shed there, and she was shelling the bush."
234,It appears the French had one of their wars going on thereabouts.
235,"Her ensign dropped limp like a rag; the muzzles of the long eight-inch guns stuck out all over the low hull; the greasy, slimy swell swung her up lazily and let her down, swaying her thin masts."
236,"In the empty immensity of earth, sky, and water, there she was, incomprehensible, firing into a continent."
237,"Pop, would go one of the eight-inch guns; a small flame would dart and vanish, a little white smoke would disappear, a tiny projectile would give a feeble screech--and nothing happened. Nothing could happen. There was a touch of insanity in the proceeding, a sense of lugubrious drollery in the sight; and it was not dissipated by somebody on board assuring me earnestly there was a camp of natives--he called them enemies!--hidden out of sight somewhere."
238,"""We gave her her letters (heard the men in that lonely ship were dying of fever at the rate of three a day) and went on."
239,"We called at some more places with farcical names, where the merry dance of death and trade goes on in a still and earthy atmosphere as of an overheated catacomb; all along the formless coast bordered by dangerous surf, as if Nature herself had tried to ward off intruders; in and out of rivers, streams of death in life, whose banks were rotting into mud, whose waters, thickened into slime, invaded the contorted mangroves, that seemed to writhe at us in the extremity of an impotent despair."
240,"Nowhere did we stop long enough to get a particularized impression, but the general sense of vague and oppressive wonder grew upon me."
241,It was like a weary pilgrimage amongst hints for nightmares.
242,"""It was upward of thirty days before saw the mouth of the big river."
243,We anchored off the seat of the government.
244,But my work would not begin till some two hundred miles farther on.
245,So as soon as could made a start for a place thirty miles higher up.
246,"""had my passage on a little sea-going steamer."
247,"Her captain was a Swede, and knowing me for a seaman, invited me on the bridge."
248,"He was a young man, lean, fair, and morose, with lanky hair and a shuffling gait."
249,"As we left the miserable little wharf, he tossed his head contemptuously at the shore."
250,'Been living there?' he asked.
251,"said, 'Yes.' 'Fine lot these government chaps--are they not?' he went on, speaking English with great precision and considerable bitterness."
252,'It is funny what some people will do for a few francs a month. wonder what becomes of that kind when it goes up country?' said to him expected to see that soon.
253,'So-o-o!' he exclaimed.
254,"He shuffled athwart, keeping one eye ahead vigilantly."
255,"'Don't be too sure,' he continued."
256,"'The other day took up a man who hanged himself on the road. He was a Swede, too.' 'Hanged himself! Why, in God's name?' cried."
257,He kept on looking out watchfully.
258,"'Who knows? The sun too much for him, or the country perhaps.'"
259,"""At last we opened a reach."
260,"A rocky cliff appeared, mounds of turned-up earth by the shore, houses on a hill, others, with iron roofs, amongst a waste of excavations, or hanging to the declivity."
261,A continuous noise of the rapids above hovered over this scene of inhabited devastation.
262,"A lot of people, mostly black and naked, moved about like ants."
263,A jetty projected into the river.
264,A blinding sunlight drowned all this at times in a sudden recrudescence of glare.
265,"'There's your Company's station,' said the Swede, pointing to three wooden barrack-like structures on the rocky slope."
266,'will send your things up. Four boxes did you say? So. Farewell.'
267,"""came upon a boiler wallowing in the grass, then found a path leading up the hill."
268,"It turned aside for the bowlders, and also for an undersized railway-truck lying there on its back with its wheels in the air."
269,One was off.
270,The thing looked as dead as the carcass of some animal.
271,"came upon more pieces of decaying machinery, a stack of rusty rails."
272,"To the left a clump of trees made a shady spot, where dark things seemed to stir feebly."
273,"blinked, the path was steep."
274,"A horn tooted to the right, and saw the black people run."
275,"A heavy and dull detonation shook the ground, a puff of smoke came out of the cliff, and that was all."
276,No change appeared on the face of the rock.
277,They were building a railway.
278,The cliff was not in the way or anything; but this objectless blasting was all the work going on.
279,"""A slight clinking behind me made me turn my head."
280,"Six black men advanced in a file, toiling up the path."
281,"They walked erect and slow, balancing small baskets full of earth on their heads, and the clink kept time with their footsteps."
282,"Black rags were wound round their loins, and the short ends behind wagged to and fro like tails."
283,"could see every rib, the joints of their limbs were like knots in a rope; each had an iron collar on his neck, and all were connected together with a chain whose bights swung between them, rhythmically clinking."
284,Another report from the cliff made me think suddenly of that ship of war had seen firing into a continent.
285,It was the same kind of ominous voice; but these men could by no stretch of imagination be called enemies.
286,"They were called criminals, and the outraged law, like the bursting shells, had come to them, an insoluble mystery from over the sea."
287,"All their meager breasts panted together, the violently dilated nostrils quivered, the eyes stared stonily uphill."
288,"They passed me within six inches, without a glance, with that complete, deathlike indifference of unhappy savages."
289,"Behind this raw matter one of the reclaimed, the product of the new forces at work, strolled despondently, carrying a rifle by its middle."
290,"He had a uniform jacket with one button off, and seeing a white man on the path, hoisted his weapon to his shoulder with alacrity."
291,"This was simple prudence, white men being so much alike at a distance that he could not tell who might be."
292,"He was speedily reassured, and with a large, white, rascally grin, and a glance at his charge, seemed to take me into partnership in his exalted trust."
293,"After all, also was a part of the great cause of these high and just proceedings."
294,"""Instead of going up, turned and descended to the left."
295,My idea was to let that chain-gang get out of sight before climbed the hill.
296,You know am not particularly tender; I've had to strike and to fend off.
297,"I've had to resist and to attack sometimes--that's only one way of resisting--without counting the exact cost, according to the demands of such sort of life as had blundered into."
298,"I've seen the devil of violence, and the devil of greed, and the devil of hot desire; but, by all the stars! these were strong, lusty, red-eyed devils, that swayed and drove men--men, tell you."
299,"But as stood on this hillside, foresaw that in the blinding sunshine of that land would become acquainted with a flabby, pretending, weak-eyed devil of a rapacious and pitiless folly."
300,"How insidious he could be, too, was only to find out several months later and a thousand miles farther."
301,"For a moment stood appalled, as though by a warning."
302,"Finally descended the hill, obliquely, towards the trees had seen."
303,"""avoided a vast artificial hole somebody had been digging on the slope, the purpose of which found it impossible to divine."
304,"It wasn't a quarry or a sandpit, anyhow."
305,It was just a hole.
306,It might have been connected with the philanthropic desire of giving the criminals something to do.
307,don't know.
308,"Then nearly fell into a very narrow ravine, almost no more than a scar in the hillside."
309,discovered that a lot of imported drainage-pipes for the settlement had been tumbled in there.
310,There wasn't one that was not broken.
311,It was a wanton smash-up.
312,At last got under the trees.
313,My purpose was to stroll into the shade for a moment; but no sooner within than it seemed to me had stepped into a gloomy circle of some Inferno.
314,"The rapids were near, and an uninterrupted, uniform, headlong, rushing noise filled the mournful stillness of the grove, where not a breath stirred, not a leaf moved, with a mysterious sound--as though the tearing pace of the launched earth had suddenly become audible."
315,"""Black shapes crouched, lay, sat between the trees, leaning against the trunks, clinging to the earth, half coming out, half effaced within the dim light, in all the attitudes of pain, abandonment, and despair."
316,"Another mine on the cliff went off, followed by a slight shudder of the soil under my feet."
317,The work was going on.
318,The work!
319,And this was the place where some of the helpers had withdrawn to die.
320,"""They were dying slowly--it was very clear. They were not enemies, they were not criminals, they were nothing earthly now,--nothing but black shadows of disease and starvation, lying confusedly in the greenish gloom."
321,"Brought from all the recesses of the coast in all the legality of time contracts, lost in uncongenial surroundings, fed on unfamiliar food, they sickened, became inefficient, and were then allowed to crawl away and rest."
322,"These moribund shapes were free as air--and nearly as thin. began to distinguish the gleam of eyes under the trees. Then, glancing down, saw a face near my hand. The black bones reclined at full length with one shoulder against the tree, and slowly the eyelids rose and the sunken eyes looked up at me, enormous and vacant, a kind of blind, white flicker in the depths of the orbs, which died out slowly. The man seemed young--almost a boy--but you know with them it's hard to tell. found nothing else to do but to offer him one of my good Swede's ship's biscuits had in my pocket. The fingers closed slowly on it and held--there was no other movement and no other glance."
