,sent_clean
81,but there was in it one river especially  a mighty big river  that you could see on the map  resembling an immense snake uncoiled  with its head in the sea  its body at rest curving afar over a vast country  and its tail lost in the depths of the land 
82,and as looked at the map of it in a shop window  it fascinated me as a snake would a bird  a silly little bird  then remembered there was a big concern  a company for trade on that river  dash it all  thought to myself  they cannot trade without using some kind of craft on that lot of fresh water  steamboats 
83,why should not try to get charge of one 
84,went on along fleet street  but could not shake off the idea 
85,the snake had charmed me 
86, you understand it was a continental concern  that trading society  but have a lot of relations living on the continent  because it is cheap and not so nasty as it looks  they say 
87, am sorry to own began to worry them 
88,this was already a fresh departure for me  was not used to get things that way  you know 
89,always went my own road and on my own legs where had a mind to go 
90,would not have believed it of myself  but  then  you see  felt somehow must get there by hook or by crook 
91,so worried them 
92,the men said  my dear fellow   and did nothing 
93,then  would you believe it   tried the women 
94,i  charlie marlow  set the women to work  to get a job 
95,heavens 
96,well  you see  the notion drove me  had an aunt  a dear enthusiastic soul 
97,she wrote   it will be delightful  am ready to do anything  anything for you  it is a glorious idea  know the wife of a very high personage in the administration  and also a man who has lots of influence with    c 
98,she was determined to make no end of fuss to get me appointed skipper of a river steamboat  if such was my fancy 
99, got my appointment  of course  and got it very quick  it appears the company had received news that one of their captains had been killed in a scuffle with the natives  this was my chance  and it made me the more anxious to go  it was only months and months afterwards  when made the attempt to recover what was left of the body  that heard the original quarrel arose from a misunderstanding about some hens  yes  two black hens  fresleven  that was the fellow own name  a dane  thought himself wronged somehow in the bargain  so he went ashore and started to hammer the chief of the village with a stick 
100,oh  it did not surprise me in the least to hear this  and at the same time to be told that fresleven was the gentlest  quietest creature that ever walked on two legs 
101,no doubt he was  but he had been a couple of years already out there engaged in the noble because  you know  and he probably felt the need at last of asserting his self respect in some way 
102,therefore he whacked the old nigger mercilessly  while a big crowd of his people watched him  thunderstruck  till some man   was told the chief own son   in desperation at hearing the old chap yell  made a tentative jab with a spear at the white man  and of course it went quite easy between the shoulder blades 
103,then the whole population cleared into the forest  expecting all kinds of calamities to happen  while  on the other hand  the steamer fresleven commanded left also in a bad panic  in charge of the engineer  believe 
104,afterwards nobody seemed to trouble much about fresleven own remains  till got out and stepped into his shoes 
105,could not let it rest  though  but when an opportunity offered at last to meet my predecessor  the grass growing through his ribs was tall enough to hide his bones 
106,they were all there 
107,the supernatural being had not been touched after he fell 
108,and the village was deserted  the huts gaped black  rotting  all askew within the fallen enclosures 
109,a calamity had come to it  sure enough 
110,the people had vanished 
111,mad terror had scattered them  men  women  and children  through the bush  and they had never returned 
112,what became of the hens do not know either 
113,should think the because of progress got them  anyhow 
114,however  through this glorious affair got my appointment  before had fairly begun to hope for it 
115, flew around like mad to get ready  and before forty eight hours was crossing the channel to show myself to my employers  and sign the contract 
116,in a very few hours arrived in a city that always makes me think of a whited sepulcher 
117,prejudice no doubt 
118,had no difficulty in finding the company own offices 
119,it was the biggest thing in the town  and everybody met was full of it 
120,they were going to run an over sea empire  and make no end of coin by trade 
121, a narrow and deserted street in deep shadow  high houses  innumerable windows with venetian blinds  a dead silence  grass sprouting between the stones  imposing carriage archways right and left  immense double doors standing ponderously ajar 
122,slipped through one of these cracks  went up a swept and ungarnished staircase  as arid as a desert  and opened the first door came to 
123,two women  one fat and the other slim  sat on straw bottomed chairs  knitting black wool 
124,the slim one got up and walked straight at me  still knitting with downcast eyes  and only just as began to think of getting out of her way  as you would for a somnambulist  stood still  and looked up 
125,her dress was as plain as an umbrella cover  and she turned round without a word and preceded me into a waiting room 
126,gave my name  and looked about 
127,deal table in the middle  plain chairs all round the walls  on one end a large shining map  marked with all the colors of a rainbow 
128,there was a vast amount of red  good to see at any time  because one knows that some real work is done in there  a deuce of a lot of blue  a little green  smears of orange  and  on the east coast  a purple patch  to show where the jolly pioneers of progress drink the jolly lager beer 
129,however  was not going into any of these 
130,was going into the yellow 
131,dead in the center 
132,and the river was there  fascinating  deadly  like a snake 
133,ough 
134,a door opened  a white haired secretarial head  but wearing a compassionate expression  appeared  and a skinny forefinger beckoned me into the sanctuary 
135,its light was dim  and a heavy writing desk squatted in the middle 
136,from behind that structure came out an impression of pale plumpness in a frock coat 
137,the great man himself 
138,he was five feet six  should judge  and had his grip on the handle end of ever so many millions 
139,he shook hands  fancy  murmured vaguely  was satisfied with my french 
140,bon voyage 
141, in about forty five seconds found myself again in the waiting room with the compassionate secretary  who  full of desolation and sympathy  made me sign some document 
142,believe undertook amongst other things not to disclose any trade secrets 
143,well  am not going to 
144, began to feel slightly uneasy 
145,you know am not used to such ceremonies  and there was something ominous in the atmosphere 
146,it was just as though had been let into some conspiracy  do not know  something not quite right  and was glad to get out 
147,in the outer room the two women knitted black wool feverishly 
148,people were arriving  and the younger one was walking back and forth introducing them 
149,the old one sat on her chair 
150,her flat cloth slippers were propped up on a foot warmer  and a cat reposed on her lap 
151,she wore a starched white affair on her head  had a wart on one cheek  and silver rimmed spectacles hung on the tip of her nose 
152,she glanced at me above the glasses 
153,the swift and indifferent placidity of that look troubled me 
154,two youths with foolish and cheery countenances were being piloted over  and she threw at them the same quick glance of unconcerned wisdom 
155,she seemed to know all about them and about me too 
156,an eerie feeling came over me 
157,she seemed uncanny and fateful 
158,often far away there thought of these two  guarding the door of darkness  knitting black wool as for a warm pall  one introducing  introducing continuously to the unknown  the other scrutinizing the cheery and foolish faces with unconcerned old eyes 
159,ave 
160,old knitter of black wool 
161,morituri te salutant 
162,not many of those she looked at ever saw her again  not half  by a long way 
163, there was yet a visit to the doctor 
164, a simple formality   assured me the secretary  with an air of taking an immense part in all my sorrows 
165,accordingly a young chap wearing his hat over the left eyebrow  some clerk suppose   there must have been clerks in the business  though the house was as still as a house in a city of the dead   came from somewhere up stairs  and led me forth 
166,he was shabby and careless  with ink stains on the sleeves of his jacket  and his cravat was large and billowy  under a chin shaped like the toe of an old boot 
167,it was a little too early for the doctor  so proposed a drink  and thereupon he developed a vein of joviality 
168,as we sat over our vermouths he glorified the company own business  and by and by expressed casually my surprise at him not going out there 
169,he became very cool and collected all at once 
170, not such a fool as look  quoth plato to his disciples   he said sententiously  emptied his glass with great resolution  and we rose 
171, the old doctor felt my pulse  evidently thinking of something else the while 
172, good  good for there   he mumbled  and then with a certain eagerness asked me whether would let him measure my head 
173,rather surprised  said yes  when he produced a thing like calipers and got the dimensions back and front and every way  taking notes carefully 
174,he was an unshaven little man in a threadbare coat like a gaberdine  with his feet in slippers  and thought him a harmless fool 
175, always ask leave  in the interests of science  to measure the crania of those going out there   he said 
176, and when they come back  too   asked 
177, oh  never see them   he remarked   and  moreover  the changes take place inside  you know  
178,he smiled  as if at some quiet joke 
179, owno you are going out there  famous  interesting too  
180,he gave me a searching glance  and made another note 
181, ever any madness in your family   he asked  in a matter of fact tone 
182,felt very annoyed 
183, is that question in the interests of science too    it would be   he said  without taking notice of my irritation   interesting for science to watch the mental changes of individuals  on the spot  but         are you an alienist   interrupted 
184, every doctor should be  a little   answered that original  imperturbably 
185, have a little theory which you messieurs who go out there must help me to prove  this is my share in the advantages my country shall reap from the possession of such a magnificent dependency  the mere wealth leave to others  pardon my questions  but you are the first englishman coming under my observation         hastened to assure him was not in the least typical 
186, if were   said i   would not be talking like this with you    what you say is rather profound  and probably erroneous   he said  with a laugh 
187, avoid irritation more than exposure to the sun  adieu  how do you english say  eh  good by  ah  good by  adieu  in the tropics one must before everything keep calm         he lifted a warning forefinger 
188,       du calme  du calme 
189,adieu 
190, one thing more remained to do  say good by to my excellent aunt 
191,found her triumphant 
192,had a cup of tea  the last decent cup of tea for many days  and in a room that most soothingly looked just as you would expect a lady own drawing room to look  we had a long quiet chat by the fireside 
193,in the course of these confidences it became quite plain to me had been represented to the wife of the high dignitary  and goodness knows to how many more people besides  as an exceptional and gifted creature  a piece of good fortune for the company  a man you do not get hold of every day 
194,good heavens  and was going to take charge of a two penny halfpenny river steamboat with a penny whistle attached 
195,it appeared  however  was also one of the workers  with a capital  you know 
196,something like an emissary of light  something like a lower sort of apostle 
197,there had been a lot of such rot let loose in print and talk just about that time  and the excellent woman  living right in the rush of all that humbug  got carried off her feet 
198,she talked about  weaning those ignorant millions from their horrid ways   till  upon my word  she made me quite uncomfortable 
199,ventured to hint that the company was run for profit 
200,  you forget  dear charlie  that the laborer is worthy of his hire   she said  brightly 
201,it is queer how out of touch with truth women are 
202,they live in a world of their own  and there had never been anything like it  and never can be 
203,it is too beautiful altogether  and if they were to set it up it would go to pieces before the first sunset 
204,some confounded fact we men have been living contentedly with ever since the day of creation would start up and knock the whole thing over 
205, after this got embraced  told to wear flannel  be sure to write often  and so on  and left  in the street  do not know why  a queer feeling came to me that was an impostor 
206,odd thing that i  who used to clear out for any part of the world at twenty four hours  notice  with less thought than most men give to the crossing of a street  had a moment  will not say of hesitation  but of startled pause  before this commonplace affair 
207,the best way can explain it to you is by saying that  for a second or two  felt as though  instead of going to the center of a continent  were about to set off for the center of the earth 
208, left in a french steamer  and she called in every blamed port they have out there  for  as far as could see  the sole purpose of landing soldiers and custom house officers 
209,watched the coast 
210,watching a coast as it slips by the ship is like thinking about an enigma 
211,there it is before you  smiling  frowning  inviting  grand  mean  insipid  or savage  and always mute with an air of whispering   come and find out  
212,this one was almost featureless  as if still in the making  with an aspect of monotonous grimness 
213,the edge of a colossal jungle  so dark green as to be almost black  fringed with white surf  ran straight  like a ruled line  far  far away along a blue sea whose glitter was blurred by a creeping mist 
214,the sun was fierce  the land seemed to glisten and drip with steam 
215,here and there grayish whitish specks showed up  clustered inside the white surf  with a flag flying above them perhaps 
216,settlements some centuries old  and still no bigger than pin heads on the untouched expanse of their background 
217,we pounded along  stopped  landed soldiers  went on  landed custom house clerks to levy toll in what looked like a god forsaken wilderness  with a tin she would and a flag pole lost in it  landed more soldiers  to take care of the custom house clerks  presumably 
218,some  heard  got drowned in the surf  but whether they did or not  nobody seemed particularly to care 
219,they were just flung out there  and on we went 
220,every day the coast looked the same  as though we had not moved  but we passed various places  trading places  with names like gran  bassam little popo  names that seemed to belong to some sordid farce acted in front of a sinister backcloth 
221,the idleness of a passenger  my isolation amongst all these men with whom had no point of contact  the oily and languid sea  the uniform somberness of the coast  seemed to keep me away from the truth of things  within the toil of a mournful and senseless delusion 
222,the voice of the surf heard now and then was a positive pleasure  like the speech of a brother 
223,it was something natural  that had its reason  that had a meaning 
224,now and then a boat from the shore gave one a momentary contact with reality 
225,it was paddled by black fellows 
226,you could see from afar the white of their eyeballs glistening 
227,they shouted  sang  their bodies streamed with perspiration  they had faces like grotesque masks  these chaps  but they had bone  muscle  a wild vitality  an intense energy of movement  that was as natural and true as the surf along their coast 
228,they wanted no excuse for being there 
229,they were a great comfort to look at 
230,for a time would feel belonged still to a world of straightforward facts  but the feeling would not last long 
231,something would turn up to scare it away 
232,once  remember  we came upon a man of war anchored off the coast 
233,there was not even a she would there  and she was shelling the bush 
234,it appears the french had one of their wars going on thereabouts 
235,her ensign dropped limp like a rag  the muzzles of the long eight inch guns stuck out all over the low hull  the greasy  slimy swell swung her up lazily and let her down  swaying her thin masts 
236,in the empty immensity of earth  sky  and water  there she was  incomprehensible  firing into a continent 
237,pop  would go one of the eight inch guns  a small flame would dart and vanish  a little white smoke would disappear  a tiny projectile would give a feeble screech  and nothing happened  nothing could happen  there was a touch of insanity in the proceeding  a sense of lugubrious drollery in the sight  and it was not dissipated by somebody on board assuring me earnestly there was a camp of natives  he called them enemies   hidden out of sight somewhere 
238, we gave her her letters  heard the men in that lonely ship were dying of fever at the rate of three a day  and went on 
239,we called at some more places with farcical names  where the merry dance of death and trade goes on in a still and earthy atmosphere as of an overheated catacomb  all along the formless coast bordered by dangerous surf  as if nature herself had tried to ward off intruders  in and out of rivers  streams of death in life  whose banks were rotting into mud  whose waters  thickened into slime  invaded the contorted mangroves  that seemed to writhe at us in the extremity of an impotent despair 
240,nowhere did we stop long enough to get a particularized impression  but the general sense of vague and oppressive wonder grew upon me 
241,it was like a weary pilgrimage amongst hints for nightmares 
242, it was upward of thirty days before saw the mouth of the big river 
243,we anchored off the seat of the government 
244,but my work would not begin till some two hundred miles farther on 
245,so as soon as could made a start for a place thirty miles higher up 
246, had my passage on a little sea going steamer 
247,her captain was a swede  and knowing me for a seaman  invited me on the bridge 
248,he was a young man  lean  fair  and morose  with lanky hair and a shuffling gait 
249,as we left the miserable little wharf  he tossed his head contemptuously at the shore 
250, been living there   he asked 
251,said   yes    fine lot these government chaps  are they not   he went on  speaking english with great precision and considerable bitterness 
252, it is funny what some people will do for a few francs a month  wonder what becomes of that kind when it goes up country   said to him expected to see that soon 
253, owno o o   he exclaimed 
254,he shuffled athwart  keeping one eye ahead vigilantly 
255, do not be too sure   he continued 
256, the other day took up a man who hanged himself on the road  he was a swede  too    hanged himself  why  in god own name   cried 
257,he kept on looking out watchfully 
258, who knows  the sun too much for him  or the country perhaps  
259, at last we opened a reach 
260,a rocky cliff appeared  mounds of turned up earth by the shore  houses on a hill  others  with iron roofs  amongst a waste of excavations  or hanging to the declivity 
261,a continuous noise of the rapids above hovered over this scene of inhabited devastation 
262,a lot of people  mostly black and naked  moved about like ants 
263,a jetty projected into the river 
264,a blinding sunlight drowned all this at times in a sudden recrudescence of glare 
265, there is your company own station   said the swede  pointing to three wooden barrack like structures on the rocky slope 
266, will send your things up  four boxes did you say  so  farewell  
267, came upon a boiler wallowing in the grass  then found a path leading up the hill 
268,it turned aside for the bowlders  and also for an undersized railway truck lying there on its back with its wheels in the air 
269,one was off 
270,the thing looked as dead as the carcass of some animal 
271,came upon more pieces of decaying machinery  a stack of rusty rails 
272,to the left a clump of trees made a shady spot  where dark things seemed to stir feebly 
273,blinked  the path was steep 
274,a horn tooted to the right  and saw the black people run 
275,a heavy and dull detonation shook the ground  a puff of smoke came out of the cliff  and that was all 
276,no change appeared on the face of the rock 
277,they were building a railway 
278,the cliff was not in the way or anything  but this objectless blasting was all the work going on 
279, a slight clinking behind me made me turn my head 
280,six black men advanced in a file  toiling up the path 
281,they walked erect and slow  balancing small baskets full of earth on their heads  and the clink kept time with their footsteps 
282,black rags were wound round their loins  and the short ends behind wagged to and fro like tails 
283,could see every rib  the joints of their limbs were like knots in a rope  each had an iron collar on his neck  and all were connected together with a chain whose bights swung between them  rhythmically clinking 
284,another report from the cliff made me think suddenly of that ship of war had seen firing into a continent 
285,it was the same kind of ominous voice  but these men could by no stretch of imagination be called enemies 
286,they were called criminals  and the outraged law  like the bursting shells  had come to them  an insoluble mystery from over the sea 
287,all their meager breasts panted together  the violently dilated nostrils quivered  the eyes stared stonily uphill 
288,they passed me within six inches  without a glance  with that complete  deathlike indifference of unhappy savages 
289,behind this raw matter one of the reclaimed  the product of the new forces at work  strolled despondently  carrying a rifle by its middle 
290,he had a uniform jacket with one button off  and seeing a white man on the path  hoisted his weapon to his shoulder with alacrity 
291,this was simple prudence  white men being so much alike at a distance that he could not tell who might be 
292,he was speedily reassured  and with a large  white  rascally grin  and a glance at his charge  seemed to take me into partnership in his exalted trust 
293,after all  also was a part of the great because of these high and just proceedings 
294, instead of going up  turned and descended to the left 
295,my idea was to let that chain gang get out of sight before climbed the hill 
296,you know am not particularly tender  I have had to strike and to fend off 
297,I have had to resist and to attack sometimes  that is only one way of resisting  without counting the exact cost  according to the demands of such sort of life as had blundered into 
298,I have seen the devil of violence  and the devil of greed  and the devil of hot desire  but  by all the stars  these were strong  lusty  red eyed devils  that swayed and drove men  men  tell you 
299,but as stood on this hillside  foresaw that in the blinding sunshine of that land would become acquainted with a flabby  pretending  weak eyed devil of a rapacious and pitiless folly 
300,how insidious he could be  too  was only to find out several months later and a thousand miles farther 
301,for a moment stood appalled  as though by a warning 
302,finally descended the hill  obliquely  towards the trees had seen 
303, avoided a vast artificial hole somebody had been digging on the slope  the purpose of which found it impossible to divine 
304,it was not a quarry or a sandpit  anyhow 
305,it was just a hole 
306,it might have been connected with the philanthropic desire of giving the criminals something to do 
307,do not know 
308,then nearly fell into a very narrow ravine  almost no more than a scar in the hillside 
309,discovered that a lot of imported drainage pipes for the settlement had been tumbled in there 
310,there was not one that was not broken 
311,it was a wanton smash up 
312,at last got under the trees 
313,my purpose was to stroll into the shade for a moment  but no sooner within than it seemed to me had stepped into a gloomy circle of some inferno 
314,the rapids were near  and an uninterrupted  uniform  headlong  rushing noise filled the mournful stillness of the grove  where not a breath stirred  not a leaf moved  with a mysterious sound  as though the tearing pace of the launched earth had suddenly become audible 
315, black shapes crouched  lay  sat between the trees  leaning against the trunks  clinging to the earth  half coming out  half effaced within the dim light  in all the attitudes of pain  abandonment  and despair 
316,another mine on the cliff went off  followed by a slight shudder of the soil under my feet 
317,the work was going on 
318,the work 
319,and this was the place where some of the helpers had withdrawn to die 
320, they were dying slowly  it was very clear  they were not enemies  they were not criminals  they were nothing earthly now   nothing but black shadows of disease and starvation  lying confusedly in the greenish gloom 
321,brought from all the recesses of the coast in all the legality of time contracts  lost in uncongenial surroundings  fed on unfamiliar food  they sickened  became inefficient  and were then allowed to crawl away and rest 
322,these moribund shapes were free as air  and nearly as thin  began to distinguish the gleam of eyes under the trees  then  glancing down  saw a face near my hand  the black bones reclined at full length with one shoulder against the tree  and slowly the eyelids rose and the sunken eyes looked up at me  enormous and vacant  a kind of blind  white flicker in the depths of the orbs  which died out slowly  the man seemed young  almost a boy  but you know with them it is hard to tell  found nothing else to do but to offer him one of my good swede own ship own biscuits had in my pocket  the fingers closed slowly on it and held  there was no other movement and no other glance 
323,he had tied a bit of white worsted round his neck  why  where did he get it  was it a badge  an ornament  a charm  a propitiatory act 
324,was there any idea at all connected with it 
325,it looked startling round his black neck  this bit of white thread from beyond the seas 
326, near the same tree two more bundles of acute angles sat with their legs drawn up 
327,one  with his chin propped on his knees  stared at nothing  in an intolerable and appalling manner  his brother phantom rested its forehead  as if overcome with a great weariness  and all about others were scattered in every pose of contorted collapse  as in some picture of a massacre or a pestilence 
328,while stood horror struck  one of these creatures rose to his hands and knees  and went off on all fours towards the river to drink 
329,he lapped out of his hand  then sat up in the sunlight  crossing his shins in front of him  and after a time let his woolly head fall on his breastbone 
330, did not want any more loitering in the shade  and made haste towards the station 
331,when near the buildings met a white man  in such an unexpected elegance of get up that in the first moment took him for a sort of vision 
332,saw a high starched collar  white cuffs  a light alpaca jacket  snowy trousers  a clear necktie  and varnished boots 
333,no hat 
334,hair parted  brushed  oiled  under a green lined parasol held in a big white hand 
335,he was amazing  and had a penholder behind his ear 
336, shook hands with this miracle  and learned he was the company own chief accountant  and that all the bookkeeping was done at this station 
337,he had come out for a moment  he said   to get a breath of fresh air  
338,the expression sounded wonderfully odd  with its suggestion of sedentary desk life 
339,would not have mentioned the fellow to you at all  only it was from his lips that first heard the name of the man who is so indissolubly connected with the memories of that time 
340,moreover  respected the fellow 
341,yes  respected his collars  his vast cuffs  his brushed hair 
