,baseline_sentimentr_roll100_stdscale,baseline_syuzhet_roll100_stdscale,baseline_bing_roll100_stdscale,baseline_sentiword_roll100_stdscale,baseline_senticnet_roll100_stdscale,baseline_nrc_roll100_stdscale,baseline_afinn_roll100_stdscale,baseline_vader_roll100_stdscale,baseline_textblob_roll100_stdscale,baseline_pattern_roll100_stdscale,baseline_stanza_roll100_stdscale,sentimentr_jockers_rinker_roll100_stdscale,sentimentr_jockers_roll100_stdscale,sentimentr_huliu_roll100_stdscale,sentimentr_senticnet_roll100_stdscale,sentimentr_sentiword_roll100_stdscale,sentimentr_nrc_roll100_stdscale,sentimentr_lmcd_roll100_stdscale,syuzhetr_syuzhet_roll100_stdscale,syuzhetr_bing_roll100_stdscale,syuzhetr_afinn_roll100_stdscale,syuzhetr_nrc_roll100_stdscale,transformer_nlptown_roll100_stdscale,transformer_robertalg15_roll100_stdscale,transformer_distillbertsst_roll100_stdscale,transformer_bertsst_roll100_stdscale
739,0.9482180867749204,0.8914991063719128,1.4090410671292062,-0.4370508517628862,0.5646641659546414,0.3929054973019722,1.7025518137721696,1.216889138208216,-0.6319343952843534,0.6838585617814203,1.3974574722481905,1.076302446846745,1.1768803952618208,1.346322398493902,0.5155382105846738,0.3721735371577222,0.990559618920678,0.3676188748576487,0.8586189021712743,1.361904320479102,1.2616944096949847,0.3123779812664574,0.13707842594511488,1.1623593843542392,-0.7801268167468104,0.20456071100945278
740,0.9446799920505827,0.8879550656028219,1.3884358917015958,-0.4560917797389661,0.5486474921215333,0.3929054973019722,1.689550331900625,1.1845598758797502,-0.614841131952199,0.6858490199537361,1.417157929186524,1.0515564465751182,1.1740276792428268,1.3066609997231768,0.5345266129685862,0.36539819647892124,0.990559618920678,0.3377078680624168,0.8550370380076968,1.3396852446392424,1.241873497165081,0.3123779812664574,0.10204833942389738,1.1623541027672677,-0.7800728435240066,0.1507361571348081
741,0.9387831675100201,0.88204833098767,1.3608465040363635,-0.4634624615361582,0.543666823226335,0.3929054973019722,1.689550331900625,1.1845598758797502,-0.614841131952199,0.6858490199537361,1.4116961037932272,1.0345692562715298,1.1583614287409845,1.2747866050252263,0.5765160781719891,0.33350552689586466,0.990559618920678,0.3377078680624168,0.849067264401734,1.3174661687993827,1.241873497165081,0.3123779812664574,0.11308867105179238,1.1275131197399877,-0.7804730428003678,0.14982387656066176
742,0.9045815851747564,0.8477892702197917,1.2987958746389618,-0.48004649557984047,0.5218634801373965,0.351191273531684,1.624702452446071,1.1220474943978591,-0.6602131120412351,0.6789925302842129,1.422500672231997,1.0041495994284777,1.1303072328577088,1.2152733749372124,0.5301388716141715,0.21752238478807037,0.9719733359986822,0.2352475725798613,0.8144425774871514,1.2730280171196637,1.1923212158403222,0.2750088446106924,0.09021643454192975,1.0922804167332185,-0.8370463303234122,0.09022154571642256
743,0.8798149221043929,0.8229809848361559,1.2981055762790534,-0.4677620259178535,0.5401534883210083,0.3311161105475765,1.6240738350242292,1.162454601176827,-0.6524792517987853,0.6796076486990406,1.4172373779981453,1.026889604372701,1.1512789537546062,1.241941406850957,0.580140897954792,0.22027649550889514,0.9964056393984024,0.27647705016881946,0.7893695283421093,1.2730280171196637,1.1923212158403222,0.25632427628280996,0.055922293817860055,1.0922093956403,-0.8811112567842531,0.030619214872183026
744,0.8656625432070424,0.8088048217597924,1.2981055762790534,-0.4611810600275033,0.528972816651704,0.3311161105475765,1.6240738350242292,1.1715816711795712,-0.6524792517987853,0.6796076486990406,1.4189580589892095,1.0034377814493476,1.1296507665102156,1.2100670121530066,0.5686945479088267,0.19794419497360086,0.9964056393984024,0.27647705016881946,0.7750420716877992,1.2730280171196637,1.1923212158403222,0.25632427628280996,0.06644665885443561,1.0921946238167912,-0.8812266896639366,0.030315121347467472
745,0.8656625432070424,0.8088048217597924,1.2981055762790534,-0.44275435553452286,0.5193628123518391,0.3311161105475765,1.6345355821016223,1.1479025581482842,-0.6418451939654174,0.677348536438282,1.4175344321206365,0.9515410578421392,1.0817895806563271,1.1613780700082545,0.543278990639707,0.20983489264156702,0.9592330735544111,0.27647705016881946,0.7750420716877992,1.2730280171196637,1.202231672105274,0.25632427628280996,0.0783247559576153,1.092089242429426,-0.8252149910427566,0.028794653723890035
746,0.8821736519206184,0.8253436786822164,1.2981055762790534,-0.4235021346802571,0.5767128380123181,0.38503156698131175,1.6700785292364018,1.183194690360071,-0.6368826336431794,0.6782846603362316,1.378923790237441,0.9501859488425408,1.0805398461996216,1.1868050407668178,0.5071908999350863,0.24658379685906623,0.9786458129383535,0.27647705016881946,0.791757437784494,1.2730280171196637,1.2319630409001294,0.3123779812664574,0.06669427774839569,1.091871540274243,-0.8252649568710857,0.07866599177723319
747,0.8703800028394928,0.8135302094519137,1.3177588155016278,-0.44008616872393935,0.5829128407864249,0.3654004848787071,1.6639616556531043,1.151795423407456,-0.6418451939654174,0.67774188512516,1.3699830196997067,0.9501859488425408,1.0805398461996216,1.1868050407668178,0.5133986930230983,0.2736615057798612,0.960059530016358,0.27647705016881946,0.7798178905725693,1.2952470929595232,1.2220525846351775,0.2936934129385749,0.04372528300195583,1.1267266324283993,-0.7688963891373073,0.1251923010587059
748,0.8585863537583676,0.8017167402216105,1.2866119325878993,-0.48615292995639037,0.5584021631527917,0.32317755740642273,1.6639616556531043,1.151795423407456,-0.6418451939654174,0.67774188512516,1.3613098502738827,0.930086434217196,1.0620032886254367,1.1490907483526014,0.5107494488005172,0.22334695171335509,0.9024720386365268,0.27647705016881946,0.7678783433606441,1.2730280171196637,1.2220525846351775,0.25632427628280996,0.043627928136381444,1.1267751449775987,-0.7689650094375576,0.12336773991041292
749,0.8397165152285667,0.7650949856076718,1.2866119325878993,-0.5532787820379618,0.5373014870449174,0.3038911819509583,1.649865676107896,1.1341493573015629,-0.6567328749321331,0.6739982176459189,1.3622535497752932,0.9408769073867717,1.071954684511799,1.1490907483526014,0.5315784944605486,0.16442983184859075,0.9338058066111385,0.3441579325273014,0.7308657470036767,1.2730280171196637,1.202231672105274,0.20027057129916212,0.05547406771893158,1.1269946553478791,-0.7689665742457628,0.13796422909675718
750,0.8515101643096923,0.7769084548379749,1.3142013202531315,-0.493944793570565,0.5588774966988058,0.32440801360524063,1.669212673440566,1.1625678698443984,-0.6753424761405269,0.6723615470965978,1.3634634484007377,0.9484926506746447,1.0789782204805662,1.1985495225583709,0.5523400225783736,0.22654921343405093,0.9581409632905419,0.3713438449777696,0.7428052942156019,1.2952470929595232,1.2220525846351775,0.2189551396270446,0.02019228815477759,1.0919180615778465,-0.7689554939857235,0.12580048810813735
751,0.8456133397691298,0.7710017202228235,1.3142013202531315,-0.5068434867156513,0.5571828292738841,0.3038911819509583,1.669212673440566,1.1579655850356996,-0.6753424761405269,0.6723615470965978,1.3597226574412606,0.956986245826439,1.0868113457314876,1.1985495225583709,0.5445260295802677,0.24814622885305002,0.9824761199699449,0.3713438449777696,0.7368355206096393,1.2952470929595232,1.2220525846351775,0.20027057129916212,-0.01332889168498917,1.0920165109480557,-0.8253402601008754,0.16381217869757556
752,0.8479720695853546,0.773364414068884,1.3361200788247036,-0.4911193655483079,0.53192815130736,0.34309956775081113,1.6879777768081752,1.156445400286712,-0.7150429587184336,0.6694084946149451,1.3495614904361097,0.9093528974192716,1.0428820110356496,1.1985495225583709,0.5093459333663425,0.35250593621232074,0.9729130345179547,0.3713438449777696,0.7392234300520241,1.3174661687993827,1.251783953430033,0.23763970795492748,-0.013713016264790651,1.056842066338582,-0.8814256549427711,0.16016305640098957
753,0.838537150320454,0.7639136386846412,1.3361200788247036,-0.466550426224334,0.4973941358555899,0.3239106442823376,1.6879777768081752,1.156445400286712,-0.7237274392823504,0.667261020589534,1.3324090030751095,0.9093528974192716,1.0428820110356496,1.1985495225583709,0.46475902283228715,0.3425616493182052,0.9729130345179547,0.3713438449777696,0.7296717922824839,1.3174661687993827,1.251783953430033,0.2189551396270446,0.007701934520912963,1.0571286710612582,-0.8781081214417746,0.1677653945188771
754,0.871559367747605,0.7969913525294893,1.386432600560907,-0.37933069162422706,0.5102488082739031,0.30309944261262955,1.6879777768081752,1.1779783701429574,-0.6914156576286645,0.6715659544208714,1.3353631649579363,0.9268319650912593,1.0590018900617986,1.2283652886510044,0.4653402612519681,0.37609565142029,0.9273861251440597,0.3713438449777696,0.7631025244758739,1.361904320479102,1.251783953430033,0.20027057129916212,0.030808332801221704,1.056908070923182,-0.821793685606066,0.11485312121837907
755,0.8397165152285667,0.7650949856076718,1.3406197700914217,-0.4014427370158035,0.5202721460920416,0.2640791580547246,1.671502931312764,1.156445400286712,-0.6500609882766787,0.6727227028419112,1.3418909605061355,0.9353070711696764,1.0668179639669768,1.2296861987293417,0.4777868572235378,0.36113053494981784,0.9283946008820421,0.3713438449777696,0.7451932036579862,1.3174661687993827,1.2319630409001294,0.18158600297127964,0.019890466980231083,1.0566571834452005,-0.7652958667402155,0.1063385025263449
756,0.8703800028394922,0.7958100056064588,1.3862169716107737,-0.38468643960897536,0.5653461662597903,0.2640791580547246,1.6789293797902611,1.1905392692257672,-0.6401358676322021,0.6733857435661984,1.3508344361945348,0.9584329965311026,1.0881455957485837,1.276465021227513,0.510257856185319,0.4186744520948145,0.9117705240569917,0.3713438449777696,0.7762360264089913,1.361904320479102,1.241873497165081,0.18158600297127964,0.05409173626968357,1.0565740118621199,-0.821266189941862,0.06832681193690635
757,0.8762768273800553,0.8017167402216105,1.4058702108333485,-0.43038466675156656,0.5391201545253225,0.24431030035005527,1.6789293797902611,1.1612026843247194,-0.5905102644098188,0.6769309481817435,1.3371739660362552,0.8462299713643441,1.0647130746853513,1.1683368280767232,0.4648418754528938,0.3423498048738544,0.8719744083199092,0.290756777844587,0.7822058000149537,1.3841233963189616,1.241873497165081,0.16290143464339715,0.05399399746871276,1.056547730155193,-0.8212316274305431,0.06771862488747557
758,0.8821736519206179,0.8076234748367619,1.3925625827019317,-0.4537251591093417,0.5094221412373554,0.22222715868237217,1.6789293797902611,1.1467817944902075,-0.607052132150613,0.6743642313586393,1.3258152142820148,0.8182744967902015,1.0389314439536406,1.0915373120781404,0.39476436746695115,0.26966315341224745,0.8348018424759179,0.21548239481249967,0.7881755736209161,1.3841233963189616,1.241873497165081,0.14421686631551467,0.04219357093227429,1.056498549649864,-0.8215116166889042,0.01754319330941686
759,0.8739180975638304,0.7993540463755502,1.3993410385653224,-0.4979492498924945,0.4784014606909112,0.20422889353489296,1.692627355557995,1.1534646458769329,-0.607052132150613,0.6743642313586393,1.316019888312162,0.836622759382212,1.0558529284900977,1.1259655932374941,0.3867143751926913,0.139589168392184,0.8610868158583075,0.21548239481249967,0.7798178905725688,1.3841233963189616,1.251783953430033,0.12553229798763219,0.05543418743401372,1.0565878643255384,-0.8216185317452855,0.06406950259088959
760,0.8975053957260811,0.8229809848361559,1.4380816461468569,-0.47460875753471937,0.4762521263958873,0.20422889353489296,1.7166482022759246,1.1978540405473659,-0.5910616600011783,0.6772288423568074,1.3192778352178094,0.8133815914982028,1.0344190155522204,1.127011161443124,0.3820781755776331,0.20013944878108958,0.8610868158583075,0.24266830726296787,0.8036969849964188,1.428561547998681,1.2914257784898402,0.12553229798763219,0.06737301203867661,1.021612821977095,-0.8216196070234156,0.06315722201674324
761,0.8798149221043929,0.8052607809907014,1.4165378566926554,-0.43959801899805667,0.5012588042514484,0.20422889353489296,1.737571696430711,1.1887985086504564,-0.6142202748382909,0.6729338943059855,1.3044967138904648,0.8375370164665485,1.0566960920886874,1.1551217352969545,0.3974319031407777,0.22808257383413816,0.8610868158583075,0.24266830726296787,0.7857876641785312,1.4063424721588211,1.3112466910197438,0.12553229798763219,0.07843639845528254,1.0216136918979126,-0.7655555877654431,0.11150809244650832
762,0.8680212730232673,0.7934473117603983,1.4165378566926554,-0.48136521584881226,0.44791811371822404,0.18413479541188577,1.7480334435081042,1.2064445747563495,-0.6142202748382909,0.6729338943059855,1.3087359464996724,0.8021357351173527,1.0240476474788949,1.1325831346598172,0.33888391131202944,0.2049394601969344,0.8052101163433236,0.24266830726296787,0.7738481169666065,1.4063424721588211,1.321157147284696,0.10684772965974969,0.06902292515187591,1.0216959641069923,-0.7653771034121186,0.11089990539707753
763,0.8420752450447916,0.7674576794537321,1.3911171034226602,-0.48136521584881226,0.44525211252535773,0.14494242307536248,1.7480334435081042,1.2064445747563495,-0.6142202748382909,0.6729338943059855,1.3009738227334353,0.8012116119685845,1.0231953850102689,1.1220569403138057,0.3262182575028673,0.2147141609451602,0.7837485254468258,0.24266830726296787,0.7475811131003716,1.3841233963189616,1.321157147284696,0.06947859300398472,0.1155898231381324,1.022062665710754,-0.7654859056913408,0.11454902769366383
764,0.8538688941259173,0.7792711486840352,1.3911171034226602,-0.4766971173772571,0.4445081121924651,0.18266130221603277,1.7480334435081042,1.2064445747563495,-0.5943700335493373,0.6740699211584076,1.3172175836295563,0.8236835524770955,1.0439198864126267,1.1431398707041787,0.33351941065441865,0.18189968835965725,0.7837485254468258,0.24266830726296787,0.7595206603122964,1.3841233963189616,1.321157147284696,0.10684772965974969,0.10560893638334948,1.056933732009453,-0.7095200929185213,0.17293498443904115
765,0.8538688941259173,0.7792711486840352,1.3911171034226602,-0.44426611746961175,0.4418007776477731,0.18266130221603277,1.7480334435081042,1.2064445747563495,-0.5943700335493373,0.6740699211584076,1.3136524595908539,0.8236835524770955,1.0439198864126267,1.1431398707041787,0.36952260392210806,0.22231428078742496,0.7837485254468258,0.24266830726296787,0.7595206603122964,1.3841233963189616,1.321157147284696,0.10684772965974969,0.07119376824014173,1.0569255566471862,-0.7091940861450898,0.1732390779637564
766,0.8656625432070424,0.7910846179143379,1.3911171034226602,-0.44426611746961175,0.44541744593266847,0.2031781338703147,1.767380440840774,1.2326990595976852,-0.5943700335493373,0.6740699211584076,1.3186284187190545,0.8140003998089869,1.0349897047501462,1.1431398707041787,0.3696229018511905,0.22656663673183253,0.7729999556956383,0.24266830726296787,0.7714602075242216,1.3841233963189616,1.3409780598145995,0.12553229798763219,0.11590526750129157,1.0570650458731388,-0.7652474403995697,0.22615135126425476
767,0.8892498413692932,0.8147115563749436,1.4202298755024492,-0.46269282196259204,0.5000808037243683,0.2031781338703147,1.7883039349955607,1.2570875921784996,-0.573899472220104,0.6779786544294407,1.3246753329486336,0.8300800115092627,1.049818950809494,1.150682729187022,0.3770994104065146,0.23600061561930244,0.8075524505235373,0.2543297645381402,0.7893695283421093,1.4063424721588211,1.3607989723445029,0.14421686631551467,0.10476173159787036,1.0570450408500316,-0.8215946072289034,0.22493497716539285
768,0.8986847606341939,0.8241623317591864,1.4202298755024492,-0.48849020825276457,0.5498254926486108,0.2031781338703147,1.7883039349955607,1.2815357398475093,-0.55708190668363,0.6809709453665688,1.3483361061851848,0.8385547109865901,1.0576346497312634,1.150682729187022,0.3480366088167378,0.2118516395893746,0.8075524505235373,0.2543297645381402,0.7989211661116491,1.4063424721588211,1.3607989723445029,0.14421686631551467,0.09406710556194162,1.0572416271763234,-0.8214534909006379,0.17475954558733384
769,0.9222720587964447,0.8477892702197921,1.4202298755024492,-0.4577790340977973,0.5333128185935757,0.2031781338703147,1.8016196748759268,1.286138024656208,-0.5670070273281065,0.6803264533550564,1.3361147028357603,0.8385547109865901,1.0576346497312634,1.150682729187022,0.36681223942034513,0.2148210533436956,0.8075524505235373,0.2543297645381402,0.7989211661116491,1.4063424721588211,1.3707094286094545,0.14421686631551467,0.0692220349225463,1.0922409557784998,-0.8779296438405897,0.2258472577395395
770,0.908119679899094,0.8336131071434286,1.4202298755024492,-0.3958653070013834,0.5127701427353706,0.2031781338703147,1.793382252128221,1.272647130197547,-0.5868572686170601,0.6788499271142304,1.365596763803963,0.8385547109865901,1.0576346497312634,1.150682729187022,0.39593628742449405,0.1742236720996476,0.8075524505235373,0.2543297645381402,0.7845937094573395,1.4063424721588211,1.3607989723445029,0.14421686631551467,0.03522602900437855,1.0919870504010918,-0.8215941598996972,0.18479463190294576
771,0.9140165044396572,0.8395198417585804,1.4202298755024492,-0.4548307613789205,0.48918946551785536,0.22137930974770492,1.7878318946037648,1.272647130197547,-0.5967823892615371,0.678358722852825,1.3338662027121218,0.8385547109865901,1.0576346497312634,1.150682729187022,0.4954502907789735,0.07737290928045149,0.8075524505235373,0.2543297645381402,0.7905634830633019,1.4063424721588211,1.350888516079551,0.16290143464339715,0.03499090656984578,1.0920886407429595,-0.8781003210332371,0.24226830807417643
772,0.9140165044396572,0.8395198417585804,1.4202298755024492,-0.44746007958172834,0.4625294535892001,0.22137930974770492,1.7878318946037648,1.272647130197547,-0.5967823892615371,0.678358722852825,1.3288749744273414,0.8625782259005372,1.079790073662503,1.150682729187022,0.43400241489730523,0.11354869407535884,0.8075524505235373,0.2543297645381402,0.7905634830633019,1.4063424721588211,1.350888516079551,0.16290143464339715,0.06895173421824437,1.1272572767638542,-0.8222468587886644,0.2921396461275199
773,0.9222720587964447,0.8477892702197921,1.4202298755024492,-0.4400893977845362,0.4876601315002426,0.26155600680513424,1.7878318946037648,1.272647130197547,-0.5967823892615371,0.678358722852825,1.3209234164735943,0.8973873937920751,1.0843670644335788,1.1786841626964542,0.4365106229943618,0.1997446684886794,0.8338374239059269,0.2543297645381402,0.7989211661116491,1.4063424721588211,1.350888516079551,0.20027057129916212,0.1151911410991007,1.1624087573571615,-0.8221259870610462,0.3417068906561475
774,0.9222720587964447,0.8477892702197921,1.4202298755024492,-0.44746007958172834,0.4863374642417663,0.26155600680513424,1.7878318946037648,1.272647130197547,-0.5967823892615371,0.678358722852825,1.3127087641348512,0.9013599091720723,1.0880306733031582,1.1786841626964542,0.4310252596589216,0.17985609470044864,0.8452191512494007,0.2543297645381402,0.7989211661116491,1.4063424721588211,1.350888516079551,0.20027057129916212,0.13876860586503184,1.197434724260167,-0.7659656772373508,0.3991805668273782
775,0.8868911115530682,0.8123488625288833,1.3693883689624584,-0.5027401930606695,0.4699281235662999,0.24146190868212705,1.7275253120192555,1.229819650837838,-0.6530247395802387,0.6652091606485123,1.303298000460881,0.9013599091720723,1.0880306733031582,1.1786841626964542,0.43139630226712616,0.19557939284623177,0.8452191512494007,0.2543297645381402,0.7631025244758743,1.361904320479102,1.2815153222248887,0.18158600297127964,0.13999793462462426,1.1975161391712221,-0.8222461363097957,0.45026827897958355
776,0.9069403149909814,0.8324317602203981,1.3957814197897502,-0.5383651550804315,0.4670554556142971,0.28204196805650494,1.7275253120192555,1.229819650837838,-0.6530247395802387,0.6652091606485123,1.271333680058983,0.922140418851237,1.1071952711190185,1.2084999287890876,0.43587907051873354,0.14751533952467422,0.9086031836456843,0.2904904084893756,0.7833997547361463,1.3841233963189616,1.2815153222248887,0.2189551396270446,0.11704704269458414,1.162260011416342,-0.8220514704554458,0.3918823222342059
777,0.8892498413692932,0.8147115563749436,1.3484687678025367,-0.6398875222155661,0.5089468076913387,0.28204196805650494,1.7275253120192555,1.262709294995343,-0.6579872999024773,0.6647876300285912,1.3020544734577537,0.8446890809905074,1.0357666217106039,1.1116135968710752,0.3800954480777761,0.12273246001120555,0.8716125697793949,0.2674424298479466,0.7654904339182592,1.3396852446392424,1.2815153222248887,0.2189551396270446,0.10666531517181903,1.1627297697097585,-0.8781780550330532,0.39218641575892177
778,0.8833530168287306,0.8088048217597924,1.3484687678025367,-0.6409931244851449,0.4960921352730256,0.28204196805650494,1.7198689004811634,1.2478055229464464,-0.700966616979006,0.6581706621604295,1.296403542201178,0.7997451999734856,0.9943176189058882,1.0553924491634137,0.35366042731788966,0.044948634491855724,0.8501509788828971,0.2239827445412883,0.7654904339182592,1.3396852446392424,1.2716048659599366,0.2189551396270446,0.12915731866883157,1.1627669533022398,-0.8779592350895966,0.39948466035209373
779,0.8892498413692932,0.8147115563749436,1.3484687678025367,-0.7032606443078242,0.49036746604493464,0.3238966346408592,1.7198689004811634,1.2478055229464464,-0.6935227764956489,0.6637212716722639,1.3151866345916496,0.7997451999734856,0.9943176189058882,1.0553924491634137,0.3495300310495363,-0.009563820798152446,0.8649218587595464,0.2239827445412883,0.7714602075242216,1.3396852446392424,1.2716048659599366,0.25632427628280996,0.12828274226290992,1.1628471122453912,-0.8779267336686962,0.39218641575892144
780,0.8798149221043929,0.8052607809907014,1.3484687678025367,-0.7106313261050162,0.4456447793677178,0.303802536517852,1.7198689004811634,1.2478055229464464,-0.6339720526287885,0.6683622936267273,1.3222375581785204,0.7888679770166955,0.9842862189768801,1.0209641680040598,0.3203092289211416,-0.021046494228585403,0.8421584040725988,0.27720977123291046,0.7619085697546812,1.3396852446392424,1.2716048659599366,0.23763970795492748,0.1403963942004312,1.1622015920784357,-0.8777960257626427,0.33836186188427675
781,0.8986847606341933,0.8241623317591859,1.3825282109514891,-0.6848339398148438,0.4713541242043431,0.303802536517852,1.7198689004811634,1.2478055229464464,-0.6155396857176181,0.6694277405984191,1.3264921940604548,0.818335991379412,1.0114627729889167,1.063130028784806,0.34646435863411024,0.010718340714728495,0.8421584040725988,0.23957257971686718,0.7810118452937614,1.361904320479102,1.2716048659599366,0.23763970795492748,0.14017882068502266,1.1272872664162246,-0.9343120399549646,0.3368413942606993
782,0.8986847606341933,0.8241623317591859,1.3825282109514891,-0.6504374247612805,0.4730074582774374,0.303802536517852,1.7198689004811634,1.2478055229464464,-0.6020054302933316,0.6706180464524709,1.3264541614702456,0.834226052899401,1.0261172084672343,1.063130028784806,0.36461328669699317,0.01780560062207435,0.8876853134464935,0.33176449428258203,0.7810118452937614,1.361904320479102,1.2716048659599366,0.23763970795492748,0.1625132455093764,1.1272460351147877,-0.9906146139705496,0.33805776835956153
783,0.8927879360936308,0.8182555971440345,1.3825282109514891,-0.6578081065584727,0.45833411837871924,0.303802536517852,1.7198689004811634,1.2478055229464464,-0.6020054302933316,0.6706180464524709,1.3286246593089392,0.825732457747607,1.018284083216313,1.063130028784806,0.294983098191567,-0.012713863027175394,0.8876853134464935,0.33176449428258203,0.7750420716877986,1.361904320479102,1.2716048659599366,0.23763970795492748,0.16119421548779372,1.1273259521210732,-1.047019801929996,0.3490051352493198
784,0.8680212730232673,0.7934473117603983,1.3586087400425775,-0.6774632580176517,0.44738078014446525,0.2642648211085129,1.7040226724075933,1.2030584377468403,-0.623746170752662,0.6659586346720403,1.3257862145644637,0.825732457747607,1.018284083216313,1.063130028784806,0.3086640298347464,-0.05249101060363701,0.8876853134464935,0.33176449428258203,0.7499690225427564,1.3396852446392424,1.251783953430033,0.20027057129916212,0.16251861244495375,1.1274488613084193,-0.9910798616656495,0.4013092215003867
785,0.9281688833370072,0.8536960048349435,1.3776961084015376,-0.6375387316161942,0.49708413571688037,0.3012372819414044,1.7275968715102648,1.2796936336222653,-0.6072043030118678,0.6685706999325243,1.318416237229671,0.8420219727162787,1.0333069102696375,1.063130028784806,0.32604710656172187,-0.04799353763516935,0.8876853134464935,0.33176449428258203,0.8108607133235739,1.361904320479102,1.2914257784898402,0.23763970795492748,0.16084500062679047,1.127433651894753,-1.036011377897471,0.40435015674754193
786,0.9281688833370072,0.8536960048349435,1.3776961084015376,-0.578573277238657,0.4969188023095714,0.3012372819414044,1.7275968715102648,1.2933276042925954,-0.6344983847841785,0.6633590555711466,1.319252255065578,0.8420219727162787,1.0333069102696375,1.063130028784806,0.3244663605351811,-0.04799353763516935,0.8876853134464935,0.33176449428258203,0.8108607133235739,1.361904320479102,1.2914257784898402,0.23763970795492748,0.13856535773889206,1.127533822172408,-0.979961295054319,0.44966009193015277
787,0.9116577746234312,0.8371571479125189,1.3776961084015376,-0.5510560651958063,0.4795381278661604,0.2825151497385202,1.7275968715102648,1.3122971253564306,-0.654348626073132,0.661156833173158,1.299608724173895,0.8135646837247095,1.0070624866788174,1.0377030580262427,0.26350561794847444,-0.05185712073114519,0.848859834678608,0.2924537298273703,0.7941453472268789,1.361904320479102,1.2914257784898402,0.2189551396270446,0.09351668321606195,1.0924331903969047,-1.03624773820992,0.45330921422673875
788,0.8750974624719426,0.8005353932985801,1.3530863391327173,-0.5559698530606009,0.42532943694456193,0.26259313939413176,1.6946471805194423,1.2689629177470596,-0.7188619102622299,0.6515594126077873,1.3269888049402931,0.8435330325514832,1.0347004686791519,1.0542418693284321,0.2229830759167595,0.058264741791843704,0.8741136202418356,0.2924537298273703,0.7571327508699115,1.3396852446392424,1.251783953430033,0.20027057129916212,0.10519646539793359,1.1275433692115142,-0.9798361897355697,0.46212792644348843
789,0.8927879360936308,0.8182555971440345,1.3794793899600089,-0.5056035274464546,0.4156574326169567,0.28288316908132094,1.7128088138735293,1.2929222216928653,-0.6990116689732763,0.6531936256287478,1.3187741526015497,0.8435330325514832,1.0347004686791519,1.0542418693284321,0.20029425196831163,0.24755984422102117,0.8741136202418356,0.2924537298273703,0.7750420716877986,1.361904320479102,1.2716048659599366,0.2189551396270446,0.10480543012299331,1.092996870685441,-1.0359961619523168,0.46030336529519544
790,0.910478409715319,0.835975800989489,1.4010231794142105,-0.5240302319394351,0.3879434202167028,0.28298062106831184,1.7128088138735293,1.2929222216928653,-0.7585623928401366,0.6495122415851866,1.315823717439466,0.8417225980509242,1.0330308152581895,1.0542418693284321,0.19164770637961828,0.2437960568860845,0.8770108174070933,0.32025063794727715,0.7929513925056862,1.3841233963189616,1.2716048659599366,0.2189551396270446,0.1272371466675048,1.0930600067403315,-0.9796915352864874,0.45939108472104884
791,0.866841908115155,0.7922659648373683,1.3340202307650155,-0.6653016330522845,0.35950607415947083,0.2248056588634033,1.6983577770994238,1.2573558600753787,-0.7629046331220956,0.648948311075113,1.3176674854555719,0.7772629514812083,0.9735836110782201,0.9990849747100367,0.14288405160280251,0.12698064542645265,0.8349001613395041,0.23333126733395987,0.748775067821564,1.3174661687993827,1.251783953430033,0.16290143464339715,0.11657090090565428,1.0581502021418134,-0.9797274617298767,0.40130922150038706
792,0.8609450835745925,0.7863592302222171,1.2952918493636036,-0.6855710079945629,0.36959141200534984,0.2027225171957202,1.714832622594835,1.2867997521351782,-0.7529795124776185,0.6496865741955263,1.330251164808578,0.8082042953062609,1.0021189270759765,1.0289007408026702,0.18633198447058288,0.08521566991038201,0.8576636160264517,0.19210178974500175,0.7428052942156014,1.2952470929595232,1.2716048659599366,0.14421686631551467,0.08257619470177524,1.058146803454798,-0.9232481386606816,0.4086074660935593
793,0.8585863537583676,0.7839965363761566,1.2952918493636036,-0.7155451139698111,0.35824540692873574,0.1834361417402558,1.714832622594835,1.2867997521351782,-0.7529795124776185,0.6496865741955263,1.3159142392576422,0.8140065253960229,1.0074699703286287,1.050675097680314,0.1701198400685621,0.10145462240800128,0.8410395392014013,0.19210178974500175,0.7404173847732165,1.2952470929595232,1.2716048659599366,0.12553229798763219,0.09405137405891023,1.0230860576013776,-0.9233202666971236,0.4076951855194127
794,0.8774561922881681,0.8028980871446411,1.343294679869071,-0.7290580305979967,0.3692814118666438,0.1834361417402558,1.714832622594835,1.2705129100401442,-0.7246220249219715,0.6566239402637112,1.3103805413174778,0.838428855854645,1.0299931975348804,1.087768029228444,0.19785540636339166,0.1334787591129404,0.8238319848921584,0.19210178974500175,0.7595206603122964,1.3174661687993827,1.2716048659599366,0.12553229798763219,0.10614159710549487,0.9879953873133506,-0.9232476744511279,0.4086074660935593
795,0.8656625432070424,0.7910846179143379,1.3092352367201183,-0.775739015313547,0.3273073930859464,0.1834361417402558,1.6748854029537363,1.23477962617571,-0.8139481107222619,0.6454868357335493,1.3210478754639914,0.8124804940510411,1.0060626046079362,1.0390790870836917,0.12529822356701045,0.0858699884780396,0.786659419048167,0.19210178974500175,0.7475811131003716,1.2952470929595232,1.241873497165081,0.12553229798763219,0.08303231428097067,0.9527985309349043,-0.9790610796313,0.3620811568120869
