,sent_raw
51,"Rivers could be seen and pleasure boats gliding on them; and galleons setting out to sea; and armadas with puffs of smoke from which came the dull thud of cannon firing; and forts on the coast; and castles among the meadows; and here a watch tower; and there a fortress; and again some vast mansion like that of Orlando's father, massed like a town in the valley circled by walls."
52,"To the east there were the spires of London and the smoke of the city; and perhaps on the very sky line, when the wind was in the right quarter, the craggy top and serrated edges of Snowdon herself showed mountainous among the clouds."
53,"For a moment Orlando stood counting, gazing, recognizing."
54,That was his father's house; that his uncle's.
55,His aunt owned those three great turrets among the trees there.
56,"The heath was theirs and the forest; the pheasant and the deer, the fox, the badger, and the butterfly."
57,"He sighed profoundly, and flung himself--there was a passion in his movements which deserves the word--on the earth at the foot of the oak tree."
58,"He loved, beneath all this summer transiency, to feel the earth's spine beneath him; for such he took the hard root of the oak tree to be; or, for image followed image, it was the back of a great horse that he was riding, or the deck of a tumbling ship--it was anything indeed, so long as it was hard, for he felt the need of something which he could attach his floating heart to; the heart that tugged at his side; the heart that seemed filled with spiced and amorous gales every evening about this time when he walked out."
59,"To the oak tree he tied it and as he lay there, gradually the flutter in and about him stilled itself; the little leaves hung, the deer stopped; the pale summer clouds stayed; his limbs grew heavy on the ground; and he lay so still that by degrees the deer stepped nearer and the rooks wheeled round him and the swallows dipped and circled and the dragonflies shot past, as if all the fertility and amorous activity of a summer's evening were woven web-like about his body."
60,"After an hour or so--the sun was rapidly sinking, the white clouds had turned red, the hills were violet, the woods purple, the valleys black--a trumpet sounded."
61,Orlando leapt to his feet.
62,The shrill sound came from the valley.
63,"It came from a dark spot down there; a spot compact and mapped out; a maze; a town, yet girt about with walls; it came from the heart of his own great house in the valley, which, dark before, even as he looked and the single trumpet duplicated and reduplicated itself with other shriller sounds, lost its darkness and became pierced with lights."
64,"Some were small hurrying lights, as if servants dashed along corridors to answer summonses; others were high and lustrous lights, as if they burnt in empty banqueting-halls made ready to receive guests who had not come; and others dipped and waved and sank and rose, as if held in the hands of troops of serving men, bending, kneeling, rising, receiving, guarding, and escorting with all dignity indoors a great Princess alighting from her chariot."
65,Coaches turned and wheeled in the courtyard.
66,Horses tossed their plumes.
67,The Queen had come.
68,Orlando looked no more.
69,He dashed downhill.
70,He let himself in at a wicket gate.
71,He tore up the winding staircase.
72,He reached his room.
73,"He tossed his stockings to one side of the room, his jerkin to the other."
74,He dipped his head.
75,He scoured his hands.
76,He pared his finger nails.
77,"With no more than six inches of looking-glass and a pair of old candles to help him, he had thrust on crimson breeches, lace collar, waistcoat of taffeta, and shoes with rosettes on them as big as double dahlias in less than ten minutes by the stable clock."
78,He was ready.
79,He was flushed.
80,"He was excited, But he was terribly late."
81,"By short cuts known to him, he made his way now through the vast congeries of rooms and staircases to the banqueting-hall, five acres distant on the other side of the house."
82,"But half-way there, in the back quarters where the servants lived, he stopped."
83,"The door of Mrs Stewkley's sitting-room stood open--she was gone, doubtless, with all her keys to wait upon her mistress. But there, sitting at the servant's dinner table with a tankard beside him and paper in front of him, sat a rather fat, shabby man, whose ruff was a thought dirty, and whose clothes were of hodden brown. He held a pen in his hand, but he was not writing. He seemed in the act of rolling some thought up and down, to and fro in his mind till it gathered shape or momentum to his liking. His eyes, globed and clouded like some green stone of curious texture, were fixed. He did not see Orlando. For all his hurry, Orlando stopped dead. Was this a poet? Was he writing poetry? 'Tell me', he wanted to say, 'everything in the whole world'--for he had the wildest, most absurd, extravagant ideas about poets and poetry--but how speak to a man who does not see you?"
84,"who sees ogres, satyrs, perhaps the depths of the sea instead?"
85,"So Orlando stood gazing while the man turned his pen in his fingers, this way and that way; and gazed and mused; and then, very quickly, wrote half-a-dozen lines and looked up."
86,"Whereupon Orlando, overcome with shyness, darted off and reached the banqueting-hall only just in time to sink upon his knees and, hanging his head in confusion, to offer a bowl of rose water to the great Queen herself."
87,Such was his shyness that he saw no more of her than her ringed hands in water; but it was enough.
88,"It was a memorable hand; a thin hand with long fingers always curling as if round orb or sceptre; a nervous, crabbed, sickly hand; a commanding hand too; a hand that had only to raise itself for a head to fall; a hand, he guessed, attached to an old body that smelt like a cupboard in which furs are kept in camphor; which body was yet caparisoned in all sorts of brocades and gems; and held itself very upright though perhaps in pain from sciatica; and never flinched though strung together by a thousand fears; and the Queen's eyes were light yellow."
89,"All this he felt as the great rings flashed in the water and then something pressed his hair--which, perhaps, accounts for his seeing nothing more likely to be of use to a historian. And in truth, his mind was such a welter of opposites--of the night and the blazing candles, of the shabby poet and the great Queen, of silent fields and the clatter of serving men--that he could see nothing; or only a hand."
90,"By the same showing, the Queen herself can have seen only a head."
91,"But if it is possible from a hand to deduce a body, informed with all the attributes of a great Queen, her crabbedness, courage, frailty, and terror, surely a head can be as fertile, looked down upon from a chair of state by a lady whose eyes were always, if the waxworks at the Abbey are to be trusted, wide open."
92,"The long, curled hair, the dark head bent so reverently, so innocently before her, implied a pair of the finest legs that a young nobleman has ever stood upright upon; and violet eyes; and a heart of gold; and loyalty and manly charm--all qualities which the old woman loved the more the more they failed her. For she was growing old and worn and bent before her time. The sound of cannon was always in her ears. She saw always the glistening poison drop and the long stiletto. As she sat at table she listened; she heard the guns in the Channel; she dreaded--was that a curse, was that a whisper?"
93,"Innocence, simplicity, were all the more dear to her for the dark background she set them against."
94,"And it was that same night, so tradition has it, when Orlando was sound asleep, that she made over formally, putting her hand and seal finally to the parchment, the gift of the great monastic house that had been the Archbishop's and then the King's to Orlando's father."
95,Orlando slept all night in ignorance.
96,He had been kissed by a queen without knowing it.
97,"And perhaps, for women's hearts are intricate, it was his ignorance and the start he gave when her lips touched him that kept the memory of her young cousin (for they had blood in common) green in her mind."
98,"At any rate, two years of this quiet country life had not passed, and Orlando had written no more perhaps than twenty tragedies and a dozen histories and a score of sonnets when a message came that he was to attend the Queen at Whitehall."
99,"'Here', she said, watching him advance down the long gallery towards her, 'comes my innocent!' (There was a serenity about him always which had the look of innocence when, technically, the word was no longer applicable.)"
100,'Come!' she said.
101,She was sitting bolt upright beside the fire.
102,And she held him a foot's pace from her and looked him up and down.
103,Was she matching her speculations the other night with the truth now visible?
104,Did she find her guesses justified?
105,"Eyes, mouth, nose, breast, hips, hands--she ran them over; her lips twitched visibly as she looked; but when she saw his legs she laughed out loud. He was the very image of a noble gentleman. But inwardly? She flashed her yellow hawk's eyes upon him as if she would pierce his soul. The young man withstood her gaze blushing only a damask rose as became him. Strength, grace, romance, folly, poetry, youth--she read him like a page."
106,"Instantly she plucked a ring from her finger (the joint was swollen rather) and as she fitted it to his, named him her Treasurer and Steward; next hung about him chains of office; and bidding him bend his knee, tied round it at the slenderest part the jewelled order of the Garter."
107,Nothing after that was denied him.
108,When she drove in state he rode at her carriage door.
109,She sent him to Scotland on a sad embassy to the unhappy Queen.
110,He was about to sail for the Polish wars when she recalled him.
111,For how could she bear to think of that tender flesh torn and that curly head rolled in the dust?
112,She kept him with her.
113,"At the height of her triumph when the guns were booming at the Tower and the air was thick enough with gunpowder to make one sneeze and the huzzas of the people rang beneath the windows, she pulled him down among the cushions where her women had laid her (she was so worn and old) and made him bury his face in that astonishing composition--she had not changed her dress for a month--which smelt for all the world, he thought, recalling his boyish memory, like some old cabinet at home where his mother's furs were stored."
114,"He rose, half suffocated from the embrace."
115,"'This', she breathed, 'is my victory!'--even as a rocket roared up and dyed her cheeks scarlet."
116,For the old woman loved him.
117,"And the Queen, who knew a man when she saw one, though not, it is said, in the usual way, plotted for him a splendid ambitious career."
118,"Lands were given him, houses assigned him."
119,He was to be the son of her old age; the limb of her infirmity; the oak tree on which she leant her degradation.
120,"She croaked out these promises and strange domineering tendernesses (they were at Richmond now) sitting bolt upright in her stiff brocades by the fire which, however high they piled it, never kept her warm."
121,"Meanwhile, the long winter months drew on."
122,Every tree in the Park was lined with frost.
123,The river ran sluggishly.
124,"One day when the snow was on the ground and the dark panelled rooms were full of shadows and the stags were barking in the Park, she saw in the mirror, which she kept for fear of spies always by her, through the door, which she kept for fear of murderers always open, a boy--could it be Orlando?--kissing a girl--who in the Devil's name was the brazen hussy?"
125,Snatching at her golden-hilted sword she struck violently at the mirror.
126,"The glass crashed; people came running; she was lifted and set in her chair again; but she was stricken after that and groaned much, as her days wore to an end, of man's treachery."
127,"It was Orlando's fault perhaps; yet, after all, are we to blame Orlando?"
128,The age was the Elizabethan; their morals were not ours; nor their poets; nor their climate; nor their vegetables even.
129,Everything was different.
130,"The weather itself, the heat and cold of summer and winter, was, we may believe, of another temper altogether."
131,The brilliant amorous day was divided as sheerly from the night as land from water.
132,Sunsets were redder and more intense; dawns were whiter and more auroral.
133,Of our crepuscular half-lights and lingering twilights they knew nothing.
134,"The rain fell vehemently, or not at all."
135,The sun blazed or there was darkness.
136,"Translating this to the spiritual regions as their wont is, the poets sang beautifully how roses fade and petals fall."
137,The moment is brief they sang; the moment is over; one long night is then to be slept by all.
138,"As for using the artifices of the greenhouse or conservatory to prolong or preserve these fresh pinks and roses, that was not their way."
139,The withered intricacies and ambiguities of our more gradual and doubtful age were unknown to them.
140,Violence was all.
141,The flower bloomed and faded.
142,The sun rose and sank.
143,The lover loved and went.
144,"And what the poets said in rhyme, the young translated into practice."
145,"Girls were roses, and their seasons were short as the flowers'."
146,Plucked they must be before nightfall; for the day was brief and the day was all.
147,"Thus, if Orlando followed the leading of the climate, of the poets, of the age itself, and plucked his flower in the window-seat even with the snow on the ground and the Queen vigilant in the corridor we can scarcely bring ourselves to blame him."
148,He was young; he was boyish; he did but as nature bade him do.
149,"As for the girl, we know no more than Queen Elizabeth herself did what her name was."
150,"It may have been Doris, Chloris, Delia, or Diana, for he made rhymes to them all in turn; equally, she may have been a court lady, or some serving maid."
151,For Orlando's taste was broad; he was no lover of garden flowers only; the wild and the weeds even had always a fascination for him.
152,"Here, indeed, we lay bare rudely, as a biographer may, a curious trait in him, to be accounted for, perhaps, by the fact that a certain grandmother of his had worn a smock and carried milkpails."
153,"Some grains of the Kentish or Sussex earth were mixed with the thin, fine fluid which came to him from Normandy."
154,He held that the mixture of brown earth and blue blood was a good one.
155,"Certain it is that he had always a liking for low company, especially for that of lettered people whose wits so often keep them under, as if there were the sympathy of blood between them."
156,"At this season of his life, when his head brimmed with rhymes and he never went to bed without striking off some conceit, the cheek of an innkeeper's daughter seemed fresher and the wit of a gamekeeper's niece seemed quicker than those of the ladies at Court."
157,"Hence, he began going frequently to Wapping Old Stairs and the beer gardens at night, wrapped in a grey cloak to hide the star at his neck and the garter at his knee."
158,"There, with a mug before him, among the sanded alleys and bowling greens and all the simple architecture of such places, he listened to sailors' stories of hardship and horror and cruelty on the Spanish main; how some had lost their toes, others their noses--for the spoken story was never so rounded or so finely coloured as the written."
159,"Especially he loved to hear them volley forth their songs of 'the Azores, while the parrakeets, which they had brought from those parts, pecked at the rings in their ears, tapped with their hard acquisitive beaks at the rubies on their fingers, and swore as vilely as their masters."
160,The women were scarcely less bold in their speech and less free in their manner than the birds.
161,"They perched on his knee, flung their arms round his neck and, guessing that something out of the common lay hid beneath his duffle cloak, were quite as eager to come at the truth of the matter as Orlando himself."
162,Nor was opportunity lacking.
163,"The river was astir early and late with barges, wherries, and craft of all description."
164,Every day sailed to sea some fine ship bound for the Indies; now and again another blackened and ragged with hairy men on board crept painfully to anchor.
165,No one missed a boy or girl if they dallied a little on the water after sunset; or raised an eyebrow if gossip had seen them sleeping soundly among the treasure sacks safe in each other's arms.
166,"Such indeed was the adventure that befel Orlando, Sukey, and the Earl of Cumberland."
167,The day was hot; their loves had been active; they had fallen asleep among the rubies.
168,"Late that night the Earl, whose fortunes were much bound up in the Spanish ventures, came to check the booty alone with a lantern."
169,He flashed the light on a barrel.
170,He started back with an oath.
171,Twined about the cask two spirits lay sleeping.
172,"Superstitious by nature, and his conscience laden with many a crime, the Earl took the couple--they were wrapped in a red cloak, and Sukey's bosom was almost as white as the eternal snows of Orlando's poetry--for a phantom sprung from the graves of drowned sailors to upbraid him."
173,He crossed himself.
174,He vowed repentance.
175,The row of alms houses still standing in the Sheen Road is the visible fruit of that moment's panic.
176,Twelve poor old women of the parish today drink tea and tonight bless his Lordship for a roof above their heads; so that illicit love in a treasure ship--but we omit the moral.
177,"Soon, however, Orlando grew tired, not only of the discomfort of this way of life, and of the crabbed streets of the neighbourhood, but of the primitive manner of the people."
178,For it has to be remembered that crime and poverty had none of the attraction for the Elizabethans that they have for us.
179,"They had none of our modern shame of book learning; none of our belief that to be born the son of a butcher is a blessing and to be unable to read a virtue; no fancy that what we call 'life' and 'reality' are somehow connected with ignorance and brutality; nor, indeed, any equivalent for these two words at all."
180,It was not to seek 'life' that Orlando went among them; not in quest of 'reality' that he left them.
181,"But when he had heard a score of times how Jakes had lost his nose and Sukey her honour--and they told the stories admirably, it must be admitted--he began to be a little weary of the repetition, for a nose can only be cut off in one way and maidenhood lost in another--or so it seemed to him--whereas the arts and the sciences had a diversity about them which stirred his curiosity profoundly."
182,"So, always keeping them in happy memory, he left off frequenting the beer gardens and the skittle alleys, hung his grey cloak in his wardrobe, let his star shine at his neck and his garter twinkle at his knee, and appeared once more at the Court of King James."
183,"He was young, he was rich, he was handsome."
184,No one could have been received with greater acclamation than he was.
185,It is certain indeed that many ladies were ready to show him their favours.
186,"The names of three at least were freely coupled with his in marriage--Clorinda, Favilla, Euphrosyne--so he called them in his sonnets."
187,To take them in order; Clorinda was a sweet-mannered gentle lady enough;--indeed Orlando was greatly taken with her for six months and a half; but she had white eyelashes and could not bear the sight of blood.
188,A hare brought up roasted at her father's table turned her faint.
189,"She was much under the influence of the Priests too, and stinted her underlinen in order to give to the poor."
190,"She took it on her to reform Orlando of his sins, which sickened him, so that he drew back from the marriage, and did not much regret it when she died soon after of the small-pox."
191,"Favilla, who comes next, was of a different sort altogether."
192,"She was the daughter of a poor Somersetshire gentleman; who, by sheer assiduity and the use of her eyes had worked her way up at court, where her address in horsemanship, her fine instep, and her grace in dancing won the admiration of all."
193,"Once, however, she was so ill-advised as to whip a spaniel that had torn one of her silk stockings (and it must be said in justice that Favilla had few stockings and those for the most part of drugget) within an inch of its life beneath Orlando's window."
194,"Orlando, who was a passionate lover of animals, now noticed that her teeth were crooked, and the two front turned inward, which, he said, is a sure sign of a perverse and cruel disposition in women, and so broke the engagement that very night for ever."
195,"The third, Euphrosyne, was by far the most serious of his flames."
196,She was by birth one of the Irish Desmonds and had therefore a family tree of her own as old and deeply rooted as Orlando's itself.
197,"She was fair, florid, and a trifle phlegmatic."
198,"She spoke Italian well, had a perfect set of teeth in the upper jaw, though those on the lower were slightly discoloured."
199,She was never without a whippet or spaniel at her knee; fed them with white bread from her own plate; sang sweetly to the virginals; and was never dressed before mid-day owing to the extreme care she took of her person.
200,"In short, she would have made a perfect wife for such a nobleman as Orlando, and matters had gone so far that the lawyers on both sides were busy with covenants, jointures, settlements, messuages, tenements, and whatever is needed before one great fortune can mate with another when, with the suddenness and severity that then marked the English climate, came the Great Frost."
201,"The Great Frost was, historians tell us, the most severe that has ever visited these islands."
202,Birds froze in mid-air and fell like stones to the ground.
203,At Norwich a young countrywoman started to cross the road in her usual robust health and was seen by the onlookers to turn visibly to powder and be blown in a puff of dust over the roofs as the icy blast struck her at the street corner.
204,The mortality among sheep and cattle was enormous.
205,Corpses froze and could not be drawn from the sheets.
206,It was no uncommon sight to come upon a whole herd of swine frozen immovable upon the road.
207,"The fields were full of shepherds, ploughmen, teams of horses, and little bird-scaring boys all struck stark in the act of the moment, one with his hand to his nose, another with the bottle to his lips, a third with a stone raised to throw at the ravens who sat, as if stuffed, upon the hedge within a yard of him."
208,"The severity of the frost was so extraordinary that a kind of petrifaction sometimes ensued; and it was commonly supposed that the great increase of rocks in some parts of Derbyshire was due to no eruption, for there was none, but to the solidification of unfortunate wayfarers who had been turned literally to stone where they stood."
209,"The Church could give little help in the matter, and though some landowners had these relics blessed, the most part preferred to use them either as landmarks, scratching-posts for sheep, or, when the form of the stone allowed, drinking troughs for cattle, which purposes they serve, admirably for the most part, to this day."
210,"But while the country people suffered the extremity of want, and the trade of the country was at a standstill, London enjoyed a carnival of the utmost brilliancy."
211,"The Court was at Greenwich, and the new King seized the opportunity that his coronation gave him to curry favour with the citizens."
212,"He directed that the river, which was frozen to a depth of twenty feet and more for six or seven miles on either side, should be swept, decorated and given all the semblance of a park or pleasure ground, with arbours, mazes, alleys, drinking booths, etc. at his expense."
213,"For himself and the courtiers, he reserved a certain space immediately opposite the Palace gates; which, railed off from the public only by a silken rope, became at once the centre of the most brilliant society in England."
214,"Great statesmen, in their beards and ruffs, despatched affairs of state under the crimson awning of the Royal Pagoda."
215,Soldiers planned the conquest of the Moor and the downfall of the Turk in striped arbours surmounted by plumes of ostrich feathers.
216,"Admirals strode up and down the narrow pathways, glass in hand, sweeping the horizon and telling stories of the north-west passage and the Spanish Armada."
217,Lovers dallied upon divans spread with sables.
218,Frozen roses fell in showers when the Queen and her ladies walked abroad.
219,Coloured balloons hovered motionless in the air.
220,"Here and there burnt vast bonfires of cedar and oak wood, lavishly salted, so that the flames were of green, orange, and purple fire."
221,"But however fiercely they burnt, the heat was not enough to melt the ice which, though of singular transparency, was yet of the hardness of steel."
222,"So clear indeed was it that there could be seen, congealed at a depth of several feet, here a porpoise, there a flounder."
223,"Shoals of eels lay motionless in a trance, but whether their state was one of death or merely of suspended animation which the warmth would revive puzzled the philosophers."
224,"Near London Bridge, where the river had frozen to a depth of some twenty fathoms, a wrecked wherry boat was plainly visible, lying on the bed of the river where it had sunk last autumn, overladen with apples."
225,"The old bumboat woman, who was carrying her fruit to market on the Surrey side, sat there in her plaids and farthingales with her lap full of apples, for all the world as if she were about to serve a customer, though a certain blueness about the lips hinted the truth."
226,"'Twas a sight King James specially liked to look upon, and he would bring a troupe of courtiers to gaze with him."
227,"In short, nothing could exceed the brilliancy and gaiety of the scene by day."
228,But it was at night that the carnival was at its merriest.
229,"For the frost continued unbroken; the nights were of perfect stillness; the moon and stars blazed with the hard fixity of diamonds, and to the fine music of flute and trumpet the courtiers danced."
230,"Orlando, it is true, was none of those who tread lightly the corantoe and lavolta; he was clumsy and a little absentminded."
231,"He much preferred the plain dances of his own country, which he danced as a child to these fantastic foreign measures."
232,"He had indeed just brought his feet together about six in the evening of the seventh of January at the finish of some such quadrille or minuet when he beheld, coming from the pavilion of the Muscovite Embassy, a figure, which, whether boy's or woman's, for the loose tunic and trousers of the Russian fashion served to disguise the sex, filled him with the highest curiosity."
233,"The person, whatever the name or sex, was about middle height, very slenderly fashioned, and dressed entirely in oyster-coloured velvet, trimmed with some unfamiliar greenish-coloured fur."
234,But these details were obscured by the extraordinary seductiveness which issued from the whole person.
235,"Images, metaphors of the most extreme and extravagant twined and twisted in his mind."
236,"He called her a melon, a pineapple, an olive tree, an emerald, and a fox in the snow all in the space of three seconds; he did not know whether he had heard her, tasted her, seen her, or all three together."
237,"(For though we must pause not a moment in the narrative we may here hastily note that all his images at this time were simple in the extreme to match his senses and were mostly taken from things he had liked the taste of as a boy. But if his senses were simple they were at the same time extremely strong. To pause therefore and seek the reasons of things is out of the question.)...A melon, an emerald, a fox in the snow--so he raved, so he stared. When the boy, for alas, a boy it must be--no woman could skate with such speed and vigour--swept almost on tiptoe past him, Orlando was ready to tear his hair with vexation that the person was of his own sex, and thus all embraces were out of the question."
238,But the skater came closer.
239,"Legs, hands, carriage, were a boy's, but no boy ever had a mouth like that; no boy had those breasts; no boy had eyes which looked as if they had been fished from the bottom of the sea."
240,"Finally, coming to a stop and sweeping a curtsey with the utmost grace to the King, who was shuffling past on the arm of some Lord-in-waiting, the unknown skater came to a standstill."
241,She was not a handsbreadth off.
242,She was a woman.
243,Orlando stared; trembled; turned hot; turned cold; longed to hurl himself through the summer air; to crush acorns beneath his feet; to toss his arm with the beech trees and the oaks.
244,"As it was, he drew his lips up over his small white teeth; opened them perhaps half an inch as if to bite; shut them as if he had bitten."
245,The Lady Euphrosyne hung upon his arm.
246,"The stranger's name, he found, was the Princess Marousha Stanilovska Dagmar Natasha Iliana Romanovitch, and she had come in the train of the Muscovite Ambassador, who was her uncle perhaps, or perhaps her father, to attend the coronation."
247,Very little was known of the Muscovites.
248,In their great beards and furred hats they sat almost silent; drinking some black liquid which they spat out now and then upon the ice.
249,"None spoke English, and French with which some at least were familiar was then little spoken at the English Court."
250,It was through this accident that Orlando and the Princess became acquainted.
251,They were seated opposite each other at the great table spread under a huge awning for the entertainment of the notables.
252,"The Princess was placed between two young Lords, one Lord Francis Vere and the other the young Earl of Moray."
253,"It was laughable to see the predicament she soon had them in, for though both were fine lads in their way, the babe unborn had as much knowledge of the French tongue as they had."
254,"When at the beginning of dinner the Princess turned to the Earl and said, with a grace which ravished his heart, 'Je crois avoir fait la connaissance d'un gentilhomme qui vous etait apparente en Pologne l'ete dernier,' or 'La beaute des dames de la cour d'Angleterre me met dans le ravissement. On ne peut voir une dame plus gracieuse que votre reine, ni une coiffure plus belle que la sienne,' both Lord Francis and the Earl showed the highest embarrassment."
255,"The one helped her largely to horse-radish sauce, the other whistled to his dog and made him beg for a marrow bone."
256,"At this the Princess could no longer contain her laughter, and Orlando, catching her eyes across the boars' heads and stuffed peacocks, laughed too."
257,"He laughed, but the laugh on his lips froze in wonder."
258,"Whom had he loved, what had he loved, he asked himself in a tumult of emotion, until now?"
259,"An old woman, he answered, all skin and bone."
260,Red-cheeked trulls too many to mention.
261,A puling nun.
262,A hard-bitten cruel-mouthed adventuress.
263,A nodding mass of lace and ceremony.
264,Love had meant to him nothing but sawdust and cinders.
265,The joys he had had of it tasted insipid in the extreme.
266,He marvelled how he could have gone through with it without yawning.
267,"For as he looked the thickness of his blood melted; the ice turned to wine in his veins; he heard the waters flowing and the birds singing; spring broke over the hard wintry landscape; his manhood woke; he grasped a sword in his hand; he charged a more daring foe than Pole or Moor; he dived in deep water; he saw the flower of danger growing in a crevice; he stretched his hand--in fact he was rattling off one of his most impassioned sonnets when the Princess addressed him, 'Would you have the goodness to pass the salt?'"
268,He blushed deeply.
269,"'With all the pleasure in the world, Madame,' he replied, speaking French with a perfect accent."
270,"For, heaven be praised, he spoke the tongue as his own; his mother's maid had taught him."
271,Yet perhaps it would have been better for him had he never learnt that tongue; never answered that voice; never followed the light of those eyes...
272,The Princess continued.
273,"Who were those bumpkins, she asked him, who sat beside her with the manners of stablemen?"
274,What was the nauseating mixture they had poured on her plate?
275,Did the dogs eat at the same table with the men in England?
276,Was that figure of fun at the end of the table with her hair rigged up like a Maypole (comme une grande perche mal fagotee) really the Queen?
277,And did the King always slobber like that?
278,And which of those popinjays was George Villiers?
