,sent_no,sent_raw,roberta15lg,yelp,nlptown,huggingface,hinglish,imdb2way,t5imdb50k,robertaxml8lang,char_len,sent_clean,token_len,nlptown_medianiqr,nlptown_lnorm_medianiqr,roberta15lg_medianiqr,roberta15lg_lnorm_medianiqr,yelp_medianiqr,yelp_lnorm_medianiqr,hinglish_medianiqr,hinglish_lnorm_medianiqr,imdb2way_medianiqr,imdb2way_lnorm_medianiqr,huggingface_medianiqr,huggingface_lnorm_medianiqr,t5imdb50k_medianiqr,t5imdb50k_lnorm_medianiqr,robertaxml8lang_medianiqr,robertaxml8lang_lnorm_medianiqr,nlptown_roll100,nlptown_roll100_stdscale,roberta15lg_roll100,roberta15lg_roll100_stdscale,yelp_roll100,yelp_roll100_stdscale,hinglish_roll100,hinglish_roll100_stdscale,imdb2way_roll100,imdb2way_roll100_stdscale,huggingface_roll100,huggingface_roll100_stdscale,t5imdb50k_roll100,t5imdb50k_roll100_stdscale,robertaxml8lang_roll100,robertaxml8lang_roll100_stdscale,mean_lnorm_medianiqr_roll100
10,10,"and they that seek the Lord shall praise Him: for they that seek shall find Him, and they that find shall praise Him.",0.9966792464256288,4.7779083251953125,4.646734535694122,0.9979615211486816,1.967598497867584,0.9773835539817809,1,1.6484302878379822,117,and they that seek the lord shall praise him for they that seek shall find him and they that find shall praise him,23,0.6374729334405133,0.7755256580015331,0.004793008472102973,0.30736470465688237,0.6585611715034394,0.9355422296553091,0.6250165237654646,0.6847581346320869,-0.4074875401533691,0.1385045698050156,0.7965923018052818,0.6667783664360522,1.0,0.6254191128472464,0.6844977383268455,0.7928750953531294,,,,,,,,,,,,,,,,,
11,11,"I will seek Thee, Lord, by calling on Thee; and will call on Thee, believing in Thee; for to us hast Thou been preached.",0.9964158535003662,0.3525751531124115,4.682880401611328,0.9947587847709656,0.8073762059211731,0.9647803902626038,1,1.696069836616516,120,i will seek thee lord by calling on thee and will call on thee believing in thee for to us hast thou been preached,24,0.6475755388729124,0.7289248883136465,0.004660390370191172,0.28433872564373075,-0.5102919015895563,-0.43414392360382603,0.040548513497662544,0.046346283021885114,-0.785883910915452,0.08243336248020589,0.794969469010245,0.6417148307281912,1.0,0.6015036770911678,0.7008530868027042,0.7820988584834916,,,,,,,,,,,,,,,,,
12,12,"My faith, Lord, shall call on Thee, which Thou hast given me, wherewith Thou hast inspired me, through the Incarnation of Thy Son, through the ministry of the Preacher.",0.9963086247444152,4.7150219678878775,4.8106481432914725,0.9930616021156312,0.6806414723396301,0.9876067042350768,1,1.767126739025116,168,my faith lord shall call on thee which thou hast given me wherewith thou hast inspired me through the incarnation of thy son through the ministry of the preacher,29,0.6832860426450403,0.531791893205139,0.004606400787629626,0.19354962926319352,0.64195114257768,0.6153109217421002,-0.023294767296364566,-0.07872228305451864,-0.10054850168666839,-0.0676120793119904,0.7941095032349138,0.5486925434025582,1.0,0.5066580761350551,0.7252479526296326,0.6772490861547368,,,,,,,,,,,,,,,,,
13,13,"And how shall I call upon my God, my God and Lord, since, when I call for Him, I shall be calling Him to myself?",-0.9977914094924928,4.9489691257476816,4.463987261056901,-0.976248025894165,0.8561592102050781,0.9889419078826904,1,0.5141342878341675,112,and how shall i call upon my god my god and lord since when i call for him i shall be calling him to myself,25,0.5863958997975781,0.6172333031116807,-0.9994211800562182,-0.7482805348067073,0.7037430673373468,0.8662257664470364,0.0651232054740313,0.05380302004485721,-0.06046045508639125,0.06677613496889599,-0.20374354210220166,-0.3979762064337954,1.0,0.5795007112076266,0.2950774597872961,0.2421719444783326,,,,,,,,,,,,,,,,,
14,14,"and what room is there within me, whither my God can come into me?",-0.9672436118125916,4.5676172375679025,0.2573184072971344,0.961314618587494,0.8516331911087036,0.9635742902755736,1,0.6028632521629333,66,and what room is there within me whither my god can come into me,14,-0.5893489478052655,-0.46334051975897195,-0.984040391290325,-1.1180108117603285,0.6030174701685918,1.7758408444771845,0.06284319982851465,0.3805503012528724,-0.8220957596256263,0.7813633627369646,0.7780232445058414,0.9929755809725406,1.0,0.9942903842627357,0.3255394009413842,0.4844537122068305,,,,,,,,,,,,,,,,,
15,15,"whither can God come into me, God who made heaven and earth?",-0.9840716719627379,4.845763564109801,0.2924926280975342,-0.5122137665748596,0.7165861129760742,0.9331911206245422,-1,-0.4827748537063599,60,whither can god come into me god who made heaven and earth,12,-0.5795179127720342,-0.4229352526892577,-0.9925133045006754,-1.281642296320113,0.6764836197003351,2.325615939719899,-0.005187467739717181,0.36674778376108985,-1.7343175941087519,0.9994753567495297,0.03138352588988065,-0.44468080702346324,0.0,-1.0489206565008498,-0.04717591638261872,-0.41280485387296,,,,,,,,,,,,,,,,,
16,16,"is there, indeed, O Lord my God, aught in me that can contain Thee?",0.9845013618469238,4.493010997772217,0.2901768982410431,0.9204667210578918,0.8034589886665344,0.9879973530769348,1,1.4175941944122314,67,is there indeed o lord my god aught in me that can contain thee,14,-0.5801651487542,-0.4475129317255201,-0.0013385455038396976,0.649343051693912,0.5833118956353064,1.738041001081624,0.038575194944401106,0.33824015042980315,-0.08881969237376855,0.8239725275839859,0.7573255348284025,0.955302851079677,1.0,0.9942903842627357,0.6052483573905335,1.1113861833020573,,,,,,,,,,,,,,,,,
17,17,"do then heaven and earth, which Thou hast made, and wherein Thou hast made me, contain Thee?",-0.8159325122833252,4.807887494564056,0.3055790066719055,0.7026840448379517,0.8422099947929382,0.9865543842315674,1,0.5484373569488525,92,do then heaven and earth which thou hast made and wherein thou hast made me contain thee,17,-0.5758603293687564,-0.4660540716055654,-0.9078553882278642,-0.8506866652355863,0.6664795005608963,1.4679540982761219,0.058096215703775336,0.24181715716168922,-0.1321432725776,0.517897653065563,0.6469746262679467,0.6401518541260695,1.0,0.8279621860407013,0.30685420124574886,0.3681427562068024,,,,,,,,,,,,,,,,,
18,18,"or, because nothing which exists could exist without Thee, doth therefore whatever exists contain Thee?",0.9909912943840028,4.371245563030243,0.4237160980701447,-0.9729593396186828,0.7701165676116943,0.9887083172798156,-1,0.5233328342437744,103,or because nothing which exists could exist without thee doth therefore whatever exists contain thee,15,-0.5428415486301388,-0.3967860825127975,0.0019291297146388526,0.5954352116054701,0.5511502714004306,1.5287975273571592,0.02177877702801982,0.26389485034337623,-0.06747376050251319,0.710294278721489,-0.20207715832563686,-0.731162264920838,0.0,-0.8290412114286343,0.2982354542657885,0.39642638695963095,,,,,,,,,,,,,,,,,
19,19,"Since, then, I too exist, why do I seek that Thou shouldest enter into me, who were not, wert Thou not in me?",-0.9285759925842284,3.249673396348953,0.4593783617019653,-0.9772875905036926,0.5973119735717773,0.9522037506103516,-1,-1.4876888692378998,109,since then i too exist why do i seek that thou shouldest enter into me who were not wert thou not in me,23,-0.5328741078410945,-0.4525596717474109,-0.9645712796488415,-0.7541115282414017,0.25491199447450136,0.4641021657836666,-0.06527243543766048,-0.04800387244992416,-1.1634839252319724,0.11175746701127615,-0.20427029152580048,-0.44239842956713715,0.0,-0.5230001121596431,-0.39217748196626995,-0.6764592343448679,,,,,,,,,,,,,,,,,
20,20,Why?,-0.997939944267273,1.3790555894374847,0.3898598253726959,-0.9967442750930786,0.5593152046203613,0.5042456388473511,0,-0.4925131797790527,4,why,1,-0.5523042231516868,2.0176197981803843,-0.9994959671822566,-12.777068849770686,-0.2391699847048936,9.153620827814445,-0.08441350529969797,6.446603352009733,-14.612942134414231,11.303149490212133,-0.2141290317124838,-12.645015385326174,0.5,0.05120950034380165,-0.05051922505312819,-5.236486022463825,,,,,,,,,,,,,,,,,
21,21,"because I am not gone down in hell, and yet Thou art there also.",-0.9328970909118652,4.646493852138518,4.547304630279541,0.9989246129989624,-1.7512471675872805,0.9610294699668884,1,-0.484800398349762,64,because i am not gone down in hell and yet thou art there also,14,0.6096827262592783,1.6031005326453935,-0.9667469487857941,-1.086909178488901,0.623850968969913,1.8158043071380339,-1.248371310332312,-1.9054919156999788,-0.8985012392737945,0.7769235973839982,0.797080302332001,1.0276620947572108,1.0,0.9942903842627357,-0.04787131525489305,-0.3524994766015164,,,,,,,,,,,,,,,,,
22,22,"For if I go down into hell, Thou art there.",-0.9644495844841005,4.294347584247589,2.2335636168718342,0.944783627986908,-1.4683194756507874,0.8221789598464966,-1,-0.4410884976387024,43,for if i go down into hell thou art there,10,-0.03699738329346837,0.9185196020042823,-0.9826336010334308,-1.4644650491113889,0.5308393851191974,2.5068232812851643,-1.1058450148942462,-2.172323296744281,-5.067337753558998,1.1078665417590374,0.7696469591931532,1.3259190576243258,0.0,-1.2687268816446362,-0.03286438536151714,-0.4544940908994767,,,,,,,,,,,,,,,,,
23,23,"I could not be then, O my God, could not be at all, wert Thou not in me; or, rather, unless I were in Thee, of whom are all things, by whom are all things, in whom are all things?",-0.948378324508667,0.4548042416572571,0.5614718794822693,-0.996139645576477,-1.5109671950340269,0.9497313499450684,-1,-0.4812589883804321,179,i could not be then o my god could not be at all wert thou not in me or rather unless i were in thee of whom are all things by whom are all things in whom are all things,40,-0.5043394330956464,-0.4925848648584593,-0.9745417360330766,-0.542860157138376,-0.4832903675448558,-0.4576906753182683,-1.1273290252114114,-0.8320977380626349,-1.237715083348992,-0.31952151938009055,-0.21382266475227585,-0.21531176173766012,0.0,-0.27902202136837695,-0.04665549781687461,-0.109121970832228,,,,,,,,,,,,,,,,,
24,24,"Even so, Lord, even so.",0.9807088375091552,0.5404914021492004,4.475429594516754,0.8926911354064941,1.5694597959518433,0.5601359605789185,1,1.6244827508926392,23,even so lord even so,5,0.589593980054823,5.441114714260731,-0.003248078110411483,2.2412196671182527,-0.46065801491264036,0.22740137688594028,0.42445208319699584,3.4871947709657998,-12.93489562361868,1.8330146788013757,0.7432515911813189,2.408670009347663,1.0,2.6884476607638144,0.6762762013492309,3.5161553609916165,,,,,,,,,,,,,,,,,
25,25,"Whither do I call Thee, since I am in Thee?",-0.9567915797233582,0.3687238991260529,0.2491868883371353,0.9832171201705932,0.8848020434379578,0.9951403141021729,1,0.6769759654998779,43,whither do i call thee since i am in thee,10,-0.5916216704399123,-0.419293073997359,-0.9787778024967436,-1.4547594995018702,-0.5060265704448373,-0.2769096801793159,0.07955218159719209,0.7202105757163839,0.12563999319965283,1.5302005271073134,0.7891212849532869,1.3755292931843899,1.0,1.3711458823322398,0.35098337100819016,0.7496472179257724,,,,,,,,,,,,,,,,,
26,26,or whence canst Thou enter into me?,-0.9913787245750428,0.6191440224647522,1.3082895278930664,-0.9719511270523072,0.8284281492233276,0.9249313473701476,1,0.5726100206375122,35,or whence canst thou enter into me,7,-0.29560729069440117,0.6721914298152811,-0.9961923989450213,-2.0363033521962635,-0.4398836791987537,0.08856229534743593,0.05115353936166237,1.0867189160047772,-1.9823083599531168,2.325305191841624,-0.20156629504370507,-1.6851357323396405,1.0,1.9360259316853516,0.315153027501549,0.9011667106392485,,,,,,,,,,,,,,,,,
27,27,"for whither can I go beyond heaven and earth, that thence my God should come into me, who hath said, I fill the heaven and the earth.",0.985778510570526,4.842147171497345,4.24300841987133,0.994741916656494,0.5077473521232605,0.9254680275917052,-1,1.505547821521759,133,for whither can i go beyond heaven and earth that thence my god should come into me who hath said i fill the heaven and the earth,27,0.5246333168642986,0.47283079927419075,-0.0006955022656268214,0.22086562508728833,0.6755284302368058,0.7341465079624148,-0.11039107903877948,-0.1361086896372049,-1.9661951162769922,-0.062228947409691204,0.7949609219036068,0.5822477323964321,0.0,-0.43796351645383863,0.6354441140249928,0.6214698853453474,,,,,,,,,,,,,,,,,
28,28,"Do the heaven and earth then contain Thee, since Thou fillest them?",0.9865698218345642,3.3591413795948033,0.294866144657135,0.9004217386245728,0.866771399974823,0.9485379457473756,-1,0.6373773813247681,67,do the heaven and earth then contain thee since thou fillest them,12,-0.5788545256686837,-0.4216015638480267,-0.0002970777530718167,0.7999860582809419,0.28382552112812975,1.446976717753306,0.07046915123146172,0.5206172888173898,-1.2735457547043159,1.0307085629217294,0.7471687029720374,1.0751058569483791,0.0,-1.0489206565008498,0.3373886023770822,0.5926874047479319,,,,,,,,,,,,,,,,,
29,29,"or dost Thou fill them and yet overflow, since they do not contain Thee?",-0.995431661605835,2.3467001914978027,1.4273203909397123,-0.981826901435852,0.709935188293457,0.9860593676567078,-1,-1.5133255124092102,72,or dost thou fill them and yet overflow since they do not contain thee,14,-0.26233870483751076,0.10023707809931344,-0.9982330491092424,-1.1435357954942027,0.016411758589634493,0.6505956000326948,-0.008537905619314333,0.2561006255651886,-0.1470056102864199,0.8205914635088866,-0.20657036926520855,-0.7991226677659058,0.0,-0.8918713835751323,-0.4009789136248116,-1.1439457785678944,,,,,,,,,,,,,,,,,
30,30,"And whither, when the heaven and the earth are filled, pourest Thou forth the remainder of Thyself?",-0.9171656370162964,4.3553986847400665,0.3623202443122864,0.9936925768852234,0.8286786079406738,0.9672055840492249,-1,0.5127072930335999,99,and whither when the heaven and the earth are filled pourest thou forth the remainder of thyself,17,-0.5600014110365801,-0.4435428144235733,-0.9588261758422397,-0.9261883961180829,0.5469646718832568,1.2791303937127938,0.05127970924238064,0.23202888193871782,-0.713070088315035,0.4900947108511976,0.7944292193864083,0.8612051159505835,0.0,-0.725543185353098,0.2945875517626626,0.3454976600896453,,,,,,,,,,,,,,,,,
31,31,"or hast Thou no need that aught contain Thee, who containest all things, since what Thou fillest Thou fillest by containing it?",-0.9760390520095824,1.3348604142665863,0.3523685038089752,-0.963551938533783,0.8367615342140198,0.9654687643051147,-1,0.5127354860305786,127,or hast thou no need that aught contain thee who containest all things since what thou fillest thou fillest by containing it,22,-0.5627828773293192,-0.47924864514091264,-0.9884688875502033,-0.8047294106198192,-0.2508431546800423,-0.10788299522035612,0.055351525366684216,0.10037181062114196,-0.765216224196709,0.17244350435904407,-0.19731040977184963,-0.45926829288543924,0.0,-0.549088690646851,0.29459723082768297,0.2716938843069902,,,,,,,,,,,,,,,,,
32,32,"for the vessels which Thou fillest uphold Thee not, since, though they were broken, Thou wert not poured out.",-0.990630865097046,1.4053093194961548,1.329488426446915,0.9069859981536864,-1.7112239003181458,0.9873912930488586,-1,-1.4836879670619965,109,for the vessels which thou fillest uphold thee not since though they were broken thou wert not poured out,19,-0.2896822947852827,-0.11532535042360932,-0.9958158523678123,-0.9032493085377863,-0.23223564736441557,-0.013640337429561306,-1.2282093814092223,-1.4750423849588943,-0.10701598976368794,0.36982976922089056,0.7504948261313138,0.7228582657201831,0.0,-0.6438227555059756,-0.39080391418524585,-0.8208524611933435,,,,,,,,,,,,,,,,,
33,33,"And when Thou art poured out on us, Thou art not cast down, but Thou upliftest us; Thou art not dissipated, but Thou gatherest us.",0.9975138902664183,2.4034691154956818,4.454380542039871,0.9991230368614196,-1.5780143737792969,0.9942298531532288,1,1.5576369166374209,130,and when thou art poured out on us thou art not cast down but thou upliftest us thou art not dissipated but thou gatherest us,25,0.5837108654439599,0.6146411141584662,0.005213250898233242,0.26384467812887513,0.031406003924584515,0.14376811425481875,-1.1611043900077358,-1.1437811003758314,0.0983043871187108,0.07194403722464346,0.7971808440917144,0.6225649292732871,1.0,0.5795007112076266,0.6533270563334783,0.6919772199300744,,,,,,,,,,,,,,,,,
34,34,"But Thou who fillest all things, fillest Thou them with Thy whole self?",0.9834966063499452,2.3761617541313167,0.3322180509567261,0.9563122391700744,0.8283921480178833,0.9109834432601928,0,0.5824633240699768,71,but thou who fillest all things fillest thou them with thy whole self,13,-0.5684148374244717,-0.4149619275830743,-0.0018444389964683533,0.7168867763961305,0.024193373370538375,0.7580591377213056,0.05113540356728973,0.4160610721712185,-2.4010791077228713,0.8117738719720738,0.7754885290580484,1.0561542553746672,0.5,0.05120950034380165,0.3185358095683042,0.5032067257781615,,,,,,,,,,,,,,,,,
35,35,"or, since all things cannot contain Thee wholly, do they contain part of Thee?",0.9762695431709291,2.358588218688965,1.326004683971405,-0.9943104386329652,0.8147952556610107,0.9944142699241638,-1,0.6391350030899048,78,or since all things cannot contain thee wholly do they contain part of thee,14,-0.290655984992035,0.05143437215795696,-0.005483258832811193,0.6418889341034382,0.01955171587083118,0.6566187633410013,0.04428589836745873,0.3481964993051719,0.10384130137170161,0.8351676618706637,-0.21289580201156008,-0.8106358411083905,0.0,-0.8918713835751323,0.33799201943695406,0.5123646914766452,,,,,,,,,,,,,,,,,
36,36,and all at once the same part?,-0.993904709815979,1.4348130822181702,0.3680238723754883,-0.9804139733314514,0.8149592876434326,-0.9972336292266846,1,-1.5342735052108765,30,and all at once the same part,7,-0.5584072728856868,-0.23299454046826706,-0.9974642302509543,-2.04087477478582,-0.22444288637119014,0.9145031616555758,0.04436853033122281,1.0630770883471277,-59.69323454934278,-4.376837545400993,-0.20585443582753812,-1.700734631603103,1.0,1.9360259316853516,-0.40817066356631004,-2.3389988248015574,,,,,,,,,,,,,,,,,
37,37,"or each its own part, the greater more, the smaller less?",0.9963626265525818,3.3137521147727966,2.3671856224536896,-0.9860692620277404,0.8810825347900391,0.9913862943649292,1,0.6779736280441284,57,or each its own part the greater more the smaller less,11,0.00034936066257413304,0.8636545961015327,0.00463359064966454,0.9059233052623795,0.2718369589996735,1.5980366438162956,0.07767845978223205,0.6172682755491966,0.012929607458907113,1.3011657650027861,-0.20871998168563435,-1.0508338018881482,1.0,1.2512606523605376,0.3513258830384443,0.6844029743075085,,,,,,,,,,,,,,,,,
38,38,"And is, then one part of Thee greater, another less?",0.9762039780616759,1.4093050956726074,1.408145546913147,-0.9787225723266602,0.8741245269775391,0.9830001592636108,-1,0.6466448307037354,52,and is then one part of thee greater another less,10,-0.26769798669485795,0.36204524856488074,-0.005516270806584312,0.9950671677831868,-0.2311802521926572,0.460985851398391,0.07417332717977423,0.7070854235366197,-0.2388550362834313,1.5005569110649926,-0.20499739962586022,-1.1569569517357547,0.0,-1.2687268816446362,0.34057025224492665,0.7169809687463139,,,,,,,,,,,,,,,,,
39,39,"or, art Thou wholly every where, while nothing contains Thee wholly?",-0.9954982399940492,2.3532101511955257,0.512980043888092,-0.9920005798339844,0.7835855484008789,0.9910028576850892,-1,-0.4814868569374085,68,or art thou wholly every where while nothing contains thee wholly,11,-0.5178926810057359,-0.27286210809826067,-0.9982665712680646,-1.3892223895628517,0.01813121927259445,0.9787638399110689,0.02856384611075863,0.5083070326771609,0.001417335516606023,1.3003145341277595,-0.21172539203433824,-1.0577946057198406,0.0,-1.1488416516729343,-0.04673372839948079,-0.4509040428929467,,,,,,,,,,,,,,,,,
40,40,"What art Thou then, my God?",-0.9898546934127808,4.381501346826553,4.335684806108476,-0.9752601981163024,0.8034082055091858,0.8258007764816284,0,-0.4721232950687408,27,what art thou then my god,6,0.5505359460944047,4.281136982314468,-0.9954250506201104,-2.331614722118678,0.5538591079876773,4.636515365218939,0.038549612664921816,1.2774468776946637,-4.958596623090758,2.4587573354927237,-0.2032430078325322,-1.9903399840378873,0.5,0.05120950034380165,-0.04351908171906702,-0.8263346997866748,,,,,,,,,,,,,,,,,
41,41,"what, but the Lord God?",0.986359179019928,0.2649399042129517,2.261613070964813,-0.9686420559883118,0.7802786827087402,0.5653525590896606,0,0.6071423292160034,23,what but the lord god,5,-0.02915768821064373,2.459104287795522,-0.0004031362215389144,2.2555275557513217,-0.5334387983325173,-0.1630060172636539,0.02689799532964261,1.5489566423230086,-12.778272890773897,1.8584648505942003,-0.19988958225487774,-2.3917795972415306,0.5,0.05120950034380165,0.3270084701948182,1.327016736606381,,,,,,,,,,,,,,,,,
42,42,For who is Lord but the Lord?,0.992293417453766,2.264596074819565,2.3023715913295746,-0.9813327193260192,0.8512927293777466,0.8654463291168213,0,0.5986750721931458,29,for who is lord but the lord,7,-0.01776586680022925,1.629186010924306,0.0025847475137707756,1.553663641032918,-0.005274212920568101,1.754735699057623,0.06267169046186478,1.1268530030817565,-3.768281749120876,2.1178947520951215,-0.20631996622231774,-1.7024280838702543,0.5,0.05120950034380165,0.3241015379758065,0.9412520218080487,,,,,,,,,,,,,,,,,
43,43,or who is God save our God?,0.9867467880249025,4.5374119877815255,0.5273674130439758,-0.9981356859207152,0.6401225328445435,0.932397186756134,1,-0.4925514459609986,27,or who is god save our god,7,-0.5138714766410349,-0.07959583168630574,-0.0002079754347698895,1.5436255827513068,0.5950394270103789,4.056173422683208,-0.043706393679723704,0.7561869773560026,-1.7581546005243425,2.351336839399161,-0.21483406230387705,-1.7333996712762458,1.0,1.9360259316853516,-0.05053236238873721,-0.7369397301818343,,,,,,,,,,,,,,,,,
