,baseline_sentimentr_roll100_stdscale,baseline_syuzhet_roll100_stdscale,baseline_bing_roll100_stdscale,baseline_sentiword_roll100_stdscale,baseline_senticnet_roll100_stdscale,baseline_nrc_roll100_stdscale,baseline_afinn_roll100_stdscale,baseline_vader_roll100_stdscale,baseline_textblob_roll100_stdscale,baseline_pattern_roll100_stdscale,baseline_stanza_roll100_stdscale,sentimentr_jockers_rinker_roll100_stdscale,sentimentr_jockers_roll100_stdscale,sentimentr_huliu_roll100_stdscale,sentimentr_senticnet_roll100_stdscale,sentimentr_sentiword_roll100_stdscale,sentimentr_nrc_roll100_stdscale,sentimentr_lmcd_roll100_stdscale,syuzhetr_syuzhet_roll100_stdscale,syuzhetr_bing_roll100_stdscale,syuzhetr_afinn_roll100_stdscale,syuzhetr_nrc_roll100_stdscale
42,,,,,,,,,,,,,,,,,,,,,,
43,,,,,,,,,,,,,,,,,,,,,,
44,,,,,,,,,,,,,,,,,,,,,,
45,,,,,,,,,,,,,,,,,,,,,,
46,,,,,,,,,,,,,,,,,,,,,,
47,,,,,,,,,,,,,,,,,,,,,,
48,,,,,,,,,,,,,,,,,,,,,,
49,,,,,,,,,,,,,,,,,,,,,,
50,,,,,,,,,,,,,,,,,,,,,,
51,,,,,,,,,,,,,,,,,,,,,,
52,,,,,,,,,,,,,,,,,,,,,,
53,,,,,,,,,,,,,,,,,,,,,,
54,,,,,,,,,,,,,,,,,,,,,,
55,,,,,,,,,,,,,,,,,,,,,,
56,,,,,,,,,,,,,,,,,,,,,,
57,,,,,,,,,,,,,,,,,,,,,,
58,,,,,,,,,,,,,,,,,,,,,,
59,,,,,,,,,,,,,,,,,,,,,,
60,,,,,,,,,,,,,,,,,,,,,,
61,,,,,,,,,,,,,,,,,,,,,,
62,,,,,,,,,,,,,,,,,,,,,,
63,,,,,,,,,,,,,,,,,,,,,,
64,,,,,,,,,,,,,,,,,,,,,,
65,,,,,,,,,,,,,,,,,,,,,,
66,,,,,,,,,,,,,,,,,,,,,,
67,,,,,,,,,,,,,,,,,,,,,,
68,,,,,,,,,,,,,,,,,,,,,,
69,,,,,,,,,,,,,,,,,,,,,,
70,,,,,,,,,,,,,,,,,,,,,,
71,,,,,,,,,,,,,,,,,,,,,,
72,,,,,,,,,,,,,,,,,,,,,,
73,,,,,,,,,,,,,,,,,,,,,,
74,,,,,,,,,,,,,,,,,,,,,,
75,,,,,,,,,,,,,,,,,,,,,,
76,,,,,,,,,,,,,,,,,,,,,,
77,,,,,,,,,,,,,,,,,,,,,,
78,,,,,,,,,,,,,,,,,,,,,,
79,,,,,,,,,,,,,,,,,,,,,,
80,,,,,,,,,,,,,,,,,,,,,,
81,,,,,,,,,,,,,,,,,,,,,,
82,,,,,,,,,,,,,,,,,,,,,,
83,,,,,,,,,,,,,,,,,,,,,,
84,,,,,,,,,,,,,,,,,,,,,,
85,,,,,,,,,,,,,,,,,,,,,,
86,,,,,,,,,,,,,,,,,,,,,,
87,,,,,,,,,,,,,,,,,,,,,,
88,,,,,,,,,,,,,,,,,,,,,,
89,,,,,,,,,,,,,,,,,,,,,,
90,,,,,,,,,,,,,,,,,,,,,,
91,,,,,,,,,,,,,,,,,,,,,,
92,,,,,,,,,,,,,,,,,,,,,,
93,,,,,,,,,,,,,,,,,,,,,,
94,,,,,,,,,,,,,,,,,,,,,,
95,,,,,,,,,,,,,,,,,,,,,,
96,,,,,,,,,,,,,,,,,,,,,,
97,,,,,,,,,,,,,,,,,,,,,,
98,,,,,,,,,,,,,,,,,,,,,,
99,,,,,,,,,,,,,,,,,,,,,,
100,,,,,,,,,,,,,,,,,,,,,,
101,,,,,,,,,,,,,,,,,,,,,,
102,,,,,,,,,,,,,,,,,,,,,,
103,,,,,,,,,,,,,,,,,,,,,,
104,,,,,,,,,,,,,,,,,,,,,,
105,,,,,,,,,,,,,,,,,,,,,,
106,,,,,,,,,,,,,,,,,,,,,,
107,,,,,,,,,,,,,,,,,,,,,,
108,,,,,,,,,,,,,,,,,,,,,,
109,,,,,,,,,,,,,,,,,,,,,,
110,,,,,,,,,,,,0.09890097805545246,-0.09324858516534436,0.47122034547167246,-0.15243249647480958,-0.2479958494975952,-0.3981841333468747,0.03397484386797298,-0.1724701121782568,0.13071763957342916,-0.1348144253376642,-0.5400493372492027
111,0.07826665643888694,-0.2700860637568021,-0.008652609302463846,-1.3409592460429587,-0.04867664598534625,-0.6179843764429265,-0.12642041775525664,-0.06460298345172714,0.2288868629912409,0.41884648323369367,0.33077525299779736,0.0887514183653093,-0.10447149922199675,0.4611339032903778,-0.15056143406083064,-0.20026894807002926,-0.40668279002777735,0.03397484386797298,-0.15951460469021342,0.14549054888274837,-0.12656622427249262,-0.4999375968870493
112,0.08184412093111312,-0.2660331601161828,-0.011096988717801733,-1.2851143972029675,-0.025050401175412584,-0.5813888802822483,-0.14554898877589104,-0.04497080749411394,0.18948587378711979,0.41001094026022483,0.36081906323235596,0.11250895650134957,-0.07820151147490646,0.47033994229618087,-0.0977601156604744,-0.2913304271437972,-0.4344886172176369,-0.10100034779920881,-0.16901531018144525,0.13071763957342916,-0.1678072295983505,-0.4865670167663316
113,0.06467229136842793,-0.2854870975911556,-0.024831272219394424,-1.3876479611300516,-0.015146964879435138,-0.5811113330672052,-0.18260923552122338,-0.025074029559425566,0.1668036827047477,0.4016786118484321,0.3459451537536849,0.11980678123673151,-0.07013191414200513,0.4750253666173242,-0.08860998398212777,-0.30160520184152967,-0.4316707464555799,-0.16416300698607889,-0.1387857927093438,0.16026345819206758,-0.15955902853317896,-0.45982585652489605
114,0.09686947179846236,-0.24901096482558113,0.0038569971982316863,-1.3703194104737402,0.012482275812803425,-0.60705429900944,-0.15819232336461153,0.05927591776667809,0.17734610954585062,0.40453939002259603,0.3623132598078473,0.1438544603253512,-0.04354110193803949,0.5034333682246017,-0.0457525319971837,-0.23157275510949019,-0.44305297484209843,-0.015688978791236374,-0.12410288422289462,0.17503636750138676,-0.11831802320732096,-0.4731964366456138
115,0.10187792208757877,-0.24333689972871403,0.020362478946485393,-1.3260521522469177,0.03309709252779271,-0.6073763565726549,-0.13115439731447237,0.0910733309629835,0.26168552427467184,0.4103502225088884,0.3682396840241157,0.10666754330648652,-0.0846606762324684,0.4609069658948011,-0.07585023960573987,-0.2782858590538013,-0.4632581733201646,-0.015688978791236374,-0.1482864982005756,0.16026345819206758,-0.14306262640283574,-0.4999375968870493
116,0.08899904991556497,-0.2579273528349439,0.0035824372783496293,-1.3101613416013917,0.035263851766838675,-0.6072594003568812,-0.15876128537898598,0.05613941628232556,0.2391098223523108,0.39793814925614446,0.3715842606443945,0.11527288010720702,-0.07514529248268606,0.45321234438212954,-0.05034601210087742,-0.22703828767951778,-0.443429979853537,-0.015688978791236374,-0.1266939857205033,0.20458218612002518,-0.12656622427249262,-0.44645527640417815
117,0.05680186948553054,-0.29440348560051816,0.02809527238014961,-1.2319936873307809,0.02715992738125433,-0.5956438802760318,-0.15262197697918506,0.049066153675637825,0.21911352452799698,0.3743364002578444,0.38159535867038835,0.13107123779217753,-0.08143201644792354,0.5108381026604524,-0.01893795984410393,-0.17835247708087457,-0.42896420912385885,0.026416928829640165,-0.14051319370774956,0.24890091404798284,-0.06058061575111983,-0.4197141161627427
118,0.07254271325132497,-0.27657070958179286,0.0549220219106426,-1.2353988610405364,0.055792977438474556,-0.5839940985679899,-0.08636396904403841,0.06582643012597386,0.21414403039414415,0.3682969287842586,0.3919260497973604,0.11300711046808315,-0.10140649363274394,0.47752064996958227,-0.00017326709867018818,-0.2624851256984829,-0.46984705873245036,0.026416928829640165,-0.11114737673485102,0.24890091404798284,-0.019339610425261927,-0.4197141161627427
119,0.12119623034559922,-0.2214512200693694,0.08217270681350965,-1.15150385593117,0.13126230347642345,-0.5200370209912949,-0.04365842102485022,0.09051831218180188,0.20290942401296894,0.36856873977001986,0.42576720479066926,0.12373623036414434,-0.08954272868400896,0.47554282448826346,0.04706815668030033,-0.22572810499923704,-0.36817378386353283,0.08719522597009378,-0.0783267577651411,0.26367382335730205,0.030149595965767637,-0.32612005531771815
120,0.09043003571245502,-0.2563061913786959,0.03707490318478574,-1.2052819913409205,0.08441378591807304,-0.5078283780670596,-0.060788387746733875,0.03673957376799764,0.24603753381747917,0.3879288709231281,0.4281520793214061,0.07449429544108484,-0.14399218466991406,0.4259546363709092,-0.02481982783675387,-0.3034417846530927,-0.39951037748067775,0.04376368686639959,-0.14310429520535825,0.20458218612002518,-0.03583601255560515,-0.3662317956798715
121,0.05107792629796857,-0.3008881314255093,-0.012196422054592123,-1.3132729136668395,0.006312520691452551,-0.5781150442542721,-0.12389280031342056,0.001405529268348257,0.22705740706255298,0.36207307280588896,0.3604372431557014,0.016806254224960578,-0.20778095466886679,0.3748722584716768,-0.08333607414599088,-0.33976321411741023,-0.4425514800227421,-0.13519718082973248,-0.1836982186678942,0.14549054888274837,-0.11831802320732096,-0.44645527640417815
122,0.040345532821290365,-0.31304684234736735,-0.03130381141461494,-1.2996522188278172,0.008320139421415873,-0.5917366589488828,-0.15652834173963417,-0.00622920582627908,0.15038521185453438,0.351679095386402,0.36034692194050416,0.023462466611658808,-0.2004208226198591,0.3723790883231595,-0.06795248492411488,-0.3834930959523574,-0.44465218082075164,-0.20741255872564396,-0.17592491417506817,0.14549054888274837,-0.14306262640283574,-0.44645527640417815
123,0.053939897891749376,-0.29764580851301364,-0.04130489283044684,-1.2594947782570893,-0.046620060944896555,-0.5784464047275737,-0.17099734988343893,-0.06192469514718762,0.13671910298643844,0.33881489330967535,0.32814537004809813,0.03549541594821604,-0.18711534333060645,0.3650392045855382,-0.08506673959307762,-0.3548350066181613,-0.4334684287321302,-0.2796279366215555,-0.15346870119579295,0.14549054888274837,-0.12656622427249262,-0.4330846962834604
124,-0.009738970069874283,-0.3697874933160387,-0.09170744101375815,-1.2560139340204504,-0.19087481163933154,-0.6550761502641801,-0.2067893640767461,-0.08839780026820326,0.13423153874596644,0.30211080789055517,0.1962861968448298,-0.03283173626420264,-0.2626683505965762,0.29594140345070036,-0.06186124052739327,-0.3454057894644652,-0.5092190831539188,-0.42966379106564484,-0.20960923364398118,0.0716260023361523,-0.15955902853317896,-0.526678757128485
125,-0.06196995165637454,-0.42895988646908173,-0.12019207651855283,-1.1721221575202312,-0.3774976624825647,-0.8241578166504094,-0.21768758292838128,-0.036497090520955885,0.1095970463967236,0.2707324092928149,0.040735620618934244,-0.029323312481647882,-0.2775277394983345,0.3210830294112617,-0.10282121492762183,-0.4469312995516658,-0.4970222999558422,-0.31222297273179356,-0.27438677108419834,0.05685309302683309,-0.18430363172869374,-0.7004962986978163
126,-0.061254458757929335,-0.4281493057409578,-0.09387113842304391,-1.2224430578977301,-0.40225013243369745,-0.8481930773418771,-0.20929792196677288,-0.009023660852461349,0.05949643206767448,0.22982641511879245,-0.021388530482836322,-0.02441469228779777,-0.2634845101897919,0.31538010940760886,-0.1689538530971681,-0.4230481524747266,-0.4771609948202281,-0.31222297273179356,-0.25711276110014036,0.11594473026410995,-0.12656622427249262,-0.7539786191806874
127,-0.0462291078905801,-0.427338725012834,-0.07365084512204878,-1.2337936369302487,-0.36668834944257955,-0.8620397930967453,-0.22102403450779187,-0.03566456234918334,-0.030562971827459023,0.23170814141584203,-0.020045617379306734,-0.02265198020159142,-0.2615353846263127,0.32767092225166483,-0.08591916349720732,-0.419725702608575,-0.45773942703602644,-0.2673352254465735,-0.25020315710651725,0.14549054888274837,-0.10182162107697784,-0.7272374589392517
128,-0.05052206528125131,-0.4322022093815773,-0.028231001473721512,-1.1880129681657572,-0.3032524942067882,-0.8367537307236432,-0.21846446946561354,-0.034825580470652824,-0.04973102062946358,0.24344035106730016,-0.00017210775559172532,-0.03956428539240676,-0.27027061380435186,0.3353692153213731,-0.048640551127817296,-0.45206462105102885,-0.45227715778160277,-0.2673352254465735,-0.2666134665913723,0.13071763957342916,-0.12656622427249262,-0.7272374589392517
129,-0.029772771226340106,-0.4086953682659849,-0.028231001473721512,-1.1947191929402765,-0.2588645337504056,-0.8367537307236432,-0.1790651034366645,0.025819901933585757,-0.0062834433449195275,0.27439803306335586,0.0750459794276735,0.009305040467451361,-0.21623317170089132,0.31265471644755954,-0.04536944431292356,-0.2063063694408985,-0.4714159902993056,-0.2673352254465735,-0.2657497660921695,0.11594473026410995,-0.1348144253376642,-0.7406080390599696
130,-0.039789671804572935,-0.4200434984597193,-0.04803951644940828,-1.1633915948105256,-0.2545310152723142,-0.8505192575101554,-0.21072536541850573,-0.01443832082236177,0.006495255856417236,0.2809635722524242,0.06295771196936939,0.008091057318492316,-0.21757553816435704,0.30025766941822085,-0.06723845388269854,-0.2065050145664528,-0.4714159902993056,-0.2673352254465735,-0.2674771670905753,0.13071763957342916,-0.1348144253376642,-0.7406080390599696
131,-0.08558121730506638,-0.45570905049716987,-0.09142825395120589,-1.2594931639525158,-0.27408081473421253,-0.8734308085106144,-0.26191637443605353,-0.06589372480331229,-0.010026863306535615,0.2531185774823053,-0.019460399663583854,-0.023280851096677675,-0.22957253045703238,0.2786370871086015,-0.0348537609673732,-0.2046828499047563,-0.49889817896593475,-0.3032881244624988,-0.27352307058499564,0.1011718209547907,-0.15955902853317896,-0.7539786191806874
132,-0.10847699005531318,-0.4816476337971339,-0.07659445389143596,-1.1546088698842882,-0.3633463987518475,-0.8614676815279179,-0.2653001615639937,-0.04944967998411482,-0.047511047630455897,0.2251918164983832,-0.04648806981462595,-0.0008404795505401857,-0.20300441276392944,0.28845250874104655,0.04545177662128537,-0.16669020157699138,-0.4330209013769118,-0.3115200876790903,-0.17678861467427126,0.16026345819206758,-0.08532521894663461,-0.5534199173699206
133,-0.01832488485121688,-0.37951446205352535,-0.00377756656090354,-1.1016395010658682,-0.24307289861837672,-0.6773832419228257,-0.22499959726045105,0.024742132905011774,-0.07330804664315359,0.22622057518040037,0.03906140741990595,0.08971355367979235,-0.10287394765476451,0.3581676738336796,0.13089830393873092,-0.08845101308106747,-0.2495266590374102,-0.3115200876790903,-0.07746305726593822,0.26367382335730205,-0.06058061575111983,-0.3662317956798715
134,0.061094826876201394,-0.2895400012317749,0.08427794877982188,-1.0335360268707567,-0.16045449124933875,-0.6022742873897563,-0.15454415494795307,0.05371927624810342,-0.025402818226954487,0.24255117872292667,0.03861855793851858,0.12918192268175474,-0.05923164919176391,0.36993114895962587,0.1758006130192593,-0.0906935006010122,-0.22213727791811388,-0.25159078500409443,-0.007503316830503921,0.27844673266662123,-0.02758781149043349,-0.32612005531771815
135,0.1262046806347153,-0.2157771549725023,0.09692982922153391,-0.955074770955838,-0.138456376263095,-0.4490069766813672,-0.15428539424110468,0.14318701303324285,0.015755242117350198,0.27887912460683706,0.034710852503531085,0.13011127378345855,-0.046292825954830905,0.37913236907958187,0.23966575029595932,-0.12926389498276866,-0.1644754461763809,-0.25159078500409443,0.05986532210732169,0.3079925512852597,0.030149595965767637,-0.2860083149555648
136,0.18129763381499633,-0.15336243890696383,0.12384348980801539,-0.9422107813856503,-0.04863992125248162,-0.4142980837864989,-0.11221466811077942,0.20002480845030435,0.030359469776020557,0.29616339219394483,0.08306882765650997,0.2535055285440928,0.09015083845439174,0.4921913194111353,0.34019151549185667,-0.015789831071419232,-0.08250172910653679,-0.03503309636339654,0.17560118900050992,0.3818570978318558,0.08788700342196876,-0.21915541435197572
137,0.28075114669888046,-0.04069171769774492,0.19581239108323412,-0.9057375874278241,0.032778811509626804,-0.36578005747194564,-0.015962354898033555,0.30315504244197494,0.05173336546397029,0.3082323652102382,0.10821591832259722,0.23389817822511746,0.06846993659987685,0.4630400336414118,0.31470919249128737,0.11889523731588014,-0.049684702329108765,0.01603088705275161,0.1669641840084808,0.35231127921321737,0.11263160661748355,-0.20578483423125798
138,0.3351286069807163,0.020912417639669684,0.1896593810097239,-0.789961681296135,0.09410911539448147,-0.3051057370346053,-0.002563056732912524,0.39513327115594815,0.10759177030617612,0.3277146347746869,0.15088214504167446,0.25782287703281576,0.0949247628925732,0.4986774714872754,0.32340381590823025,0.14659834597739774,-0.03996456282312403,0.14876614750050843,0.20583070647261115,0.3966300071411749,0.203361818334371,-0.1656730938691046
139,0.3465764933558395,0.033881709289651785,0.1896593810097239,-0.7378246882734331,0.07067873582649509,-0.3051057370346053,0.035805287187396416,0.3640134971692251,0.12037046950751248,0.3366665015798408,0.12407677944526978,0.2626298419837941,0.10871779561178954,0.4741786352853231,0.36295527137710215,0.16097954897865646,-0.04298467659802106,0.14876614750050843,0.25160683293036445,0.41140291645049415,0.244602823660229,-0.09882019326551571
140,0.3580243797309629,0.04685100093963368,0.21297496377002165,-0.7523392033760028,0.09538223946714146,-0.2815899390035322,0.10087870898085646,0.4332746780952956,0.16041891280450113,0.3802654405825099,0.15198864255546746,0.29927626666608387,0.13913536298334692,0.539123756519166,0.39368217143987067,0.20532921354094283,-0.04852425605951352,0.18715456727249682,0.2904733553944948,0.47049455368777093,0.2281064215298857,-0.09882019326551571
141,0.4145483187081344,0.11088687846142009,0.2997020206503614,-0.6347039642980343,0.20108826223075701,-0.21210724497424727,0.13657431942302237,0.43150636244362367,0.17132902103859718,0.40004446576070096,0.18436239524345566,0.23128566657611926,0.06395449950106788,0.47204294755461124,0.3460623338779084,0.15204510532250679,-0.05826927258456411,0.06559797299158995,0.23606022394471218,0.4261758257598133,0.15387261194334145,-0.1255613535069512
142,0.403100432333011,0.0898117795301991,0.25635592797601725,-0.6638371171481652,0.1673749574605204,-0.22454440850577706,0.06779306189483399,0.4209674593079293,0.17222611153808498,0.40379922836342347,0.2092366179770455,0.2532231911559811,0.07884777225615978,0.4624093121324755,0.3549795539069087,0.06614171536176494,-0.054409916040176205,0.01138861847012609,0.2343328229463066,0.4261758257598133,0.162120813008513,-0.11219077338623346
143,0.34729198625428453,0.010374868174058995,0.18084053712832074,-0.8113405941945611,0.10505308578830701,-0.2954259325216066,0.009532678578373775,0.35868273538717754,0.14753822546435472,0.3526763326603826,0.14169053081723668,0.20856825283756927,0.033139612857658526,0.39920493947374547,0.3328616286012746,0.03126153530759382,-0.08258585009787149,-0.0673616568872226,0.21360401096543696,0.3818570978318558,0.17861721513885623,-0.09882019326551571
144,0.40023846073923003,0.08656945661770343,0.22489054630867308,-0.8434485067975345,0.1457440898029289,-0.2745978268211225,0.06468281562639455,0.3658979795425395,0.19135154230441317,0.3685666364392689,0.19301417611072658,0.17627302679360013,0.0223003761244821,0.36555425363155847,0.30850943310193063,0.014832984370499031,-0.09213832967910093,-0.18363719355654792,0.2541979344279731,0.36708418852253655,0.1868654162040278,-0.05870845290336232
145,0.3666102945123052,0.06468377695835859,0.16317166417626308,-0.8234478784959142,0.13877863213616598,-0.28963741120538916,0.059969055187523886,0.37933459701254313,0.10360447445523585,0.3618825146998512,0.21208047742065492,0.21253553111157614,0.06239777757479949,0.385412666844923,0.3885464884751173,0.08594078392876565,-0.009004525192326182,-0.2543510919413387,0.29133705589369774,0.3818570978318558,0.25285102472540055,0.021515027820944468
146,0.4674947931930795,0.17897565962382525,0.21664130330096862,-0.7353909944079579,0.23482605015623836,-0.14649203125872812,0.12401463322225781,0.4803415614808558,0.1821353895470855,0.3919906643079519,0.3063742984925194,0.17404798854688341,0.019840031658512967,0.3035533748990867,0.3762519199654233,0.04426830238203131,-0.06060252357187108,-0.36600795351336546,0.2706082439128281,0.33753836990389813,0.21161001939954258,-0.01859671254120876
147,0.4803736653650933,0.19356611273005508,0.18518760033651796,-0.6624446064923054,0.2827273433900568,-0.11267879598312726,0.12116032555446514,0.39462342832207176,0.1652568576853207,0.4104652002914864,0.3660104780541007,0.19594623416356094,0.04405409966247897,0.32919924413596413,0.36602195569615625,0.021780927987404827,-0.03579576140837322,-0.4613647913970923,0.3017014618841322,0.36708418852253655,0.244602823660229,0.008144447700226725
148,0.4996919736231139,0.2154517923893997,0.22351798678443685,-0.7278996122464956,0.29795586595148554,-0.10197115053475587,0.14085389146146746,0.4055301927429681,0.21983255219102857,0.4542147849669508,0.3403399069772953,0.20662229283065506,0.05585919195637794,0.3302608704733406,0.40327572847541876,0.05193757544131199,-0.026619191618346937,-0.4623011540884432,0.32329397436420476,0.36708418852253655,0.2693474268557437,0.021515027820944468
149,0.5075623955060111,0.22436818039876227,0.22203391628357125,-0.6420135642337719,0.3312162323497189,-0.11425907474479167,0.162866350223584,0.4424389416915515,0.22355967279141808,0.4555612424885518,0.32364522144626945,0.19756619748463244,0.045845380238420545,0.3117145598053851,0.3648126507743082,0.043720428940499705,-0.05005937858882618,-0.5670038983345145,0.28442745190007435,0.36708418852253655,0.23635462259505746,-0.01859671254120876
150,0.47321873638064127,0.1854603054488164,0.20860901234713633,-0.5708832689633223,0.310564690901865,-0.1504167534534581,0.13520483365865463,0.39613359570342666,0.23136887785890164,0.4598802397353457,0.3243541529026356,0.2396861691380118,0.09241969837298838,0.41444971793123503,0.4138200377002717,0.17315683456688977,0.061858383887259345,-0.4032621057132709,0.32329397436420476,0.47049455368777093,0.3105884321816017,0.10173850854525125
151,0.4982609878262235,0.213830630933152,0.264846525310575,-0.5324858816076025,0.3028892217330416,-0.1134701348077275,0.15738262118696159,0.4503576398835277,0.23935556485973725,0.46671215249585263,0.29345165475851376,0.2400525244588198,0.09282479715610281,0.39918508621200144,0.42807745398470026,0.13651752866083053,0.05006601182429781,-0.3497843341239224,0.32502137536261033,0.4557216443784518,0.26109922579057215,0.0883679284245335
152,0.5118553528966824,0.22923166476750548,0.2889597925478495,-0.594299621608161,0.37489418130404106,-0.040758505285656936,0.18176822607969442,0.494868855392949,0.24053455198843177,0.47411235631317183,0.32287792562259887,0.2536817736263321,0.08713921772132924,0.39918508621200144,0.40477993374362586,0.15814551051784256,0.05006601182429781,-0.3416891085371148,0.31983917236739295,0.4557216443784518,0.244602823660229,0.0883679284245335
153,0.5061314097091207,0.22274701894251434,0.2889597925478495,-0.6389452324694005,0.38485882548812783,-0.06638215593225898,0.15410670951476504,0.4509320197849831,0.21178247878542455,0.46262488619170156,0.36427400040045765,0.2541491054952905,0.08765597170488891,0.3983270592814106,0.38020858266304897,0.1790672869366042,0.05078897004633415,-0.39063917511880974,0.3414316848474655,0.4557216443784518,0.23635462259505746,0.11510908866596899
154,0.5097088742013468,0.2105883080206563,0.273232941065624,-0.5892387767701952,0.3245812972787418,-0.05357374575405984,0.10933923814079474,0.3821806816927886,0.17983573078208323,0.4468940431483284,0.3527947600484077,0.29474541753015476,0.09335039778824512,0.42541758114017136,0.3780791205525682,0.24471719165214506,0.08117092478190917,-0.39063917511880974,0.3474775883418855,0.4557216443784518,0.23635462259505746,0.14185024890740447
155,0.5275961966624769,0.23085282622375322,0.2884480842518189,-0.5642675028986545,0.34501249032940495,-0.04090905901595914,0.12562490063390352,0.3946105209085558,0.18092597694410228,0.44895540035401654,0.3569850946443666,0.27193962817523737,0.06813280985948783,0.38481130872442526,0.2868784099648184,0.1279572321227637,0.061278993097438894,-0.5337253755037032,0.33020357835782765,0.4409487350691326,0.21161001939954258,0.15522082902812223
156,0.5333201398500388,0.23733747204874436,0.2617227154350121,-0.6415271108466639,0.3187543063307997,-0.027564825085368443,0.08390744649487095,0.33513315942750205,0.1636443075480087,0.43107863029257215,0.3362918311272944,0.24923876122130995,0.056577341801231515,0.37120203734917906,0.30421675500053746,0.14595021700863406,-0.005331501941196125,-0.5814037944455668,0.3086110658777554,0.4261758257598133,0.203361818334371,0.0883679284245335
157,0.5047004239122304,0.2211258574862668,0.2617227154350121,-0.6192043054160441,0.3360026891998135,-0.06487631567995798,0.09919217039002398,0.37683701249722534,0.2040249970242318,0.44860709786149944,0.33891751665574466,0.2646338042308535,0.0736004688992837,0.36964618114149816,0.3421517099237643,0.1969184207390236,0.029123188544246746,-0.5814037944455668,0.3189754718681903,0.41140291645049415,0.244602823660229,0.11510908866596899
158,0.5218722534749154,0.24057979496123985,0.2786514818374198,-0.5795529493291126,0.3553688649973857,-0.025507930845498253,0.15502647246185486,0.4064466191025935,0.33181198903759707,0.4659043477244015,0.3273611037129335,0.18413213352296112,0.0007334665183014556,0.2792157216812645,0.25900736439537797,0.10376263960188833,-0.07463497634255668,-0.6387061225215475,0.24987943193195847,0.3227654605945789,0.15387261194334145,0.008144447700226725
159,0.4760807079744219,0.20491424292378924,0.21656405631310954,-0.621171739115014,0.3182768848035524,-0.07651419875090057,0.10503432999729621,0.3562819564732283,0.27430784263158264,0.45204411207078077,0.3251949461013937,0.23165162233652006,0.04369978094759923,0.31231745556569535,0.2534909554895369,0.06844943071404706,-0.032962509923677885,-0.4768963810812447,0.2801089494040599,0.35231127921321737,0.203361818334371,0.034885607941662206
