,sent_no,sent_raw,syuzhet,bing,afinn,nrc,char_len,token_len,sent_clean,syuzhet_stdscaler,syuzhet_medianiqr,syuzhet_lnorm_stdscaler,syuzhet_lnorm_medianiqr,bing_stdscaler,bing_medianiqr,bing_lnorm_stdscaler,bing_lnorm_medianiqr,afinn_stdscaler,afinn_medianiqr,afinn_lnorm_stdscaler,afinn_lnorm_medianiqr,nrc_stdscaler,nrc_medianiqr,nrc_lnorm_stdscaler,nrc_lnorm_medianiqr,syuzhet_roll10,bing_roll10,afinn_roll10,nrc_roll10,mean_roll10,syuzhet_roll10_stdscale,bing_roll10_stdscale,afinn_roll10_stdscale,nrc_roll10_stdscale
13,13,"After this he pressed me earnestly, and in the most affectionate manner, not to play the young man, nor to precipitate myself into miseries which nature, and the station of life I was born in, seemed to have provided against; that I was under no necessity of seeking my bread; that he would do well for me, and endeavour to enter me fairly into the station of life which he had just been recommending to me; and that if I was not very easy and happy in the world, it must be my mere fate or fault that must hinder it; and that he should have nothing to answer for, having thus discharged his duty in warning me against measures which he knew would be to my hurt; in a word, that as he would do very kind things for me if I would stay and settle at home as he directed, so he would not have so much hand in my misfortunes as to give me any encouragement to go away; and to close all, he told me I had my elder brother for an example, to whom he had used the same earnest persuasions to keep him from going into the Low Country wars, but could not prevail, his young desires prompting him to run into the army, where he was killed; and though he said he would not cease to pray for me, yet he would venture to say to me, that if I did take this foolish step, God would not bless me, and I should have leisure hereafter to reflect upon having neglected his counsel when there might be none to assist in my recovery.",-131.95,-229,-208,-52,1412,280,after this he pressed me earnestly  and in the most affectionate manner  not to play the young man  nor to precipitate myself into miseries which nature  and the station of life i was born in  seemed to have provided against  that i was under no necessity of seeking my bread  that he would do well for me  and endeavour to enter me fairly into the station of life which he had just been recommending to me  and that if i was not very easy and happy in the world  it must be my mere fate or fault that must hinder it  and that he should have nothing to answer for  having thus discharged his duty in warning me against measures which he knew would be to my hurt  in a word  that as he would do very kind things for me if i would stay and settle at home as he directed  so he would not have so much hand in my misfortunes as to give me any encouragement to go away  and to close all  he told me i had my elder brother for an example  to whom he had used the same earnest persuasions to keep him from going into the low country wars  but could not prevail  his young desires prompting him to run into the army  where he was killed  and though he said he would not cease to pray for me  yet he would venture to say to me  that if i did take this foolish step  god would not bless me  and i should have leisure hereafter to reflect upon having neglected his counsel when there might be none to assist in my recovery ,0.0,0.0,0.37359508576172556,0.7784465298406698,0.0,0.0,0.37359508576172556,0.7784465298406698,0.0,0.0,0.3735950857617256,0.7784465298406696,0.0,0.0,0.3735950857617256,0.7784465298406696,,,,,,,,,
14,14,"I observed in this last part of his discourse, which was truly prophetic, though I suppose my father did not know it to be so himself I say, I observed the tears run down his face very plentifully, especially when he spoke of my brother who was killed: and that when he spoke of my having leisure to repent, and none to assist me, he was so moved that he broke off the discourse, and told me his heart was so full he could say no more to me.",-131.95,-229,-208,-52,441,89,i observed in this last part of his discourse  which was truly prophetic  though i suppose my father did not know it to be so himself i say  i observed the tears run down his face very plentifully  especially when he spoke of my brother who was killed  and that when he spoke of my having leisure to repent  and none to assist me  he was so moved that he broke off the discourse  and told me his heart was so full he could say no more to me ,0.0,0.0,0.3229487818592523,0.45003823198317794,0.0,0.0,0.3229487818592523,0.45003823198317805,0.0,0.0,0.32294878185925235,0.4500382319831779,0.0,0.0,0.32294878185925235,0.4500382319831779,,,,,,,,,
15,15,"I was sincerely affected with this discourse, and, indeed, who could be otherwise?",-131.95,-229,-208,-52,82,13,i was sincerely affected with this discourse  and  indeed  who could be otherwise ,0.0,0.0,-0.1111041166685899,-2.3645121419223494,0.0,0.0,-0.11110411666858995,-2.36451214192235,0.0,0.0,-0.11110411666858994,-2.3645121419223503,0.0,0.0,-0.11110411666858994,-2.3645121419223503,,,,,,,,,
16,16,"and I resolved not to think of going abroad any more, but to settle at home according to my father's desire.",-131.95,-229,-208,-52,108,21,and i resolved not to think of going abroad any more  but to settle at home according to my father own desire ,0.0,0.0,0.08253351726112414,-1.1088981906562247,0.0,0.0,0.08253351726112412,-1.1088981906562247,0.0,0.0,0.08253351726112415,-1.108898190656225,0.0,0.0,0.08253351726112415,-1.108898190656225,,,,,,,,,
17,17,"But alas! a few days wore it all off; and, in short, to prevent any of my father's further importunities, in a few weeks after I resolved to run quite away from him.",-131.95,-229,-208,-52,165,33,but alas  a few days wore it all off  and  in short  to prevent any of my father own further importunities  in a few weeks after i resolved to run quite away from him ,0.0,0.0,0.19695575549231883,-0.36694449218078695,0.0,0.0,0.1969557554923188,-0.366944492180787,0.0,0.0,0.19695575549231886,-0.3669444921807871,0.0,0.0,0.19695575549231886,-0.3669444921807871,,,,,,,,,
18,18,"However, I did not act quite so hastily as the first heat of my resolution prompted; but I took my mother at a time when I thought her a little more pleasant than ordinary, and told her that my thoughts were so entirely bent upon seeing the world that I should never settle to anything with resolution enough to go through with it, and my father had better give me his consent than force me to go without it; that I was now eighteen years old, which was too late to go apprentice to a trade or clerk to an attorney; that I was sure if I did I should never serve out my time, but I should certainly run away from my master before my time was out, and go to sea; and if she would speak to my father to let me go one voyage abroad, if I came home again, and did not like it, I would go no more; and I would promise, by a double diligence, to recover the time that I had lost.",-131.95,-229,-208,-52,872,179,however  i did not act quite so hastily as the first heat of my resolution prompted  but i took my mother at a time when i thought her a little more pleasant than ordinary  and told her that my thoughts were so entirely bent upon seeing the world that i should never settle to anything with resolution enough to go through with it  and my father had better give me his consent than force me to go without it  that i was now eighteen years old  which was too late to go apprentice to a trade or clerk to an attorney  that i was sure if i did i should never serve out my time  but i should certainly run away from my master before my time was out  and go to sea  and if she would speak to my father to let me go one voyage abroad  if i came home again  and did not like it  i would go no more  and i would promise  by a double diligence  to recover the time that i had lost ,0.0,0.0,0.3602791178837727,0.6921011500564995,0.0,0.0,0.3602791178837726,0.6921011500564996,0.0,0.0,0.36027911788377276,0.6921011500564995,0.0,0.0,0.36027911788377276,0.6921011500564995,,,,,,,,,
19,19,"This put my mother into a great passion; she told me she knew it would be to no purpose to speak to my father upon any such subject; that he knew too well what was my interest to give his consent to anything so much for my hurt; and that she wondered how I could think of any such thing after the discourse I had had with my father, and such kind and tender expressions as she knew my father had used to me; and that, in short, if I would ruin myself, there was no help for me; but I might depend I should never have their consent to it; that for her part she would not have so much hand in my destruction; and I should never have it to say that my mother was willing when my father was not.",-131.95,-229,-208,-52,691,143,this put my mother into a great passion  she told me she knew it would be to no purpose to speak to my father upon any such subject  that he knew too well what was my interest to give his consent to anything so much for my hurt  and that she wondered how i could think of any such thing after the discourse i had had with my father  and such kind and tender expressions as she knew my father had used to me  and that  in short  if i would ruin myself  there was no help for me  but i might depend i should never have their consent to it  that for her part she would not have so much hand in my destruction  and i should never have it to say that my mother was willing when my father was not ,0.0,0.0,0.3509856915727732,0.6318393326899944,0.0,0.0,0.35098569157277315,0.6318393326899944,0.0,0.0,0.35098569157277326,0.6318393326899943,0.0,0.0,0.35098569157277326,0.6318393326899943,,,,,,,,,
20,20,"Though my mother refused to move it to my father, yet I heard afterwards that she reported all the discourse to him, and that my father, after showing a great concern at it, said to her, with a sigh, ""That boy might be happy if he would stay at home; but if he goes abroad, he will be the most miserable wretch that ever was born: I can give no consent to it.""",-131.95,-229,-208,-52,360,73,though my mother refused to move it to my father  yet i heard afterwards that she reported all the discourse to him  and that my father  after showing a great concern at it  said to her  with a sigh   that boy might be happy if he would stay at home  but if he goes abroad  he will be the most miserable wretch that ever was born  i can give no consent to it  ,0.0,0.0,0.3066757099605877,0.3445179584120983,0.0,0.0,0.3066757099605877,0.34451795841209837,0.0,0.0,0.30667570996058774,0.34451795841209826,0.0,0.0,0.30667570996058774,0.34451795841209826,,,,,,,,,
21,21,"It was not till almost a year after this that I broke loose, though, in the meantime, I continued obstinately deaf to all proposals of settling to business, and frequently expostulated with my father and mother about their being so positively determined against what they knew my inclinations prompted me to.",-131.95,-229,-208,-52,308,51,it was not till almost a year after this that i broke loose  though  in the meantime  i continued obstinately deaf to all proposals of settling to business  and frequently expostulated with my father and mother about their being so positively determined against what they knew my inclinations prompted me to ,0.0,0.0,0.26762831439982143,0.09132102746580682,0.0,0.0,0.2676283143998214,0.0913210274658068,0.0,0.0,0.2676283143998215,0.09132102746580673,0.0,0.0,0.2676283143998215,0.09132102746580673,,,,,,,,,
22,22,"But being one day at Hull, where I went casually, and without any purpose of making an elopement at that time; but, I say, being there, and one of my companions being about to sail to London in his father's ship, and prompting me to go with them with the common allurement of seafaring men, that it should cost me nothing for my passage, I consulted neither father nor mother any more, nor so much as sent them word of it; but leaving them to hear of it as they might, without asking God's blessing or my father's, without any consideration of circumstances or consequences, and in an ill hour, God knows, on the st of September , I went on board a ship bound for London.",-131.95,-229,-208,-52,671,127,but being one day at hull  where i went casually  and without any purpose of making an elopement at that time  but  i say  being there  and one of my companions being about to sail to london in his father own ship  and prompting me to go with them with the common allurement of seafaring men  that it should cost me nothing for my passage  i consulted neither father nor mother any more  nor so much as sent them word of it  but leaving them to hear of it as they might  without asking god own blessing or my father own  without any consideration of circumstances or consequences  and in an ill hour  god knows  on the st of september   i went on board a ship bound for london ,0.0,0.0,0.3451640876894174,0.5940900227736183,0.0,0.0,0.3451640876894174,0.5940900227736184,0.0,0.0,0.3451640876894175,0.5940900227736183,0.0,0.0,0.3451640876894175,0.5940900227736183,,,,,,,,,
23,23,"Never any young adventurer's misfortunes, I believe, began sooner, or continued longer than mine.",-131.95,-229,-208,-52,97,14,never any young adventurer own misfortunes  i believe  began sooner  or continued longer than mine ,0.0,0.0,-0.07479706030676851,-2.129084526059951,0.0,0.0,-0.07479706030676854,-2.1290845260599514,0.0,0.0,-0.07479706030676857,-2.129084526059952,0.0,0.0,-0.07479706030676857,-2.129084526059952,,,,,,,,,
24,24,"The ship was no sooner out of the Humber than the wind began to blow and the sea to rise in a most frightful manner; and, as I had never been at sea before, I was most inexpressibly sick in body and terrified in mind.",-131.95,-229,-208,-52,217,45,the ship was no sooner out of the humber than the wind began to blow and the sea to rise in a most frightful manner  and  as i had never been at sea before  i was most inexpressibly sick in body and terrified in mind ,0.0,0.0,0.2503528000002097,-0.020699432892249427,0.0,0.0,0.25035280000020965,-0.020699432892249403,0.0,0.0,0.2503528000002097,-0.02069943289224951,0.0,0.0,0.2503528000002097,-0.02069943289224951,,,,,,,,,
25,25,"I began now seriously to reflect upon what I had done, and how justly I was overtaken by the judgment of Heaven for my wicked leaving my father's house, and abandoning my duty.",-131.95,-229,-208,-52,176,33,i began now seriously to reflect upon what i had done  and how justly i was overtaken by the judgment of heaven for my wicked leaving my father own house  and abandoning my duty ,0.0,0.0,0.19695575549231883,-0.36694449218078695,0.0,0.0,0.1969557554923188,-0.366944492180787,0.0,0.0,0.19695575549231886,-0.3669444921807871,0.0,0.0,0.19695575549231886,-0.3669444921807871,,,,,,,,,
26,26,"All the good counsels of my parents, my father's tears and my mother's entreaties, came now fresh into my mind; and my conscience, which was not yet come to the pitch of hardness to which it has since, reproached me with the contempt of advice, and the breach of my duty to God and my father.",-131.95,-229,-208,-52,292,56,all the good counsels of my parents  my father own tears and my mother own entreaties  came now fresh into my mind  and my conscience  which was not yet come to the pitch of hardness to which it has since  reproached me with the contempt of advice  and the breach of my duty to god and my father ,0.0,0.0,0.27919673922099,0.16633472859843376,0.0,0.0,0.27919673922099,0.16633472859843376,0.0,0.0,0.27919673922099003,0.16633472859843362,0.0,0.0,0.27919673922099003,0.16633472859843362,,,,,,,,,
27,27,"All this while the storm increased, and the sea went very high, though nothing like what I have seen many times since; no, nor what I saw a few days after; but it was enough to affect me then, who was but a young sailor, and had never known anything of the matter.",-131.95,-229,-208,-52,264,53,all this while the storm increased  and the sea went very high  though nothing like what i have seen many times since  no  nor what i saw a few days after  but it was enough to affect me then  who was but a young sailor  and had never known anything of the matter ,0.0,0.0,0.2725176109280134,0.12302493134072835,0.0,0.0,0.27251761092801335,0.12302493134072837,0.0,0.0,0.2725176109280135,0.12302493134072826,0.0,0.0,0.2725176109280135,0.12302493134072826,,,,,,,,,
28,28,"I expected every wave would have swallowed us up, and that every time the ship fell down, as I thought it did, in the trough or hollow of the sea, we should never rise more; in this agony of mind, I made many vows and resolutions that if it would please God to spare my life in this one voyage, if ever I got once my foot upon dry land again, I would go directly home to my father, and never set it into a ship again while I lived; that I would take his advice, and never run myself into such miseries as these any more.",-131.95,-229,-208,-52,520,107,i expected every wave would have swallowed us up  and that every time the ship fell down  as i thought it did  in the trough or hollow of the sea  we should never rise more  in this agony of mind  i made many vows and resolutions that if it would please god to spare my life in this one voyage  if ever i got once my foot upon dry land again  i would go directly home to my father  and never set it into a ship again while i lived  that i would take his advice  and never run myself into such miseries as these any more ,0.0,0.0,0.33543874475343766,0.5310275073759342,0.0,0.0,0.33543874475343755,0.5310275073759343,0.0,0.0,0.33543874475343766,0.5310275073759341,0.0,0.0,0.33543874475343766,0.5310275073759341,,,,,,,,,
29,29,"Now I saw plainly the goodness of his observations about the middle station of life, how easy, how comfortably he had lived all his days, and never had been exposed to tempests at sea or troubles on shore; and I resolved that I would, like a true repenting prodigal, go home to my father.",-131.95,-229,-208,-52,288,54,now i saw plainly the goodness of his observations about the middle station of life  how easy  how comfortably he had lived all his days  and never had been exposed to tempests at sea or troubles on shore  and i resolved that i would  like a true repenting prodigal  go home to my father ,0.0,0.0,0.2748264453996596,0.13799621928166353,0.0,0.0,0.2748264453996596,0.13799621928166364,0.0,0.0,0.2748264453996597,0.1379962192816635,0.0,0.0,0.2748264453996597,0.1379962192816635,,,,,,,,,
30,30,"These wise and sober thoughts continued all the while the storm lasted, and indeed some time after; but the next day the wind was abated, and the sea calmer, and I began to be a little inured to it; however, I was very grave for all that day, being also a little sea-sick still; but towards night the weather cleared up, the wind was quite over, and a charming fine evening followed; the sun went down perfectly clear, and rose so the next morning; and having little or no wind, and a smooth sea, the sun shining upon it, the sight was, as I thought, the most delightful that ever I saw.",-131.95,-229,-208,-52,587,112,these wise and sober thoughts continued all the while the storm lasted  and indeed some time after  but the next day the wind was abated  and the sea calmer  and i began to be a little inured to it  however  i was very grave for all that day  being also a little sea sick still  but towards night the weather cleared up  the wind was quite over  and a charming fine evening followed  the sun went down perfectly clear  and rose so the next morning  and having little or no wind  and a smooth sea  the sun shining upon it  the sight was  as i thought  the most delightful that ever i saw ,0.0,0.0,0.33819570580894975,0.5489046043748312,0.0,0.0,0.3381957058089497,0.5489046043748312,0.0,0.0,0.3381957058089498,0.5489046043748311,0.0,0.0,0.3381957058089498,0.5489046043748311,,,,,,,,,
31,31,"I had slept well in the night, and was now no more sea-sick, but very cheerful, looking with wonder upon the sea that was so rough and terrible the day before, and could be so calm and so pleasant in so little a time after.",-131.95,-229,-208,-52,223,45,i had slept well in the night  and was now no more sea sick  but very cheerful  looking with wonder upon the sea that was so rough and terrible the day before  and could be so calm and so pleasant in so little a time after ,0.0,0.0,0.2503528000002097,-0.020699432892249427,0.0,0.0,0.25035280000020965,-0.020699432892249403,0.0,0.0,0.2503528000002097,-0.02069943289224951,0.0,0.0,0.2503528000002097,-0.02069943289224951,,,,,,,,,
32,32,"And now, lest my good resolutions should continue, my companion, who had enticed me away, comes to me; ""Well, Bob,"" says he, clapping me upon the shoulder, ""how do you do after it? I warrant you were frighted, wer'n't you, last night, when it blew but a capful of wind?"" ""A capful d'you call it?"" said I; ""'twas a terrible storm."" ""A storm, you fool you,"" replies he; ""do you call that a storm? why, it was nothing at all; give us but a good ship and sea-room, and we think nothing of such a squall of wind as that; but you're but a fresh-water sailor, Bob. Come, let us make a bowl of punch, and we'll forget all that; d'ye see what charming weather 'tis now?""",-131.95,-229,-208,-52,661,127,and now  lest my good resolutions should continue  my companion  who had enticed me away  comes to me   well  bob   says he  clapping me upon the shoulder   how do you do after it  i warrant you were frighted  wer n t you  last night  when it blew but a capful of wind    a capful d you call it   said i   it was a terrible storm    a storm  you fool you   replies he   do you call that a storm  why  it was nothing at all  give us but a good ship and sea room  and we think nothing of such a squall of wind as that  but you are but a fresh water sailor  bob  come  let us make a bowl of punch  and we will forget all that  d ye see what charming weather it is now  ,0.0,0.0,0.3451640876894174,0.5940900227736183,0.0,0.0,0.3451640876894174,0.5940900227736184,0.0,0.0,0.3451640876894175,0.5940900227736183,0.0,0.0,0.3451640876894175,0.5940900227736183,,,,,,,,,
33,33,"To make short this sad part of my story, we went the way of all sailors; the punch was made and I was made half drunk with it: and in that one night's wickedness I drowned all my repentance, all my reflections upon my past conduct, all my resolutions for the future.",-131.95,-229,-208,-52,266,52,to make short this sad part of my story  we went the way of all sailors  the punch was made and i was made half drunk with it  and in that one night own wickedness i drowned all my repentance  all my reflections upon my past conduct  all my resolutions for the future ,0.0,0.0,0.27011997513053465,0.10747782463283417,0.0,0.0,0.2701199751305346,0.10747782463283409,0.0,0.0,0.2701199751305347,0.10747782463283402,0.0,0.0,0.2701199751305347,0.10747782463283402,,,,,,,,,
34,34,"In a word, as the sea was returned to its smoothness of surface and settled calmness by the abatement of that storm, so the hurry of my thoughts being over, my fears and apprehensions of being swallowed up by the sea being forgotten, and the current of my former desires returned, I entirely forgot the vows and promises that I made in my distress.",-131.95,-229,-208,-52,348,64,in a word  as the sea was returned to its smoothness of surface and settled calmness by the abatement of that storm  so the hurry of my thoughts being over  my fears and apprehensions of being swallowed up by the sea being forgotten  and the current of my former desires returned  i entirely forgot the vows and promises that i made in my distress ,0.0,0.0,0.2939464808679799,0.2619771975425331,0.0,0.0,0.2939464808679799,0.2619771975425332,0.0,0.0,0.29394648086798,0.261977197542533,0.0,0.0,0.29394648086798,0.261977197542533,,,,,,,,,
