,sent_no,jockers_rinker,jockers,huliu,lmcd,nrc,senticnet,sentiword,sent_raw,jockers_rinker_roll100,jockers_roll100,huliu_roll100,senticnet_roll100,sentiword_roll100,nrc_roll100,lmcd_roll100,mean_roll100,jockers_rinker_roll100_stand,jockers_roll100_stand,huliu_roll100_stand,senticnet_roll100_stand,sentiword_roll100_stand,nrc_roll100_stand,lmcd_roll100_stand,jockers_rinker_roll100_stdscale,jockers_roll100_stdscale,huliu_roll100_stdscale,senticnet_roll100_stdscale,sentiword_roll100_stdscale,nrc_roll100_stdscale,lmcd_roll100_stdscale
29,30,-0.0435031420070549,0.0580041893427398,-0.294854629158927,0.0,0.0,0.118289876799627,0.0118828026778529,"I expected every wave would have swallowed us up, and that every time the ship fell down, as I thought it did, in the trough or hollow of the sea, we should never rise more; in this agony of mind, I made many vows and resolutions that if it would please God to spare my life in this one voyage, if ever I got once my foot upon dry land again, I would go directly home to my father, and never set it into a ship again while I lived; that I would take his advice, and never run myself into such miseries as these any more.",,,,,,,,,,,,,,,,,,,,,,
30,31,0.7552593373581469,0.7552593373581469,0.789280028230135,0.40824829046386296,0.136082763487954,0.6567626331455649,0.23417575550218803,"Now I saw plainly the goodness of his observations about the middle station of life, how easy, how comfortably he had lived all his days, and never had been exposed to tempests at sea or troubles on shore; and I resolved that I would, like a true repenting prodigal, go home to my father.",,,,,,,,,,,,,,,,,,,,,,
31,32,0.5009338624142661,0.5950059492526251,0.8325379685194829,0.357473929985767,0.564432521030158,0.586562979458882,0.504594554483943,"These wise and sober thoughts continued all the while the storm lasted, and indeed some time after; but the next day the wind was abated, and the sea calmer, and I began to be a little inured to it; however, I was very grave for all that day, being also a little sea-sick still; but towards night the weather cleared up, the wind was quite over, and a charming fine evening followed; the sun went down perfectly clear, and rose so the next morning; and having little or no wind, and a smooth sea, the sun shining upon it, the sight was, as I thought, the most delightful that ever I saw.",,,,,,,,,,,,,,,,,,,,,,
32,33,0.624785289206377,0.587924800167652,0.626628313658313,0.147441956154897,0.7445818785822299,0.496606624623117,0.34516407672454996,"I had slept well in the night, and was now no more sea-sick, but very cheerful, looking with wonder upon the sea that was so rough and terrible the day before, and could be so calm and so pleasant in so little a time after.",,,,,,,,,,,,,,,,,,,,,,
33,34,0.600567913047158,0.42649025709146,0.522232967867094,0.17407765595569802,0.696310623822791,0.42979773255461795,0.12174120869261698,"And now, lest my good resolutions should continue, my companion, who had enticed me away, comes to me; âWell, Bob,â says he, clapping me upon the shoulder, âhow do you do after it?",,,,,,,,,,,,,,,,,,,,,,
34,35,-0.339200262649984,-0.339200262649984,-0.30151134457776396,0.0,-0.753778361444409,-0.271096387693482,0.0157037158634252,"I warrant you were frighted, werânât you, last night, when it blew but a capful of wind?â âA capful dâyou call it?â said I; ââtwas a terrible storm.â âA storm, you fool you,â replies he; âdo you call that a storm?",,,,,,,,,,,,,,,,,,,,,,
35,36,0.32291666666666696,0.32291666666666696,0.791666666666667,0.375,0.583333333333333,0.152847166666667,0.3650416666666671,"why, it was nothing at all; give us but a good ship and sea-room, and we think nothing of such a squall of wind as that; but youâre but a fresh-water sailor, Bob.",,,,,,,,,,,,,,,,,,,,,,
36,37,-0.32331615074618997,-0.32331615074618997,-0.461880215351701,0.0,-0.346410161513775,-0.0665107510106449,0.31994827417591803,"Come, let us make a bowl of punch, and weâll forget all that; dâye see what charming weather âtis now?â To make short this sad part of my story, we went the way of all sailors; the punch was made and I was made half drunk with it: and in that one nightâs wickedness I drowned all my repentance, all my reflections upon my past conduct, all my resolutions for the future.",,,,,,,,,,,,,,,,,,,,,,
37,38,-0.13125,-0.13125,-0.125,-0.25,0.125,-0.4855,-0.134114583333333,"In a word, as the sea was returned to its smoothness of surface and settled calmness by the abatement of that storm, so the hurry of my thoughts being over, my fears and apprehensions of being swallowed up by the sea being forgotten, and the current of my former desires returned, I entirely forgot the vows and promises that I made in my distress.",,,,,,,,,,,,,,,,,,,,,,
38,39,0.18548520670059399,0.18548520670059399,0.218217890235992,0.109108945117996,0.327326835353989,0.51073897209734,-0.0920606724433093,"I found, indeed, some intervals of reflection; and the serious thoughts did, as it were, endeavour to return again sometimes; but I shook them off, and roused myself from them as it were from a distemper, and applying myself to drinking and company, soon mastered the return of those fitsâ""for so I called them; and I had in five or six days got as complete a victory over conscience as any young fellow that resolved not to be troubled with it could desire.",,,,,,,,,,,,,,,,,,,,,,
39,40,-0.482600482600724,-0.482600482600724,-0.9144009144013721,-0.6858006858010289,-0.8382008382012571,-0.123971173971236,-0.44937634223371,"But I was to have another trial for it still; and Providence, as in such cases generally it does, resolved to leave me entirely without excuse; for if I would not take this for a deliverance, the next was to be such a one as the worst and most hardened wretch among us would confess both the danger and the mercy of.",,,,,,,,,,,,,,,,,,,,,,
40,41,-0.0381661266806897,-0.0381661266806897,0.179605302026775,-0.179605302026775,-0.0808223859120487,-0.0351756984019439,0.11042732652946198,"The sixth day of our being at sea we came into Yarmouth Roads; the wind having been contrary and the weather calm, we had made but little way since the storm.",,,,,,,,,,,,,,,,,,,,,,
41,42,-0.0471404520791032,-0.0471404520791032,0.0,-0.235702260395516,0.0,0.0733034029830054,0.0736569563735987,"Here we were obliged to come to an anchor, and here we lay, the wind continuing contraryâ""viz.",,,,,,,,,,,,,,,,,,,,,,
42,43,0.0410997468263393,0.0410997468263393,0.16439898730535699,0.16439898730535699,-0.16439898730535699,0.7450562104678791,-0.0811309002351938,"at south-westâ""for seven or eight days, during which time a great many ships from Newcastle came into the same Roads, as the common harbour where the ships might wait for a wind for the river.",,,,,,,,,,,,,,,,,,,,,,
43,44,-0.28125,0.1125,-0.31875,0.0,0.0,0.3250085,-0.30607291666666697,"We had not, however, rid here so long but we should have tided it up the river, but that the wind blew too fresh, and after we had lain four or five days, blew very hard.",,,,,,,,,,,,,,,,,,,,,,
44,45,0.345833333333333,0.345833333333333,0.577777777777778,0.555555555555556,0.627777777777778,1.04315555555556,0.653472222222222,"However, the Roads being reckoned as good as a harbour, the anchorage good, and our ground-tackle very strong, our men were unconcerned, and not in the least apprehensive of danger, but spent the time in rest and mirth, after the manner of the sea; but the eighth day, in the morning, the wind increased, and we had all hands at work to strike our topmasts, and make everything snug and close, that the ship might ride as easy as possible.",,,,,,,,,,,,,,,,,,,,,,
45,46,0.176907592534341,0.0408248290463863,0.0,0.0,0.898146239020499,-0.28770617856623304,-0.15989724709834602,"By noon the sea went very high indeed, and our ship rode forecastle in, shipped several seas, and we thought once or twice our anchor had come home; upon which our master ordered out the sheet-anchor, so that we rode with two anchors ahead, and the cables veered out to the bitter end.",,,,,,,,,,,,,,,,,,,,,,
46,47,-0.23533936216582102,-0.23533936216582102,-0.196116135138184,0.0,-0.588348405414552,-0.293781970437,-0.28763699820266997,By this time it blew a terrible storm indeed; and now I began to see terror and amazement in the faces even of the seamen themselves.,,,,,,,,,,,,,,,,,,,,,,
47,48,0.364998197544216,0.20277677641345299,0.48666426339228797,0.0,0.48666426339228797,0.34910049827340106,0.13180490466874498,"The master, though vigilant in the business of preserving the ship, yet as he went in and out of his cabin by me, I could hear him softly to himself say, several times, âLord be merciful to us!",,,,,,,,,,,,,,,,,,,,,,
48,49,-0.335410196624968,-0.335410196624968,-0.4472135954999579,-0.4472135954999579,-0.4472135954999579,0.0120747670784989,0.279508497187474,we shall be all lost!,,,,,,,,,,,,,,,,,,,,,,
49,50,0.0,0.0,0.0,0.0,0.0,-0.110662211255695,0.0883883476483184,we shall be all undone!â and the like.,,,,,,,,,,,,,,,,,,,,,,
50,51,-0.36442403604699397,-0.49694186733680895,-0.41963979908441706,-0.44172610429938597,-0.6349812749303679,-0.4249957280990471,0.16991993744254702,"During these first hurries I was stupid, lying still in my cabin, which was in the steerage, and cannot describe my temper: I could ill resume the first penitence which I had so apparently trampled upon and hardened myself against: I thought the bitterness of death had been past, and that this would be nothing like the first; but when the master himself came by me, as I said just now, and said we should be all lost, I was dreadfully frighted.",,,,,,,,,,,,,,,,,,,,,,
51,52,-0.17916666666666697,-0.17916666666666697,-0.111111111111111,-0.111111111111111,0.111111111111111,-0.0709313333333333,-0.0286814814814815,"I got up out of my cabin and looked out; but such a dismal sight I never saw: the sea ran mountains high, and broke upon us every three or four minutes; when I could look about, I could see nothing but distress round us; two ships that rode near us, we found, had cut their masts by the board, being deep laden; and our men cried out that a ship which rode about a mile ahead of us was foundered.",,,,,,,,,,,,,,,,,,,,,,
52,53,0.049029033784546,0.049029033784546,0.0,0.0,0.0,-0.25397039500394797,0.147087101353638,"Two more ships, being driven from their anchors, were run out of the Roads to sea, at all adventures, and that with not a mast standing.",,,,,,,,,,,,,,,,,,,,,,
53,54,0.0833333333333333,0.0833333333333333,0.166666666666667,0.166666666666667,-0.0333333333333333,0.1558,0.19895833333333302,"The light ships fared the best, as not so much labouring in the sea; but two or three of them drove, and came close by us, running away with only their spritsail out before the wind.",,,,,,,,,,,,,,,,,,,,,,
54,55,0.03226989547312101,-0.0809578079413386,0.164180169950966,-0.288730643706872,0.566138517072298,0.32644113032905797,-0.0024263079303098603,"Towards evening the mate and boatswain begged the master of our ship to let them cut away the fore-mast, which he was very unwilling to do; but the boatswain protesting to him that if he did not the ship would founder, he consented; and when they had cut away the fore-mast, the main-mast stood so loose, and shook the ship so much, they were obliged to cut that away also, and make a clear deck.",,,,,,,,,,,,,,,,,,,,,,
55,56,0.0261116483933547,0.0261116483933547,-0.17407765595569802,0.0,0.217597069944622,0.10440307415942998,-0.0598391942347711,"Any one may judge what a condition I must be in at all this, who was but a young sailor, and who had been in such a fright before at but a little.",,,,,,,,,,,,,,,,,,,,,,
56,57,-0.554256258422041,-0.554256258422041,-0.346410161513775,-0.20784609690826503,-0.438786204584115,-0.11640536127401199,-0.00529237746757157,"But if I can express at this distance the thoughts I had about me at that time, I was in tenfold more horror of mind upon account of my former convictions, and the having returned from them to the resolutions I had wickedly taken at first, than I was at death itself; and these, added to the terror of the storm, put me into such a condition that I can by no words describe it.",,,,,,,,,,,,,,,,,,,,,,
57,58,0.229639663385923,0.229639663385923,0.459279326771846,0.6634034720037769,-0.20412414523193198,-0.284446996380697,0.257102866092336,But the worst was not come yet; the storm continued with such fury that the seamen themselves acknowledged they had never seen a worse.,,,,,,,,,,,,,,,,,,,,,,
58,59,-0.11575161985907599,-0.11575161985907599,0.188982236504614,0.188982236504614,-0.198431348329844,-0.461589112662519,-0.222054127892921,"We had a good ship, but she was deep laden, and wallowed in the sea, so that the seamen every now and then cried out she would founder.",,,,,,,,,,,,,,,,,,,,,,
59,60,0.190065778087482,0.190065778087482,0.4472135954999579,0.22360679774997896,0.4472135954999579,0.190289384885232,0.20404120294685602,"It was my advantage in one respect, that I did not know what they meant by _founder_ till I inquired.",,,,,,,,,,,,,,,,,,,,,,
60,61,0.22489021711959303,0.0687164552309867,0.28111277139949103,-0.156173761888606,-0.0312347523777212,-0.0826471547914504,0.223198334699133,"However, the storm was so violent that I saw, what is not often seen, the master, the boatswain, and some others more sensible than the rest, at their prayers, and expecting every moment when the ship would go to the bottom.",,,,,,,,,,,,,,,,,,,,,,
61,62,-0.42947784519366705,-0.42947784519366705,-0.156173761888606,0.0,0.0,-0.21692535526327397,0.0946803431449674,"In the middle of the night, and under all the rest of our distresses, one of the men that had been down to see cried out we had sprung a leak; another said there was four feet water in the hold.",,,,,,,,,,,,,,,,,,,,,,
62,63,0.0,0.0,0.0,0.0,0.0,0.211071374184184,0.22097086912079603,Then all hands were called to the pump.,,,,,,,,,,,,,,,,,,,,,,
63,64,-0.269430125621825,-0.269430125621825,-0.384900179459751,0.0,-0.19245008972987498,0.21920065220232798,0.0721687836487032,"At that word, my heart, as I thought, died within me: and I fell backwards upon the side of my bed where I sat, into the cabin.",,,,,,,,,,,,,,,,,,,,,,
64,65,0.344275530680937,0.344275530680937,0.7365895075034009,0.320256307610174,0.288230676849157,0.33178553468414096,0.206060914724076,"However, the men roused me, and told me that I, that was able to do nothing before, was as well able to pump as another; at which I stirred up and went to the pump, and worked very heartily.",,,,,,,,,,,,,,,,,,,,,,
65,66,-0.038575837490523,-0.19287918745261498,0.0,-0.308606699924184,0.0,-0.11881357947081099,0.18934306901598397,"While this was doing the master, seeing some light colliers, who, not able to ride out the storm were obliged to slip and run away to sea, and would come near us, ordered to fire a gun as a signal of distress.",,,,,,,,,,,,,,,,,,,,,,
66,67,-0.363803437554499,-0.363803437554499,-0.48507125007266605,-0.24253562503633302,-0.48507125007266605,-0.252722121287859,-0.19706019534202102,"I, who knew nothing what they meant, thought the ship had broken, or some dreadful thing happened.",,,,,,,,,,,,,,,,,,,,,,
67,68,-0.13363062095621198,-0.13363062095621198,-0.26726124191242395,0.0,0.0,-0.135501449649599,-0.175390190005029,"In a word, I was so surprised that I fell down in a swoon.",,,,,,,,,,,,,,,,,,,,,,
68,69,-0.18543452998910603,-0.18543452998910603,-0.132453235706504,0.0,-0.132453235706504,0.321199096588273,0.00206958180791413,"As this was a time when everybody had his own life to think of, nobody minded me, or what was become of me; but another man stepped up to the pump, and thrusting me aside with his foot, let me lie, thinking I had been dead; and it was a great while before I came to myself.",,,,,,,,,,,,,,,,,,,,,,
69,70,0.21514114968019102,0.0956182887467515,0.23904572186687903,-0.119522860933439,0.0956182887467515,0.427204585691346,0.332049448030711,"We worked on; but the water increasing in the hold, it was apparent that the ship would founder; and though the storm began to abate a little, yet it was not possible she could swim till we might run into any port; so the master continued firing guns for help; and a light ship, who had rid it out just ahead of us, ventured a boat out to help us.",,,,,,,,,,,,,,,,,,,,,,
70,71,-0.23072175207752,-0.23072175207752,-0.5443996397334729,-0.523660605838865,-0.440704470260431,0.8144426000751709,0.23104579948212303,"It was with the utmost hazard the boat came near us; but it was impossible for us to get on board, or for the boat to lie near the shipâs side, till at last the men rowing very heartily, and venturing their lives to save ours, our men cast them a rope over the stern with a buoy to it, and then veered it out a great length, which they, after much labour and hazard, took hold of, and we hauled them close under our stern, and got all into their boat.",,,,,,,,,,,,,,,,,,,,,,
71,72,0.404372899512894,0.188707353106017,0.4313310928137539,0.107832773203438,0.539163866017192,0.275030723038566,0.19926597881552105,"It was to no purpose for them or us, after we were in the boat, to think of reaching their own ship; so all agreed to let her drive, and only to pull her in towards shore as much as we could; and our master promised them, that if the boat was staved upon shore, he would make it good to their master: so partly rowing and partly driving, our boat went away to the northward, sloping towards the shore almost as far as Winterton Ness.",,,,,,,,,,,,,,,,,,,,,,
72,73,-0.0405553552826906,-0.0405553552826906,-0.162221421130763,0.0,0.162221421130763,0.255248106185304,0.141943743489417,"We were not much more than a quarter of an hour out of our ship till we saw her sink, and then I understood for the first time what was meant by a ship foundering in the sea.",,,,,,,,,,,,,,,,,,,,,,
73,74,-0.19845557534273398,-0.19845557534273398,-0.27287641609625896,0.0,-0.0496138938356834,-0.0355235479863493,-0.0891499654859936,"I must acknowledge I had hardly eyes to look up when the seamen told me she was sinking; for from the moment that they rather put me into the boat than that I might be said to go in, my heart was, as it were, dead within me, partly with fright, partly with horror of mind, and the thoughts of what was yet before me.",,,,,,,,,,,,,,,,,,,,,,
74,75,0.0176776695296637,0.0176776695296637,-0.353553390593274,-0.171725932573876,0.181827458019398,0.0204959951289644,-0.0187299117635722,"While we were in this conditionâ""the men yet labouring at the oar to bring the boat near the shoreâ""we could see (when, our boat mounting the waves, we were able to see the shore) a great many people running along the strand to assist us when we should come near; but we made but slow way towards the shore; nor were we able to reach the shore till, being past the lighthouse at Winterton, the shore falls off to the westward towards Cromer, and so the land broke off a little the violence of the wind.",,,,,,,,,,,,,,,,,,,,,,
