,sent_clean
63,the lawn started at the beach and ran toward the front door for a quarter of a mile  jumping over sun dials and brick walks and burning gardens finally when it reached the house drifting up the side in bright vines as though from the momentum of its run 
64,the front was broken by a line of french windows  glowing now with reflected gold  and wide open to the warm windy afternoon  and tom buchanan in riding clothes was standing with his legs apart on the front porch 
65,he had changed since his new haven years 
66,now he was a sturdy  straw haired man of thirty with a rather hard mouth and a supercilious manner 
67,two shining  arrogant eyes had established dominance over his face and gave him the appearance of always leaning aggressively forward 
68,not even the effeminate swank of his riding clothes could hide the enormous power of that body he seemed to fill those glistening boots until he strained the top lacing and you could see a great pack of muscle shifting when his shoulder moved under his thin coat 
69,it was a body capable of enormous leverage a cruel body 
70,his speaking voice  a gruff husky tenor  added to the impression of fractiousness he conveyed 
71,there was a touch of paternal contempt in it  even toward people he liked and there were men at new haven who had hated his guts 
72, now  do not think my opinion on these matters is final   he seemed to say   just because i  stronger and more of a man than you are  
73,we were in the same senior society  and while we were never intimate i always had the impression that he approved of me and wanted me to like him with some harsh  defiant wistfulness of his own 
74,we talked for a few minutes on the sunny porch 
75, I have got a nice place here   he said  his eyes flashing about restlessly 
76,turning me around by one arm he moved a broad flat hand along the front vista  including in its sweep a sunken italian garden  a half acre of deep pungent roses and a snub nosed motor boat that bumped the tide off shore 
77, it belonged to demaine the oil man  
78,he turned me around again  politely and abruptly 
79, we  go inside  
80,we walked through a high hallway into a bright rosy colored space  fragilely bound into the house by french windows at either end 
81,the windows were ajar and gleaming white against the fresh grass outside that seemed to grow a little way into the house 
82,a breeze blew through the room  blew curtains in at one end and out the other like pale flags  twisting them up toward the frosted wedding cake of the ceiling and then rippled over the wine colored rug  making a shadow on it as wind does on the sea 
83,the only completely stationary object in the room was an enormous couch on which two young women were buoyed up as though upon an anchored balloon 
84,they were both in white and their dresses were rippling and fluttering as if they had just been blown back in after a short flight around the house 
85,i must have stood for a few moments listening to the whip and snap of the curtains and the groan of a picture on the wall 
86,then there was a boom as tom buchanan shut the rear windows and the caught wind died out about the room and the curtains and the rugs and the two young women ballooned slowly to the floor 
87,the younger of the two was a stranger to me 
88,she was extended full length at her end of the divan  completely motionless and with her chin raised a little as if she were balancing something on it which was quite likely to fall 
89,if she saw me out of the corner of her eyes she gave no hint of it indeed  i was almost surprised into murmuring an apology for having disturbed her by coming in 
90,the other girl  daisy  made an attempt to rise she leaned slightly forward with a conscientious expression then she laughed  an absurd  charming little laugh  and i laughed too and came forward into the room 
91, i  p paralyzed with happiness  
92,she laughed again  as if she said something very witty  and held my hand for a moment  looking up into my face  promising that there was no one in the world she so much wanted to see 
93,that was a way she had 
94,she hinted in a murmur that the surname of the balancing girl was baker 
95, I have heard it said that daisy own murmur was only to make people lean toward her  an irrelevant criticism that made it no less charming  
96,at any rate miss baker own lips fluttered  she nodded at me almost imperceptibly and then quickly tipped her head back again the object she was balancing had obviously tottered a little and given her something of a fright 
97,again a sort of apology arose to my lips 
98,almost any exhibition of complete self sufficiency draws a stunned tribute from me 
99,i looked back at my cousin who began to ask me questions in her low  thrilling voice 
100,it was the kind of voice that the ear follows up and down as if each speech is an arrangement of notes that will never be played again 
101,her face was sad and lovely with bright things in it  bright eyes and a bright passionate mouth but there was an excitement in her voice that men who had cared for her found difficult to forget  a singing compulsion  a whispered  listen   a promise that she had done gay  exciting things just a while since and that there were gay  exciting things hovering in the next hour 
102,i told her how i had stopped off in chicago for a day on my way east and how a dozen people had sent their love through me 
103, do they miss me   she cried ecstatically 
104, the whole town is desolate  all the cars have the left rear wheel painted black as a mourning wreath and there is a persistent wail all night along the north shore  
105, how gorgeous  let us go back  tom  tomorrow  
106,then she added irrelevantly   you ought to see the baby  
107, I would like to  
108, she is asleep  she is two years old  have not you ever seen her  
109, never  
110, well  you ought to see her  she is  
111,tom buchanan who had been hovering restlessly about the room stopped and rested his hand on my shoulder 
112, what you doing  nick  
113, i  a bond man  
114, who with  
115,i told him 
116, never heard of them   he remarked decisively 
117,this annoyed me 
118, you will   i answered shortly 
119, you will if you stay in the east  
120, oh  i  stay in the east  do not you worry   he said  glancing at daisy and then back at me  as if he were alert for something more 
121, I would be a god damned fool to live anywhere else  
122,at this point miss baker said  absolutely   with such suddenness that i started it was the first word she uttered since i came into the room 
123,evidently it surprised her as much as it did me  for she yawned and with a series of rapid  deft movements stood up into the room 
124, i  stiff   she complained   I have been lying on that sofa for as long as i can remember  
125, do not look at me   daisy retorted 
126, I have been trying to get you to new york all afternoon  
127, no  thanks   said miss baker to the four cocktails just in from the pantry   i  absolutely in training  
128,her host looked at her incredulously 
129, you are  
130,he took down his drink as if it were a drop in the bottom of a glass 
131, how you ever get anything done is beyond me  
132,i looked at miss baker wondering what it was she  got done  
133,i enjoyed looking at her 
134,she was a slender  small breasted girl  with an erect carriage which she accentuated by throwing her body backward at the shoulders like a young cadet 
135,her grey sun strained eyes looked back at me with polite reciprocal curiosity out of a wan  charming discontented face 
136,it occurred to me now that i had seen her  or a picture of her  somewhere before 
137, you live in west egg   she remarked contemptuously 
138, i know somebody there  
139, i do not know a single  
140, you must know gatsby  
141, gatsby   demanded daisy 
142, what gatsby  
143,before i could reply that he was my neighbor dinner was announced  wedging his tense arm imperatively under mine tom buchanan compelled me from the room as though he were moving a checker to another square 
144,slenderly  languidly  their hands set lightly on their hips the two young women preceded us out onto a rosy colored porch open toward the sunset where four candles flickered on the table in the diminished wind 
145, why candles   objected daisy  frowning 
146,she snapped them out with her fingers 
147, in two weeks it  be the longest day in the year  
148,she looked at us all radiantly 
149, do you always watch for the longest day of the year and then miss it  i always watch for the longest day in the year and then miss it  
150, we ought to plan something   yawned miss baker  sitting down at the table as if she were getting into bed 
151, all right   said daisy 
152, what  we plan  
153,she turned to me helplessly 
154, what do people plan  
155,before i could answer her eyes fastened with an awed expression on her little finger 
156, look   she complained 
157, i hurt it  
158,we all looked the knuckle was black and blue 
159, you did it  tom   she said accusingly 
160, i know you did not mean to but you did do it  that is what i get for marrying a brute of a man  a great big hulking physical specimen of a  
161, i hate that word hulking   objected tom crossly   even in kidding  
162, hulking   insisted daisy 
163,sometimes she and miss baker talked at once  unobtrusively and with a bantering inconsequence that was never quite chatter  that was as cool as their white dresses and their impersonal eyes in the absence of all desire 
164,they were here and they accepted tom and me  making only a polite pleasant effort to entertain or to be entertained 
165,they knew that presently dinner would be over and a little later the evening too would be over and casually put away 
166,it was sharply different from the west where an evening was hurried from phase to phase toward its close in a continually disappointed anticipation or else in sheer nervous dread of the moment itself 
167, you make me feel uncivilized  daisy   i confessed on my second glass of corky but rather impressive claret 
168, cannot you talk about crops or something  
169,i meant nothing in particular by this remark but it was taken up in an unexpected way 
170, civilization own going to pieces   broke out tom violently 
171, I have gotten to be a terrible pessimist about things  have you read  the rise of the coloured empires  by this man goddard  
172, why  no   i answered  rather surprised by his tone 
173, well  it is a fine book  and everybody ought to read it  the idea is if we do not look out the white race will be will be utterly submerged  it is all scientific stuff  it is been proved  
174, tom own getting very profound   said daisy with an expression of unthoughtful sadness 
175, he reads deep books with long words in them  what was that word we  
176, well  these books are all scientific   insisted tom  glancing at her impatiently 
177, this fellow has worked out the whole thing  it is up to us who are the dominant race to watch out or these other races will have control of things  
178, we have got to beat them down   whispered daisy  winking ferociously toward the fervent sun 
179, you ought to live in california   began miss baker but tom interrupted her by shifting heavily in his chair 
180, this idea is that we are nordics  i am  and you are and you are and  
181,after an infinitesimal hesitation he included daisy with a slight nod and she winked at me again 
182,  and we have produced all the things that go to make civilization oh  science and art and all that  do you see  
183,there was something pathetic in his concentration as if his complacency  more acute than of old  was not enough to him any more 
184,when  almost immediately  the telephone rang inside and the butler left the porch daisy seized upon the momentary interruption and leaned toward me 
185, i  tell you a family secret   she whispered enthusiastically 
186, it is about the butler own nose  do you want to hear about the butler own nose  
187, that is why i came over tonight  
188, well  he was not always a butler  he used to be the silver polisher for some people in new york that had a silver service for two hundred people  he had to polish it from morning till night until finally it began to affect his nose  
189, things went from bad to worse   suggested miss baker 
190, yes  things went from bad to worse until finally he had to give up his position  
191,for a moment the last sunshine fell with romantic affection upon her glowing face  her voice compelled me forward breathlessly as i listened then the glow faded  each light deserting her with lingering regret like children leaving a pleasant street at dusk 
192,the butler came back and murmured something close to tom own ear whereupon tom frowned  pushed back his chair and without a word went inside 
193,as if his absence quickened something within her daisy leaned forward again  her voice glowing and singing 
194, i love to see you at my table  nick  you remind me of a of a rose  an absolute rose  does not he  
195,she turned to miss baker for confirmation 
196, an absolute rose  
197,this was untrue 
198,i am not even faintly like a rose 
199,she was only extemporizing but a stirring warmth flowed from her as if her heart was trying to come out to you concealed in one of those breathless  thrilling words 
200,then suddenly she threw her napkin on the table and excused herself and went into the house 
201,miss baker and i exchanged a short glance consciously devoid of meaning 
202,i was about to speak when she sat up alertly and said  sh   in a warning voice 
203,a subdued impassioned murmur was audible in the room beyond and miss baker leaned forward  unashamed  trying to hear 
204,the murmur trembled on the verge of coherence  sank down  mounted excitedly  and then ceased altogether 
205, this mr  gatsby you spoke of is my neighbor  
206,i said 
207, do not talk  i want to hear what happens  
208, is something happening  
209,i inquired innocently 
210, you mean to say you do not know   said miss baker  honestly surprised 
211, i thought everybody knew  
212, i do not  
213, why   she said hesitantly   tom own got some woman in new york  
214, got some woman  
215,i repeated blankly 
216,miss baker nodded 
217, she might have the decency not to telephone him at dinner time  do not you think  
218,almost before i had grasped her meaning there was the flutter of a dress and the crunch of leather boots and tom and daisy were back at the table 
219, it could not be helped   cried daisy with tense gayety 
220,she sat down  glanced searchingly at miss baker and then at me and continued   i looked outdoors for a minute and it is very romantic outdoors  there is a bird on the lawn that i think must be a nightingale come over on the cunard or white star line  he is singing away   her voice sang   it is romantic  is not it  tom  
221, very romantic   he said  and then miserably to me   if it is light enough after dinner i want to take you down to the stables  
222,the telephone rang inside  startlingly  and as daisy shook her head decisively at tom the subject of the stables  in fact all subjects  vanished into air 
223,among the broken fragments of the last five minutes at table i remember the candles being lit again  pointlessly  and i was conscious of wanting to look squarely at every one and yet to avoid all eyes 
224,i could not guess what daisy and tom were thinking but i doubt if even miss baker who seemed to have mastered a certain hardy skepticism was able utterly to put this fifth guest own shrill metallic urgency out of mind 
225,to a certain temperament the situation might have seemed intriguing my own instinct was to telephone immediately for the police 
226,the horses  needless to say  were not mentioned again 
227,tom and miss baker  with several feet of twilight between them strolled back into the library  as if to a vigil beside a perfectly tangible body  while trying to look pleasantly interested and a little deaf i followed daisy around a chain of connecting verandas to the porch in front 
228,in its deep gloom we sat down side by side on a wicker settee 
229,daisy took her face in her hands  as if feeling its lovely shape  and her eyes moved gradually out into the velvet dusk 
230,i saw that turbulent emotions possessed her  so i asked what i thought would be some sedative questions about her little girl 
231, we do not know each other very well  nick   she said suddenly 
232, even if we are cousins  you did not come to my wedding  
233, i was not back from the war  
234, that is true  
235,she hesitated 
236, well  I have had a very bad time  nick  and i  pretty cynical about everything  
237,evidently she had reason to be 
238,i waited but she did not say any more  and after a moment i returned rather feebly to the subject of her daughter 
239, i suppose she talks  and eats  and everything  
240, oh  yes  
241,she looked at me absently 
242, listen  nick  let me tell you what i said when she was born  would you like to hear  
243, very much  
244, it  show you how I have gotten to feel about things  well  she was less than an hour old and tom was god knows where  i woke up out of the ether with an utterly abandoned feeling and asked the nurse right away if it was a boy or a girl  she told me it was a girl  and so i turned my head away and wept   right   i said   i  glad it is a girl  and i hope she  be a fool that is the best thing a girl can be in this world  a beautiful little fool  
245, you see i think everything own terrible anyhow   she went on in a convinced way 
246, everybody thinks so the most advanced people  and i know  I have been everywhere and seen everything and done everything  
247,her eyes flashed around her in a defiant way  rather like tom own  and she laughed with thrilling scorn 
248, sophisticated god  i  sophisticated  
249,the instant her voice broke off  ceasing to compel my attention  my belief  i felt the basic insincerity of what she had said 
250,it made me uneasy  as though the whole evening had been a trick of some sort to exact a contributory emotion from me  i waited  and sure enough  in a moment she looked at me with an absolute smirk on her lovely face as if she had asserted her membership in a rather distinguished secret society to which she and tom belonged 
251,inside  the crimson room bloomed with light 
252,tom and miss baker sat at either end of the long couch and she read aloud to him from the  saturday evening post  the words  murmurous and uninflected  running together in a soothing tune 
253,the lamp light  bright on his boots and dull on the autumn leaf yellow of her hair  glinted along the paper as she turned a page with a flutter of slender muscles in her arms 
254,when we came in she held us silent for a moment with a lifted hand 
255, to be continued   she said  tossing the magazine on the table   in our very next issue  
256,her body asserted itself with a restless movement of her knee  and she stood up 
257, ten of the clock   she remarked  apparently finding the time on the ceiling 
258, time for this good girl to go to bed  
259, jordan own going to play in the tournament tomorrow   explained daisy   over at westchester  
260, oh  you are jordan baker  
261,i knew now why her face was familiar its pleasing contemptuous expression had looked out at me from many rotogravure pictures of the sporting life at asheville and hot springs and palm beach 
262,i had heard some story of her too  a critical  unpleasant story  but what it was i had forgotten long ago 
263, good night   she said softly 
264, wake me at eight  will not you  
265, if you  get up  
266, i will  good night  mr  carraway  see you anon  
267, of course you will   confirmed daisy 
268, in fact i think i  arrange a marriage  come over often  nick  and i  sort of oh fling you together  you know lock you up accidentally in linen closets and push you out to sea in a boat  and all that sort of thing  
269, good night   called miss baker from the stairs 
270, i have not heard a word  
271, she is a nice girl   said tom after a moment 
272, they ought not to let her run around the country this way  
273, who ought not to   inquired daisy coldly 
274, her family  
275, her family is one aunt about a thousand years old  besides  nick own going to look after her  are not you  nick  she is going to spend lots of week ends out here this summer  i think the home influence will be very good for her  
276,daisy and tom looked at each other for a moment in silence 
277, is she from new york  
278,i asked quickly 
279, from louisville  our white girlhood was passed together there  our beautiful white  
280, did you give nick a little heart to heart talk on the veranda   demanded tom suddenly 
281, did i  
282,she looked at me 
283, i cannot seem to remember  but i think we talked about the nordic race  yes  i  sure we did  it sort of crept up on us and first thing you know  
284, do not believe everything you hear  nick   he advised me 
285,i said lightly that i had heard nothing at all  and a few minutes later i got up to go home 
286,they came to the door with me and stood side by side in a cheerful square of light 
287,as i started my motor daisy peremptorily called  wait 
288, i forgot to ask you something  and it is important  we heard you were engaged to a girl out west  
289, that is right   corroborated tom kindly 
290, we heard that you were engaged  
291, it is libel  i  too poor  
292, but we heard it   insisted daisy  surprising me by opening up again in a flower like way 
293, we heard it from three people so it must be true  
294,of course i knew what they were referring to  but i was not even vaguely engaged 
295,the fact that gossip had published the banns was one of the reasons i had come east 
296,you cannot stop going with an old friend on account of rumors and on the other hand i had no intention of being rumored into marriage 
297,their interest rather touched me and made them less remotely rich nevertheless  i was confused and a little disgusted as i drove away 
298,it seemed to me that the thing for daisy to do was to rush out of the house  child in arms but apparently there were no such intentions in her head 
299,as for tom  the fact that he  had some woman in new york  was really less surprising than that he had been depressed by a book 
300,something was making him nibble at the edge of stale ideas as if his sturdy physical egotism no longer nourished his peremptory heart 
301,already it was deep summer on roadhouse roofs and in front of wayside garages  where new red gas pumps sat out in pools of light  and when i reached my estate at west egg i ran the car under its she would and sat for a while on an abandoned grass roller in the yard 
302,the wind had blown off  leaving a loud bright night with wings beating in the trees and a persistent organ sound as the full bellows of the earth blew the frogs full of life 
303,the silhouette of a moving cat wavered across the moonlight and turning my head to watch it i saw that i was not alone fifty feet away a figure had emerged from the shadow of my neighbor own mansion and was standing with his hands in his pockets regarding the silver pepper of the stars 
304,something in his leisurely movements and the secure position of his feet upon the lawn suggested that it was mr  gatsby himself  come out to determine what share was his of our local heavens 
305,i decided to call to him 
306,miss baker had mentioned him at dinner  and that would do for an introduction 
307,but i did not call to him for he gave a sudden intimation that he was content to be alone he stretched out his arms toward the dark water in a curious way  and far as i was from him i could have sworn he was trembling 
308,involuntarily i glanced seaward and distinguished nothing except a single green light  minute and far away  that might have been the end of a dock 
309,when i looked once more for gatsby he had vanished  and i was alone again in the unquiet darkness 
310,about half way between west egg and new york the motor road hastily joins the railroad and runs beside it for a quarter of a mile  so as to shrink away from a certain desolate area of land 
311,this is a valley of ashes a fantastic farm where ashes grow like wheat into ridges and hills and grotesque gardens where ashes take the forms of houses and chimneys and rising smoke and finally  with a transcendent effort  of men who move dimly and already crumbling through the powdery air 
312,occasionally a line of grey cars crawls along an invisible track  gives out a ghastly creak and comes to rest  and immediately the ash grey men swarm up with leaden spades and stir up an impenetrable cloud which screens their obscure operations from your sight 
313,but above the grey land and the spasms of bleak dust which drift endlessly over it  you perceive  after a moment  the eyes of doctor t  j  eckleburg 
314,the eyes of doctor t  j  eckleburg are blue and gigantic their retinas are one yard high 
315,they look out of no face but  instead  from a pair of enormous yellow spectacles which pass over a nonexistent nose 
316,evidently some wild wag of an oculist set them there to fatten his practice in the borough of queens  and then sank down himself into eternal blindness or forgot them and moved away 
317,but his eyes  dimmed a little by many paintless days under sun and rain  brood on over the solemn dumping ground 
318,the valley of ashes is bounded on one side by a small foul river  and when the drawbridge is up to let barges through  the passengers on waiting trains can stare at the dismal scene for as long as half an hour 
319,there is always a halt there of at least a minute and it was because of this that i first met tom buchanan own mistress 
320,the fact that he had one was insisted upon wherever he was known 
321,his acquaintances resented the fact that he turned up in popular restaurants with her and  leaving her at a table  sauntered about  chatting with whomsoever he knew 
322,though i was curious to see her i had no desire to meet her but i did 
323,i went up to new york with tom on the train one afternoon and when we stopped by the ashheaps he jumped to his feet and taking hold of my elbow literally forced me from the car 
324, we are getting off   he insisted 
325, i want you to meet my girl  
326,i think he would tanked up a good deal at luncheon and his determination to have my company bordered on violence 
327,the supercilious assumption was that on sunday afternoon i had nothing better to do 
328,i followed him over a low white washed railroad fence and we walked back a hundred yards along the road under doctor eckleburg own persistent stare 
329,the only building in sight was a small block of yellow brick sitting on the edge of the waste land  a sort of compact main street ministering to it and contiguous to absolutely nothing 
330,one of the three shops it contained was for rent and another was an all night restaurant approached by a trail of ashes  the third was a garage repairs 
331,george b  wilson 
332,cars bought and sold and i followed tom inside 
333,the interior was unprosperous and bare  the only car visible was the dust covered wreck of a ford which crouched in a dim corner 
334,it had occurred to me that this shadow of a garage must be a blind and that sumptuous and romantic apartments were concealed overhead when the proprietor himself appeared in the door of an office  wiping his hands on a piece of waste 
335,he was a blonde  spiritless man  anaemic  and faintly handsome 
336,when he saw us a damp gleam of hope sprang into his light blue eyes 
337, hello  wilson  old man   said tom  slapping him jovially on the shoulder 
338, how is business  
339, i cannot complain   answered wilson unconvincingly 
340, when are you going to sell me that car  
341, next week  I have got my man working on it now  
342, works pretty slow  do not he  
343, no  he does not   said tom coldly 
344, and if you feel that way about it  maybe I would better sell it somewhere else after all  
345, i do not mean that   explained wilson quickly 
346, i just meant  
347,his voice faded off and tom glanced impatiently around the garage 
348,then i heard footsteps on a stairs and in a moment the thickish figure of a woman blocked out the light from the office door 
349,she was in the middle thirties  and faintly stout  but she carried her surplus flesh sensuously as some women can 
350,her face  above a spotted dress of dark blue crepe de chine  contained no facet or gleam of beauty but there was an immediately perceptible vitality about her as if the nerves of her body were continually smouldering 
351,she smiled slowly and walking through her husband as if he were a ghost shook hands with tom  looking him flush in the eye 
352,then she wet her lips and without turning around spoke to her husband in a soft  coarse voice 
353, get some chairs  why do not you  so somebody can sit down  
354, oh  sure   agreed wilson hurriedly and went toward the little office  mingling immediately with the cement color of the walls 
355,a white ashen dust veiled his dark suit and his pale hair as it veiled everything in the vicinity except his wife  who moved close to tom 
356, i want to see you   said tom intently 
357, get on the next train  
358, all right  
359, i  meet you by the news stand on the lower level  
360,she nodded and moved away from him just as george wilson emerged with two chairs from his office door 
361,we waited for her down the road and out of sight 
362,it was a few days before the fourth of july  and a grey  scrawny italian child was setting torpedoes in a row along the railroad track 
363, terrible place  is not it   said tom  exchanging a frown with doctor eckleburg 
364, awful  
365, it does her good to get away  
366, does not her husband object  
367, wilson  he thinks she goes to see her sister in new york  he is so dumb he does not know he is alive  
368,so tom buchanan and his girl and i went up together to new york or not quite together  for mrs  wilson sat discreetly in another car 
369,tom deferred that much to the sensibilities of those east eggers who might be on the train 
370,she had changed her dress to a brown figured muslin which stretched tight over her rather wide hips as tom helped her to the platform in new york 
371,at the news stand she bought a copy of  town tattle  and a moving picture magazine and  in the station drug store  some cold cream and a small flask of perfume 
372,upstairs  in the solemn echoing drive she let four taxi cabs drive away before she selected a new one  lavender colored with grey upholstery  and in this we slid out from the mass of the station into the glowing sunshine 
373,but immediately she turned sharply from the window and leaning forward tapped on the front glass 
374, i want to get one of those dogs   she said earnestly 
375, i want to get one for the apartment  they are nice to have a dog  
376,we backed up to a grey old man who bore an absurd resemblance to john d  rockefeller 
377,in a basket  swung from his neck  cowered a dozen very recent puppies of an indeterminate breed 
378, what kind are they   asked mrs  wilson eagerly as he came to the taxi window 
379, all kinds  what kind do you want  lady  
380, I would like to get one of those police dogs  i do not suppose you got that kind  
381,the man peered doubtfully into the basket  plunged in his hand and drew one up  wriggling  by the back of the neck 
382, that is no police dog   said tom 
383, no  it is not exactly a police dog   said the man with disappointment in his voice 
384, it is more of an airedale  
385,he passed his hand over the brown wash rag of a back 
386, look at that coat  some coat  that is a dog that  never bother you with catching cold  
387, i think it is cute   said mrs  wilson enthusiastically 
388, how much is it  
389, that dog  
390,he looked at it admiringly 
391, that dog will cost you ten dollars  
392,the airedale undoubtedly there was an airedale concerned in it somewhere though its feet were startlingly white changed hands and settled down into mrs  wilson own lap  where she fondled the weather proof coat with rapture 
393, is it a boy or a girl   she asked delicately 
394, that dog  that dog own a boy  
395, it is a bitch   said tom decisively 
396, here is your money  go and buy ten more dogs with it  
397,we drove over to fifth avenue  so warm and soft  almost pastoral  on the summer sunday afternoon that i would not have been surprised to see a great flock of white sheep turn the corner 
398, hold on   i said   i have to leave you here  
399, no  you do not   interposed tom quickly 
400, myrtle  be hurt if you do not come up to the apartment  will not you  myrtle  
