"","sent_raw","syuzhet","bing","afinn","nrc"
"25","24,""TV s huge paperclip now shines instead Of the stiff vane so often visited By the na ve, the gauzy mockingbird Retelling all the programs she had heard; Switching from chippo-chippo to a clear To-wee, to-wee; then rasping out: come here, Come here, come herrr ; flirting her tail aloft, Or gracefully indulging in a soft Upward hop-flop, and instantly (to-wee!) Returning to her perch the new TV.""",2.4,3,0,-2
"26","25,I was an infant when my parents died.",0.1,-1,-3,1
"27","26,They both were ornithologists.",0,0,0,0
"28","27,I ve tried So often to evoke them that today I have a thousand parents.",0,0,0,0
"29","28,""Sadly they Dissolve in their own virtues and recede, But certain words, chance words I hear or read, Such as bad heart always to him refer, And cancer of the pancreas to her.""",-1.45,-3,-3,-4
"30","29,A preterist: one who collects cold nests.",-0.5,-1,0,-1
"31","30,""Here was my bedroom, now reserved for guests.""",0,0,0,0
"32","31,""Here, tucked away by the Canadian maid, I listened to the buzz downstairs and prayed For everybody to be always well, Uncles and aunts, the maid, her niece Ad le Who d seen the Pope, people in books, and God.""",1.05,1,1,3
"33","32,""I was brought up by dear bizarre Aunt Maud, A poet and a painter with a taste For realistic objects interlaced With grotesque growths and images of doom.""",-0.9,-2,0,-1
"34","33,She lived to hear the next babe cry.",-0.75,-1,-1,-1
"35","34,Her room We ve kept intact.",0.5,0,2,1
"36","35,""Its trivia create A still life in her style: the paperweight Of convex glass enclosing a lagoon, The verse book open at the Index (Moon, Moonrise, Moor, Moral), the forlorn guitar, The human skull; and from the local Star A curio: Red Sox Beat Yanks - On Chapman s Homer, thumbtacked to the door.""",0.4,-1,0,2
"37","36,My God died young.",-0.1,-1,-2,2
"38","37,Theolatry I found",0.6,0,0,1
"39","38,""Degrading, and its premises, unsound.""",-1.25,-2,-2,0
"40","39,No free man needs a God; but was I free?",0.5,1,1,1
"41","40,""How fully I felt nature glued to me And how my childish palate loved the taste Half-fish, half-honey, of that golden paste!""",0.75,1,1,1
"42","41,""My picture book was at an early age The painted parchment papering our cage: Mauve rings around the moon; blood-orange sun; Twinned Iris; and that rare phenomenon The iridule when, beautiful and strange,""",0.25,0,2,1
"43","42,In a bright sky above a mountain range One opal cloudlet in an oval form Reflects the rainbow of a thunderstorm Which in a distant valley has been staged For we are most artistically caged.",0.1,1,1,1
"44","43,And there s the wall of sound: the nightly wall Raised by a trillion crickets in the fall.",-0.25,-1,0,-1
"45","44,Impenetrable!",-0.4,0,0,0
"46","45,Halfway up the hill I d pause in thrall of their delirious trill.",-0.5,-1,0,-2
"47","46,That s Dr. Sutton s light.",0,0,0,0
"48","47,That s the Great Bear.",0.5,1,3,0
"49","48,A thousand years ago five minutes were Equal to forty ounces of fine sand.",0.25,1,2,0
"50","49,Outstare the stars.",0,0,0,0
"51","50,""Infinite foretime and Infinite aftertime: above your head They close like giant wings, and you are dead.""",0.1,0,-1,1
"52","51,""The regular vulgarian, I daresay, Is happier: he sees the Milky Way Only when making water.""",0.25,1,0,0
"53","52,""Then as now I walked at my own risk: whipped by the bough, Tripped by the stump.""",-1.55,-2,-2,-1
"54","53,""Asthmatic, lame and fat,""",-1,-2,-2,-1
"55","54,I never bounced a ball or swung a bat.",0,0,0,0
"56","55,I was the shadow of the waxwing slain By feigned remoteness in the windowpane.",-0.6,0,0,-1
"57","56,""I had a brain, five senses (one unique), But otherwise I was a cloutish freak.""",-0.2,-1,-2,1
"58","57,In sleeping dreams I played with other chaps But really envied nothing save perhaps The miracle of a lemniscate left Upon wet sand by nonchalantly deft Bicycle tires.",1.5,2,9,2
"59","58,""A thread of subtle pain,""",-0.75,-1,-2,-1
"60","59,""Tugged at by playful death, released again, But always present, ran through me.""",0.5,0,0,1
"61","60,""One day, When I d just turned eleven, as I lay Prone on the floor and watched a clockwork toy A tin wheelbarrow pushed by a tin boy Bypass chair legs and stray beneath the bed, There was a sudden sunburst in my head.""",-0.25,0,0,-2
"62","61,And then black night.",-0.25,0,0,-1
"63","62,That blackness was sublime.",0.25,1,0,-1
"64","63,""I felt distributed through space and time: One foot upon a mountaintop, one hand""",0,0,0,0
"65","64,""Under the pebbles of a panting strand, One ear in Italy, one eye in Spain, In caves, my blood, and in the stars, my brain.""",0,0,0,0
"66","65,""There were dull throbs in my Triassic; green Optical spots in Upper Pleistocene, An icy shiver down my Age of Stone, And all tomorrows in my funnybone.""",-1.85,-3,-2,-2
"67","66,During one winter every afternoon I d sink into that momentary swoon.",-0.25,-1,0,0
"68","67,And then it ceased.",0,0,0,0
"69","68,Its memory grew dim.",0,-1,0,0
"70","69,My health improved.",0.75,1,2,1
"71","70,I even learned to swim.",0,0,0,1
"72","71,""But like some little lad forced by a wench With his pure tongue her abject thirst to quench, I was corrupted, terrified, allured, And though old doctor Colt pronounced me cured Of what, he said, were mainly growing pains, The wonder lingers and the shame remains.""",-4.35,-1,-5,-4
"73","72,CANTO TWO",0,0,0,0
"74","73,There was a time in my demented youth When somehow I suspected that the truth About survival after death was known",-0.35,0,-3,0
"75","74,""To every human being: I alone Knew nothing, and a great conspiracy Of books and people hid the truth from me.""",0.4,0,-3,1
"76","75,""There was the day when I began to doubt Man s sanity: How could he live without Knowing for sure what dawn, what death, what doom Awaited consciousness beyond the tomb?""",-1,-2,-6,0
"77","76,""And finally there was the sleepless night When I decided to explore and fight The foul, the inadmissible abyss,""",-3.4,-2,-4,-3
"78","77,Devoting all my twisted life to this One task.",-0.5,-1,0,1
"79","78,Today I sixty-one.",0,0,0,0
"80","79,Waxwings Are berry-pecking.",0,0,0,0
"81","80,A cicada sings.",0,0,0,0
"82","81,The little scissors I am holding are A dazzling synthesis of sun and star.",2,1,3,2
"83","82,""I stand before the window and I pare My fingernails and vaguely am aware Of certain flinching likenesses: the thumb, Our grocer s son; the index, lean and glum College astronomer Starover Blue;""",0.65,0,-1,-1
"84","83,""The middle fellow, a tall priest I knew; The feminine fourth finger, an old flirt; And little pinky clinging to her skirt.""",0.9,-1,0,2
"85","84,And I make mouths as I snip off the thin Strips of what Aunt Maud used to call scarf-skin.",0.25,0,0,1
"86","85,Maud Shade was eighty when a sudden hush Fell on her life.",-0.5,-1,0,0
"87","86,We saw the angry flush And torsion of paralysis assail Her noble cheek.",-1.4,-1,-1,-1
"88","87,""We moved her to Pinedale, Famed for its sanitarium.""",0.8,1,0,0
"89","88,There she d sit",0,0,0,0
"90","89,In the glassed sun and watch the fly that lit Upon her dress and then upon her wrist.",0.6,0,0,1
"91","90,Her mind kept fading in the growing mist.",0.55,-1,1,0
"92","91,She still could speak.",0,0,0,0
"93","92,""She paused, and groped, and found What seemed at first a serviceable sound, But from adjacent cells impostors took The place of words she needed, and her look Spelt imploration as she sought in vain To reason with the monsters in her brain.""",-0.2,-1,0,1
"94","93,What moment in the gradual decay",-0.5,-1,0,-1
"95","94,Does resurrection choose?",0.25,0,0,0
"96","95,What year?",0,0,0,0
"97","96,What day?",0,0,0,0
"98","97,Who has the stopwatch?",0,0,0,0
"99","98,Who rewinds the tape?",0,0,0,0
"100","99,""Are some less lucky, or do all escape?""",0.5,1,2,1
"101","100,A syllogism: other men die; but I Am not another; therefore I not die.",-0.75,-1,-3,-1
"102","101,""Space is a swarming in the eyes; and time, A singing in the ears.""",0,0,0,0
"103","102,In this hive I Locked up.",0,0,0,-1
"104","103,""Yet, if prior to life we had Been able to imagine life, what mad, Impossible, unutterably weird, Wonderful nonsense it might have appeared!""",-1.5,-3,-3,-3
"105","104,So why join in the vulgar laughter?",0.55,-1,1,1
"106","105,""Why Scorn a hereafter none can verify: The Turk s delight, the future lyres, the talks With Socrates and Proust in cypress walks, The seraph with his six flamingo wings, And Flemish hells with porcupines and things?""",0.85,-1,1,0
"107","106,It isn t that we dream too wild a dream: The trouble is we do not make it seem Sufficiently unlikely; for the most",0,-2,-2,-1
"108","107,We can think up is a domestic ghost.",-0.85,0,-1,0
"109","108,How ludicrous these efforts to translate Into one s private tongue a public fate!",-1,-1,-3,-1
"110","109,""Instead of poetry divinely terse, Disjointed notes, Insomnia s mean verse!""",0,1,-4,0
"111","110,Life is a message scribbled in the dark.",-0.6,-1,0,0
"112","111,Anonymous.",0,0,0,-1
"113","112,""Espied on a pine s bark, As we were walking home the day she died, An empty emerald case, squat and frog-eyed, Hugging the trunk; and its companion piece,""",-0.25,-1,-4,-2
"114","113,A gum-logged ant.",0,0,0,0
"115","114,""That Englishman in Nice, A proud and happy linguist: je nourris Les pauvres cigales meaning that he Fed the poor sea gulls!""",1.5,2,6,4
"116","115,""Lafontaine was wrong: Dead is the mandible, alive the song.""",-1.25,-2,-4,0
"117","116,""And so I pare my nails, and muse, and hear Your steps upstairs, and all is right, my dear.""",1.3,1,2,0
"118","117,""Sybil, throughout our high-school days I knew Your loveliness, but fell in love with you During an outing of the senior class""",1.25,1,3,0
"119","118,To New Wye Falls.",0.55,-1,0,0
"120","119,We luncheoned on damp grass.",0,0,0,0
"121","120,Our teacher of geology discussed The cataract.",-0.35,0,0,0
"122","121,Its roar and rainbow dust Made the tame park romantic.",0,0,0,0
"123","122,I reclined In April s haze immediately behind Your slender back and watched your neat small head Bend to one side.",1.75,0,0,-1
"124","123,""One palm with fingers spread, Between a star of trillium and a stone, Pressed on the turf.""",0.6,0,0,0
"125","124,A little phalange bone Kept twitching.",0,0,0,0
"126","125,Then you turned and offered me A thimbleful of bright metallic tea.",0.5,1,1,0
"127","126,Your profile has not changed.",0,0,0,0
"128","127,""The glistening teeth Biting the careful lip; the shade beneath The eye from the long lashes; the peach down Rimming the cheekbone; the dark silky brown Of hair brushed up from temple and from nape; The very naked neck; the Persian shape Of nose and eyebrow, you have kept it all And on still nights we hear the waterfall.""",0.65,0,2,2
"129","128,""Come and be worshiped, come and be caressed,""",0,0,3,0
"130","129,""My dark Vanessa, crimson-barred, my blest My Admirable butterfly!""",-0.1,0,0,0
"131","130,""Explain How could you, in the gloam of Lilac Lane, Have let uncouth, hysterical John Shade Blubber your face, and ear, and shoulder blade?""",-1.75,-2,-3,0
"132","131,We have been married forty years.",0,0,0,0
"133","132,At least Four thousand times your pillow has been creased By our two heads.",0.4,0,0,1
"134","133,Four hundred thousand times The tall clock with the hoarse Westminster chimes Has marked our common hour.",-0.8,0,0,0
"135","134,How many more",0,0,0,0
"136","135,Free calendars shall grace the kitchen door?",0.5,2,2,1
"137","136,I love you when you re standing on the lawn Peering at something in a tree: It s gone.",0.75,1,3,3
"138","137,It was so small.",0,0,0,-1
"139","138,It might come back (all this Voiced in a whisper softer than a kiss).",1.1,1,2,1
"140","139,I love you when you call me to admire A jet s pink trail above the sunset fire.",2.1,2,4,3
"141","140,I love you when you re humming as you pack A suitcase or the farcical car sack With round-trip zipper.",0,-2,3,0
"142","141,And I love you most",0.75,1,3,1
"143","142,""When with a pensive nod you greet her ghost And hold her first toy on your palm, or look At a postcard from her, found in a book.""",0.55,0,-1,1
"144","143,""She might have been you, me, or some quaint blend: Nature chose me so as to wrench and rend Your heart and mine.""",-0.25,1,0,-1
"145","144,At first we d smile and say: All little girls are plump or Jim McVey (The family oculist) will cure that slight Squint in no time.",1.35,2,1,1
"146","145,""And later: She be quite Pretty, you know ; and, trying to assuage""",1.75,1,1,2
"147","146,The swelling torment: That s the awkward age.",-2,-3,-2,-2
"148","147,""She should take riding lessons, you would say (Your eyes and mine not meeting).""",0,0,0,0
"149","148,""She should play Tennis, or badminton.""",0,0,0,0
"150","149,""Less starch, more fruit!""",0,0,0,0
"151","150,""She may not be a beauty, but she s cute.""",1.25,2,5,2
"152","151,""It was no use, no use.""",0,0,-1,0
"153","152,""The prizes won In French and history, no doubt, were fun; At Christmas parties games were rough, no doubt, And one shy little guest might be left out; But let s be fair: while children of her age""",0.6,1,6,1
"154","153,""Were cast as elves and fairies on the stage That she d helped paint for the school pantomime, My gentle girl appeared as Mother Time, A bent charwoman with slop pail and broom, And like a fool I sobbed in the men s room.""",-0.65,1,0,-2
"155","154,Another winter was scrape-scooped away.",0,0,0,0
"156","155,The Toothwort White haunted our woods in May.",-0.35,0,-2,0
"157","156,""Summer was power-mowed, and autumn, burned.""",-0.6,-1,0,0
"158","157,""Alas, the dingy cygnet never turned Into a wood duck.""",-0.4,0,-1,0
"159","158,And again your voice:",0,0,0,0
"160","159,But this is prejudice!",-0.5,-1,0,-1
"161","160,You should rejoice That she is innocent.",1.55,1,4,2
"162","161,Why overstress The physical?",0,0,0,0
"163","162,She wants to look a mess.",-0.75,-1,-2,-1
"164","163,Virgins have written some resplendent books.",0.5,1,0,1
"165","164,Lovemaking is not everything.",0.5,0,0,1
"166","165,Good looks Are not that indispensable!",0.75,1,3,1
"167","166,""And still Old Pan would call from every painted hill, And still the demons of our pity spoke: No lips would share the lipstick of her smoke; The telephone that rang before a ball Every two minutes in Sorosa Hall For her would never ring; and, with a great Screeching of tires on gravel, to the gate Out of the lacquered night, a white-scarfed beau Would never come for her; she d never go, A dream of gauze and jasmine, to that dance.""",-0.15,-2,2,2
"168","167,""We sent her, though, to a ch teau in France.""",0,0,0,0
"169","168,""And she returned in tears, with new defeats, New miseries.""",-1.3,0,-2,0
"170","169,""On days when all the streets Of College Town led to the game, she d sit""",0.4,1,0,0
"171","170,""On the library steps, and read or knit; Mostly alone she d be, or with that nice Frail roommate, now a nun; and, once or twice, With a Korean boy who took my course.""",-0.05,0,1,-1
"172","171,""She had strange fears, strange fantasies, strange force Of character as when she spent three nights Investigating certain sounds and lights In an old barn.""",-1.55,-2,0,-2
"173","172,""She twisted words: pot, top, Spider, redips.""",-0.25,0,2,0
"174","173,And powder was red wop.",0,0,0,0
"175","174,She called you a didactic katydid.",0.4,0,0,1
"176","175,""She hardly ever smiled, and when she did, It was a sign of pain.""",0.05,-1,0,-1
"177","176,""She d criticize Ferociously our projects, and with eyes Expressionless sit on her tumbled bed Spreading her swollen feet, scratching her head With psoriatic fingernails, and moan, Murmuring dreadful words in monotone.""",-5.5,-6,-8,-4
"178","177,""She was my darling: difficult, morose But still my darling.""",0,0,-1,1
"179","178,You remember those Almost unruffled evenings when we played",0,0,0,0
"180","179,""Mah-jongg, or she tried on your furs, which made Her almost fetching; and the mirrors smiled, The lights were merciful, the shadows mild.""",1.3,1,2,1
"181","180,""Sometimes I d help her with a Latin text, Or she d be reading in her bedroom, next To my fluorescent lair, and you would be In your own study, twice removed from me, And I would hear both voices now and then: Mother, what s grimpen?""",0.1,0,2,1
"182","181,What is what?",0,0,0,0
"183","182,Grim Pen.",-0.75,-1,-2,-1
"184","183,""Pause, and your guarded scholium.""",0,0,0,0
"185","184,Then again:",0,0,0,0
"186","185,""Mother, what s chtonic?""",0,0,0,0
"187","186,""That, too, you d explain, Appending: Would you like a tangerine?""",0.5,1,2,1
"188","187,Yes.",0.8,0,1,0
"189","188,And what does sempiternal mean?",0,0,0,0
"190","189,You d hesitate.",-0.5,0,-2,0
"191","190,And lustily I d roar The answer from my desk through the closed door.",0,0,0,0
"192","191,It does not matter what it was she read (some phony modern poem that was said In English Lit to be a document Engazhay and compelling what this meant Nobody cared); the point is that the three",0.45,0,1,0
"193","192,""Chambers, then bound by you and her and me, Now form a tryptich or a three-act play In which portrayed events forever stay.""",-0.25,0,0,-1
"194","193,I think she always nursed a small mad hope.",0,-1,-1,-1
"195","194,I d finished recently my book on Pope.",0,0,0,1
"196","195,""Jane Dean, my typist, offered her one day To meet Pete Dean, a cousin.""",0,0,0,0
"197","196,Jane s fianc Would then take all of them in his new car A score of miles to a Hawaiian bar.",0.8,0,0,1
"198","197,The boy was picked up at a quarter past",0.25,0,0,-1
"199","198,Eight in New Wye.",0.8,0,0,0
"200","199,Sleet glazed the roads.",-0.6,0,0,-1
"201","200,""At last They found the place when suddenly Pete Dean Clutching his brow exclaimed that he had clean Forgotten an appointment with a chum Who d land in jail if he, Pete, did not come, Et cetera.""",0.0499999999999999,1,1,1
"202","201,She said she understood.",0,0,0,0
"203","202,After he d gone the three young people stood Before the azure entrance for awhile.",0.4,0,0,1
"204","203,""Puddles were neon-barred; and with a smile She said she d be de trop, she d much prefer Just going home.""",0.85,2,2,1
"205","204,""Her friends escorted her To the bus stop and left; but she, instead Of riding home, got off at Lochanhead.""",-0.4,0,-1,0
"206","205,You scrutinized your wrist: It s eight fifteen.",0,0,0,0
"207","206,[And here time forked.] I turn it on.",0,0,0,0
"208","207,""The screen In its blank broth evolved a lifelike blur, And music welled.""",0.1,-1,0,0
"209","208,""He took one look at her, And shot a death ray at well-meaning Jane.""",-1.15,0,-2,-2
"210","209,A male hand traced from Florida to Maine The curving arrows of Aeolian wars.",-1,0,0,0
"211","210,""You said that later a quartet of bores, Two writers and two critics, would debate The Cause of Poetry on Channel .""",-0.5,-2,-2,1
"212","211,""A nymph came pirouetting, under white Rotating petals, in a vernal rite To kneel before an altar in a wood Where various articles of toilet stood.""",0.4,0,0,1
"213","212,""I went upstairs and read a galley proof, And heard the wind roll marbles on the roof.""",0,0,0,0
"214","213,""See the blind beggar dance, the cripple sing Has unmistakably the vulgar ring Of its preposterous age.""",-1.9,-5,-1,-2
"215","214,""Then came your call, My tender mockingbird, up from the hall.""",0.75,1,2,1
"216","215,""I was in time to overhear brief fame And have a cup of tea with you: my name Was mentioned twice, as usual just behind (one oozy footstep) Frost.""",0.9,0,1,2
"217","216,Sure you don t mind?",0,0,0,1
"218","217,""I catch the Exton plane, because you know If I don t come by midnight with the dough""",0,0,0,1
"219","218,And then there was a kind of travelog:",0.5,0,2,1
"220","219,""A host narrator took us through the fog Of a March night, where headlights from afar Approached and grew like a dilating star, To the green, indigo and tawny sea Which we had visited in thirty-three, Nine months before her birth.""",1.7,1,2,5
"221","220,""Now it was all Pepper-and-salt, and hardly could recall That first long ramble, the relentless light, The flock of sails (one blue among the white Clashed queerly with the sea, and two were red), The man in the old blazer, crumbing bread, The crowding gulls insufferably loud, And one dark pigeon waddling in the crowd.""",-1.95,-4,-2,1
"222","221,Was that the phone?",0,0,0,0
"223","222,You listened at the door.",0,0,0,0
"224","223,Nothing.",0,0,0,0
"225","224,Picked up the program from the floor.",0,0,0,0
"226","225,More headlights in the fog.",0,0,0,0
"227","226,There was no sense In window-rubbing: only some white fence And the reflector poles passed by unmasked.",0.4,0,-1,2
"228","227,Are we quite sure she s acting right?",0.8,1,0,0
"229","228,you asked.",0,0,0,0
"230","229,""It s technically a blind date, of course.""",-0.75,-1,-1,-1
"231","230,""Well, shall we try the preview of Remorse?""",-0.2,0,-2,-1
"232","231,""And we allowed, in all tranquillity, The famous film to spread its charmed marquee; The famous face flowed in, fair and inane: The parted lips, the swimming eyes, the grain Of beauty on the cheek, odd gallicism, And the soft form dissolving in the prism Of corporate desire.""",2.2,2,6,2
"233","232,""I think, she said, I get off here.""",0,0,0,0
"234","233,It s only Lochanhead.",0,0,0,0
"235","234,""Yes, that s okay.""",0.8,0,1,0
"236","235,""Gripping the stang, she peered At ghostly trees.""",-0.75,0,2,-1
"237","236,Bus stopped.",-0.4,0,-1,0
"238","237,Bus disappeared.",-0.6,0,-1,0
"239","238,Thunder above the Jungle.",0,0,0,0
"240","239,""No, not that!""",0,0,-1,0
"241","240,""Pat Pink, our guest (antiatomic chat).""",0,0,0,0
"242","241,Eleven struck.",-0.5,-1,-1,0
"243","242,You sighed.",0,0,0,0
"244","243,""Well, I afraid There s nothing else of interest.""",0.55,0,-1,0
"245","244,You played Network roulette: the dial turned and trk ed.",0,0,0,0
"246","245,Commercials were beheaded.",0,0,0,0
"247","246,Faces flicked.",0,0,0,0
"248","247,An open mouth in midsong was struck out.",-0.5,-1,-1,0
"249","248,""An imbecile with sideburns was about To use his gun, but you were much too quick.""",-1.25,-1,-4,-1
"250","249,A jovial Negro raised his trumpet.",1,2,2,-1
"251","250,Trk.",0,0,0,0
"252","251,Your ruby ring made life and laid the law.",0,0,0,0
"253","252,""Oh, switch it off!""",0,0,0,0
"254","253,And as life snapped we saw A pinhead light dwindle and die in black Infinity.",-0.4,-1,-3,-1
"255","254,""Out of his lakeside shack A watchman, Father Time, all gray and bent, Emerged with his uneasy dog and went Along the reedy bank.""",-1.8,-2,-3,-1
"256","255,He came too late.",-0.25,0,0,-1
"257","256,You gently yawned and stacked away your plate.",0,0,0,0
"258","257,We heard the wind.",0,0,0,0
"259","258,We heard it rush and throw",0,0,0,0
"260","259,Twigs at the windowpane.",0,0,0,0
"261","260,Phone ringing?",0,0,0,0
"262","261,I helped you with the dishes.",0.8,1,0,0
"263","262,""The tall clock Kept on demolishing young root, old rock.""",0.4,0,0,2
"264","263,""Midnight, you said.""",0,0,0,0
"265","264,What s midnight to the young?",0.4,0,0,1
"266","265,""And suddenly a festive blaze was flung Across five cedar trunks, snowpatches showed, And a patrol car on our bumpy road Came to a crunching stop.""",-0.4,0,1,0
"267","266,""Retake, retake!""",0,0,0,0
"268","267,People have thought she tried to cross the lake At Lochan Neck where zesty skaters crossed",0,0,0,-1
"269","268,From Exe to Wye on days of special frost.",0.55,-1,0,1
"270","269,Others supposed she might have lost her way By turning left from Bridgeroad; and some say She took her poor young life.",-0.85,-2,-5,0
"271","270,I know.",0,0,0,0
"272","271,You know.",0,0,0,0
"273","272,""It was a night of thaw, a night of blow, With great excitement in the air.""",1.1,1,6,1
"274","273,""Black spring Stood just around the corner, shivering In the wet starlight and on the wet ground.""",0.35,0,0,0
"275","274,""The lake lay in the mist, its ice half drowned.""",-1.05,-1,-2,0
"276","275,A blurry shape stepped off the reedy bank",-0.5,-1,-2,1
"277","276,""Into a crackling, gulping swamp, and sank.""",-0.6,0,0,-1
"278","277,CANTO THREE",0,0,0,0
"279","278,""L if, lifeless tree!""",-0.75,-1,-1,0
"280","279,""Your great Maybe, Rabelais: The grand potato.""",1,2,6,0
"281","280,""I.P.H., a lay Institute (I) of Preparation (P) For the Hereafter (H), or If, as we Called it big if! engaged me for one term To speak on death ( to lecture on the Worm, Wrote President McAber).""",-0.15,-1,-1,0
"282","281,""You and I, And she, then a mere tot, moved from New Wye To Yewshade, in another, higher state.""",0.8,0,0,0
"283","282,I love great mountains.",1.25,2,6,1
"284","283,""From the iron gate Of the ramshackle house we rented there One saw a snowy form, so far, so fair, That one could only fetch a sigh, as if It might assist assimilation.""",0.15,0,0,3
"285","284,Iph Was a larvorium and a violet: A grave in Reason s early spring.",0.1,0,-2,0
"286","285,""And yet It missed the gist of the whole thing; it missed What mostly interests the preterist; For we die every day; oblivion thrives Not on dry thighbones but on blood-ripe lives, And our best yesterdays are now foul piles Of crumpled names, phone numbers and foxed files.""",-2.4,-2,-4,-2
"287","286,""I ready to become a floweret Or a fat fly, but never, to forget.""",-0.2,0,-1,-2
"288","287,""And I turn down eternity unless The melancholy and the tenderness Of mortal life; the passion and the pain; The claret taillight of that dwindling plane Off Hesperus; your gesture of dismay On running out of cigarettes; the way You smile at dogs; the trail of silver slime Snails leave or flagstones; this good ink, this rhyme, This index card, this slender rubber band Which always forms, when dropped, an ampersand, Are found in Heaven by the newlydead Stored in its strongholds through the years.""",1.1,-2,4,1
"289","288,Instead",0,0,0,0
"290","289,""The Institute assumed it might be wise Not to expect too much of paradise: What if there s nobody to say hullo To the newcomer, no reception, no""",1.4,2,2,2
"291","290,Indoctrination?",-0.5,-1,0,-1
"292","291,""What if you are tossed Into a boundless void, your bearings lost, Your spirit stripped and utterly alone, Your task unfinished, your despair unknown, Your body just beginning to putresce, A non-undressable in morning dress, Your widow lying prone on a dim bed, Herself a blur in your dissolving head!""",-3.85,-7,-7,-5
"293","292,""While snubbing gods, including the big G,""",-0.15,0,-1,1
"294","293,""Iph borrowed some peripheral debris From mystic visions; and it offered tips (The amber spectacles for life s eclipse) How not to panic when you re made a ghost: Sidle and slide, choose a smooth surd, and coast, Meet solid bodies and glissade right through, Or let a person circulate through you.""",0.35,2,-1,0
"295","294,""How to locate in blackness, with a gasp, Terra the Fair, an orbicle of jasp.""",-0.3,0,2,0
"296","295,How to keep sane in spiral types of space.",0.6,1,0,0
"297","296,""Precautions to be taken in the case Of freak reincarnation: what to do On suddenly discovering that you Are now a young and vulnerable toad Plump in the middle of a busy road, Or a bear cub beneath a burning pine, Or a book mite in a revived divine.""",-0.55,-2,-4,-3
"298","297,""Time means succession, and succession, change: Hence timelessness is bound to disarrange Schedules of sentiment.""",-0.25,0,0,-1
"299","298,We give advice",0,0,0,0
"300","299,To widower.",0,0,0,0
"301","300,""He has been married twice: He meets his wives; both loved, both loving, both Jealous of one another.""",0.5,1,3,0
"302","301,""Time means growth, And growth means nothing in Elysian life.""",0.5,0,2,1
"303","302,""Fondling a changeless child, the flax-haired wife Grieves on the brink of a remembered pond Full of a dreamy sky.""",1.6,0,0,3
"304","303,""And, also blond, But with a touch of tawny in the shade, Feet up, knees clasped, on a stone balustrade The other sits and raises a moist gaze Toward the blue impenetrable haze.""",-0.65,-1,0,-2
"305","304,How to begin?",0,0,0,0
"306","305,Which first to kiss?",0.5,0,2,1
"307","306,What toy To give the babe?",0,0,0,0
"308","307,Does that small solemn boy Know of the head-on crash which on a wild March night killed both the mother and the child?",-0.9,-4,-6,-2
"309","308,""And she, the second love, with instep bare In ballerina black, why does she wear The earrings from the other s jewel case?""",1.1,1,4,-2
"310","309,And why does she avert her fierce young face?",-0.35,-1,-1,0
