,sent_no,sent_raw,baseline_sentimentr_stdscaler_roll10,baseline_syuzhet_stdscaler_roll10,baseline_bing_stdscaler_roll10,baseline_sentiword_stdscaler_roll10,baseline_senticnet_stdscaler_roll10,baseline_nrc_stdscaler_roll10,baseline_afinn_stdscaler_roll10,baseline_vader_stdscaler_roll10,baseline_textblob_stdscaler_roll10,baseline_flair_stdscaler_roll10,baseline_pattern_stdscaler_roll10,baseline_stanza_stdscaler_roll10,sentimentr_jockers_rinker_stdscaler_roll10,sentimentr_jockers_stdscaler_roll10,sentimentr_huliu_stdscaler_roll10,sentimentr_senticnet_stdscaler_roll10,sentimentr_sentiword_stdscaler_roll10,sentimentr_nrc_stdscaler_roll10,sentimentr_lmcd_stdscaler_roll10,syuzhetr_syuzhet_stdscaler_roll10,syuzhetr_bing_stdscaler_roll10,syuzhetr_afinn_stdscaler_roll10,syuzhetr_nrc_stdscaler_roll10,transformer_roberta15lg_stdscaler_roll10,transformer_nlptown_stdscaler_roll10,transformer_yelp_stdscaler_roll10,transformer_hinglish_stdscaler_roll10,transformer_imdb2way_stdscaler_roll10,transformer_huggingface_stdscaler_roll10,transformer_t5imdb50k_stdscaler_roll10,transformer_robertaxml8lang_stdscaler_roll10
10,10,My eyes were such that literally they Took photographs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,11,"Whenever I d permit, Or, with a silent shiver, order it, Whatever in my field of vision dwelt An indoor scene, hickory leaves, the svelte Stilettos of a frozen stillicide Was printed on my eyelids nether side Where it would tarry for an hour or two, And while this lasted all I had to do Was close my eyes to reproduce the leaves, Or indoor scene, or trophies of the eaves.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12,"I cannot understand why from the lake I could make out our front porch when I d take Lake Road to school, whilst now, although no tree Has intervened, I look but fail to see Even the roof.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,13,"Maybe some quirk in space Has caused a fold or furrow to displace The fragile vista, the frame house between Goldsworth and Wordsmith on its square of green.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,14,I had a favorite young shagbark there,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,15,"With ample dark jade leaves and a black, spare, Vermiculated trunk.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,16,"The setting sun Bronzed the black bark, around which, like undone Garlands, the shadows of the foliage fell.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17,It is now stout and rough; it has done well.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,18,White butterflies turn lavender as they Pass through its shade where gently seems to sway The phantom of my little daughter s swing.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,19,The house itself is much the same.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,20,One wing We ve had revamped.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,21,There s a solarium.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,22,There s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,23,A picture window flanked with fancy chairs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,24,"TV s huge paperclip now shines instead Of the stiff vane so often visited By the na ve, the gauzy mockingbird Retelling all the programs she had heard; Switching from chippo-chippo to a clear To-wee, to-wee; then rasping out: come here, Come here, come herrr ; flirting her tail aloft, Or gracefully indulging in a soft Upward hop-flop, and instantly (to-wee!) Returning to her perch the new TV.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,25,I was an infant when my parents died.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,26,They both were ornithologists.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,27,I ve tried So often to evoke them that today I have a thousand parents.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,28,"Sadly they Dissolve in their own virtues and recede, But certain words, chance words I hear or read, Such as bad heart always to him refer, And cancer of the pancreas to her.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,29,A preterist: one who collects cold nests.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,30,"Here was my bedroom, now reserved for guests.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,31,"Here, tucked away by the Canadian maid, I listened to the buzz downstairs and prayed For everybody to be always well, Uncles and aunts, the maid, her niece Ad le Who d seen the Pope, people in books, and God.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,32,"I was brought up by dear bizarre Aunt Maud, A poet and a painter with a taste For realistic objects interlaced With grotesque growths and images of doom.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,33,She lived to hear the next babe cry.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,34,Her room We ve kept intact.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,35,"Its trivia create A still life in her style: the paperweight Of convex glass enclosing a lagoon, The verse book open at the Index (Moon, Moonrise, Moor, Moral), the forlorn guitar, The human skull; and from the local Star A curio: Red Sox Beat Yanks - On Chapman s Homer, thumbtacked to the door.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,36,My God died young.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,37,Theolatry I found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,38,"Degrading, and its premises, unsound.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,39,No free man needs a God; but was I free?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,40,"How fully I felt nature glued to me And how my childish palate loved the taste Half-fish, half-honey, of that golden paste!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,41,"My picture book was at an early age The painted parchment papering our cage: Mauve rings around the moon; blood-orange sun; Twinned Iris; and that rare phenomenon The iridule when, beautiful and strange,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,42,In a bright sky above a mountain range One opal cloudlet in an oval form Reflects the rainbow of a thunderstorm Which in a distant valley has been staged For we are most artistically caged.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,43,And there s the wall of sound: the nightly wall Raised by a trillion crickets in the fall.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,44,Impenetrable!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,45,Halfway up the hill I d pause in thrall of their delirious trill.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,46,That s Dr. Sutton s light.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,47,That s the Great Bear.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,48,A thousand years ago five minutes were Equal to forty ounces of fine sand.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,49,Outstare the stars.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,50,"Infinite foretime and Infinite aftertime: above your head They close like giant wings, and you are dead.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,51,"The regular vulgarian, I daresay, Is happier: he sees the Milky Way Only when making water.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,52,"Then as now I walked at my own risk: whipped by the bough, Tripped by the stump.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,53,"Asthmatic, lame and fat,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,54,I never bounced a ball or swung a bat.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,55,I was the shadow of the waxwing slain By feigned remoteness in the windowpane.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,56,"I had a brain, five senses (one unique), But otherwise I was a cloutish freak.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,57,In sleeping dreams I played with other chaps But really envied nothing save perhaps The miracle of a lemniscate left Upon wet sand by nonchalantly deft Bicycle tires.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,58,"A thread of subtle pain,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,59,"Tugged at by playful death, released again, But always present, ran through me.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,60,"One day, When I d just turned eleven, as I lay Prone on the floor and watched a clockwork toy A tin wheelbarrow pushed by a tin boy Bypass chair legs and stray beneath the bed, There was a sudden sunburst in my head.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,61,And then black night.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,62,That blackness was sublime.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,63,"I felt distributed through space and time: One foot upon a mountaintop, one hand",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,64,"Under the pebbles of a panting strand, One ear in Italy, one eye in Spain, In caves, my blood, and in the stars, my brain.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,65,"There were dull throbs in my Triassic; green Optical spots in Upper Pleistocene, An icy shiver down my Age of Stone, And all tomorrows in my funnybone.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,66,During one winter every afternoon I d sink into that momentary swoon.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,67,And then it ceased.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,68,Its memory grew dim.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,69,My health improved.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,70,I even learned to swim.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,71,"But like some little lad forced by a wench With his pure tongue her abject thirst to quench, I was corrupted, terrified, allured, And though old doctor Colt pronounced me cured Of what, he said, were mainly growing pains, The wonder lingers and the shame remains.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,72,CANTO TWO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,73,There was a time in my demented youth When somehow I suspected that the truth About survival after death was known,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,74,"To every human being: I alone Knew nothing, and a great conspiracy Of books and people hid the truth from me.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,75,"There was the day when I began to doubt Man s sanity: How could he live without Knowing for sure what dawn, what death, what doom Awaited consciousness beyond the tomb?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,76,"And finally there was the sleepless night When I decided to explore and fight The foul, the inadmissible abyss,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,77,Devoting all my twisted life to this One task.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,78,Today I sixty-one.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,79,Waxwings Are berry-pecking.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,80,A cicada sings.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,81,The little scissors I am holding are A dazzling synthesis of sun and star.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,82,"I stand before the window and I pare My fingernails and vaguely am aware Of certain flinching likenesses: the thumb, Our grocer s son; the index, lean and glum College astronomer Starover Blue;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,83,"The middle fellow, a tall priest I knew; The feminine fourth finger, an old flirt; And little pinky clinging to her skirt.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,84,And I make mouths as I snip off the thin Strips of what Aunt Maud used to call scarf-skin.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,85,Maud Shade was eighty when a sudden hush Fell on her life.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,86,We saw the angry flush And torsion of paralysis assail Her noble cheek.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,87,"We moved her to Pinedale, Famed for its sanitarium.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,88,There she d sit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,89,In the glassed sun and watch the fly that lit Upon her dress and then upon her wrist.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,90,Her mind kept fading in the growing mist.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,91,She still could speak.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,92,"She paused, and groped, and found What seemed at first a serviceable sound, But from adjacent cells impostors took The place of words she needed, and her look Spelt imploration as she sought in vain To reason with the monsters in her brain.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,93,What moment in the gradual decay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,94,Does resurrection choose?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,95,What year?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,96,What day?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,97,Who has the stopwatch?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,98,Who rewinds the tape?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,99,"Are some less lucky, or do all escape?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,100,A syllogism: other men die; but I Am not another; therefore I not die.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,101,"Space is a swarming in the eyes; and time, A singing in the ears.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,102,In this hive I Locked up.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,103,"Yet, if prior to life we had Been able to imagine life, what mad, Impossible, unutterably weird, Wonderful nonsense it might have appeared!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,104,So why join in the vulgar laughter?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,105,"Why Scorn a hereafter none can verify: The Turk s delight, the future lyres, the talks With Socrates and Proust in cypress walks, The seraph with his six flamingo wings, And Flemish hells with porcupines and things?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,106,It isn t that we dream too wild a dream: The trouble is we do not make it seem Sufficiently unlikely; for the most,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,107,We can think up is a domestic ghost.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,108,How ludicrous these efforts to translate Into one s private tongue a public fate!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,109,"Instead of poetry divinely terse, Disjointed notes, Insomnia s mean verse!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,110,Life is a message scribbled in the dark.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,111,Anonymous.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,112,"Espied on a pine s bark, As we were walking home the day she died, An empty emerald case, squat and frog-eyed, Hugging the trunk; and its companion piece,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,113,A gum-logged ant.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,114,"That Englishman in Nice, A proud and happy linguist: je nourris Les pauvres cigales meaning that he Fed the poor sea gulls!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,115,"Lafontaine was wrong: Dead is the mandible, alive the song.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,116,"And so I pare my nails, and muse, and hear Your steps upstairs, and all is right, my dear.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,117,"Sybil, throughout our high-school days I knew Your loveliness, but fell in love with you During an outing of the senior class",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,118,To New Wye Falls.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,119,We luncheoned on damp grass.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,120,Our teacher of geology discussed The cataract.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,121,Its roar and rainbow dust Made the tame park romantic.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,122,I reclined In April s haze immediately behind Your slender back and watched your neat small head Bend to one side.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,123,"One palm with fingers spread, Between a star of trillium and a stone, Pressed on the turf.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,124,A little phalange bone Kept twitching.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,125,Then you turned and offered me A thimbleful of bright metallic tea.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,126,Your profile has not changed.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,127,"The glistening teeth Biting the careful lip; the shade beneath The eye from the long lashes; the peach down Rimming the cheekbone; the dark silky brown Of hair brushed up from temple and from nape; The very naked neck; the Persian shape Of nose and eyebrow, you have kept it all And on still nights we hear the waterfall.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,128,"Come and be worshiped, come and be caressed,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,129,"My dark Vanessa, crimson-barred, my blest My Admirable butterfly!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,130,"Explain How could you, in the gloam of Lilac Lane, Have let uncouth, hysterical John Shade Blubber your face, and ear, and shoulder blade?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,131,We have been married forty years.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,132,At least Four thousand times your pillow has been creased By our two heads.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,133,Four hundred thousand times The tall clock with the hoarse Westminster chimes Has marked our common hour.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,134,How many more,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,135,Free calendars shall grace the kitchen door?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,136,I love you when you re standing on the lawn Peering at something in a tree: It s gone.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,137,It was so small.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,138,It might come back (all this Voiced in a whisper softer than a kiss).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,139,I love you when you call me to admire A jet s pink trail above the sunset fire.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,140,I love you when you re humming as you pack A suitcase or the farcical car sack With round-trip zipper.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,141,And I love you most,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,142,"When with a pensive nod you greet her ghost And hold her first toy on your palm, or look At a postcard from her, found in a book.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,143,"She might have been you, me, or some quaint blend: Nature chose me so as to wrench and rend Your heart and mine.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,144,At first we d smile and say: All little girls are plump or Jim McVey (The family oculist) will cure that slight Squint in no time.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,145,"And later: She be quite Pretty, you know ; and, trying to assuage",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,146,The swelling torment: That s the awkward age.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,147,"She should take riding lessons, you would say (Your eyes and mine not meeting).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,148,"She should play Tennis, or badminton.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,149,"Less starch, more fruit!",-0.13607539049333872,-0.14348761338447907,-0.043183437824077506,0.01874032910624245,-0.16033624246045347,-0.16449774214786198,-0.021251821644495867,-0.060390435418377984,-0.04595592619502459,0.02867479966382438,-0.07929452973644965,-0.4499869733179367,-1.069367056447689,-1.1325691504468343,-0.5153652068075925,-0.19034192290294763,-0.07237103930248717,-1.3820912030357795,0.3942578111433158,-1.5972852224209124,-0.5712420508805143,-0.8662025385060811,-1.8187785699277006,0.8043887151633143,-0.20432704993719716,-0.2321110028236413,2.5192398142513595,-0.3058110674225445,-0.022805001719743867,0.36962039317962925,1.868385612637024
150,150,"She may not be a beauty, but she s cute.",-0.13607539049333872,-0.14348761338447907,-0.043183437824077506,0.01940900849206367,-0.15621646364199362,-0.16449774214786198,-0.021251821644495867,-0.060390435418377984,-0.04595592619502459,0.028455283264079808,-0.07929452973644965,-0.4493286105461368,-1.069367056447689,-1.1325691504468343,-0.5153652068075925,-0.034574150251648804,-0.04898241118757236,-1.3820912030357795,0.3942578111433158,-1.5972852224209124,-0.5712420508805143,-0.8662025385060811,-1.8187785699277006,0.887060272732152,-0.22553066685004636,-0.2039352187349059,2.474052988156784,-0.30750192048792147,-0.022873414442288645,0.36962039317962925,1.9415322050324586
151,151,"It was no use, no use.",-0.13242017977519166,-0.13969910071149302,-0.03879272446935732,0.024185289819358132,-0.15521336838223304,-0.16449774214786198,-0.02036138454503142,-0.060390435418377984,-0.04120621585709158,0.02842429271352763,-0.07345600333938364,-0.4543109819129903,-1.0316094972827452,-1.095520085419383,-0.45914824850644864,-0.023911086614176423,0.0021695572635474494,-1.3820912030357795,0.3942578111433158,-1.5571117431035428,-0.48978545360739933,-0.8478647571664828,-1.8187785699277006,0.8922128300271195,-0.30580357819053017,-0.20029999266124737,2.4837163042754407,-0.3082185707148263,-0.11645394671525663,0.49454743676122187,1.8928095821139879
152,152,"The prizes won In French and history, no doubt, were fun; At Christmas parties games were rough, no doubt, And one shy little guest might be left out; But let s be fair: while children of her age",-0.13174328890146073,-0.13899752429056966,-0.03247190945605417,0.020628552324299526,-0.16032765063810006,-0.16845868399460112,-0.020158160279552396,-0.059897256560298213,-0.03776267586209015,0.028393302162975458,-0.06906014886362313,-0.4613125596172291,-1.0179079790765848,-1.0820756666004316,-0.38191888387326645,-0.06924537439078318,-0.045473982761068836,-1.4101450112868377,0.360096444399278,-1.5496722098966222,-0.3676005576977267,-0.8662025385060811,-1.8606164171695407,0.9752176312208346,-0.3060082988019242,-0.20457925587495537,2.498280895588016,-0.30809862738136307,-0.11648540033539104,0.619474480342815,1.899367076129636
153,153,"Were cast as elves and fairies on the stage That she d helped paint for the school pantomime, My gentle girl appeared as Mother Time, A bent charwoman with slop pail and broom, And like a fool I sobbed in the men s room.",-0.11834084960158812,-0.12791261683998087,-0.01687906596743772,0.025343424320243058,-0.14885327188512162,-0.1597152000339045,-0.012151529169619075,-0.05097103038290815,-0.03642385126058528,0.028966996283316324,-0.06458849210608941,-0.46304468816794053,-0.8537773561952093,-0.9493686248913944,-0.17870669681681847,0.07091966618656206,-0.007246296614420778,-1.298198656786785,0.4598881839241652,-1.4351033985100499,-0.08250246724182429,-0.7745136318080894,-1.7769407226858605,0.9757015102106473,-0.27169049538118484,-0.23536859623792952,2.541151883977798,-0.21635103955753152,-0.03425222959441745,0.619474480342815,1.940537967590199
154,154,Another winter was scrape-scooped away.,-0.11333185713597918,-0.12272095132514813,-0.014482639324274894,0.030692859406812854,-0.14592346046260898,-0.1532662273587016,-0.012151529169619075,-0.05467920643411674,-0.03428648160851543,0.02895814184030142,-0.06259539731977141,-0.462705649629582,-0.7901042887057699,-0.8868903378917468,-0.14480659544591876,0.08761926471311274,0.046693883373410516,-1.2247365425912131,0.4598881839241652,-1.3800508527788395,-0.04177416860526686,-0.7745136318080894,-1.7141839518231,0.9755855889130484,-0.2932027398114354,-0.24357914169339248,2.5803915028145927,-0.21651935621835133,-0.034390344242381535,0.619474480342815,1.943482211572469
155,155,The Toothwort White haunted our woods in May.,-0.11942387499955763,-0.1290351391134582,-0.021778201746977144,0.03465717290846726,-0.15437566570277558,-0.1574215625261553,-0.012151529169619075,-0.058897674805357375,-0.03653411239343016,0.03579450971806106,-0.06535806820273063,-0.46002809921348525,-0.8694023688541285,-0.9647004451376703,-0.24961494278565377,-0.043223433263162185,0.09723197289333245,-1.2638048720390116,0.4598881839241652,-1.4470066516411224,-0.16395906451493952,-0.7745136318080894,-1.75602179906494,1.0585383401107997,-0.251605521717037,-0.1588362978135848,2.5805063633945067,-0.2138298156941937,0.06326295278191135,0.49454743676122187,1.9783329791777955
156,156,"Summer was power-mowed, and autumn, burned.",-0.12186068214498902,-0.13156081422878224,-0.024124720851715825,0.03093167347317758,-0.1640607974506564,-0.15954943790251827,-0.012151529169619075,-0.058897674805357375,-0.03755190746584437,0.04316915394410194,-0.06717674835751436,-0.4641639584319074,-0.8984681514512264,-0.9932208286934341,-0.282071818793841,-0.15554887310032137,0.051161112595792646,-1.2867107105580027,0.4598881839241652,-1.4737889711860355,-0.20468736315149694,-0.7745136318080894,-1.7769407226858605,1.058872691129571,-0.17268377156497916,-0.1508982025952712,2.5720079530719944,-0.2954372199466091,0.06406182492321143,0.5570109585520187,1.986024275279828
