"","sent_raw","syuzhet","bing","afinn","nrc"
"81","80,It was useless to run on.",-0.75,-1,-2,-1
"82","81,Soon they would be going home for the holidays.",0,0,0,0
"83","82,After supper in the study hall he would change the number pasted up inside his desk from seventy-seven to seventy-six.",0.25,0,0,1
"84","83,It would be better to be in the study hall than out there in the cold.",0.55,0,2,0
"85","84,The sky was pale and cold but there were lights in the castle.",-1.1,-2,0,0
"86","85,He wondered from which window Hamilton Rowan had thrown his hat on the ha-ha and had there been flowerbeds at that time under the windows.",0,0,2,0
"87","86,One day when he had been called to the castle the butler had shown him the marks of the soldiers' slugs in the wood of the door and had given him a piece of shortbread that the community ate.",1,0,0,2
"88","87,It was nice and warm to see the lights in the castle.",1,2,4,0
"89","88,It was like something in a book.",0.5,1,2,0
"90","89,Perhaps Leicester Abbey was like that.",0.5,1,2,0
"91","90,And there were nice sentences in Doctor Cornwell's Spelling Book.",0.5,1,1,2
"92","91,They were like poetry but they were only sentences to learn the spelling from.",1.3,1,0,2
"93","92,Wolsey died in Leicester Abbey Where the abbots buried him.",-1.1,-1,-3,-1
"94","93,""Canker is a disease of plants, Cancer one of animals.""",-2.75,-1,-2,-3
"95","94,""It would be nice to lie on the hearthrug before the fire, leaning his head upon his hands, and think on those sentences.""",-0.25,0,-1,-1
"96","95,He shivered as if he had cold slimy water next his skin.",-1.3,-1,0,-2
"97","96,""That was mean of Wells to shoulder him into the square ditch because he would not swop his little snuff box for Wells's seasoned hacking chestnut, the conqueror of forty.""",0.25,1,0,2
"98","97,How cold and slimy the water had been!",-1.3,-1,0,-2
"99","98,A fellow had once seen a big rat jump into the scum.",-0.35,-1,-2,0
"100","99,Mother was sitting at the fire with Dante waiting for Brigid to bring in the tea.",-0.25,0,-2,0
"101","100,She had her feet on the fender and her jewelly slippers were so hot and they had such a lovely warm smell!",0.75,2,4,0
"102","101,Dante knew a lot of things.",0,0,0,0
"103","102,She had taught him where the Mozambique Channel was and what was the longest river in America and what was the name of the highest mountain in the moon.",0,0,0,0
"104","103,Father Arnall knew more than Dante because he was a priest but both his father and uncle Charles said that Dante was a clever woman and a well-read woman.",1,2,2,2
"105","104,And when Dante made that noise after dinner and then put up her hand to her mouth: that was heartburn.",-0.2,-1,0,-1
"106","105,A voice cried far out on the playground:",-0.5,0,-2,1
"107","106,All in!",0,0,0,0
"108","107,Then other voices cried from the lower and third lines:",-1,0,-2,-1
"109","108,All in!",0,0,0,0
"110","109,All in!",0,0,0,0
"111","110,""The players closed around, flushed and muddy, and he went among them, glad to go in.""",0.5,0,1,0
"112","111,Rody Kickham held the ball by its greasy lace.",-0.5,-1,0,0
"113","112,A fellow asked him to give it one last: but he walked on without even answering the fellow.",0.4,0,0,1
"114","113,Simon Moonan told him not to because the prefect was looking.",0,0,0,0
"115","114,The fellow turned to Simon Moonan and said:",0.4,0,0,1
"116","115,We all know why you speak.",0,0,0,0
"117","116,You are McGlade's suck.",-0.75,-1,-3,-1
"118","117,Suck was a queer word.",-1,-2,-3,0
"119","118,The fellow called Simon Moonan that name because Simon Moonan used to tie the prefect's false sleeves behind his back and the prefect used to let on to be angry.",-0.95,-2,-4,0
"120","119,But the sound was ugly.",-0.75,-1,-3,-1
"121","120,Once he had washed his hands in the lavatory of the Wicklow Hotel and his father pulled the stopper up by the chain after and the dirty water went down through the hole in the basin.",-0.75,-1,-2,-1
"122","121,And when it had all gone down slowly the hole in the basin had made a sound like that: suck.",-0.5,-1,-1,-1
"123","122,Only louder.",-0.25,-1,0,0
"124","123,To remember that and the white look of the lavatory made him feel cold and then hot.",-0.35,0,0,0
"125","124,There were two cocks that you turned and water came out: cold and hot.",-0.75,0,0,-1
"126","125,He felt cold and then a little hot: and he could see the names printed on the cocks.",-0.75,0,0,-1
"127","126,That was a very queer thing.",-0.25,-1,0,0
"128","127,And the air in the corridor chilled him too.",0,0,0,0
"129","128,It was queer and wettish.",-0.25,-1,0,0
"130","129,But soon the gas would be lit and in burning it made a light noise like a little song.",0.1,-1,2,-1
"131","130,Always the same: and when the fellows stopped talking in the playroom you could hear it.",-0.4,0,-1,0
"132","131,It was the hour for sums.",0,0,0,0
"133","132,Father Arnall wrote a hard sum on the board and then said:",-0.25,-1,-1,0
"134","133,""Now then, who will win?""",0.5,1,4,0
"135","134,""Go ahead, York!""",0.8,0,0,1
"136","135,""Go ahead, Lancaster!""",0.8,0,0,1
"137","136,""Stephen tried his best, but the sum was too hard and he felt confused.""",-0.25,-1,0,0
"138","137,The little silk badge with the white rose on it that was pinned on the breast of his jacket began to flutter.",1.6,1,1,2
"139","138,""He was no good at sums, but he tried his best so that York might not lose.""",1,1,5,0
"140","139,""Father Arnall's face looked very black, but he was not in a wax: he was laughing.""",0.35,0,1,0
"141","140,Then Jack Lawton cracked his fingers and Father Arnall looked at his copybook and said:",-0.5,-1,0,-1
"142","141,Right.",0.8,1,0,0
"143","142,Bravo Lancaster!",1,1,0,0
"144","143,The red rose wins.",0.5,1,5,0
"145","144,""Come on now, York!""",0,0,0,0
"146","145,Forge ahead!",0.8,0,0,2
"147","146,Jack Lawton looked over from his side.",0,0,0,0
"148","147,The little silk badge with the red rose on it looked very rich because he had a blue sailor top on.",1.1,2,5,2
"149","148,""Stephen felt his own face red too, thinking of all the bets about who would get first place in elements, Jack Lawton or he.""",0,0,0,0
"150","149,Some weeks Jack Lawton got the card for first and some weeks he got the card for first.",0,0,0,0
"151","150,His white silk badge fluttered and fluttered as he worked at the next sum and heard Father Arnall's voice.",1.25,1,0,2
"152","151,Then all his eagerness passed away and he felt his face quite cool.",1.5,2,1,2
"153","152,He thought his face must be white because it felt so cool.",1.15,1,1,2
"154","153,He could not get out the answer for the sum but it did not matter.",0,0,1,0
"155","154,White roses and red roses: those were beautiful colours to think of.",1.15,1,3,2
"156","155,And the cards for first place and second place and third place were beautiful colours too: pink and cream and lavender.",0.75,1,3,2
"157","156,Lavender and cream and pink roses were beautiful to think of.",0.75,1,3,2
"158","157,Perhaps a wild rose might be like those colours and he remembered the song about the wild rose blossoms on the little green place.",0.25,0,3,0
"159","158,But you could not have a green rose.",0,0,1,1
"160","159,But perhaps somewhere in the world you could.",0,0,0,0
"161","160,The bell rang and then the classes began to file out of the rooms and along the corridors towards the refectory.",0,0,0,0
"162","161,He sat looking at the two prints of butter on his plate but could not eat the damp bread.",0.6,0,0,1
"163","162,The tablecloth was damp and limp.",-0.5,-1,0,-1
"164","163,""But he drank off the hot weak tea which the clumsy scullion, girt with a white apron, poured into his cup.""",-1.1,-1,-2,0
"165","164,He wondered whether the scullion's apron was damp too or whether all white things were cold and damp.",-0.1,-1,0,0
"166","165,Nasty Roche and Saurin drank cocoa that their people sent them in tins.",-1,-1,-3,-1
"167","166,They said they could not drink the tea; that it was hogwash.",0,0,0,0
"168","167,""Their fathers were magistrates, the fellows said.""",0,0,0,0
"169","168,All the boys seemed to him very strange.",-0.5,-1,-1,0
"170","169,They had all fathers and mothers and different clothes and voices.",0,0,0,0
"171","170,He longed to be at home and lay his head on his mother's lap.",0,0,0,0
"172","171,But he could not: and so he longed for the play and study and prayers to be over and to be in bed.",0.25,0,0,1
"173","172,He drank another cup of hot tea and Fleming said:",-0.25,1,0,0
"174","173,What's up?",0,0,0,0
"175","174,Have you a pain or what's up with you?",-0.75,-1,-2,-1
"176","175,""I don't know, Stephen said.""",0,0,0,0
"177","176,""Sick in your breadbasket, Fleming said, because your face looks white.""",-0.35,-1,-2,0
"178","177,It will go away.",0,0,0,0
"179","178,""O yes, Stephen said.""",0.8,0,1,0
"180","179,But he was not sick there.",-0.75,-1,-2,-1
"181","180,He thought that he was sick in his heart if you could be sick in that place.",-0.75,-1,-2,-1
"182","181,Fleming was very decent to ask him.",0.5,1,0,1
"183","182,He wanted to cry.",-0.75,-1,-1,-1
"184","183,He leaned his elbows on the table and shut and opened the flaps of his ears.",0,0,0,0
"185","184,Then he heard the noise of the refectory every time he opened the flaps of his ears.",0,-1,0,-1
"186","185,It made a roar like a train at night.",0.5,1,2,0
"187","186,And when he closed the flaps the roar was shut off like a train going into a tunnel.",0.5,1,2,0
"188","187,""That night at Dalkey the train had roared like that and then, when it went into the tunnel, the roar stopped.""",0.1,1,1,0
"189","188,""He closed his eyes and the train went on, roaring and then stopping; roaring again, stopping.""",-0.4,0,-1,0
"190","189,It was nice to hear it roar and stop and then roar out of the tunnel again and then stop.",0.1,1,2,0
"191","190,""Then the higher line fellows began to come down along the matting in the middle of the refectory, Paddy Rath and Jimmy Magee and the Spaniard who was allowed to smoke cigars and the little Portuguese who wore the woolly cap.""",-0.25,-1,0,0
"192","191,And then the lower line tables and the tables of the third line.",0,0,0,-1
"193","192,And every single fellow had a different way of walking.",0.4,0,0,1
"194","193,He sat in a corner of the playroom pretending to watch a game of dominoes and once or twice he was able to hear for an instant the little song of the gas.",-0.25,0,-1,-1
"195","194,The prefect was at the door with some boys and Simon Moonan was knotting his false sleeves.",-0.6,-1,-1,0
"196","195,He was telling them something about Tullabeg.",0,0,0,0
"197","196,Then he went away from the door and Wells came over to Stephen and said:",0,0,0,0
"198","197,""Tell us, Dedalus, do you kiss your mother before you go to bed?""",0.5,0,2,1
"199","198,Stephen answered:",0,0,0,0
"200","199,I do.",0,0,0,0
"201","200,Wells turned to the other fellows and said:",0,0,0,0
"202","201,""O, I say, here's a fellow says he kisses his mother every night before he goes to bed.""",0.4,0,0,1
"203","202,""The other fellows stopped their game and turned round, laughing.""",0.2,0,0,1
"204","203,Stephen blushed under their eyes and said:",0,0,0,0
"205","204,I do not.",0,0,0,0
"206","205,Wells said:",0,0,0,0
"207","206,""O, I say, here's a fellow says he doesn't kiss his mother before he goes to bed.""",0.9,0,2,2
"208","207,They all laughed again.",0.8,0,1,0
"209","208,Stephen tried to laugh with them.",0.5,0,1,1
"210","209,He felt his whole body hot and confused in a moment.",-0.75,0,-2,0
"211","210,What was the right answer to the question?",0.8,1,0,1
"212","211,He had given two and still Wells laughed.",0.8,0,1,0
"213","212,But Wells must know the right answer for he was in third of grammar.",0.8,1,0,0
"214","213,He tried to think of Wells's mother but he did not dare to raise his eyes to Wells's face.",0,0,0,0
"215","214,He did not like Wells's face.",0.5,1,2,0
"216","215,""It was Wells who had shouldered him into the square ditch the day before because he would not swop his little snuff box for Wells's seasoned hacking chestnut, the conqueror of forty.""",0.25,1,0,1
"217","216,It was a mean thing to do; all the fellows said it was.",0,0,0,0
"218","217,And how cold and slimy the water had been!",-1.3,-1,0,-2
"219","218,And a fellow had once seen a big rat jump plop into the scum.",-0.35,-1,-2,0
"220","219,""The cold slime of the ditch covered his whole body; and, when the bell rang for study and the lines filed out of the playrooms, he felt the cold air of the corridor and staircase inside his clothes.""",-0.85,-2,0,0
"221","220,He still tried to think what was the right answer.",0.8,1,0,0
"222","221,Was it right to kiss his mother or wrong to kiss his mother?",0.55,0,0,0
"223","222,""What did that mean, to kiss?""",0.5,0,2,1
"224","223,You put your face up like that to say good night and then his mother put her face down.",1.25,2,5,1
"225","224,That was to kiss.",0.5,0,2,1
"226","225,His mother put her lips on his cheek; her lips were soft and they wetted his cheek; and they made a tiny little noise: kiss.",1.1,0,2,0
"227","226,Why did people do that with their two faces?",0,0,0,0
"228","227,Sitting in the study hall he opened the lid of his desk and changed the number pasted up inside from seventy-seven to seventy-six.",0.25,0,0,1
"229","228,But the Christmas vacation was very far away: but one time it would come because the earth moved round always.",0.8,0,0,1
"230","229,There was a picture of the earth on the first page of his geography: a big ball in the middle of clouds.",0.25,0,1,0
"231","230,Fleming had a box of crayons and one night during free study he had coloured the earth green and the clouds maroon.",0.75,1,1,1
"232","231,""That was like the two brushes in Dante's press, the brush with the green velvet back for Parnell and the brush with the maroon velvet back for Michael Davitt.""",0.5,1,2,1
"233","232,But he had not told Fleming to colour them those colours.",0,0,0,0
"234","233,Fleming had done it himself.",0,0,0,0
"235","234,He opened the geography to study the lesson; but he could not learn the names of places in America.",1.45,0,0,3
"236","235,Still they were all different places that had different names.",0,0,0,0
"237","236,They were all in different countries and the countries were in continents and the continents were in the world and the world was in the universe.",0,0,0,0
"238","237,""He turned to the flyleaf of the geography and read what he had written there: himself, his name and where he was.""",0,0,0,0
"239","238,Stephen Dedalus Class of Elements Clongowes Wood College Sallins County Kildare Ireland Europe The World The Universe",0,0,0,0
"240","239,That was in his writing: and Fleming one night for a cod had written on the opposite page:",0,0,0,0
"241","240,""Stephen Dedalus is my name, Ireland is my nation.""",0,0,0,0
"242","241,Clongowes is my dwellingplace And heaven my expectation.",1.05,1,2,1
"243","242,He read the verses backwards but then they were not poetry.",-0.4,0,0,-1
"244","243,Then he read the flyleaf from the bottom to the top till he came to his own name.",0,1,2,0
"245","244,That was he: and he read down the page again.",0,0,0,0
"246","245,What was after the universe?",0,0,0,0
"247","246,Nothing.",0,0,0,0
"248","247,But was there anything round the universe to show where it stopped before the nothing place began?",-0.4,0,-1,0
"249","248,It could not be a wall; but there could be a thin thin line there all round everything.",0,0,0,0
"250","249,It was very big to think about everything and everywhere.",0.25,0,1,0
"251","250,Only God could do that.",0,0,1,1
"252","251,He tried to think what a big thought that must be; but he could only think of God.",0.25,0,2,1
"253","252,God was God's name just as his name was Stephen.",0,0,1,1
"254","253,Dieu was the French for God and that was God's name too; and when anyone prayed to God and said Dieu then God knew at once that it was a French person that was praying.",0.1,0,2,1
"255","254,""But, though there were different names for God in all the different languages in the world and God understood what all the people who prayed said in their different languages, still God remained always the same God and God's real name was God.""",0.25,0,1,2
"256","255,It made him very tired to think that way.",-0.75,-1,-2,-1
"257","256,It made him feel his head very big.",0.25,0,1,0
"258","257,He turned over the flyleaf and looked wearily at the green round earth in the middle of the maroon clouds.",-1,0,0,-1
"259","258,""He wondered which was right, to be for the green or for the maroon, because Dante had ripped the green velvet back off the brush that was for Parnell one day with her scissors and had told him that Parnell was a bad man.""",-0.2,-1,-3,0
"260","259,He wondered if they were arguing at home about that.",0,0,0,0
"261","260,That was called politics.",0,0,0,0
"262","261,There were two sides in it: Dante was on one side and his father and Mr Casey were on the other side but his mother and uncle Charles were on no side.",0,0,-1,0
"263","262,Every day there was something in the paper about it.",0,0,0,0
"264","263,It pained him that he did not know well what politics meant and that he did not know where the universe ended.",-0.2,1,-2,-1
"265","264,He felt small and weak.",-0.5,-1,-2,-1
"266","265,When would he be like the fellows in poetry and rhetoric?",0.25,0,2,0
"267","266,They had big voices and big boots and they studied trigonometry.",0.25,0,1,0
"268","267,That was very far away.",0,0,0,0
"269","268,First came the vacation and then the next term and then vacation again and then again another term and then again the vacation.",0.8,0,0,1
"270","269,It was like a train going in and out of tunnels and that was like the noise of the boys eating in the refectory when you opened and closed the flaps of the ears.",0.5,0,2,-1
"271","270,""Term, vacation; tunnel, out; noise, stop.""",0.4,-1,-1,0
"272","271,How far away it was!",0,0,0,0
"273","272,It was better to go to bed to sleep.",0.8,1,2,0
"274","273,Only prayers in the chapel and then bed.",0,0,0,0
"275","274,He shivered and yawned.",0,0,0,0
"276","275,It would be lovely in bed after the sheets got a bit hot.",0.5,2,3,1
"277","276,First they were so cold to get into.",-0.5,-1,0,-1
"278","277,He shivered to think how cold they were first.",-0.5,-1,0,-1
"279","278,But then they got hot and then he could sleep.",-0.25,1,0,0
"280","279,It was lovely to be tired.",0,0,1,0
"281","280,He yawned again.",0,0,0,0
"282","281,Night prayers and then bed: he shivered and wanted to yawn.",-0.25,-1,0,-1
"283","282,It would be lovely in a few minutes.",0.75,1,3,1
"284","283,""He felt a warm glow creeping up from the cold shivering sheets, warmer and warmer till he felt warm all over, ever so warm and yet he shivered a little and still wanted to yawn.""",0,0,1,-1
"285","284,The bell rang for night prayers and he filed out of the study hall after the others and down the staircase and along the corridors to the chapel.",0.25,0,0,1
"286","285,The corridors were darkly lit and the chapel was darkly lit.",0,0,0,0
"287","286,Soon all would be dark and sleeping.",-0.6,-1,0,0
"288","287,There was cold night air in the chapel and the marbles were the colour the sea was at night.",-0.5,-1,0,0
"289","288,The sea was cold day and night: but it was colder at night.",-0.5,-1,0,0
"290","289,It was cold and dark under the seawall beside his father's house.",-1.1,-2,0,-1
"291","290,But the kettle would be on the hob to make punch.",-0.5,-1,0,-1
"292","291,The prefect of the chapel prayed above his head and his memory knew the responses:",0,0,0,0
"293","292,O Lord open our lips And our mouths shall announce Thy praise.",0.75,1,3,1
"294","293,""Incline unto our aid, O God!""",1,0,1,2
"295","294,O Lord make haste to help us!",-0.6,-1,2,0
"296","295,There was a cold night smell in the chapel.",-0.75,-2,0,-2
"297","296,But it was a holy smell.",0,0,0,0
"298","297,It was not like the smell of the old peasants who knelt at the back of the chapel at Sunday mass.",0.25,0,2,-1
"299","298,That was a smell of air and rain and turf and corduroy.",-0.25,-1,0,-1
"300","299,But they were very holy peasants.",0.25,1,0,1
"301","300,They breathed behind him on his neck and sighed as they prayed.",0,0,0,0
"302","301,""They lived in Clane, a fellow said: there were little cottages there and he had seen a woman standing at the half-door of a cottage with a child in her arms as the cars had come past from Sallins.""",1,0,0,3
"303","302,""It would be lovely to sleep for one night in that cottage before the fire of smoking turf, in the dark lit by the fire, in the warm dark, breathing the smell of the peasants, air and rain and turf and corduroy.""",0.15,0,2,0
"304","303,""But O, the road there between the trees was dark!""",-0.6,-1,0,0
"305","304,You would be lost in the dark.",-1.35,-2,-3,-1
"306","305,It made him afraid to think of how it was.",-0.75,-1,-2,-1
"307","306,He heard the voice of the prefect of the chapel saying the last prayers.",0,0,0,0
"308","307,He prayed it too against the dark outside under the trees.",-0.6,-1,0,0
"309","308,""Visit, we beseech Thee, O Lord, this habitation and drive away from it all the snares of the enemy.""",-0.6,-2,-2,0
"310","309,May Thy holy angels dwell herein to preserve us in peace and may Thy blessings be always upon us through Christ our Lord.",2.1,2,5,4
"311","310,Amen.",0.6,0,0,1
"312","311,His fingers trembled as he undressed himself in the dormitory.",0,0,0,0
"313","312,He told his fingers to hurry up.",0,0,0,0
"314","313,He had to undress and then kneel and say his own prayers and be in bed before the gas was lowered so that he might not go to hell when he died.",-1.3,-2,-7,-1
"315","314,""He rolled his stockings off and put on his nightshirt quickly and knelt trembling at his bedside and repeated his prayers quickly, fearing that the gas would go down.""",-1.25,0,-4,-2
"316","315,He felt his shoulders shaking as he murmured:",0,0,0,-1
"317","316,God bless my father and my mother and spare them to me!",1,1,3,2
"318","317,God bless my little brothers and sisters and spare them to me!",1,1,3,2
"319","318,God bless Dante and Uncle Charles and spare them to me!",1,1,3,2
"320","319,""He blessed himself and climbed quickly into bed and, tucking the end of the nightshirt under his feet, curled himself together under the cold white sheets, shaking and trembling.""",0.4,-1,-2,-1
"321","320,But he would not go to hell when he died; and the shaking would stop.",-1.7,-2,-8,-2
"322","321,A voice bade the boys in the dormitory good night.",0.75,1,3,1
"323","322,He peered out for an instant over the coverlet and saw the yellow curtains round and before his bed that shut him off on all sides.",0,0,0,0
"324","323,The light was lowered quietly.",0,0,0,0
"325","324,The prefect's shoes went away.",0,0,0,0
"326","325,Where?",0,0,0,0
"327","326,Down the staircase and along the corridors or to his room at the end?",0,0,0,0
"328","327,He saw the dark.",-0.6,-1,0,0
"329","328,Was it true about the black dog that walked there at night with eyes as big as carriage-lamps?",0.5,0,3,0
"330","329,They said it was the ghost of a murderer.",-1.6,-1,-3,-1
"331","330,A long shiver of fear flowed over his body.",-1.25,-2,-2,-2
"332","331,He saw the dark entrance hall of the castle.",-0.6,-1,0,0
"333","332,Old servants in old dress were in the ironing-room above the staircase.",0,0,0,0
"334","333,It was long ago.",0,0,0,0
"335","334,The old servants were quiet.",0.25,1,0,1
"336","335,""There was a fire there, but the hall was still dark.""",-0.85,-1,-2,0
"337","336,A figure came up the staircase from the hall.",0,0,0,0
"338","337,He wore the white cloak of a marshal; his face was pale and strange; he held his hand pressed to his side.",-0.95,-2,-1,2
"339","338,He looked out of strange eyes at the old servants.",-0.5,-1,-1,0
"340","339,They looked at him and saw their master's face and cloak and knew that he had received his death-wound.",0.6,-2,-2,-1
"341","340,But only the dark was where they looked: only dark silent air.",-0.6,0,0,0
"342","341,Their master had received his death-wound on the battlefield of Prague far away over the sea.",0,-1,-2,0
"343","342,He was standing on the field; his hand was pressed to his side; his face was pale and strange and he wore the white cloak of a marshal.",-0.95,-2,-1,3
"344","343,O how cold and strange it was to think of that!",-1,-2,-1,-1
"345","344,All the dark was cold and strange.",-1.6,-3,-1,-1
"346","345,""There were pale strange faces there, great eyes like carriage-lamps.""",-0.1,0,4,0
"347","346,""They were the ghosts of murderers, the figures of marshals who had received their death-wound on battlefields far away over the sea.""",0.6,-2,-2,0
"348","347,What did they wish to say that their faces were so strange?",0.3,-1,0,0
"349","348,""Visit, we beseech Thee, O Lord, this habitation and drive away from it all...""",0.4,-1,0,1
"350","349,Going home for the holidays!",0,0,0,0
"351","350,That would be lovely: the fellows had told him.",0.75,1,3,1
"352","351,Getting up on the cars in the early wintry morning outside the door of the castle.",0,0,0,0
"353","352,The cars were rolling on the gravel.",0,0,0,0
"354","353,Cheers for the rector!",1,0,2,0
"355","354,Hurray!",0,0,0,0
"356","355,Hurray!",0,0,0,0
"357","356,Hurray!",0,0,0,0
"358","357,The cars drove past the chapel and all caps were raised.",0,0,0,0
"359","358,They drove merrily along the country roads.",1,1,0,0
"360","359,The drivers pointed with their whips to Bodenstown.",-0.25,-1,0,0
"361","360,The fellows cheered.",0.8,0,2,0
"362","361,They passed the farmhouse of the Jolly Farmer.",0.75,1,2,0
"363","362,Cheer after cheer after cheer.",0.75,1,2,1
"364","363,""Through Clane they drove, cheering and cheered.""",1.3,0,4,1
"365","364,""The peasant women stood at the half-doors, the men stood here and there.""",0,0,0,0
"366","365,The lovely smell there was in the wintry air: the smell of Clane: rain and wintry air and turf smouldering and corduroy.",0.5,-1,3,0
"367","366,The train was full of fellows: a long long chocolate train with cream facings.",0.6,0,0,3
"368","367,""The guards went to and fro opening, closing, locking, unlocking the doors.""",0,0,0,0
"369","368,""They were men in dark blue and silver; they had silvery whistles and their keys made a quick music: click, click: click, click.""",0,-1,0,1
"370","369,And the train raced on over the flat lands and past the Hill of Allen.",0,0,0,0
"371","370,""The telegraph poles were passing, passing.""",0,0,0,0
"372","371,The train went on and on.",0,0,0,0
