,sent_clean
32,there might be some simpler way  some less laborious way  she sighed 
33,when she looked in the glass and saw her hair grey  her cheek sunk  at fifty  she thought  possibly she might have managed things better   her husband  money  his books 
34,but for her own part she would never for a single second regret her decision  evade difficulties  or slur over duties 
35,she was now formidable to behold  and it was only in silence  looking up from their plates  after she had spoken so severely about charles tansley  that her daughters  prue  nancy  rose   could sport with infidel ideas which they had brewed for themselves of a life different from hers  in paris  perhaps  a wilder life  not always taking care of some man or other  for there was in all their minds a mute questioning of deference and chivalry  of the bank of england and the indian empire  of ringed fingers and lace  though to them all there was something in this of the essence of beauty  which called out the manliness in their girlish hearts  and made them  as they sat at table beneath their mother own eyes  honour her strange severity  her extreme courtesy  like a queen own raising from the mud to wash a beggar own dirty foot  when she admonished them so very severely about that wretched atheist who had chased them   or  speaking accurately  been invited to stay with them   in the isle of skye 
36, there will be no landing at the lighthouse tomorrow   said charles tansley  clapping his hands together as he stood at the window with her husband 
37,surely  he had said enough 
38,she wished they would both leave her and james alone and go on talking 
39,she looked at him 
40,he was such a miserable specimen  the children said  all humps and hollows 
41,he could not play cricket  he poked  he shuffled 
42,he was a sarcastic brute  andrew said 
43,they knew what he liked best   to be for ever walking up and down  up and down  with mr  ramsay  and saying who had won this  who had won that  who was a  first rate man  at latin verses  who was  brilliant but i think fundamentally unsound   who was undoubtedly the  ablest fellow in balliol   who had buried his light temporarily at bristol or bedford  but was bound to be heard of later when his prolegomena  of which mr  tansley had the first pages in proof with him if mr  ramsay would like to see them  to some branch of mathematics or philosophy saw the light of day 
44,that was what they talked about 
45,she could not help laughing herself sometimes 
46,she said  the other day  something about  waves mountains high  
47,yes  said charles tansley  it was a little rough 
48, are not you drenched to the skin   she had said 
49, damp  not wet through   said mr  tansley  pinching his sleeve  feeling his socks 
50,but it was not that they minded  the children said 
51,it was not his face  it was not his manners 
52,it was him   his point of view 
53,when they talked about something interesting  people  music  history  anything  even said it was a fine evening so why not sit out of doors  then what they complained of about charles tansley was that until he had turned the whole thing round and made it somehow reflect himself and disparage them   he was not satisfied 
54,and he would go to picture galleries they said  and he would ask one  did one like his tie 
55,god knows  said rose  one did not 
56,disappearing as stealthily as stags from the dinner table directly the meal was over  the eight sons and daughters of mr  and mrs  ramsay sought their bedrooms  their fastness in a house where there was no other privacy to debate anything  everything  tansley own tie  the passing of the reform bill  sea birds and butterflies  people  while the sun poured into those attics  which a plank alone separated from each other so that every footstep could be plainly heard and the swiss girl sobbing for her father who was dying of cancer in a valley of the grisons  and lit up bats  flannels  straw hats  ink pots  paint pots  beetles  and the skulls of small birds  while it drew from the long frilled strips of seaweed pinned to the wall a smell of salt and weeds  which was in the towels too  gritty with sand from bathing 
57,strife  divisions  difference of opinion  prejudices twisted into the very fibre of being  oh  that they should begin so early  mrs  ramsay deplored 
58,they were so critical  her children 
59,they talked such nonsense 
60,she went from the dining room  holding james by the hand  since he would not go with the others 
61,it seemed to her such nonsense   inventing differences  when people  heaven knows  were different enough without that 
62,the real differences  she thought  standing by the drawing room window  are enough  quite enough 
63,she had in mind at the moment  rich and poor  high and low  the great in birth receiving from her  half grudging  some respect  for had she not in her veins the blood of that very noble  if slightly mythical  italian house  whose daughters  scattered about english drawing rooms in the nineteenth century  had lisped so charmingly  had stormed so wildly  and all her wit and her bearing and her temper came from them  and not from the sluggish english  or the cold scotch  but more profoundly  she ruminated the other problem  of rich and poor  and the things she saw with her own eyes  weekly  daily  here or in london  when she visited this widow  or that struggling wife in person with a bag on her arm  and a note book and pencil with which she wrote down in columns carefully ruled for the purpose wages and spendings  employment and unemployment  in the hope that thus she would cease to be a private woman whose charity was half a sop to her own indignation  half a relief to her own curiosity  and become what with her untrained mind she greatly admired  an investigator  elucidating the social problem 
64,insoluble questions they were  it seemed to her  standing there  holding james by the hand 
65,he had followed her into the drawing room  that young man they laughed at  he was standing by the table  fidgeting with something  awkwardly  feeling himself out of things  as she knew without looking round 
66,they had all gone   the children  minta doyle and paul rayley  augustus carmichael  her husband   they had all gone 
67,so she turned with a sigh and said   would it bore you to come with me  mr  tansley  
68,she had a dull errand in the town  she had a letter or two to write  she would be ten minutes perhaps  she would put on her hat 
69,and  with her basket and her parasol  there she was again  ten minutes later  giving out a sense of being ready  of being equipped for a jaunt  which  however  she must interrupt for a moment  as they passed the tennis lawn  to ask mr  carmichael  who was basking with his yellow cat own eyes ajar  so that like a cat own they seemed to reflect the branches moving or the clouds passing  but to give no inkling of any inner thoughts or emotion whatsoever  if he wanted anything 
70,for they were making the great expedition  she said  laughing 
71,they were going to the town 
72, stamps  writing paper  tobacco   she suggested  stopping by his side 
73,but no  he wanted nothing 
74,his hands clasped themselves over his capacious paunch  his eyes blinked  as if he would have liked to reply kindly to these blandishments  she was seductive but a little nervous  but could not  sunk as he was in a grey green somnolence which embraced them all  without need of words  in a vast and benevolent lethargy of well wishing  all the house  all the world  all the people in it  for he had slipped into his glass at lunch a few drops of something  which accounted  the children thought  for the vivid streak of canary yellow in moustache and beard that were otherwise milk white 
75,no  nothing  he murmured 
76,he should have been a great philosopher  said mrs  ramsay  as they went down the road to the fishing village  but he had made an unfortunate marriage 
77,holding her black parasol very erect  and moving with an indescribable air of expectation  as if she were going to meet some one round the corner  she told the story  an affair at oxford with some girl  an early marriage  poverty  going to india  translating a little poetry  very beautifully  i believe   being willing to teach the boys persian or hindustanee  but what really was the use of that 
78,  and then lying  as they saw him  on the lawn 
79,it flattered him  snubbed as he had been  it soothed him that mrs  ramsay should tell him this 
80,charles tansley revived 
81,insinuating  too  as she did the greatness of man own intellect  even in its decay  the subjection of all wives   not that she blamed the girl  and the marriage had been happy enough  she believed   to their husband own labours  she made him feel better pleased with himself than he had done yet  and he would have liked  had they taken a cab  for example  to have paid the fare 
82,as for her little bag  might he not carry that 
83,no  no  she said  she always carried that herself 
84,she did too 
85,yes  he felt that in her 
86,he felt many things  something in particular that excited him and disturbed him for reasons which he could not give 
87,he would like her to see him  gowned and hooded  walking in a procession 
88,a fellowship  a professorship  he felt capable of anything and saw himself   but what was she looking at 
89,at a man pasting a bill 
90,the vast flapping sheet flattened itself out  and each shove of the brush revealed fresh legs  hoops  horses  glistening reds and blues  beautifully smooth  until half the wall was covered with the advertisement of a circus  a hundred horsemen  twenty performing seals  lions  tigers   craning forwards  for she was short sighted  she read it out    will visit this town   she read 
91,it was terribly dangerous work for a one armed man  she exclaimed  to stand on top of a ladder like that   his left arm had been cut off in a reaping machine two years ago 
92, let us all go   she cried  moving on  as if all those riders and horses had filled her with childlike exultation and made her forget her pity 
93, let us go   he said  repeating her words  clicking them out  however  with a self consciousness that made her wince 
94, let us all go to the circus  
95,he could not say it right 
96,he could not feel it right 
97,but why not 
98,she wondered 
99,what was wrong with him then 
100,she liked him warmly  at the moment 
101,had they not been taken  she asked  to circuses when they were children 
102,never  he answered  as if she asked the very thing he wanted  had been longing all these days to say  how they did not go to circuses 
103,it was a large family  nine brothers and sisters  and his father was a working man 
104, my father is a chemist  mrs  ramsay  he keeps a shop  
105,he himself had paid his own way since he was thirteen 
106,often he went without a greatcoat in winter 
107,he could never  return hospitality   those were his parched stiff words  at college 
108,he had to make things last twice the time other people did  he smoked the cheapest tobacco  shag  the same the old men did in the quays 
109,he worked hard   seven hours a day  his subject was now the influence of something upon somebody   they were walking on and mrs  ramsay did not quite catch the meaning  only the words  here and there   dissertation   fellowship   readership   lectureship 
110,she could not follow the ugly academic jargon  that rattled itself off so glibly  but said to herself that she saw now why going to the circus had knocked him off his perch  poor little man  and why he came out  instantly  with all that about his father and mother and brothers and sisters  and she would see to it that they did not laugh at him any more  she would tell prue about it 
111,what he would have liked  she supposed  would have been to say how he had gone not to the circus but to ibsen with the ramsays 
112,he was an awful prig   oh yes  an insufferable bore 
113,for  though they had reached the town now and were in the main street  with carts grinding past on the cobbles  still he went on talking  about settlements  and teaching  and working men  and helping our own class  and lectures  till she gathered that he had got back entire self confidence  had recovered from the circus  and was about  and now again she liked him warmly  to tell her   but here  the houses falling away on both sides  they came out on the quay  and the whole bay spread before them and mrs  ramsay could not help exclaiming   oh  how beautiful  
114,for the great plateful of blue water was before her  the hoary lighthouse  distant  austere  in the midst  and on the right  as far as the eye could see  fading and falling  in soft low pleats  the green sand dunes with the wild flowing grasses on them  which always seemed to be running away into some moon country  uninhabited of men 
115,that was the view  she said  stopping  growing greyer eyed  that her husband loved 
116,she paused a moment 
117,but now  she said  artists had come here 
118,there indeed  only a few paces off  stood one of them  in panama hat and yellow boots  seriously  softly  absorbedly  for all that he was watched by ten little boys  with an air of profound contentment on his round red face gazing  and then  when he had gazed  dipping  imbuing the tip of his brush in some soft mound of green or pink 
119,since mr  paunceforte had been there  three years before  all the pictures were like that  she said  green and grey  with lemon coloured sailing boats  and pink women on the beach 
120,but her grandmother own friends  she said  glancing discreetly as they passed  took the greatest pains  first they mixed their own colours  and then they ground them  and then they put damp cloths to keep them moist 
121,so mr  tansley supposed she meant him to see that that man own picture was skimpy  was that what one said 
122,the colours were not solid 
123,was that what one said 
124,under the influence of that extraordinary emotion which had been growing all the walk  had begun in the garden when he had wanted to take her bag  had increased in the town when he had wanted to tell her everything about himself  he was coming to see himself  and everything he had ever known gone crooked a little 
125,it was awfully strange 
126,there he stood in the parlour of the poky little house where she had taken him  waiting for her  while she went upstairs a moment to see a woman 
127,he heard her quick step above  heard her voice cheerful  then low  looked at the mats  tea caddies  glass shades  waited quite impatiently  looked forward eagerly to the walk home  determined to carry her bag  then heard her come out  shut a door  say they must keep the windows open and the doors shut  ask at the house for anything they wanted  she must be talking to a child  when  suddenly  in she came  stood for a moment silent  as if she had been pretending up there  and for a moment let herself be now   stood quite motionless for a moment against a picture of queen victoria wearing the blue ribbon of the garter  when all at once he realised that it was this  it was this    she was the most beautiful person he had ever seen 
128,with stars in her eyes and veils in her hair  with cyclamen and wild violets   what nonsense was he thinking 
129,she was fifty at least  she had eight children 
130,stepping through fields of flowers and taking to her breast buds that had broken and lambs that had fallen  with the stars in her eyes and the wind in her hair   he had hold of her bag 
131, good bye  elsie   she said  and they walked up the street  she holding her parasol erect and walking as if she expected to meet some one round the corner  while for the first time in his life charles tansley felt an extraordinary pride  a man digging in a drain stopped digging and looked at her  let his arm fall down and looked at her  for the first time in his life charles tansley felt an extraordinary pride  felt the wind and the cyclamen and the violets for he was walking with a beautiful woman 
132,he had hold of her bag 
133, no going to the lighthouse  james   he said  as trying in deference to mrs  ramsay to soften his voice into some semblance of geniality at least 
134,odious little man  thought mrs  ramsay  why go on saying that 
135, perhaps you will wake up and find the sun shining and the birds singing   she said compassionately  smoothing the little boy own hair  for her husband  with his caustic saying that it would not be fine  had dashed his spirits she could see 
136,this going to the lighthouse was a passion of his  she saw  and then  as if her husband had not said enough  with his caustic saying that it would not be fine tomorrow  this odious little man went and rubbed it in all over again 
137, perhaps it will be fine tomorrow   she said  smoothing his hair 
138,all she could do now was to admire the refrigerator  and turn the pages of the stores list in the hope that she might come upon something like a rake  or a mowing machine  which  with its prongs and its handles  would need the greatest skill and care in cutting out 
139,all these young men parodied her husband  she reflected  he said it would rain  they said it would be a positive tornado 
140,but here  as she turned the page  suddenly her search for the picture of a rake or a mowing machine was interrupted 
141,the gruff murmur  irregularly broken by the taking out of pipes and the putting in of pipes which had kept on assuring her  though she could not hear what was said  as she sat in the window which opened on the terrace   that the men were happily talking  this sound  which had lasted now half an hour and had taken its place soothingly in the scale of sounds pressing on top of her  such as the tap of balls upon bats  the sharp  sudden bark now and then   how is that  how is that   of the children playing cricket  had ceased  so that the monotonous fall of the waves on the beach  which for the most part beat a measured and soothing tattoo to her thoughts and seemed consolingly to repeat over and over again as she sat with the children the words of some old cradle song  murmured by nature   i am guarding you   i am your support   but at other times suddenly and unexpectedly  especially when her mind raised itself slightly from the task actually in hand  had no such kindly meaning  but like a ghostly roll of drums remorselessly beat the measure of life  made one think of the destruction of the island and its engulfment in the sea  and warned her whose day had slipped past in one quick doing after another that it was all ephemeral as a rainbow   this sound which had been obscured and concealed under the other sounds suddenly thundered hollow in her ears and made her look up with an impulse of terror 
142,they had ceased to talk  that was the explanation 
143,falling in one second from the tension which had gripped her to the other extreme which  as if to recoup her for her unnecessary expense of emotion  was cool  amused  and even faintly malicious  she concluded that poor charles tansley had been she would 
144,that was of little account to her 
145,if her husband required sacrifices  and indeed he did  she cheerfully offered up to him charles tansley  who had snubbed her little boy 
146,one moment more  with her head raised  she listened  as if she waited for some habitual sound  some regular mechanical sound  and then  hearing something rhythmical  half said  half chanted  beginning in the garden  as her husband beat up and down the terrace  something between a croak and a song  she was soothed once more  assured again that all was well  and looking down at the book on her knee found the picture of a pocket knife with six blades which could only be cut out if james was very careful 
147,suddenly a loud cry  as of a sleep walker  half roused  something about
148,stormed at with shot and she will
149,sung out with the utmost intensity in her ear  made her turn apprehensively to see if anyone had heard him 
150,only lily briscoe  she was glad to find  and that did not matter 
151,but the sight of the girl standing on the edge of the lawn painting reminded her  she was supposed to be keeping her head as much in the same position as possible for lily own picture 
152,lily own picture 
153,mrs  ramsay smiled 
154,with her little chinese eyes and her puckered up face  she would never marry  one could not take her painting very seriously  she was an independent little creature  and mrs  ramsay liked her for it  so  remembering her promise  she bent her head 
155,indeed  he almost knocked her easel over  coming down upon her with his hands waving shouting out   boldly we rode and well   but  mercifully  he turned sharp  and rode off  to die gloriously she supposed upon the heights of balaclava 
156,never was anybody at once so ridiculous and so alarming 
157,but so long as he kept like that  waving  shouting  she was safe  he would not stand still and look at her picture 
158,and that was what lily briscoe could not have endured 
159,even while she looked at the mass  at the line  at the colour  at mrs  ramsay sitting in the window with james  she kept a feeler on her surroundings lest some one should creep up  and suddenly she should find her picture looked at 
160,but now  with all her senses quickened as they were  looking  straining  till the colour of the wall and the jacmanna beyond burnt into her eyes  she was aware of someone coming out of the house  coming towards her  but somehow divined  from the footfall  william bankes  so that though her brush quivered  she did not  as she would have done had it been mr  tansley  paul rayley  minta doyle  or practically anybody else  turn her canvas upon the grass  but let it stand 
161,william bankes stood beside her 
162,they had rooms in the village  and so  walking in  walking out  parting late on door mats  had said little things about the soup  about the children  about one thing and another which made them allies  so that when he stood beside her now in his judicial way  he was old enough to be her father too  a botanist  a widower  smelling of soap  very scrupulous and clean  she just stood there 
163,he just stood there 
164,her shoes were excellent  he observed 
165,they allowed the toes their natural expansion 
166,lodging in the same house with her  he had noticed too  how orderly she was  up before breakfast and off to paint  he believed  alone  poor  presumably  and without the complexion or the allurement of miss doyle certainly  but with a good sense which made her in his eyes superior to that young lady 
167,now  for instance  when ramsay bore down on them  shouting  gesticulating  miss briscoe  he felt certain  understood 
168,some one had blundered 
169,mr  ramsay glared at them 
170,he glared at them without seeming to see them 
171,that did make them both vaguely uncomfortable 
172,together they had seen a thing they had not been meant to see 
173,they had encroached upon a privacy 
174,so  lily thought  it was probably an excuse of his for moving  for getting out of earshot  that made mr  bankes almost immediately say something about its being chilly and suggested taking a stroll 
175,she would come  yes 
176,but it was with difficulty that she took her eyes off her picture 
177,the jacmanna was bright violet  the wall staring white 
178,she would not have considered it honest to tamper with the bright violet and the staring white  since she saw them like that  fashionable though it was  since mr  paunceforte own visit  to see everything pale  elegant  semitransparent 
179,then beneath the colour there was the shape 
180,she could see it all so clearly  so commandingly  when she looked  it was when she took her brush in hand that the whole thing changed 
181,it was in that moment own flight between the picture and her canvas that the demons set on her who often brought her to the verge of tears and made this passage from conception to work as dreadful as any down a dark passage for a child 
182,such she often felt herself   struggling against terrific odds to maintain her courage  to say   but this is what i see  this is what i see   and so to clasp some miserable remnant of her vision to her breast  which a thousand forces did their best to pluck from her 
183,and it was then too  in that chill and windy way  as she began to paint  that there forced themselves upon her other things  her own inadequacy  her insignificance  keeping house for her father off the brompton road  and had much ado to control her impulse to fling herself  thank heaven she had always resisted so far  at mrs  ramsay own knee and say to her   but what could one say to her 
184, I am in love with you  
185,no  that was not true 
186, I am in love with this all   waving her hand at the hedge  at the house  at the children 
187,it was absurd  it was impossible 
188,so now she laid her brushes neatly in the box  side by side  and said to william bankes 
189, it suddenly gets cold  the sun seems to give less heat   she said  looking about her  for it was bright enough  the grass still a soft deep green  the house starred in its greenery with purple passion flowers  and rooks dropping cool cries from the high blue 
190,but something moved  flashed  turned a silver wing in the air 
191,it was september after all  the middle of september  and past six in the evening 
192,so off they strolled down the garden in the usual direction  past the tennis lawn  past the pampas grass  to that break in the thick hedge  guarded by red hot pokers like brasiers of clear burning coal  between which the blue waters of the bay looked bluer than ever 
193,they came there regularly every evening drawn by some need 
194,it was as if the water floated off and set sailing thoughts which had grown stagnant on dry land  and gave to their bodies even some sort of physical relief 
195,first  the pulse of colour flooded the bay with blue  and the heart expanded with it and the body swam  only the next instant to be checked and chilled by the prickly blackness on the ruffled waves 
196,then  up behind the great black rock  almost every evening spurted irregularly  so that one had to watch for it and it was a delight when it came  a fountain of white water  and then  while one waited for that  one watched  on the pale semicircular beach  wave after wave shedding again and again smoothly  a film of mother of pearl 
197,they both smiled  standing there 
198,they both felt a common hilarity  excited by the moving waves  and then by the swift cutting race of a sailing boat  which  having sliced a curve in the bay  stopped  shivered  let its sails drop down  and then  with a natural instinct to complete the picture  after this swift movement  both of them looked at the dunes far away  and instead of merriment felt come over them some sadness   because the thing was completed partly  and partly because distant views seem to outlast by a million years  lily thought  the gazer and to be communing already with a sky which beholds an earth entirely at rest 
199,looking at the far sand hills  william bankes thought of ramsay  thought of a road in westmorland  thought of ramsay striding along a road by himself hung round with that solitude which seemed to be his natural air 
200,but this was suddenly interrupted  william bankes remembered  and this must refer to some actual incident   by a hen  straddling her wings out in protection of a covey of little chicks  upon which ramsay  stopping  pointed his stick and said  pretty   pretty   an odd illumination in to his heart  bankes had thought it  which showed his simplicity  his sympathy with humble things  but it seemed to him as if their friendship had ceased  there  on that stretch of road 
201,after that  ramsay had married 
202,after that  what with one thing and another  the pulp had gone out of their friendship 
203,whose fault it was he could not say  only  after a time  repetition had taken the place of newness 
204,it was to repeat that they met 
205,but in this dumb colloquy with the sand dunes he maintained that his affection for ramsay had in no way diminished  but there  like the body of a young man laid up in peat for a century  with the red fresh on his lips  was his friendship  in its acuteness and reality  laid up across the bay among the sandhills 
206,he was anxious for the sake of this friendship and perhaps too in order to clear himself in his own mind from the imputation of having dried and shrunk   for ramsay lived in a welter of children  whereas bankes was childless and a widower   he was anxious that lily briscoe should not disparage ramsay  a great man in his own way  yet should understand how things stood between them 
207,begun long years ago  their friendship had petered out on a westmorland road  where the hen spread her wings before her chicks  after which ramsay had married  and their paths lying different ways  there had been  certainly for no one own fault  some tendency  when they met  to repeat 
208,yes 
209,that was it 
210,he finished 
211,he turned from the view 
212,and  turning to walk back the other way  up the drive  mr  bankes was alive to things which would not have struck him had not those sandhills revealed to him the body of his friendship lying with the red on its lips laid up in peat   for instance  cam  the little girl  ramsay own youngest daughter 
213,she was picking sweet alice on the bank 
214,she was wild and fierce 
215,she would not  give a flower to the gentleman  as the nursemaid told her 
216,no  no  no  she would not 
217,she clenched her fist 
218,she stamped 
219,and mr  bankes felt aged and saddened and somehow put into the wrong by her about his friendship 
220,he must have dried and shrunk 
221,the ramsays were not rich  and it was a wonder how they managed to contrive it all 
222,eight children 
223,to feed eight children on philosophy 
224,here was another of them  jasper this time  strolling past  to have a shot at a bird  he said  nonchalantly  swinging lily own hand like a pump handle as he passed  which caused mr  bankes to say  bitterly  how she was a favourite 
225,there was education now to be considered  true  mrs  ramsay had something of her own perhaps  let alone the daily wear and tear of shoes and stockings which those  great fellows   all well grown  angular  ruthless youngsters  must require 
226,as for being sure which was which  or in what order they came  that was beyond him 
227,he called them privately after the kings and queens of england  cam the wicked  james the ruthless  andrew the just  prue the fair   for prue would have beauty  he thought  how could she help it 
228,  and andrew brains 
229,while he walked up the drive and lily briscoe said yes and no and capped his comments  for she was in love with them all  in love with this world  he weighed ramsay own case  commiserated him  envied him  as if he had seen him divest himself of all those glories of isolation and austerity which crowned him in youth to cumber himself definitely with fluttering wings and clucking domesticities 
230,they gave him something   william bankes acknowledged that  it would have been pleasant if cam had stuck a flower in his coat or clambered over his shoulder  as over her father own  to look at a picture of vesuvius in eruption  but they had also  his old friends could not but feel  destroyed something 
231,what would a stranger think now 
232,what did this lily briscoe think 
233,could one help noticing that habits grew on him 
234,eccentricities  weaknesses perhaps 
235,it was astonishing that a man of his intellect could stoop so low as he did   but that was too harsh a phrase   could depend so much as he did upon people own praise 
236, oh  but   said lily   think of his work  
237,whenever she  thought of his work  she always saw clearly before her a large kitchen table 
238,it was andrew own doing 
239,she asked him what his father own books were about 
240, subject and object and the nature of reality   andrew had said 
241,and when she said heavens  she had no notion what that meant 
242, think of a kitchen table then   he told her   when you are not there  
243,so now she always saw  when she thought of mr  ramsay own work  a scrubbed kitchen table 
244,it lodged now in the fork of a pear tree  for they had reached the orchard 
245,and with a painful effort of concentration  she focused her mind  not upon the silver bossed bark of the tree  or upon its fish shaped leaves  but upon a phantom kitchen table  one of those scrubbed board tables  grained and knotted  whose virtue seems to have been laid bare by years of muscular integrity  which stuck there  its four legs in air 
246,naturally  if one own days were passed in this seeing of angular essences  this reducing of lovely evenings  with all their flamingo clouds and blue and silver to a white deal four legged table  and it was a mark of the finest minds to do so   naturally one could not be judged like an ordinary person 
247,mr  bankes liked her for bidding him  think of his work  
248,he had thought of it  often and often 
249,times without number  he had said   ramsay is one of those men who do their best work before they are forty  
250,he had made a definite contribution to philosophy in one little book when he was only five and twenty  what came after was more or less amplification  repetition 
251,but the number of men who make a definite contribution to anything whatsoever is very small  he said  pausing by the pear tree  well brushed  scrupulously exact  exquisitely judicial 
252,suddenly  as if the movement of his hand had released it  the load of her accumulated impressions of him tilted up  and down poured in a ponderous avalanche all she felt about him 
253,that was one sensation 
254,then up rose in a fume the essence of his being 
255,that was another 
256,she felt herself transfixed by the intensity of her perception  it was his severity  his goodness 
257,i respect you  she addressed silently him in person  in every atom  you are not vain  you are entirely impersonal  you are finer than mr  ramsay  you are the finest human being that i know  you have neither wife nor child  without any sexual feeling  she longed to cherish that loneliness   you live for science  involuntarily  sections of potatoes rose before her eyes   praise would be an insult to you  generous  pure hearted  heroic man 
258,but simultaneously  she remembered how he had brought a valet all the way up here  objected to dogs on chairs  would prose for hours  until mr  ramsay slammed out of the room  about salt in vegetables and the iniquity of english cooks 
259,how then did it work out  all this 
260,how did one judge people  think of them 
261,how did one add up this and that and conclude that it was liking one felt or disliking 
262,and to those words  what meaning attached  after all 
263,standing now  apparently transfixed  by the pear tree  impressions poured in upon her of those two men  and to follow her thought was like following a voice which speaks too quickly to be taken down by one own pencil  and the voice was her own voice saying without prompting undeniable  everlasting  contradictory things  so that even the fissures and humps on the bark of the pear tree were irrevocably fixed there for eternity 
264,you have greatness  she continued  but mr  ramsay has none of it 
265,he is petty  selfish  vain  egotistical  he is spoilt  he is a tyrant  he wears mrs  ramsay to death  but he has what you  she addressed mr  bankes  have not  a fiery unworldliness  he knows nothing about trifles  he loves dogs and his children 
266,he has eight 
267,mr  bankes has none 
268,did he not come down in two coats the other night and let mrs  ramsay trim his hair into a pudding basin 
269,all of this danced up and down  like a company of gnats  each separate but all marvellously controlled in an invisible elastic net   danced up and down in lily own mind  in and about the branches of the pear tree  where still hung in effigy the scrubbed kitchen table  symbol of her profound respect for mr  ramsay own mind  until her thought which had spun quicker and quicker exploded of its own intensity  she felt released  a shot went off close at hand  and there came  flying from its fragments  frightened  effusive  tumultuous  a flock of starlings 
270, jasper   said mr  bankes 
271,they turned the way the starlings flew  over the terrace 
