"","sent_raw","syuzhet","bing","afinn","nrc"
"65","insoluble questions they were  it seemed to her  standing there  holding james by the hand",0,0,0,1
"66","he had followed her into the drawing room  that young man they laughed at  he was standing by the table  fidgeting with something  awkwardly  feeling himself out of things  as she knew without looking round",1.45,0,2,2
"67","they had all gone   the children  minta doyle and paul rayley  augustus carmichael  her husband   they had all gone",0,0,0,0
"68","so she turned with a sigh and said   would it bore you to come with me  mr  tansley",-1.15,-1,-4,-1
"69","she had a dull errand in the town  she had a letter or two to write  she would be ten minutes perhaps  she would put on her hat",-1.15,-1,-2,0
"70","and  with her basket and her parasol  there she was again  ten minutes later  giving out a sense of being ready  of being equipped for a jaunt  which  however  she must interrupt for a moment  as they passed the tennis lawn  to ask mr  carmichael  who was basking with his yellow cat own eyes ajar  so that like a cat own they seemed to reflect the branches moving or the clouds passing  but to give no inkling of any inner thoughts or emotion whatsoever  if he wanted anything",1.6,1,-1,1
"71","for they were making the great expedition  she said  laughing",1.7,1,4,2
"72","they were going to the town",0,0,0,0
"73","stamps  writing paper  tobacco   she suggested  stopping by his side",-0.65,0,-1,-1
"74","but no  he wanted nothing",0,0,-1,0
"75","his hands clasped themselves over his capacious paunch  his eyes blinked  as if he would have liked to reply kindly to these blandishments  she was seductive but a little nervous  but could not  sunk as he was in a grey green somnolence which embraced them all  without need of words  in a vast and benevolent lethargy of well wishing  all the house  all the world  all the people in it  for he had slipped into his glass at lunch a few drops of something  which accounted  the children thought  for the vivid streak of canary yellow in moustache and beard that were otherwise milk white",2,2,1,0
"76","no  nothing  he murmured",0,0,-1,0
"77","he should have been a great philosopher  said mrs  ramsay  as they went down the road to the fishing village  but he had made an unfortunate marriage",0.75,0,3,1
"78","holding her black parasol very erect  and moving with an indescribable air of expectation  as if she were going to meet some one round the corner  she told the story  an affair at oxford with some girl  an early marriage  poverty  going to india  translating a little poetry  very beautifully  i believe   being willing to teach the boys persian or hindustanee  but what really was the use of that",2.05,1,2,1
"79","and then lying  as they saw him  on the lawn",-0.5,-1,0,-1
"80","it flattered him  snubbed as he had been  it soothed him that mrs  ramsay should tell him this",-0.5,0,1,0
"81","charles tansley revived",0,0,0,0
"82","insinuating  too  as she did the greatness of man own intellect  even in its decay  the subjection of all wives   not that she blamed the girl  and the marriage had been happy enough  she believed   to their husband own labours  she made him feel better pleased with himself than he had done yet  and he would have liked  had they taken a cab  for example  to have paid the fare",2.15,3,8,4
"83","as for her little bag  might he not carry that",0,0,0,0
"84","no  no  she said  she always carried that herself",0,0,-1,0
"85","she did too",0,0,0,0
"86","yes  he felt that in her",0.8,0,1,0
"87","he felt many things  something in particular that excited him and disturbed him for reasons which he could not give",0,0,1,0
"88","he would like her to see him  gowned and hooded  walking in a procession",1.1,1,2,1
"89","a fellowship  a professorship  he felt capable of anything and saw himself   but what was she looking at",1.3,1,1,1
"90","at a man pasting a bill",-0.25,0,0,0
"91","the vast flapping sheet flattened itself out  and each shove of the brush revealed fresh legs  hoops  horses  glistening reds and blues  beautifully smooth  until half the wall was covered with the advertisement of a circus  a hundred horsemen  twenty performing seals  lions  tigers   craning forwards  for she was short sighted  she read it out    will visit this town   she read",2.7,4,4,-1
"92","it was terribly dangerous work for a one armed man  she exclaimed  to stand on top of a ladder like that   his left arm had been cut off in a reaping machine two years ago",-0.5,1,-2,0
"93","let us all go   she cried  moving on  as if all those riders and horses had filled her with childlike exultation and made her forget her pity",-1,0,-5,-1
"94","let us go   he said  repeating her words  clicking them out  however  with a self consciousness that made her wince",-0.35,-1,0,-1
"95","let us all go to the circus",0.1,0,0,0
"96","he could not say it right",0.8,1,0,0
"97","he could not feel it right",0.8,1,0,0
"98","but why not",0,0,0,0
"99","she wondered",0,0,0,0
"100","what was wrong with him then",-0.75,-1,-2,-1
"101","she liked him warmly  at the moment",1.5,2,2,0
"102","had they not been taken  she asked  to circuses when they were children",0,0,0,0
"103","never  he answered  as if she asked the very thing he wanted  had been longing all these days to say  how they did not go to circuses",-0.25,-1,-1,0
"104","it was a large family  nine brothers and sisters  and his father was a working man",0.25,0,0,1
"105","my father is a chemist  mrs  ramsay  he keeps a shop",0,0,0,1
"106","he himself had paid his own way since he was thirteen",0,0,0,0
"107","often he went without a greatcoat in winter",0,0,0,0
"108","he could never  return hospitality   those were his parched stiff words  at college",0.75,-1,0,-1
"109","he had to make things last twice the time other people did  he smoked the cheapest tobacco  shag  the same the old men did in the quays",-0.25,1,0,-1
"110","he worked hard   seven hours a day  his subject was now the influence of something upon somebody   they were walking on and mrs  ramsay did not quite catch the meaning  only the words  here and there   dissertation   fellowship   readership   lectureship",0.8,0,-1,-1
"111","she could not follow the ugly academic jargon  that rattled itself off so glibly  but said to herself that she saw now why going to the circus had knocked him off his perch  poor little man  and why he came out  instantly  with all that about his father and mother and brothers and sisters  and she would see to it that they did not laugh at him any more  she would tell prue about it",-1.4,-3,-4,0
"112","what he would have liked  she supposed  would have been to say how he had gone not to the circus but to ibsen with the ramsays",0.6,1,2,0
"113","he was an awful prig   oh yes  an insufferable bore",-1.2,-3,-4,-2
"114","for  though they had reached the town now and were in the main street  with carts grinding past on the cobbles  still he went on talking  about settlements  and teaching  and working men  and helping our own class  and lectures  till she gathered that he had got back entire self confidence  had recovered from the circus  and was about  and now again she liked him warmly  to tell her   but here  the houses falling away on both sides  they came out on the quay  and the whole bay spread before them and mrs  ramsay could not help exclaiming   oh  how beautiful",3,4,12,2
"115","for the great plateful of blue water was before her  the hoary lighthouse  distant  austere  in the midst  and on the right  as far as the eye could see  fading and falling  in soft low pleats  the green sand dunes with the wild flowing grasses on them  which always seemed to be running away into some moon country  uninhabited of men",0.4,0,2,-2
"116","that was the view  she said  stopping  growing greyer eyed  that her husband loved",0.9,1,3,0
"117","she paused a moment",0,0,0,0
"118","but now  she said  artists had come here",0,0,0,0
"119","there indeed  only a few paces off  stood one of them  in panama hat and yellow boots  seriously  softly  absorbedly  for all that he was watched by ten little boys  with an air of profound contentment on his round red face gazing  and then  when he had gazed  dipping  imbuing the tip of his brush in some soft mound of green or pink",2.2,3,0,1
"120","since mr  paunceforte had been there  three years before  all the pictures were like that  she said  green and grey  with lemon coloured sailing boats  and pink women on the beach",0.5,0,1,0
"121","but her grandmother own friends  she said  glancing discreetly as they passed  took the greatest pains  first they mixed their own colours  and then they ground them  and then they put damp cloths to keep them moist",0.35,0,3,0
"122","so mr  tansley supposed she meant him to see that that man own picture was skimpy  was that what one said",-0.6,-1,0,0
"123","the colours were not solid",0.25,1,2,1
"124","was that what one said",0,0,0,0
"125","under the influence of that extraordinary emotion which had been growing all the walk  had begun in the garden when he had wanted to take her bag  had increased in the town when he had wanted to tell her everything about himself  he was coming to see himself  and everything he had ever known gone crooked a little",2.15,0,2,2
"126","it was awfully strange",-1.5,-2,-1,0
"127","there he stood in the parlour of the poky little house where she had taken him  waiting for her  while she went upstairs a moment to see a woman",0,-1,0,0
"128","he heard her quick step above  heard her voice cheerful  then low  looked at the mats  tea caddies  glass shades  waited quite impatiently  looked forward eagerly to the walk home  determined to carry her bag  then heard her come out  shut a door  say they must keep the windows open and the doors shut  ask at the house for anything they wanted  she must be talking to a child  when  suddenly  in she came  stood for a moment silent  as if she had been pretending up there  and for a moment let herself be now   stood quite motionless for a moment against a picture of queen victoria wearing the blue ribbon of the garter  when all at once he realised that it was this  it was this    she was the most beautiful person he had ever seen",2.55,2,6,5
"129","with stars in her eyes and veils in her hair  with cyclamen and wild violets   what nonsense was he thinking",-1,-2,-2,-2
"130","she was fifty at least  she had eight children",0,0,0,0
"131","stepping through fields of flowers and taking to her breast buds that had broken and lambs that had fallen  with the stars in her eyes and the wind in her hair   he had hold of her bag",-1.25,-2,-3,-1
"132","good bye  elsie   she said  and they walked up the street  she holding her parasol erect and walking as if she expected to meet some one round the corner  while for the first time in his life charles tansley felt an extraordinary pride  a man digging in a drain stopped digging and looked at her  let his arm fall down and looked at her  for the first time in his life charles tansley felt an extraordinary pride  felt the wind and the cyclamen and the violets for he was walking with a beautiful woman",1.6,2,5,3
"133","he had hold of her bag",0,0,0,0
"134","no going to the lighthouse  james   he said  as trying in deference to mrs  ramsay to soften his voice into some semblance of geniality at least",0.85,1,-1,2
"135","odious little man  thought mrs  ramsay  why go on saying that",-1,0,0,-1
"136","perhaps you will wake up and find the sun shining and the birds singing   she said compassionately  smoothing the little boy own hair  for her husband  with his caustic saying that it would not be fine  had dashed his spirits she could see",2.2,0,2,1
"137","this going to the lighthouse was a passion of his  she saw  and then  as if her husband had not said enough  with his caustic saying that it would not be fine tomorrow  this odious little man went and rubbed it in all over again",0.1,2,3,1
"138","perhaps it will be fine tomorrow   she said  smoothing his hair",0.25,1,2,0
"139","all she could do now was to admire the refrigerator  and turn the pages of the stores list in the hope that she might come upon something like a rake  or a mowing machine  which  with its prongs and its handles  would need the greatest skill and care in cutting out",4.3,4,11,1
"140","all these young men parodied her husband  she reflected  he said it would rain  they said it would be a positive tornado",1.15,1,2,1
"141","but here  as she turned the page  suddenly her search for the picture of a rake or a mowing machine was interrupted",-0.75,0,-2,-1
"142","the gruff murmur  irregularly broken by the taking out of pipes and the putting in of pipes which had kept on assuring her  though she could not hear what was said  as she sat in the window which opened on the terrace   that the men were happily talking  this sound  which had lasted now half an hour and had taken its place soothingly in the scale of sounds pressing on top of her  such as the tap of balls upon bats  the sharp  sudden bark now and then   how is that  how is that   of the children playing cricket  had ceased  so that the monotonous fall of the waves on the beach  which for the most part beat a measured and soothing tattoo to her thoughts and seemed consolingly to repeat over and over again as she sat with the children the words of some old cradle song  murmured by nature   i am guarding you   i am your support   but at other times suddenly and unexpectedly  especially when her mind raised itself slightly from the task actually in hand  had no such kindly meaning  but like a ghostly roll of drums remorselessly beat the measure of life  made one think of the destruction of the island and its engulfment in the sea  and warned her whose day had slipped past in one quick doing after another that it was all ephemeral as a rainbow   this sound which had been obscured and concealed under the other sounds suddenly thundered hollow in her ears and made her look up with an impulse of terror",-3.1,-3,-2,-3
"143","they had ceased to talk  that was the explanation",0.4,0,0,1
"144","falling in one second from the tension which had gripped her to the other extreme which  as if to recoup her for her unnecessary expense of emotion  was cool  amused  and even faintly malicious  she concluded that poor charles tansley had been she would",-1.5,-4,0,1
"145","that was of little account to her",0,0,0,0
"146","if her husband required sacrifices  and indeed he did  she cheerfully offered up to him charles tansley  who had snubbed her little boy",-0.15,0,0,-2
"147","one moment more  with her head raised  she listened  as if she waited for some habitual sound  some regular mechanical sound  and then  hearing something rhythmical  half said  half chanted  beginning in the garden  as her husband beat up and down the terrace  something between a croak and a song  she was soothed once more  assured again that all was well  and looking down at the book on her knee found the picture of a pocket knife with six blades which could only be cut out if james was very careful",2.9,0,4,4
"148","suddenly a loud cry  as of a sleep walker  half roused  something about",-1,-2,-1,-1
"149","stormed at with shot and she will",-0.65,0,0,-1
"150","sung out with the utmost intensity in her ear  made her turn apprehensively to see if anyone had heard him",-0.6,-1,0,0
"151","only lily briscoe  she was glad to find  and that did not matter",0.75,1,4,1
"152","but the sight of the girl standing on the edge of the lawn painting reminded her  she was supposed to be keeping her head as much in the same position as possible for lily own picture",0,0,0,1
"153","lily own picture",0,0,0,0
"154","mrs  ramsay smiled",0.8,0,2,0
"155","with her little chinese eyes and her puckered up face  she would never marry  one could not take her painting very seriously  she was an independent little creature  and mrs  ramsay liked her for it  so  remembering her promise  she bent her head",1.2,1,3,1
"156","indeed  he almost knocked her easel over  coming down upon her with his hands waving shouting out   boldly we rode and well   but  mercifully  he turned sharp  and rode off  to die gloriously she supposed upon the heights of balaclava",1.4,3,-1,-1
"157","never was anybody at once so ridiculous and so alarming",-1.5,-2,-3,-2
"158","but so long as he kept like that  waving  shouting  she was safe  he would not stand still and look at her picture",1.25,2,3,1
"159","and that was what lily briscoe could not have endured",0,0,0,0
"160","even while she looked at the mass  at the line  at the colour  at mrs  ramsay sitting in the window with james  she kept a feeler on her surroundings lest some one should creep up  and suddenly she should find her picture looked at",-0.75,-1,0,-1
"161","but now  with all her senses quickened as they were  looking  straining  till the colour of the wall and the jacmanna beyond burnt into her eyes  she was aware of someone coming out of the house  coming towards her  but somehow divined  from the footfall  william bankes  so that though her brush quivered  she did not  as she would have done had it been mr  tansley  paul rayley  minta doyle  or practically anybody else  turn her canvas upon the grass  but let it stand",-1,-1,0,-1
"162","william bankes stood beside her",0,0,0,0
"163","they had rooms in the village  and so  walking in  walking out  parting late on door mats  had said little things about the soup  about the children  about one thing and another which made them allies  so that when he stood beside her now in his judicial way  he was old enough to be her father too  a botanist  a widower  smelling of soap  very scrupulous and clean  she just stood there",0,1,2,1
"164","he just stood there",0,0,0,0
"165","her shoes were excellent  he observed",1,1,3,1
"166","they allowed the toes their natural expansion",0.6,0,1,0
"167","lodging in the same house with her  he had noticed too  how orderly she was  up before breakfast and off to paint  he believed  alone  poor  presumably  and without the complexion or the allurement of miss doyle certainly  but with a good sense which made her in his eyes superior to that young lady",1.9,1,-1,6
"168","now  for instance  when ramsay bore down on them  shouting  gesticulating  miss briscoe  he felt certain  understood",0.05,-2,-3,-1
"169","some one had blundered",0,0,0,0
"170","mr  ramsay glared at them",-0.8,0,0,0
"171","he glared at them without seeming to see them",-0.8,0,0,0
"172","that did make them both vaguely uncomfortable",-0.75,-1,-2,-1
"173","together they had seen a thing they had not been meant to see",0,0,0,0
"174","they had encroached upon a privacy",0,0,0,0
"175","so  lily thought  it was probably an excuse of his for moving  for getting out of earshot  that made mr  bankes almost immediately say something about its being chilly and suggested taking a stroll",-1.5,-2,-1,-2
"176","she would come  yes",0.8,0,1,0
"177","but it was with difficulty that she took her eyes off her picture",-0.5,-1,0,-1
"178","the jacmanna was bright violet  the wall staring white",0.65,1,1,0
"179","she would not have considered it honest to tamper with the bright violet and the staring white  since she saw them like that  fashionable though it was  since mr  paunceforte own visit  to see everything pale  elegant  semitransparent",2.2,3,7,4
"180","then beneath the colour there was the shape",0,0,0,1
"181","she could see it all so clearly  so commandingly  when she looked  it was when she took her brush in hand that the whole thing changed",0.5,1,1,0
"182","it was in that moment own flight between the picture and her canvas that the demons set on her who often brought her to the verge of tears and made this passage from conception to work as dreadful as any down a dark passage for a child",-2.3,-1,-5,-1
"183","such she often felt herself   struggling against terrific odds to maintain her courage  to say   but this is what i see  this is what i see   and so to clasp some miserable remnant of her vision to her breast  which a thousand forces did their best to pluck from her",0.5,1,5,1
"184","and it was then too  in that chill and windy way  as she began to paint  that there forced themselves upon her other things  her own inadequacy  her insignificance  keeping house for her father off the brompton road  and had much ado to control her impulse to fling herself  thank heaven she had always resisted so far  at mrs  ramsay own knee and say to her   but what could one say to her",-0.3,-1,3,-3
"185","I am in love with you",0.75,1,3,1
"186","no  that was not true",0.5,0,1,1
"187","I am in love with this all   waving her hand at the hedge  at the house  at the children",0.75,0,3,1
"188","it was absurd  it was impossible",-1.25,-2,0,-2
"189","so now she laid her brushes neatly in the box  side by side  and said to william bankes",0.5,1,0,1
"190","it suddenly gets cold  the sun seems to give less heat   she said  looking about her  for it was bright enough  the grass still a soft deep green  the house starred in its greenery with purple passion flowers  and rooks dropping cool cries from the high blue",1.2,4,1,3
"191","but something moved  flashed  turned a silver wing in the air",0,0,0,0
"192","it was september after all  the middle of september  and past six in the evening",0,0,0,0
"193","so off they strolled down the garden in the usual direction  past the tennis lawn  past the pampas grass  to that break in the thick hedge  guarded by red hot pokers like brasiers of clear burning coal  between which the blue waters of the bay looked bluer than ever",1.5,0,3,2
"194","they came there regularly every evening drawn by some need",0,0,0,0
"195","it was as if the water floated off and set sailing thoughts which had grown stagnant on dry land  and gave to their bodies even some sort of physical relief",0,0,0,1
"196","first  the pulse of colour flooded the bay with blue  and the heart expanded with it and the body swam  only the next instant to be checked and chilled by the prickly blackness on the ruffled waves",-1.55,0,0,-2
"197","then  up behind the great black rock  almost every evening spurted irregularly  so that one had to watch for it and it was a delight when it came  a fountain of white water  and then  while one waited for that  one watched  on the pale semicircular beach  wave after wave shedding again and again smoothly  a film of mother of pearl",1.65,2,6,2
"198","they both smiled  standing there",0.8,0,2,1
"199","they both felt a common hilarity  excited by the moving waves  and then by the swift cutting race of a sailing boat  which  having sliced a curve in the bay  stopped  shivered  let its sails drop down  and then  with a natural instinct to complete the picture  after this swift movement  both of them looked at the dunes far away  and instead of merriment felt come over them some sadness   because the thing was completed partly  and partly because distant views seem to outlast by a million years  lily thought  the gazer and to be communing already with a sky which beholds an earth entirely at rest",2.5,2,3,4
"200","looking at the far sand hills  william bankes thought of ramsay  thought of a road in westmorland  thought of ramsay striding along a road by himself hung round with that solitude which seemed to be his natural air",0.6,-1,1,0
"201","but this was suddenly interrupted  william bankes remembered  and this must refer to some actual incident   by a hen  straddling her wings out in protection of a covey of little chicks  upon which ramsay  stopping  pointed his stick and said  pretty   pretty   an odd illumination in to his heart  bankes had thought it  which showed his simplicity  his sympathy with humble things  but it seemed to him as if their friendship had ceased  there  on that stretch of road",1.9,2,2,4
"202","after that  ramsay had married",0,0,0,0
"203","after that  what with one thing and another  the pulp had gone out of their friendship",0.5,0,2,1
"204","whose fault it was he could not say  only  after a time  repetition had taken the place of newness",-0.5,-1,0,-1
"205","it was to repeat that they met",0,0,0,0
"206","but in this dumb colloquy with the sand dunes he maintained that his affection for ramsay had in no way diminished  but there  like the body of a young man laid up in peat for a century  with the red fresh on his lips  was his friendship  in its acuteness and reality  laid up across the bay among the sandhills",1.55,2,4,1
"207","he was anxious for the sake of this friendship and perhaps too in order to clear himself in his own mind from the imputation of having dried and shrunk   for ramsay lived in a welter of children  whereas bankes was childless and a widower   he was anxious that lily briscoe should not disparage ramsay  a great man in his own way  yet should understand how things stood between them",-1.1,0,2,-3
"208","begun long years ago  their friendship had petered out on a westmorland road  where the hen spread her wings before her chicks  after which ramsay had married  and their paths lying different ways  there had been  certainly for no one own fault  some tendency  when they met  to repeat",-0.5,-2,1,-1
"209","yes",0.8,0,1,0
"210","that was it",0,0,0,0
"211","he finished",0,0,0,0
"212","he turned from the view",0,0,0,0
"213","and  turning to walk back the other way  up the drive  mr  bankes was alive to things which would not have struck him had not those sandhills revealed to him the body of his friendship lying with the red on its lips laid up in peat   for instance  cam  the little girl  ramsay own youngest daughter",0.6,-2,2,2
"214","she was picking sweet alice on the bank",0.75,1,2,1
"215","she was wild and fierce",-0.75,-2,0,-2
"216","she would not  give a flower to the gentleman  as the nursemaid told her",1,0,0,1
"217","no  no  no  she would not",0,0,-1,0
"218","she clenched her fist",-0.4,-1,0,0
"219","she stamped",0,0,0,0
