,sent_raw
13,"If she finished it tonight, if they did go to the Lighthouse after all, it was to be given to the Lighthouse keeper for his little boy, who was threatened with a tuberculous hip; together with a pile of old magazines, and some tobacco, indeed, whatever she could find lying about, not really wanted, but only littering the room, to give those poor fellows, who must be bored to death sitting all day with nothing to do but polish the lamp and trim the wick and rake about on their scrap of garden, something to amuse them."
14,"For how would you like to be shut up for a whole month at a time, and possibly more in stormy weather, upon a rock the size of a tennis lawn?"
15,"she would ask; and to have no letters or newspapers, and to see nobody; if you were married, not to see your wife, not to know how your children were, - ”if they were ill, if they had fallen down and broken their legs or arms; to see the same dreary waves breaking week after week, and then a dreadful storm coming, and the windows covered with spray, and birds dashed against the lamp, and the whole place rocking, and not be able to put your nose out of doors for fear of being swept into the sea?"
16,How would you like that?
17,"she asked, addressing herself particularly to her daughters."
18,"So she added, rather differently, one must take them whatever comforts one can."
19,"""It's due west,"" said the atheist Tansley, holding his bony fingers spread so that the wind blew through them, for he was sharing Mr. Ramsay's evening walk up and down, up and down the terrace."
20,"That is to say, the wind blew from the worst possible direction for landing at the Lighthouse."
21,"Yes, he did say disagreeable things, Mrs. Ramsay admitted; it was odious of him to rub this in, and make James still more disappointed; but at the same time, she would not let them laugh at him."
22,"""The atheist,"" they called him; ""the little atheist."""
23,"Rose mocked him; Prue mocked him; Andrew, Jasper, Roger mocked him; even old Badger without a tooth in his head had bit him, for being (as Nancy put it) the hundred and tenth young man to chase them all the way up to the Hebrides when it was ever so much nicer to be alone."
24,"""Nonsense,"" said Mrs. Ramsay, with great severity."
25,"Apart from the habit of exaggeration which they had from her, and from the implication (which was true) that she asked too many people to stay, and had to lodge some in the town, she could not bear incivility to her guests, to young men in particular, who were poor as churchmice, ""exceptionally able,"" her husband said, his great admirers, and come there for a holiday."
26,"Indeed, she had the whole of the other sex under her protection; for reasons she could not explain, for their chivalry and valour, for the fact that they negotiated treaties, ruled India, controlled finance; finally for an attitude towards herself which no woman could fail to feel or to find agreeable, something trustful, childlike, reverential; which an old woman could take from a young man without loss of dignity, and woe betide the girl - ”pray Heaven it was none of her daughters!"
27,"- ”who did not feel the worth of it, and all that it implied, to the marrow of her bones!"
28,She turned with severity upon Nancy.
29,"He had not chased them, she said."
30,He had been asked.
31,They must find a way out of it all.
32,"There might be some simpler way, some less laborious way, she sighed."
33,"When she looked in the glass and saw her hair grey, her cheek sunk, at fifty, she thought, possibly she might have managed things better - ”her husband; money; his books."
34,"But for her own part she would never for a single second regret her decision, evade difficulties, or slur over duties."
35,"She was now formidable to behold, and it was only in silence, looking up from their plates, after she had spoken so severely about Charles Tansley, that her daughters, Prue, Nancy, Rose - ”could sport with infidel ideas which they had brewed for themselves of a life different from hers; in Paris, perhaps; a wilder life; not always taking care of some man or other; for there was in all their minds a mute questioning of deference and chivalry, of the Bank of England and the Indian Empire, of ringed fingers and lace, though to them all there was something in this of the essence of beauty, which called out the manliness in their girlish hearts, and made them, as they sat at table beneath their mother's eyes, honour her strange severity, her extreme courtesy, like a queen's raising from the mud to wash a beggar's dirty foot, when she admonished them so very severely about that wretched atheist who had chased them - ”or, speaking accurately, been invited to stay with them - ”in the Isle of Skye."
36,"""There'll be no landing at the Lighthouse tomorrow,"" said Charles Tansley, clapping his hands together as he stood at the window with her husband."
37,"Surely, he had said enough."
38,She wished they would both leave her and James alone and go on talking.
39,She looked at him.
40,"He was such a miserable specimen, the children said, all humps and hollows."
41,He couldn't play cricket; he poked; he shuffled.
42,"He was a sarcastic brute, Andrew said."
43,"They knew what he liked best - ”to be for ever walking up and down, up and down, with Mr. Ramsay, and saying who had won this, who had won that, who was a ""first rate man"" at Latin verses, who was ""brilliant but I think fundamentally unsound,"" who was undoubtedly the ""ablest fellow in Balliol,"" who had buried his light temporarily at Bristol or Bedford, but was bound to be heard of later when his Prolegomena, of which Mr. Tansley had the first pages in proof with him if Mr. Ramsay would like to see them, to some branch of mathematics or philosophy saw the light of day."
44,That was what they talked about.
45,She could not help laughing herself sometimes.
46,"She said, the other day, something about ""waves mountains high."""
47,"Yes, said Charles Tansley, it was a little rough."
48,"""Aren't you drenched to the skin?"" she had said."
49,"""Damp, not wet through,"" said Mr. Tansley, pinching his sleeve, feeling his socks."
50,"But it was not that they minded, the children said."
51,It was not his face; it was not his manners.
52,It was him - ”his point of view.
53,"When they talked about something interesting, people, music, history, anything, even said it was a fine evening so why not sit out of doors, then what they complained of about Charles Tansley was that until he had turned the whole thing round and made it somehow reflect himself and disparage them - ”he was not satisfied."
54,"And he would go to picture galleries they said, and he would ask one, did one like his tie?"
55,"God knows, said Rose, one did not."
56,"Disappearing as stealthily as stags from the dinner-table directly the meal was over, the eight sons and daughters of Mr. and Mrs. Ramsay sought their bedrooms, their fastness in a house where there was no other privacy to debate anything, everything; Tansley's tie; the passing of the Reform Bill; sea birds and butterflies; people; while the sun poured into those attics, which a plank alone separated from each other so that every footstep could be plainly heard and the Swiss girl sobbing for her father who was dying of cancer in a valley of the Grisons, and lit up bats, flannels, straw hats, ink-pots, paint-pots, beetles, and the skulls of small birds, while it drew from the long frilled strips of seaweed pinned to the wall a smell of salt and weeds, which was in the towels too, gritty with sand from bathing."
57,"Strife, divisions, difference of opinion, prejudices twisted into the very fibre of being, oh, that they should begin so early, Mrs. Ramsay deplored."
58,"They were so critical, her children."
59,They talked such nonsense.
60,"She went from the dining-room, holding James by the hand, since he would not go with the others."
61,"It seemed to her such nonsense - ”inventing differences, when people, heaven knows, were different enough without that."
62,"The real differences, she thought, standing by the drawing-room window, are enough, quite enough."
63,"She had in mind at the moment, rich and poor, high and low; the great in birth receiving from her, half grudging, some respect, for had she not in her veins the blood of that very noble, if slightly mythical, Italian house, whose daughters, scattered about English drawing-rooms in the nineteenth century, had lisped so charmingly, had stormed so wildly, and all her wit and her bearing and her temper came from them, and not from the sluggish English, or the cold Scotch; but more profoundly, she ruminated the other problem, of rich and poor, and the things she saw with her own eyes, weekly, daily, here or in London, when she visited this widow, or that struggling wife in person with a bag on her arm, and a note-book and pencil with which she wrote down in columns carefully ruled for the purpose wages and spendings, employment and unemployment, in the hope that thus she would cease to be a private woman whose charity was half a sop to her own indignation, half a relief to her own curiosity, and become what with her untrained mind she greatly admired, an investigator, elucidating the social problem."
64,"Insoluble questions they were, it seemed to her, standing there, holding James by the hand."
65,"He had followed her into the drawing-room, that young man they laughed at; he was standing by the table, fidgeting with something, awkwardly, feeling himself out of things, as she knew without looking round."
66,They had all gone - ”the children; Minta Doyle and Paul Rayley; Augustus Carmichael; her husband - ”they had all gone.
67,"So she turned with a sigh and said, ""Would it bore you to come with me, Mr. Tansley?"""
68,She had a dull errand in the town; she had a letter or two to write; she would be ten minutes perhaps; she would put on her hat.
69,"And, with her basket and her parasol, there she was again, ten minutes later, giving out a sense of being ready, of being equipped for a jaunt, which, however, she must interrupt for a moment, as they passed the tennis lawn, to ask Mr. Carmichael, who was basking with his yellow cat's eyes ajar, so that like a cat's they seemed to reflect the branches moving or the clouds passing, but to give no inkling of any inner thoughts or emotion whatsoever, if he wanted anything."
70,"For they were making the great expedition, she said, laughing."
71,They were going to the town.
72,"""Stamps, writing-paper, tobacco?"" she suggested, stopping by his side."
73,"But no, he wanted nothing."
74,"His hands clasped themselves over his capacious paunch, his eyes blinked, as if he would have liked to reply kindly to these blandishments (she was seductive but a little nervous) but could not, sunk as he was in a grey-green somnolence which embraced them all, without need of words, in a vast and benevolent lethargy of well-wishing; all the house; all the world; all the people in it, for he had slipped into his glass at lunch a few drops of something, which accounted, the children thought, for the vivid streak of canary-yellow in moustache and beard that were otherwise milk white."
75,"No, nothing, he murmured."
76,"He should have been a great philosopher, said Mrs. Ramsay, as they went down the road to the fishing village, but he had made an unfortunate marriage."
77,"Holding her black parasol very erect, and moving with an indescribable air of expectation, as if she were going to meet some one round the corner, she told the story; an affair at Oxford with some girl; an early marriage; poverty; going to India; translating a little poetry ""very beautifully, I believe,"" being willing to teach the boys Persian or Hindustanee, but what really was the use of that?"
78,"- ”and then lying, as they saw him, on the lawn."
79,"It flattered him; snubbed as he had been, it soothed him that Mrs. Ramsay should tell him this."
80,Charles Tansley revived.
81,"Insinuating, too, as she did the greatness of man's intellect, even in its decay, the subjection of all wives - ”not that she blamed the girl, and the marriage had been happy enough, she believed - ”to their husband's labours, she made him feel better pleased with himself than he had done yet, and he would have liked, had they taken a cab, for example, to have paid the fare."
82,"As for her little bag, might he not carry that?"
83,"No, no, she said, she always carried THAT herself."
84,She did too.
85,"Yes, he felt that in her."
86,"He felt many things, something in particular that excited him and disturbed him for reasons which he could not give."
87,"He would like her to see him, gowned and hooded, walking in a procession."
88,"A fellowship, a professorship, he felt capable of anything and saw himself - ”but what was she looking at?"
89,At a man pasting a bill.
90,"The vast flapping sheet flattened itself out, and each shove of the brush revealed fresh legs, hoops, horses, glistening reds and blues, beautifully smooth, until half the wall was covered with the advertisement of a circus; a hundred horsemen, twenty performing seals, lions, tigers...Craning forwards, for she was short-sighted, she read it out...""will visit this town,"" she read."
91,"It was terribly dangerous work for a one-armed man, she exclaimed, to stand on top of a ladder like that - ”his left arm had been cut off in a reaping machine two years ago."
92,"""Let us all go!"" she cried, moving on, as if all those riders and horses had filled her with childlike exultation and made her forget her pity."
93,"""Let's go,"" he said, repeating her words, clicking them out, however, with a self-consciousness that made her wince."
94,"""Let us all go to the circus."""
95,No.
96,He could not say it right.
97,He could not feel it right.
98,But why not?
99,she wondered.
100,What was wrong with him then?
101,"She liked him warmly, at the moment."
102,"Had they not been taken, she asked, to circuses when they were children?"
103,"Never, he answered, as if she asked the very thing he wanted; had been longing all these days to say, how they did not go to circuses."
104,"It was a large family, nine brothers and sisters, and his father was a working man."
105,"""My father is a chemist, Mrs. Ramsay. He keeps a shop."""
106,He himself had paid his own way since he was thirteen.
107,Often he went without a greatcoat in winter.
108,"He could never ""return hospitality"" (those were his parched stiff words) at college."
109,He had to make things last twice the time other people did; he smoked the cheapest tobacco; shag; the same the old men did in the quays.
110,"He worked hard - ”seven hours a day; his subject was now the influence of something upon somebody - ”they were walking on and Mrs. Ramsay did not quite catch the meaning, only the words, here and there...dissertation...fellowship...readership...lectureship."
111,"She could not follow the ugly academic jargon, that rattled itself off so glibly, but said to herself that she saw now why going to the circus had knocked him off his perch, poor little man, and why he came out, instantly, with all that about his father and mother and brothers and sisters, and she would see to it that they didn't laugh at him any more; she would tell Prue about it."
112,"What he would have liked, she supposed, would have been to say how he had gone not to the circus but to Ibsen with the Ramsays."
113,"He was an awful prig - ”oh yes, an insufferable bore."
114,"For, though they had reached the town now and were in the main street, with carts grinding past on the cobbles, still he went on talking, about settlements, and teaching, and working men, and helping our own class, and lectures, till she gathered that he had got back entire self-confidence, had recovered from the circus, and was about (and now again she liked him warmly) to tell her - ”but here, the houses falling away on both sides, they came out on the quay, and the whole bay spread before them and Mrs. Ramsay could not help exclaiming, ""Oh, how beautiful!"""
115,"For the great plateful of blue water was before her; the hoary Lighthouse, distant, austere, in the midst; and on the right, as far as the eye could see, fading and falling, in soft low pleats, the green sand dunes with the wild flowing grasses on them, which always seemed to be running away into some moon country, uninhabited of men."
116,"That was the view, she said, stopping, growing greyer-eyed, that her husband loved."
117,She paused a moment.
118,"But now, she said, artists had come here."
119,"There indeed, only a few paces off, stood one of them, in Panama hat and yellow boots, seriously, softly, absorbedly, for all that he was watched by ten little boys, with an air of profound contentment on his round red face gazing, and then, when he had gazed, dipping; imbuing the tip of his brush in some soft mound of green or pink."
120,"Since Mr. Paunceforte had been there, three years before, all the pictures were like that, she said, green and grey, with lemon-coloured sailing-boats, and pink women on the beach."
121,"But her grandmother's friends, she said, glancing discreetly as they passed, took the greatest pains; first they mixed their own colours, and then they ground them, and then they put damp cloths to keep them moist."
122,"So Mr. Tansley supposed she meant him to see that that man's picture was skimpy, was that what one said?"
123,The colours weren't solid?
124,Was that what one said?
125,"Under the influence of that extraordinary emotion which had been growing all the walk, had begun in the garden when he had wanted to take her bag, had increased in the town when he had wanted to tell her everything about himself, he was coming to see himself, and everything he had ever known gone crooked a little."
126,It was awfully strange.
127,"There he stood in the parlour of the poky little house where she had taken him, waiting for her, while she went upstairs a moment to see a woman."
128,"He heard her quick step above; heard her voice cheerful, then low; looked at the mats, tea-caddies, glass shades; waited quite impatiently; looked forward eagerly to the walk home; determined to carry her bag; then heard her come out; shut a door; say they must keep the windows open and the doors shut, ask at the house for anything they wanted (she must be talking to a child) when, suddenly, in she came, stood for a moment silent (as if she had been pretending up there, and for a moment let herself be now), stood quite motionless for a moment against a picture of Queen Victoria wearing the blue ribbon of the Garter; when all at once he realised that it was this: it was this: - ”she was the most beautiful person he had ever seen."
129,"With stars in her eyes and veils in her hair, with cyclamen and wild violets - ”what nonsense was he thinking?"
130,She was fifty at least; she had eight children.
131,Stepping through fields of flowers and taking to her breast buds that had broken and lambs that had fallen; with the stars in her eyes and the wind in her hair - ”He had hold of her bag.
132,"""Good-bye, Elsie,"" she said, and they walked up the street, she holding her parasol erect and walking as if she expected to meet some one round the corner, while for the first time in his life Charles Tansley felt an extraordinary pride; a man digging in a drain stopped digging and looked at her, let his arm fall down and looked at her; for the first time in his life Charles Tansley felt an extraordinary pride; felt the wind and the cyclamen and the violets for he was walking with a beautiful woman."
133,He had hold of her bag.
134,"""No going to the Lighthouse, James,"" he said, as trying in deference to Mrs. Ramsay to soften his voice into some semblance of geniality at least."
135,"Odious little man, thought Mrs. Ramsay, why go on saying that?"
136,"""Perhaps you will wake up and find the sun shining and the birds singing,"" she said compassionately, smoothing the little boy's hair, for her husband, with his caustic saying that it would not be fine, had dashed his spirits she could see."
137,"This going to the Lighthouse was a passion of his, she saw, and then, as if her husband had not said enough, with his caustic saying that it would not be fine tomorrow, this odious little man went and rubbed it in all over again."
138,"""Perhaps it will be fine tomorrow,"" she said, smoothing his hair."
139,"All she could do now was to admire the refrigerator, and turn the pages of the Stores list in the hope that she might come upon something like a rake, or a mowing-machine, which, with its prongs and its handles, would need the greatest skill and care in cutting out."
140,"All these young men parodied her husband, she reflected; he said it would rain; they said it would be a positive tornado."
141,"But here, as she turned the page, suddenly her search for the picture of a rake or a mowing-machine was interrupted."
142,"The gruff murmur, irregularly broken by the taking out of pipes and the putting in of pipes which had kept on assuring her, though she could not hear what was said (as she sat in the window which opened on the terrace), that the men were happily talking; this sound, which had lasted now half an hour and had taken its place soothingly in the scale of sounds pressing on top of her, such as the tap of balls upon bats, the sharp, sudden bark now and then, ""How's that? How's that?"" of the children playing cricket, had ceased; so that the monotonous fall of the waves on the beach, which for the most part beat a measured and soothing tattoo to her thoughts and seemed consolingly to repeat over and over again as she sat with the children the words of some old cradle song, murmured by nature, ""I am guarding you - ”I am your support,"" but at other times suddenly and unexpectedly, especially when her mind raised itself slightly from the task actually in hand, had no such kindly meaning, but like a ghostly roll of drums remorselessly beat the measure of life, made one think of the destruction of the island and its engulfment in the sea, and warned her whose day had slipped past in one quick doing after another that it was all ephemeral as a rainbow - ”this sound which had been obscured and concealed under the other sounds suddenly thundered hollow in her ears and made her look up with an impulse of terror."
143,They had ceased to talk; that was the explanation.
144,"Falling in one second from the tension which had gripped her to the other extreme which, as if to recoup her for her unnecessary expense of emotion, was cool, amused, and even faintly malicious, she concluded that poor Charles Tansley had been shed."
145,That was of little account to her.
146,"If her husband required sacrifices (and indeed he did) she cheerfully offered up to him Charles Tansley, who had snubbed her little boy."
147,"One moment more, with her head raised, she listened, as if she waited for some habitual sound, some regular mechanical sound; and then, hearing something rhythmical, half said, half chanted, beginning in the garden, as her husband beat up and down the terrace, something between a croak and a song, she was soothed once more, assured again that all was well, and looking down at the book on her knee found the picture of a pocket knife with six blades which could only be cut out if James was very careful."
148,"Suddenly a loud cry, as of a sleep-walker, half roused, something about"
149,Stormed at with shot and shell
150,"sung out with the utmost intensity in her ear, made her turn apprehensively to see if anyone had heard him."
151,"Only Lily Briscoe, she was glad to find; and that did not matter."
152,But the sight of the girl standing on the edge of the lawn painting reminded her; she was supposed to be keeping her head as much in the same position as possible for Lily's picture.
153,Lily's picture!
154,Mrs. Ramsay smiled.
155,"With her little Chinese eyes and her puckered-up face, she would never marry; one could not take her painting very seriously; she was an independent little creature, and Mrs. Ramsay liked her for it; so, remembering her promise, she bent her head."
156,"Indeed, he almost knocked her easel over, coming down upon her with his hands waving shouting out, ""Boldly we rode and well,"" but, mercifully, he turned sharp, and rode off, to die gloriously she supposed upon the heights of Balaclava."
157,Never was anybody at once so ridiculous and so alarming.
158,"But so long as he kept like that, waving, shouting, she was safe; he would not stand still and look at her picture."
159,And that was what Lily Briscoe could not have endured.
160,"Even while she looked at the mass, at the line, at the colour, at Mrs. Ramsay sitting in the window with James, she kept a feeler on her surroundings lest some one should creep up, and suddenly she should find her picture looked at."
161,"But now, with all her senses quickened as they were, looking, straining, till the colour of the wall and the jacmanna beyond burnt into her eyes, she was aware of someone coming out of the house, coming towards her; but somehow divined, from the footfall, William Bankes, so that though her brush quivered, she did not, as she would have done had it been Mr. Tansley, Paul Rayley, Minta Doyle, or practically anybody else, turn her canvas upon the grass, but let it stand."
162,William Bankes stood beside her.
163,"They had rooms in the village, and so, walking in, walking out, parting late on door-mats, had said little things about the soup, about the children, about one thing and another which made them allies; so that when he stood beside her now in his judicial way (he was old enough to be her father too, a botanist, a widower, smelling of soap, very scrupulous and clean) she just stood there."
164,He just stood there.
165,"Her shoes were excellent, he observed."
166,They allowed the toes their natural expansion.
167,"Lodging in the same house with her, he had noticed too, how orderly she was, up before breakfast and off to paint, he believed, alone: poor, presumably, and without the complexion or the allurement of Miss Doyle certainly, but with a good sense which made her in his eyes superior to that young lady."
168,"Now, for instance, when Ramsay bore down on them, shouting, gesticulating, Miss Briscoe, he felt certain, understood."
169,Some one had blundered.
170,Mr. Ramsay glared at them.
171,He glared at them without seeming to see them.
172,That did make them both vaguely uncomfortable.
173,Together they had seen a thing they had not been meant to see.
174,They had encroached upon a privacy.
175,"So, Lily thought, it was probably an excuse of his for moving, for getting out of earshot, that made Mr. Bankes almost immediately say something about its being chilly and suggested taking a stroll."
176,"She would come, yes."
177,But it was with difficulty that she took her eyes off her picture.
178,The jacmanna was bright violet; the wall staring white.
179,"She would not have considered it honest to tamper with the bright violet and the staring white, since she saw them like that, fashionable though it was, since Mr. Paunceforte's visit, to see everything pale, elegant, semitransparent."
180,Then beneath the colour there was the shape.
181,"She could see it all so clearly, so commandingly, when she looked: it was when she took her brush in hand that the whole thing changed."
182,It was in that moment's flight between the picture and her canvas that the demons set on her who often brought her to the verge of tears and made this passage from conception to work as dreadful as any down a dark passage for a child.
183,"Such she often felt herself - ”struggling against terrific odds to maintain her courage; to say: ""But this is what I see; this is what I see,"" and so to clasp some miserable remnant of her vision to her breast, which a thousand forces did their best to pluck from her."
184,"And it was then too, in that chill and windy way, as she began to paint, that there forced themselves upon her other things, her own inadequacy, her insignificance, keeping house for her father off the Brompton Road, and had much ado to control her impulse to fling herself (thank Heaven she had always resisted so far) at Mrs. Ramsay's knee and say to her - ”but what could one say to her?"
185,"""I'm in love with you?"""
186,"No, that was not true."
187,"""I'm in love with this all,"" waving her hand at the hedge, at the house, at the children."
188,"It was absurd, it was impossible."
189,"So now she laid her brushes neatly in the box, side by side, and said to William Bankes:"
190,"""It suddenly gets cold. The sun seems to give less heat,"" she said, looking about her, for it was bright enough, the grass still a soft deep green, the house starred in its greenery with purple passion flowers, and rooks dropping cool cries from the high blue."
191,"But something moved, flashed, turned a silver wing in the air."
192,"It was September after all, the middle of September, and past six in the evening."
193,"So off they strolled down the garden in the usual direction, past the tennis lawn, past the pampas grass, to that break in the thick hedge, guarded by red hot pokers like brasiers of clear burning coal, between which the blue waters of the bay looked bluer than ever."
194,They came there regularly every evening drawn by some need.
195,"It was as if the water floated off and set sailing thoughts which had grown stagnant on dry land, and gave to their bodies even some sort of physical relief."
196,"First, the pulse of colour flooded the bay with blue, and the heart expanded with it and the body swam, only the next instant to be checked and chilled by the prickly blackness on the ruffled waves."
197,"Then, up behind the great black rock, almost every evening spurted irregularly, so that one had to watch for it and it was a delight when it came, a fountain of white water; and then, while one waited for that, one watched, on the pale semicircular beach, wave after wave shedding again and again smoothly, a film of mother of pearl."
198,"They both smiled, standing there."
199,"They both felt a common hilarity, excited by the moving waves; and then by the swift cutting race of a sailing boat, which, having sliced a curve in the bay, stopped; shivered; let its sails drop down; and then, with a natural instinct to complete the picture, after this swift movement, both of them looked at the dunes far away, and instead of merriment felt come over them some sadness - ”because the thing was completed partly, and partly because distant views seem to outlast by a million years (Lily thought) the gazer and to be communing already with a sky which beholds an earth entirely at rest."
200,"Looking at the far sand hills, William Bankes thought of Ramsay: thought of a road in Westmorland, thought of Ramsay striding along a road by himself hung round with that solitude which seemed to be his natural air."
201,"But this was suddenly interrupted, William Bankes remembered (and this must refer to some actual incident), by a hen, straddling her wings out in protection of a covey of little chicks, upon which Ramsay, stopping, pointed his stick and said ""Pretty - ”pretty,"" an odd illumination in to his heart, Bankes had thought it, which showed his simplicity, his sympathy with humble things; but it seemed to him as if their friendship had ceased, there, on that stretch of road."
202,"After that, Ramsay had married."
203,"After that, what with one thing and another, the pulp had gone out of their friendship."
204,"Whose fault it was he could not say, only, after a time, repetition had taken the place of newness."
205,It was to repeat that they met.
206,"But in this dumb colloquy with the sand dunes he maintained that his affection for Ramsay had in no way diminished; but there, like the body of a young man laid up in peat for a century, with the red fresh on his lips, was his friendship, in its acuteness and reality, laid up across the bay among the sandhills."
207,"He was anxious for the sake of this friendship and perhaps too in order to clear himself in his own mind from the imputation of having dried and shrunk - ”for Ramsay lived in a welter of children, whereas Bankes was childless and a widower - ”he was anxious that Lily Briscoe should not disparage Ramsay (a great man in his own way) yet should understand how things stood between them."
208,"Begun long years ago, their friendship had petered out on a Westmorland road, where the hen spread her wings before her chicks; after which Ramsay had married, and their paths lying different ways, there had been, certainly for no one's fault, some tendency, when they met, to repeat."
209,Yes.
210,That was it.
211,He finished.
212,He turned from the view.
213,"And, turning to walk back the other way, up the drive, Mr. Bankes was alive to things which would not have struck him had not those sandhills revealed to him the body of his friendship lying with the red on its lips laid up in peat - ”for instance, Cam, the little girl, Ramsay's youngest daughter."
214,She was picking Sweet Alice on the bank.
215,She was wild and fierce.
216,"She would not ""give a flower to the gentleman"" as the nursemaid told her."
217,No! no! no! she would not!
218,She clenched her fist.
219,She stamped.
220,And Mr. Bankes felt aged and saddened and somehow put into the wrong by her about his friendship.
221,He must have dried and shrunk.
222,"The Ramsays were not rich, and it was a wonder how they managed to contrive it all."
223,Eight children!
224,To feed eight children on philosophy!
225,"Here was another of them, Jasper this time, strolling past, to have a shot at a bird, he said, nonchalantly, swinging Lily's hand like a pump-handle as he passed, which caused Mr. Bankes to say, bitterly, how SHE was a favourite."
226,"There was education now to be considered (true, Mrs. Ramsay had something of her own perhaps) let alone the daily wear and tear of shoes and stockings which those ""great fellows,"" all well grown, angular, ruthless youngsters, must require."
227,"As for being sure which was which, or in what order they came, that was beyond him."
228,"He called them privately after the Kings and Queens of England; Cam the Wicked, James the Ruthless, Andrew the Just, Prue the Fair - ”for Prue would have beauty, he thought, how could she help it?"
229,- ”and Andrew brains.
230,"While he walked up the drive and Lily Briscoe said yes and no and capped his comments (for she was in love with them all, in love with this world) he weighed Ramsay's case, commiserated him, envied him, as if he had seen him divest himself of all those glories of isolation and austerity which crowned him in youth to cumber himself definitely with fluttering wings and clucking domesticities."
231,"They gave him something - ”William Bankes acknowledged that; it would have been pleasant if Cam had stuck a flower in his coat or clambered over his shoulder, as over her father's, to look at a picture of Vesuvius in eruption; but they had also, his old friends could not but feel, destroyed something."
232,What would a stranger think now?
233,What did this Lily Briscoe think?
234,Could one help noticing that habits grew on him?
235,"eccentricities, weaknesses perhaps?"
236,It was astonishing that a man of his intellect could stoop so low as he did - ”but that was too harsh a phrase - ”could depend so much as he did upon people's praise.
237,"""Oh, but,"" said Lily, ""think of his work!"""
238,"Whenever she ""thought of his work"" she always saw clearly before her a large kitchen table."
239,It was Andrew's doing.
240,She asked him what his father's books were about.
241,"""Subject and object and the nature of reality,"" Andrew had said."
242,"And when she said Heavens, she had no notion what that meant."
243,"""Think of a kitchen table then,"" he told her, ""when you're not there."""
244,"So now she always saw, when she thought of Mr. Ramsay's work, a scrubbed kitchen table."
245,"It lodged now in the fork of a pear tree, for they had reached the orchard."
246,"And with a painful effort of concentration, she focused her mind, not upon the silver-bossed bark of the tree, or upon its fish-shaped leaves, but upon a phantom kitchen table, one of those scrubbed board tables, grained and knotted, whose virtue seems to have been laid bare by years of muscular integrity, which stuck there, its four legs in air."
247,"Naturally, if one's days were passed in this seeing of angular essences, this reducing of lovely evenings, with all their flamingo clouds and blue and silver to a white deal four-legged table (and it was a mark of the finest minds to do so), naturally one could not be judged like an ordinary person."
248,"Mr. Bankes liked her for bidding him ""think of his work."""
249,"He had thought of it, often and often."
250,"Times without number, he had said, ""Ramsay is one of those men who do their best work before they are forty."""
251,"He had made a definite contribution to philosophy in one little book when he was only five and twenty; what came after was more or less amplification, repetition."
252,"But the number of men who make a definite contribution to anything whatsoever is very small, he said, pausing by the pear tree, well brushed, scrupulously exact, exquisitely judicial."
253,"Suddenly, as if the movement of his hand had released it, the load of her accumulated impressions of him tilted up, and down poured in a ponderous avalanche all she felt about him."
254,That was one sensation.
255,Then up rose in a fume the essence of his being.
256,That was another.
257,She felt herself transfixed by the intensity of her perception; it was his severity; his goodness.
