,sent_no,parag_no,chap_no,sect_no,sent_raw,sent_clean,token_len,char_len,sentimentr,sentimentr_lnorm_meanstd,sentimentr_medianiqr,sentimentr_lnorm_medianiqr,syuzhet,syuzhet_lnorm_meanstd,syuzhet_medianiqr,syuzhet_lnorm_medianiqr,bing,bing_lnorm_meanstd,bing_medianiqr,bing_lnorm_medianiqr,sentiword,sentiword_lnorm_meanstd,sentiword_medianiqr,sentiword_lnorm_medianiqr,senticnet,senticnet_lnorm_meanstd,senticnet_medianiqr,senticnet_lnorm_medianiqr,nrc,nrc_lnorm_meanstd,nrc_medianiqr,nrc_lnorm_medianiqr,afinn,afinn_lnorm_meanstd,afinn_medianiqr,afinn_lnorm_medianiqr,scores,vader,vader_lnorm_meanstd,vader_medianiqr,vader_lnorm_medianiqr,textblob,textblob_lnorm_meanstd,textblob_medianiqr,textblob_lnorm_medianiqr,flair,flair_lnorm_meanstd,flair_medianiqr,flair_lnorm_medianiqr,pattern,pattern_lnorm_meanstd,pattern_medianiqr,pattern_lnorm_medianiqr,stanza,stanza_lnorm_meanstd,stanza_medianiqr,stanza_lnorm_medianiqr
10,10,0,0,0,The nearest estimate I can give makes me now between twenty-seven and twenty-eight years of age.,the nearest estimate i can give makes me now between twenty seven and twenty eight years of age,18,96,0.0,-0.029827801688260835,0.0,0.0,0.0,0.026836284022304282,0.0,0.0,0.0,0.041997404434118826,0.0,0.0,0.75,0.945742935943196,0.9114295634607492,0.9289551615552561,0.7650000000000001,0.25580332543873907,0.15762812872467233,0.20943676538273254,0.0,-0.11980133759796854,0.0,0.0,0.0,0.11409228201171913,0.0,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,-0.0034178523175449425,0.0,0.0,0.0,-0.17697320951266374,0.0,0.0,-0.5568,-0.3111388003615734,0.06453594787973427,-0.09878740709071529,0.0,-0.23192994533661754,0.0,0.0,6.688131650250312,0.003721696811019216,0.1823875887820789,0.30749968972345804
11,11,0,0,0,"I come to this, from hearing my master say, some time during 1835, I was about seventeen years old.",i come to this from hearing my master say some time during  i was about seventeen years old,18,99,1.0,0.7712155049856402,0.7407407407407407,0.7720854349299722,0.0,0.026836284022304282,0.0,0.0,25.704484358604844,0.6083293412161415,0.5492451490182194,0.8414774188125544,2.083333333333333,2.8444425739518833,2.5948781078038348,2.6243290789674356,0.29900000000000004,-0.07103544480692565,-0.12008343265792604,-0.0767839085761038,0.0,-0.11980133759796854,0.0,0.0,0.0,0.11409228201171913,0.0,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,-0.0034178523175449425,0.0,0.0,0.1,0.07358094642295562,0.5303867403314918,0.721402446714592,0.9325,0.6681072173026225,0.8270380278264875,0.7094358464515265,0.03447833876045489,-0.09222014494657592,0.23968593660294474,0.32377001792319643,6.019318485225281,-0.10265333562390423,0.0,-0.043498813309894545
12,12,1,0,0,My mother was named Harriet Bailey.,my mother was named harriet bailey,6,35,0.0,-0.029827801688260835,0.0,0.0,0.0,0.026836284022304282,0.0,0.0,0.0,0.041997404434118826,0.0,0.0,0.0,-0.12227561043669082,-0.03551024273223698,-0.024692666989094805,0.057999999999999996,-0.15870678875694305,-0.26370679380214535,-0.15355984043201487,0.0,-0.11980133759796854,0.0,0.0,0.0,0.11409228201171913,0.0,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,-0.0034178523175449425,0.0,0.0,0.0,-0.17697320951266374,0.0,0.0,0.948,1.9249585990021527,0.8349738246700884,1.7467814109086508,0.0,-0.23192994533661754,0.0,0.0,3.1716505705920106,0.45332868940249516,-0.7765685721551469,1.7910374874625958
13,13,1,0,0,"She was the daughter of Isaac and Betsey Bailey, both colored, and quite dark.",she was the daughter of isaac and betsey bailey both colored and quite dark,14,78,0.0,-0.029827801688260835,0.0,0.0,0.0,0.026836284022304282,0.0,0.0,-27.47964402379244,-0.7364293047770668,-0.5871761894248207,-1.156615856283407,-0.6875,-1.3810117543844145,-0.9035383984091409,-1.1486347506306513,-0.4870000000000001,-0.7199035858587113,-0.5884982121573301,-0.6450135482319664,7.911982467686462,0.706173528671914,0.5164038970541595,0.8445720645343084,0.0,0.11409228201171913,0.0,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,-0.0034178523175449425,0.0,0.0,-0.15,-0.6601847959599296,-0.7955801104972375,-1.3912761472352846,0.6299,0.5874763570170669,0.6721107939636745,0.6428869557127652,-0.0566239161089751,-0.5269319118369274,-0.39363718945393894,-0.683651338091752,5.111247526157661,-0.014812083987339695,-0.2476339900713145,0.2463450262007747
14,14,1,0,0,My mother was of a darker complexion than either my grandmother or grandfather.,my mother was of a darker complexion than either my grandmother or grandfather,13,79,0.0,-0.029827801688260835,0.0,0.0,0.0,0.026836284022304282,0.0,0.0,-28.050889359956056,-0.8137349351511329,-0.5993823759178057,-1.2714794867480335,-0.125,-0.36874142883204936,-0.19333354376440134,-0.24476524280702197,-0.03800000000000009,-0.31764819138878997,-0.3209177592371871,-0.29274869904586964,7.958647277843286,0.7749563880313544,0.5194496431637717,0.9149036011295083,0.0,0.11409228201171913,0.0,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,-0.0034178523175449425,0.0,0.0,0.0,-0.17697320951266374,0.0,0.0,-0.8197,-0.6912972081818519,-0.07006540632559807,-0.41255214004601176,0.0,-0.23192994533661754,0.0,0.0,4.878141478974664,0.014253713562321893,-0.311202789400552,0.3422514733799374
15,15,2,0,0,My father was a white man.,my father was a white man,6,26,0.4,0.9314241663204204,0.2962962962962963,0.9265025219159667,0.4,1.0334864414594656,0.32,1.0,0.0,0.041997404434118826,0.0,0.0,-0.29166666666666696,-1.3682972478798934,-0.4037646118072875,-1.137281800290839,-0.502,-1.3370096514451761,-0.5974374255065553,-1.1854283645754589,8.480498627958061,1.9459578338512873,0.5535101421579063,2.112270674942687,0.0,0.11409228201171913,0.0,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,-0.0034178523175449425,0.0,0.0,0.0,-0.17697320951266374,0.0,0.0,0.9052,1.8405329032604738,0.8130607856438875,1.6771004428331633,0.0,-0.23192994533661754,0.0,0.0,3.1716505705920106,0.45332868940249516,-0.7765685721551469,1.7910374874625958
16,16,2,0,0,He was admitted to be such by all I ever heard speak of my parentage.,he was admitted to be such by all i ever heard speak of my parentage,15,69,0.6,0.5469233791169479,0.4444444444444444,0.55590151314958,0.6,0.6308263784846011,0.48,0.6,0.0,0.041997404434118826,0.0,0.0,0.0,-0.12227561043669082,-0.03551024273223698,-0.024692666989094805,1.214,0.7410116113957148,0.42520858164481523,0.6343454826460864,7.869027775112714,0.6469232152832827,0.513600305067898,0.7839877035005062,-0.3561189894708727,-0.2293770330372115,-0.3641726834901285,-0.5941195666534398,"{'neg': 0.0, 'neu': 0.903, 'pos': 0.097, 'compound': 0.1027}",0.1027,0.2382534681180589,0.16147798742138364,0.24791756602038323,0.0,-0.17697320951266374,0.0,0.0,0.5735,0.5074748382551753,0.6432347331908302,0.5768574936412333,0.0,-0.23192994533661754,0.0,0.0,5.341784842063091,-0.040492711291273145,-0.1847656923596358,0.161608396426749
17,17,2,0,0,"The opinion was also whispered that my master was my father; but of the correctness of this opinion, I know nothing; the means of knowing was withheld from me.",the opinion was also whispered that my master was my father but of the correctness of this opinion i know nothing the means of knowing was withheld from me,29,159,1.6,0.7656910683878893,1.1851851851851851,0.7667607077925243,0.6,0.33924495357176815,0.48,0.3103448275862069,22.89746421879319,0.3551269539861956,0.48926564608483797,0.4652597319660528,-0.1875,-0.2880026262542595,-0.2722451942804835,-0.1726725024528734,-1.333,-0.8610449482903233,-1.0926698450536352,-0.7686144779756441,14.96188926643979,0.6342449220729874,0.9765413353780564,0.7710239527755638,0.0,0.11409228201171913,0.0,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,-0.0034178523175449425,0.0,0.0,0.0,-0.17697320951266374,0.0,0.0,-0.9518,-0.33347637567704835,-0.13769887490880234,-0.1172237831106881,0.0,-0.23192994533661754,0.0,0.0,8.075457466837847,-0.26281165977030213,0.5607159826812319,-0.5719624079800695
18,18,2,0,0,My mother and I were separated when I was but an infant—before I knew her as my mother.,my mother and i were separated when i was but an infant—before i knew her as my mother,18,87,0.0,-0.029827801688260835,0.0,0.0,0.0,0.026836284022304282,0.0,0.0,0.0,0.041997404434118826,0.0,0.0,-0.125,-0.3002787015000053,-0.19333354376440134,-0.18363397174648663,-0.16400000000000003,-0.39577010279778996,-0.3960071513706793,-0.3611619601703983,0.0,-0.11980133759796854,0.0,0.0,0.0,0.11409228201171913,0.0,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,-0.0034178523175449425,0.0,0.0,0.0,-0.17697320951266374,0.0,0.0,0.9843,0.7021668048370382,0.8535589488909083,0.7375470158153136,0.0,-0.23192994533661754,0.0,0.0,6.019318485225281,-0.10265333562390423,0.0,-0.043498813309894545
19,19,2,0,0,"It is a common custom, in the part of Maryland from which I ran away, to part children from their mothers at a very early age.",it is a common custom in the part of maryland from which i ran away to part children from their mothers at a very early age,26,126,0.0,-0.029827801688260835,0.0,0.0,0.0,0.026836284022304282,0.0,0.0,0.0,0.041997404434118826,0.0,0.0,-0.07683333333333306,-0.19802277195686405,-0.132518965100007,-0.09232830529047086,1.3149999999999997,0.3577718424021436,0.4853992848629319,0.2987330799720688,0.0,-0.11980133759796854,0.0,0.0,0.0,0.11409228201171913,0.0,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,-0.0034178523175449425,0.0,0.0,-0.08499999999999999,-0.3244146935824705,-0.4508287292817679,-0.42451759364358677,0.9183,0.4729853331471888,0.819767813943963,0.5483914906873182,8.492887310003468e-18,-0.2319299453366175,5.904071143056976e-17,5.5213441203352946e-17,8.338056897106656,-0.14190977815051983,0.6323277262994712,-0.173030642780183
20,20,2,0,0,"Frequently, before the child has reached its twelfth month, its mother is taken from it, and hired out on some farm a considerable distance off, and the child is placed under the care of an old woman, too old for field labor.",frequently before the child has reached its twelfth month its mother is taken from it and hired out on some farm a considerable distance off and the child is placed under the care of an old woman too old for field labor,42,225,1.9,0.6224503194604871,1.4074074074074072,0.6286981398715489,1.9,0.7099203194260922,1.52,0.6785714285714286,0.0,0.041997404434118826,0.0,0.0,-0.708333333333333,-0.5545688315904543,-0.9298422819145012,-0.4106929785427605,-1.5610000000000004,-0.7499623323558601,-1.2285458879618596,-0.6713367248682789,29.117019925100166,0.8934266676053232,1.9004266783116428,1.0360412927127902,0.7817244052764325,0.3833625800780521,0.7994032411532708,0.4657730568363049,"{'neg': 0.0, 'neu': 0.894, 'pos': 0.106, 'compound': 0.5574}",0.5574,0.46503253720396565,0.8764150943396226,0.4805579750304688,0.1,-0.06959285696882686,0.5303867403314918,0.3091724771633966,-0.9937,-0.22505051581857283,-0.15915112573118131,-0.027734217013741052,0.10673299429825975,-0.046575738303579785,0.7419846380231351,0.4295484981417531,10.683566872111244,-0.3317888790413556,1.2719561474735528,-0.7995618751986058
21,21,2,0,0,"For what this separation is done, I do not know, unless it be to hinder the development of the child’s affection toward its mother, and to blunt and destroy the natural affection of the mother for the child.",for what this separation is done i do not know unless it be to hinder the development of the child’s affection toward its mother and to blunt and destroy the natural affection of the mother for the child,38,207,0.9999999999999998,0.3496137646309554,0.7407407407407405,0.365724679703671,0.9999999999999998,0.4241981882738152,0.7999999999999998,0.3947368421052631,-21.56294170196073,-0.18304226138285526,-0.46074999844919734,-0.3343724498358863,0.875,0.4679451651942992,1.0692528644929136,0.5023232382590992,2.004,0.38504011498358554,0.8960071513706793,0.32261257061538273,21.9980278391157,0.7262752985459273,1.435780141073413,0.8651264348627413,0.5351047212103366,0.3178149039009917,0.5472062092531125,0.35239129241316497,"{'neg': 0.076, 'neu': 0.721, 'pos': 0.203, 'compound': 0.7003}",0.7003,0.6470808883978245,1.1011006289308176,0.6673115544152913,-0.05,-0.23631498328688938,-0.2651933701657459,-0.17085847422187703,-0.9893,-0.2531558305242298,-0.15689838340138493,-0.05093101177571299,-0.027415390787506787,-0.2845515259551307,-0.19058585345115425,-0.1219477091259043,10.166989702996394,-0.29405082467259935,1.1310838243469536,-0.6750401684820587
22,22,2,0,0,This is the inevitable result.,this is the inevitable result,5,30,-0.6,-1.760081344103887,-0.4444444444444444,-1.66770453944874,-0.6,-1.7851339993645858,-0.48,-1.8,-38.322429333725495,-2.9976113722416162,-0.8188613362748148,-4.516365723837943,-0.125,-0.7630867382646229,-0.19333354376440134,-0.5968813641157055,-1.346,-3.679307413488999,-1.1004171632896305,-3.2366355807834624,0.0,-0.11980133759796854,0.0,0.0,0.0,0.11409228201171913,0.0,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,-0.0034178523175449425,0.0,0.0,0.0,-0.17697320951266374,0.0,0.0,-0.9998,-2.3116332768424455,-0.16227424577930807,-1.7499007384794214,0.0,-0.23192994533661754,0.0,0.0,2.924938053398153,0.6147371032461242,-0.8438479014004987,2.3236259185943156
23,23,3,0,0,"I never saw my mother, to know her as such, more than four or five times in my life; and each of these times was very short in duration, and at night.",i never saw my mother to know her as such more than four or five times in my life and each of these times was very short in duration and at night,32,150,0.0,-0.029827801688260835,0.0,0.0,0.0,0.026836284022304282,0.0,0.0,0.0,0.041997404434118826,0.0,0.0,0.7625,0.4884974957743069,0.9272118935639655,0.5206746849597059,0.9480000000000002,0.09326065375540686,0.2666865315852206,0.06709418772187346,0.0,-0.11980133759796854,0.0,0.0,0.0,0.11409228201171913,0.0,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,-0.0034178523175449425,0.0,0.0,0.16666666666666666,0.05792131167697939,0.8839779005524862,0.6763147937949299,-0.9998,-0.3148126989204257,-0.16227424577930807,-0.10181966884400029,0.20139619912898035,0.22711407715819124,1.400062716242827,1.063810061826373,9.254751585525227,-0.23204416901093733,0.8823134362305025,-0.47044099875994816
24,24,3,0,0,"She was hired by a Mr. Stewart, who lived about twelve miles from my home.",she was hired by a mr stewart who lived about twelve miles from my home,15,74,0.0,-0.029827801688260835,0.0,0.0,0.0,0.026836284022304282,0.0,0.0,0.0,0.041997404434118826,0.0,0.0,0.0,-0.12227561043669082,-0.03551024273223698,-0.024692666989094805,-0.006999999999999999,-0.28663681384880835,-0.30244338498212153,-0.26559128019616024,0.0,-0.11980133759796854,0.0,0.0,0.0,0.11409228201171913,0.0,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,-0.0034178523175449425,0.0,0.0,0.0,-0.17697320951266374,0.0,0.0,0.607,0.5339071822490654,0.6603862941108707,0.5986734976648673,0.0,-0.23192994533661754,0.0,0.0,5.341784842063091,-0.040492711291273145,-0.1847656923596358,0.161608396426749
25,25,3,0,0,"She made her journeys to see me in the night, travelling the whole distance on foot, after the performance of her day’s work.",she made her journeys to see me in the night travelling the whole distance on foot after the performance of her day’s work,23,125,0.65,0.3776594456197671,0.48148148148148145,0.39275650385568156,0.65,0.4535684159793618,0.52,0.42391304347826086,24.1809067498677,0.45894301715024793,0.5166898330244355,0.6195135664910016,1.23125,1.2498960437165985,1.5190492724345819,1.2005374779450604,-0.40500000000000014,-0.5030493334121069,-0.5396305125148987,-0.4551089960900835,0.0,-0.11980133759796854,0.0,0.0,0.0,0.11409228201171913,0.0,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,-0.0034178523175449425,0.0,0.0,0.2,0.21519851282134916,1.0607734806629836,1.1291516557271875,0.9989,0.5689844979320671,0.8610339575306872,0.6276246516092745,0.06358301311990233,-0.030294762418945336,0.4420153232313112,0.4672787922174646,7.4177230426937495,-0.13671302328940346,0.3813496036206143,-0.15588326209196535
