,sent_no,sent_raw,roberta15lg,yelp,nlptown,huggingface,hinglish,imdb2way,t5imdb50k,robertaxml8lang,sent_clean,char_len,token_len,nlptown_medianiqr,nlptown_lnorm_medianiqr,roberta15lg_medianiqr,roberta15lg_lnorm_medianiqr,yelp_medianiqr,yelp_lnorm_medianiqr,hinglish_medianiqr,hinglish_lnorm_medianiqr,imdb2way_medianiqr,imdb2way_lnorm_medianiqr,huggingface_medianiqr,huggingface_lnorm_medianiqr,t5imdb50k_medianiqr,t5imdb50k_lnorm_medianiqr,robertaxml8lang_medianiqr,robertaxml8lang_lnorm_medianiqr,nlptown_roll100,nlptown_roll100_stdscale,roberta15lg_roll100,roberta15lg_roll100_stdscale,yelp_roll100,yelp_roll100_stdscale,hinglish_roll100,hinglish_roll100_stdscale,imdb2way_roll100,imdb2way_roll100_stdscale,huggingface_roll100,huggingface_roll100_stdscale,t5imdb50k_roll100,t5imdb50k_roll100_stdscale,robertaxml8lang_roll100,robertaxml8lang_roll100_stdscale,mean_lnorm_medianiqr_roll100,robertaxml8lang_roll100_stdscale_stand
10,10,They seldom come nearer to it,-0.8643209934234619,2.3486188650131226,1.4480828046798706,-0.987269639968872,1.670331358909607,0.9795472621917723,1,-1.5121162533760069,they seldom come nearer to it,29,6,-0.36715191317968027,-0.17296088092637132,-0.9234536015739416,-0.8950302837499027,0.45703347974208786,0.4535091953085294,0.934716678734388,1.1432544408995378,0.08984792618629771,0.964827308788739,-0.8327015642615273,-1.002459854353097,0.5,0.8327787021630616,-0.9159717419505079,-1.0750097107496897,,,,,,,,,,,,,,,,,,
11,11,"than planting-time, harvest-time, cherry-time, spring-time, or",-0.9653794765472412,3.384568810462952,2.326660633087158,0.6739045977592468,0.8735260963439941,0.903991162776947,-1,0.7467118501663208,than planting time harvest time cherry time spring time or,62,10,-0.08191195832278796,-0.1899361364171468,-0.9742064848012704,-0.6978343956549644,1.0192225252956437,0.31274127603728424,0.06645294199102077,-0.1585191199406672,-0.13746141489651284,0.055666806937984765,0.006975465687595585,0.021497616691440475,-0.5,-0.5,0.10830246831161673,0.13186343230465017,,,,,,,,,,,,,,,,,,
12,12,fall-time.,0.9900144934654236,2.6468608975410457,0.2620888948440552,0.7519759535789491,0.8127493858337402,-0.5669612884521484,-1,-0.40015000104904175,fall time,10,2,-0.75219787992731,-0.39343578996101247,0.007817772399594934,1.7539278320135139,0.6188833879806763,2.9287053471693394,0.00022570146716995165,2.006466818338631,-4.562798813764719,-4.602621041526837,0.04643834844241349,1.3779398060560477,-0.5,-2.4900497512437814,-0.41174640795798084,-0.8806928413283707,,,,,,,,,,,,,,,,,,
13,13,A want of information concerning my own was a source of,0.9847209453582764,0.6339052319526672,1.2831086218357086,-0.9951151013374328,0.8115924596786499,0.9204199314117432,1,0.8010722994804382,a want of information concerning my own was a source of,55,11,-0.4207125960759562,-0.4210610812754298,0.005159283763750045,0.07592633216418218,-0.4735068663451385,-0.4371011173280624,-0.0010349792458570302,-0.251043115882001,-0.08803572190679898,-0.028275484273941297,-0.8366672251482163,-0.67577438907281,0.5,0.4545867393278837,0.1329524211802718,0.12506321972131204,,,,,,,,,,,,,,,,,,
14,14,unhappiness to me even during childhood.,-0.9992488622665404,1.54116690158844,0.4777982831001282,-0.9561490416526794,1.9710578918457031,0.9954959154129028,-1,-1.8190113306045528,unhappiness to me even during childhood,40,6,-0.6821654545929356,-0.49492908397309043,-0.9912161303575718,-0.9884848539655041,0.018845659334454902,0.09441182363385345,1.2624127363435347,1.4848979062446364,0.13782919947767774,0.9980236764678915,-0.8169709738328446,-0.9795655456260148,-0.5,-0.8327787021630616,-1.0551344840682646,-1.2639382654873805,,,,,,,,,,,,,,,,,,
15,15,The white children could tell,0.9902288913726808,0.4392513930797577,2.279628723859787,-0.8693801164627075,0.8899682760238647,-0.5088517069816589,1,-1.4565285742282867,the white children could tell,29,5,-0.09718138492460493,0.2539571289152844,0.007925445814184782,0.526377350435036,-0.5791415607335619,-0.35665045986022376,0.08436967653050274,0.4585228521607105,-4.387977048520667,-2.344612118432244,-0.7731117134731148,-1.0433917974444054,0.5,0.999001996007984,-0.8907652970377471,-1.2197628165351322,,,,,,,,,,,,,,,,,,
16,16,their ages.,0.985827088356018,2.384348154067993,3.32749342918396,0.985176682472229,0.724445641040802,0.8654329776763916,1,0.5592503547668457,their ages,11,2,0.2430194163915857,2.6480100722530624,0.005714803148781229,1.7452557719543131,0.4764230409851678,2.579625853930651,-0.09599723156853619,1.70650988343543,-0.2534631105430265,4.312095518368885,0.16431478245627176,1.8909050200066215,0.5,2.4900497512437814,0.02329733894664282,0.885287927742141,,,,,,,,,,,,,,,,,,
17,17,I could not tell why I ought to be deprived of the same,-0.9980335235595704,0.7417340874671936,1.36757430434227,-0.9993723630905152,-1.58963543176651,0.6398157477378845,-1,-1.8856515288352969,i could not tell why i ought to be deprived of the same,55,13,-0.39328988327109904,-0.4438421144995391,-0.9906057714686406,-0.6157100414470305,-0.41499033122574974,-0.4386053671841744,-2.617607935962355,-1.588592390369094,-0.9322290112637839,-0.4588507143836638,-0.838819151673054,-0.6157894516439943,-0.5,-0.38470407378939275,-1.0853527358721375,-0.6803802570170128,,,,,,,,,,,,,,,,,,
18,18,privilege.,0.9949631690979004,0.7647896409034729,4.3879412710666665,0.9975437521934508,0.684837281703949,-0.7795350551605225,1,-0.3626897037029265,privilege,10,1,0.5873054713846427,8.010710112643867,0.010303061597903949,3.804330369760919,-0.4024785495146916,1.4329174249363785,-0.13915771719755546,3.8752402376836685,-5.202323659756046,-10.72912117020785,0.1705659896667154,4.090652571019201,0.5,4.955445544554455,-0.39475989339310324,-1.4727368815906594,,,,,,,,,,,,,,,,,,
19,19,I was not allowed to make any inquiries of my master,-0.9992652535438538,0.8297619223594666,0.4971019625663757,-0.9975392818450928,-1.6529855132102966,0.871906042098999,-1,-1.5828163623809814,i was not allowed to make any inquiries of my master,52,11,-0.675898302746518,-0.5634339575480748,-0.9912243622700022,-0.6741831985529811,-0.3672194088007824,-0.38955433892557906,-2.686639330484363,-1.7794222033287281,-0.23398899766418238,-0.0833968281268449,-0.8378925804676657,-0.6767478795437711,-0.5,-0.4545867393278837,-0.9480309757642505,-0.6760258410068074,,,,,,,,,,,,,,,,,,
20,20,concerning it.,0.9840316772460938,2.5029233098030095,3.3177039325237274,0.9915278553962708,0.7558915615081787,-0.6758140921592712,1,-1.4901185035705566,concerning it,14,2,0.2398411486329985,2.6382970886070605,0.004813124362494453,1.7415374995231967,0.5407713754986537,2.7373026003127827,-0.06173120234776289,1.8133277985841256,-4.890280767932771,-5.280082488242713,0.16752512240522627,1.9048755199843856,0.5,2.4900497512437814,-0.9059967784841924,-2.887012103852146,,,,,,,,,,,,,,,,,,
21,21,He deemed all such inquiries on the part of a slave,-0.9987211227416992,0.898529052734375,0.4153934717178345,-0.9358173608779908,0.7498981356620789,-0.9189665913581848,-1,-1.6393138766288755,he deemed all such inquiries on the part of a slave,51,11,-0.7024258629551718,-0.5782341793029616,-0.9909510927115396,-0.6739774724744032,-0.329900880467698,-0.372860216797204,-0.0682621259818176,-0.289302126421871,-5.621801251435902,-2.118181250154558,-0.8066938789086465,-0.6519618944568386,-0.5,-0.4545867393278837,-0.9736499888698888,-0.6950114343134087,,,,,,,,,,,,,,,,,,
22,22,"improper and impertinent, and evidence of a restless spirit.",-0.9963527917861938,0.5836050510406494,0.7196201682090759,-0.9994444251060486,1.8839260935783384,0.9780005812644958,-1,-1.906252920627594,improper and impertinent and evidence of a restless spirit,60,9,-0.6036553199621438,-0.4941941744729593,-0.9897616861351396,-0.7567009362651125,-0.5008037553717792,-0.4178631388857204,1.167466851436604,0.6732848785701591,0.08519476085394881,0.2838070865802558,-0.8388555770026799,-0.7666032751526418,-0.5,-0.5554938956714761,-1.0946945154769088,-0.9269081944336565,,,,,,,,,,,,,,,,,,
23,23,The,0.9892483353614808,2.4192151725292206,4.3407693803310385,0.963598132133484,0.5769283771514893,0.6124285459518433,0,-0.4050284624099731,the,3,1,0.5719905982466114,7.917567103918955,0.00743299784548401,3.7807768626939398,0.49534466544792516,5.811120013082232,-0.2567440247891006,3.145762986407671,-1.0146229786641907,6.511286387623999,0.15340742990556927,3.942053381355042,0.0,0.0,-0.4139585648502765,-1.6278322752930892,,,,,,,,,,,,,,,,,,
24,24,nearest estimate I can give makes me now between twenty-seven and,0.9459018111228944,0.5441913604736328,2.3513587713241577,-0.9629897475242616,0.9175173044204712,0.9782515168190002,1,0.8262251019477844,nearest estimate i can give makes me now between twenty seven and,65,12,-0.07389343610655787,-0.2630273070266559,-0.014336189806946686,0.03147195657634925,-0.522192766664205,-0.4698803007958603,0.1143893356154187,-0.23273121900274663,0.08594969653737362,-0.05511416209648802,-0.8204287589697374,-0.6306744236360299,0.5,0.4167360532889259,0.14435805529767884,0.11039764510008304,,,,,,,,,,,,,,,,,,
25,25,twenty-eight years of age.,0.9849288463592528,2.3404155373573303,4.638959467411041,0.9973919987678528,0.5917138457298279,0.9005884528160095,1,0.7104063630104065,twenty eight years of age,26,5,0.668801289601826,1.1931168396029364,0.0052636943475946356,0.5219736761622049,0.4525817000345554,0.6576155989880005,-0.24063257723666576,0.05205610632828163,-0.1476984144916091,1.174636421233885,0.17048928256230894,0.604040773542784,0.5,0.999001996007984,0.09183960682760696,0.3804962558077817,,,,,,,,,,,,,,,,,,
26,26,"I come to this, from hearing my master say,",0.9915411472320556,4.364918112754822,4.624363124370575,0.9958335161209106,0.9043901562690736,0.9943498373031616,1,1.4886513650417328,i come to this from hearing my master say,43,9,0.6640624262987469,0.3700889067194308,0.008584477756249967,0.16171999793665268,1.5512382283567065,0.7038656017798346,0.10008492870171849,-0.06900138894313924,0.13438124144421168,0.3065064787071086,0.1697015132540145,0.21250941440241417,0.5,0.5554938956714761,0.4447377683105464,0.4671628144092284,,,,,,,,,,,,,,,,,,
27,27,"some time during 1835, I was about seventeen years old.",0.9891180992126464,2.436010390520096,1.3827559649944303,-0.922732949256897,0.676921546459198,0.8714348673820496,1,0.7505289912223816,some time during  i was about seventeen years old,55,9,-0.38836099016788334,-0.3474144616649155,0.007367591559445896,0.1606005327670468,0.5044590899562001,0.13165399305851017,-0.1477833452971348,-0.241375692856914,-0.23540651941655127,0.13585069511052777,-0.8000800754682214,-0.7289598081015234,0.5,0.5554938956714761,0.11003336546776792,0.16406295776128904,,,,,,,,,,,,,,,,,,
28,28,My mother was named Harriet Bailey.,0.9742758870124816,3.330062508583069,4.272469699382782,0.8921607732772827,0.6415325403213501,0.7721041440963745,1,0.7603615522384644,my mother was named harriet bailey,35,6,0.5498163556462283,0.7642516098136081,-8.636024495189122e-05,0.378429993464731,0.989643059641828,0.8899857274331053,-0.18634608095219904,-0.025523019784733234,-0.5342414438530483,0.5330442657114144,0.1172978467267322,0.3801697363362488,0.5,0.8327787021630616,0.11449197772507447,0.3239568395299464,,,,,,,,,,,,,,,,,,
29,29,She was the daughter of Isaac and,0.9953360557556152,0.3762942254543304,2.2755221128463745,0.9877073764801024,0.8268597722053528,0.9102065563201904,1,0.698586642742157,she was the daughter of isaac and,33,7,-0.09851464135585825,-0.006107994973994521,0.010490330122139074,0.294672198005414,-0.6133071400007393,-0.44751382790107974,0.015601524611786977,0.051016670270395297,-0.11876250082038735,0.5502337257858118,0.16559397736549897,0.346805038292458,0.5,0.7139800285306704,0.08647990963582211,0.22457806479045994,,,,,,,,,,,,,,,,,,
30,30,"Betsey Bailey, both colored, and quite dark.",-0.981487274169922,1.5520334839820862,2.407817006111145,-0.9217385053634644,0.8198478817939758,0.9928215146064758,1,-1.4915868937969208,betsey bailey both colored and quite dark,44,7,-0.05556364923823436,0.03152886771825017,-0.9822960300479772,-0.879206429548625,0.02474273342683335,0.0007802536682727251,0.007960799259881047,0.04418710680896883,0.1297833065609111,0.6976623093424119,-0.7995774119450798,-0.8575191385280178,0.5,0.7139800285306704,-0.9066626256272783,-0.9313815493377557,,,,,,,,,,,,,,,,,,
31,31,My mother was of a darker,-0.6184983849525452,1.3623169660568235,2.341179698705673,-0.9771640300750732,1.499049812555313,0.7655274868011475,-1,-1.5913041234016418,my mother was of a darker,25,6,-0.07719818398466567,0.1233942558616803,-0.7999982937490598,-0.7247671170601099,-0.07821257692055526,0.014872055718508732,0.7480743930221808,0.9486682815911975,-0.5540272142658098,0.5193552644744396,-0.8275934616262165,-0.995025519369129,-0.5,-0.8327787021630616,-0.951879783339602,-1.1237587815129129,,,,,,,,,,,,,,,,,,
32,32,complexion than either my grandmother or grandfather.,0.9526771306991576,2.499912470579148,3.408077478408813,0.9799940586090088,0.6589778661727905,0.9660460948944092,1,0.5669184327125549,complexion than either my grandmother or grandfather,53,7,0.2691819142601604,0.31609515084002154,-0.010933536287392638,0.2693404449649987,0.539137454055815,0.36219417827219197,-0.16733623686092708,-0.11249988004737578,0.049229875943086816,0.6498808629292295,0.16169511131402975,0.34194010062442065,0.5,0.7139800285306704,0.02677445810845626,0.15508442388961896,,,,,,,,,,,,,,,,,,
33,33,My father was a white man.,-0.9846758842468262,0.4574428200721741,4.256203413009644,-0.568352997303009,0.8014745712280273,-0.5929549932479858,1,0.604744553565979,my father was a white man,26,6,0.5445353268736559,0.7588539899636327,-0.9838973914566219,-0.978391228317435,-0.5692694418893615,-0.38755179391990285,-0.012060252354374813,0.15618076657488805,-4.641000467306982,-2.308261793099373,-0.6209509397207795,-0.6942778955533291,0.5,0.8327787021630616,0.04392685673660384,0.2281570146604352,,,,,,,,,,,,,,,,,,
34,34,He was admitted to be such by all I ever,0.9934927821159364,0.8377229571342468,4.770048379898071,0.9915322065353394,1.7408609390258791,0.9927601814270021,1,-1.4361463487148285,he was admitted to be such by all i ever,40,10,0.7113607467962155,0.2968594886900229,0.009564614151555495,0.11676745820778935,-0.36289911653057144,-0.36730518724157674,1.0115714381840377,0.433081416025478,0.1295987866515898,0.1666017498758225,0.1675273217841036,0.16179133845582427,0.5,0.5,-0.8815228992171948,-0.6749508899197184,,,,,,,,,,,,,,,,,,
35,35,heard speak of my parentage.,-0.9731429815292358,0.8114266991615295,4.243949979543686,0.8343559503555298,0.9223120212554932,-0.511673092842102,1,0.5154885649681091,heard speak of my parentage,28,5,0.5405571149319682,1.035878606956508,-0.9781054178705838,-1.1049390219340633,-0.37716956293220016,-0.15809591524796388,0.11961404854263748,0.5026015163380453,-4.3964651436691025,-2.3516568716274593,0.08807912846990808,0.4601609211450894,0.5,0.999001996007984,0.0034533886188315857,0.23655147494797152,,,,,,,,,,,,,,,,,,
36,36,The opinion was also whispered that my,-0.9886698126792908,0.5946136116981506,0.32966920733451843,-0.6785375475883484,-1.4473107755184174,0.9900245666503906,-1,0.6703667640686035,the opinion was also whispered that my,38,7,-0.7302571882085813,-0.5596879315591777,-0.9859031942065297,-0.8834715696449074,-0.49482963255229134,-0.3642714865102587,-2.462519429811195,-2.164019670369795,0.12136873246478072,0.6926710815550875,-0.6766461424446109,-0.7041276252835156,-0.5,-0.7139800285306704,0.07368349812636822,0.20968379293574022,,,,,,,,,,,,,,,,,,
37,37,"master was my father; but of the correctness of this opinion, I know",0.994446098804474,2.3649668991565704,3.3237169086933136,0.9977888464927672,0.7929470539093018,0.9384644031524658,1,0.5049700140953064,master was my father but of the correctness of this opinion i know,68,13,0.24179332747898372,-0.14398692611462202,0.010043382178508272,0.021804283225004387,0.4659052266369546,-0.10512250535232766,-0.021352527895402335,-0.33819951227616946,-0.03374921144188412,-0.1716904858516746,0.1706898779673123,0.0629293727671064,0.5,0.38470407378939275,-0.0013162883528008474,-0.0005262142860305388,,,,,,,,,,,,,,,,,,
38,38,nothing; the means of knowing was withheld from me.,-0.9994794130325316,0.7993843555450441,0.5001031756401062,-0.9988986849784852,1.493822455406189,0.9403782486915588,-1,0.5491192340850829,nothing the means of knowing was withheld from me,51,9,-0.6749239259138831,-0.5427824746099041,-0.991331915947684,-0.7581454571973382,-0.383704698817593,-0.35385208146915254,0.7423782400663425,0.37766675728142596,-0.02799143712856178,0.23157204433856268,-0.8385797206602029,-0.7663354723202364,-0.5,-0.5554938956714761,0.018703343671345227,0.08135679590911861,,,,,,,,,,,,,,,,,,
39,39,My mother and I,0.9929998517036438,4.385729014873505,4.411150127649306,0.9965574741363524,1.5498355031013489,0.877092182636261,1,0.6954903602600098,my mother and i,15,4,0.5948404819322153,1.540317625644222,0.009317058094102677,0.7344299546098021,1.5625318832775825,2.3322699513664946,0.8034146066455343,1.8845217599195827,-0.21838657512757695,1.662108518942692,0.1700674537450285,0.8226223251572532,0.5,1.2481296758104738,0.08507588854666695,0.49756384666894354,,,,,,,,,,,,,,,,,,
40,40,were separated when I was but an infantâbefore I knew her as my mother.,-0.9948842525482178,2.304915636777878,2.2948702275753017,-0.9871130585670472,0.9103071689605712,0.9403159618377686,1,0.7172103524208069,were separated when i was but an infantâbefore i knew her as my mother,73,14,-0.09223306311269919,-0.32680692308860954,-0.9890241666498286,-0.5919812408450759,0.433316623269343,-0.15125910331204098,0.10653258635565445,-0.3107077830161958,-0.02817882615211972,-0.23444576003203935,-0.8326224167504214,-0.5876787408919972,0.5,0.3572448251249108,0.09492490175068702,0.04527311265564227,,,,,,,,,,,,,,,,,,
41,41,"It is a common custom, in the part of Maryland from which I ran away,",-0.988399624824524,2.3953043818473816,2.3075185418128967,-0.780253529548645,0.5476049780845642,0.9954679012298584,1,0.5976957678794861,it is a common custom in the part of maryland from which i ran away,69,15,-0.0881266487854816,-0.34688986187835097,-0.9857675023554496,-0.5704891869450552,0.4823687638120436,-0.164459490332208,-0.2886971822844287,-0.5052490667305237,0.13774491924698662,-0.24441800249900789,-0.7280607211751288,-0.5059922377827344,0.5,0.3334443704197202,0.0407305580093934,0.0031952542821395927,,,,,,,,,,,,,,,,,,
42,42,to part children from their mothers at a very early age.,0.9745144844055176,0.6794083118438721,3.3797867000103,0.9931556582450868,0.8512848019599915,0.7945095896720886,1,0.6991413235664368,to part children from their mothers at a very early age,56,11,0.2599970019025528,-0.04128047116582658,3.346646580794761e-05,0.07206745268216082,-0.44881326684629813,-0.42605464834237744,0.04221702102121762,-0.22642837593791676,-0.4668350119444812,-0.17133445851794082,0.16834793113316918,0.1226655917901222,0.5,0.4545867393278837,0.08673143176906711,0.0908100303587315,,,,,,,,,,,,,,,,,,
43,43,"Frequently,",0.9951183199882508,2.3561466336250305,2.30767434835434,0.9815208315849304,0.550531268119812,0.9919417500495912,0,0.5151678919792175,frequently,11,1,-0.08807606447819459,3.903130002737449,0.010380980390836235,3.8049698192638903,0.46111864724430623,5.644218067372072,-0.28550845896623916,2.967315335419802,0.12713654867793042,11.211813259874889,0.1624668522721497,4.020511179750662,0.0,0.0,0.003307978230172861,1.7430321578150803,,,,,,,,,,,,,,,,,,
44,44,"before the child has reached its twelfth month, its mother is taken",-0.993833303451538,0.5941277742385864,1.3023158609867096,-0.9529083967208862,0.8661376833915709,0.951269030570984,1,0.5581207871437073,before the child has reached its twelfth month its mother is taken,67,12,-0.41447675463856304,-0.4372234754014013,-0.9884963663590176,-0.6408430051057125,-0.49509328669782826,-0.4587669673303336,0.058401927094334116,-0.261940692725599,0.004773309490994364,-0.08321892850609061,-0.8153329186248797,-0.6269630917852078,0.5,0.4167360532889259,0.022785132203990126,0.02780470080485398,,,,,,,,,,,,,,,,,,
45,45,"from it, and hired out on some farm a considerable distance off, and",-0.9930475950241088,0.4957186579704285,1.2864312231540678,-0.9899187684059144,0.8943049311637878,-0.9885966777801514,-1,0.7038938999176025,from it and hired out on some farm a considerable distance off and,68,13,-0.4196338770149775,-0.4562804581262774,-0.9881017733784442,-0.6141147423897803,-0.5484979201857345,-0.48914767318770275,0.08909524822744783,-0.28500632017491984,-5.831282275293662,-2.024621313976523,-0.8340406244560868,-0.6125767251800499,-0.5,-0.38470407378939275,0.08888650562403058,0.0560445166069313,,,,,,,,,,,,,,,,,,
46,46,"the child is placed under the care of an old woman, too old for field",-0.9984769225120544,0.687080442905426,2.393128752708435,-0.9778264760971068,0.8324494957923889,-0.9591768383979796,-1,-1.7478931546211245,the child is placed under the care of an old woman too old for field,69,15,-0.06033235225127392,-0.3355153379926239,-0.99082845218344,-0.5732838969616063,-0.44464975676764856,-0.46864191334835115,0.0216925414725634,-0.375679497198133,-5.742773149537875,-1.873444565041853,-0.8279283095281703,-0.56418927205449,-0.5,-0.3334443704197202,-1.0228856761902003,-0.5749718282688924,,,,,,,,,,,,,,,,,,
47,47,labor.,-0.9863252639770508,1.4117862284183502,3.322441399097442,-0.9990919232368468,0.7117066979408264,0.9701774716377258,0,-0.3975501954555512,labor,6,1,0.24137921926024405,5.906832945043559,-0.9847257313867106,-4.36148744095847,-0.051366610555656195,3.145102156028863,-0.1098786187252069,4.056880742525779,0.0616590581343513,10.942247999890487,-0.8386773971851385,-4.649751725598713,0.0,0.0,-0.4105675162056905,-1.6004378784584246,,,,,,,,,,,,,,,,,,
