,sent_no,sent_raw,jockers_rinker,jockers,huliu,lmcd,nrc,senticnet,sentiword,sent_clean,char_len,token_len,jockers_rinker_medianiqr,jockers_rinker_lnorm_medianiqr,jockers_medianiqr,jockers_lnorm_medianiqr,huliu_medianiqr,huliu_lnorm_medianiqr,lmcd_medianiqr,lmcd_lnorm_medianiqr,nrc_medianiqr,nrc_lnorm_medianiqr,senticnet_medianiqr,senticnet_lnorm_medianiqr,sentiword_medianiqr,sentiword_lnorm_medianiqr,jockers_rinker_roll100,jockers_roll100,huliu_roll100,senticnet_roll100,sentiword_roll100,nrc_roll100,lmcd_roll100,mean_roll100,jockers_rinker_roll100_stdscale,jockers_roll100_stdscale,huliu_roll100_stdscale,senticnet_roll100_stdscale,sentiword_roll100_stdscale,nrc_roll100_stdscale,lmcd_roll100_stdscale
20,21,"Frequently, before the child has reached its twelfth month, its mother is taken from it, and hired out on some farm a considerable distance off, and the child is placed under the care of an old woman, too old for field labor.",0.293176364927975,0.293176364927975,0.0,0.0,0.617213399848368,-0.24086752929082503,-0.10929820622314801,frequently before the child has reached its twelfth month its mother is taken from it and hired out on some farm a considerable distance off and the child is placed under the care of an old woman too old for field labor,219,42,0.8644923932638922,0.4258384267686129,0.9246239859977519,0.45530215674113306,0.0,0.0,0.0,0.0,1.3835262866185882,0.8028493766901188,-0.7350697590303213,-0.40857380442521973,-0.5278731026404903,-0.23988339638061346,,,,,,,,,,,,,,,
21,22,"For what this separation is done, I do not know, unless it be to hinder the development of the child's affection toward its mother, and to blunt and destroy the natural affection of the mother for the child.",0.162221421130763,0.162221421130763,-0.162221421130763,-0.32444284226152503,0.48666426339228797,0.112581666264749,0.0405553552826906,for what this separation is done i do not know unless it be to hinder the development of the child own affection toward its mother and to blunt and destroy the natural affection of the mother for the child,205,39,0.4783441005773291,0.25374694711443396,0.511616333932632,0.27130368004683664,-0.45544039903786915,-0.31281405538599216,-0.32444284226152503,-0.008316914695245451,1.0908914183109388,0.6817182430436647,0.09372335676633967,-0.030217710709777305,0.19586855046873877,0.09585440953562677,,,,,,,,,,,,,,,
22,23,This is the inevitable result.,-0.268328157299975,-0.268328157299975,-0.4472135954999579,-0.4472135954999579,0.0,-0.601949499542943,-0.0559016994374947,this is the inevitable result,29,5,-0.7912222083159169,-3.2681132431605797,-0.8462573387151667,-3.4942337622663433,-1.255562532801879,-6.714772129473071,-0.4472135954999579,-0.08926419071855449,0.0,0.0,-1.58176075435951,-5.430880430204374,-0.26998616486623395,-1.0287909167679754,,,,,,,,,,,,,,,
23,24,"I never saw my mother, to know her as such, more than four or five times in my life; and each of these times was very short in duration, and at night.",0.0,0.0,0.0,0.0,0.0,-0.007636753236814691,0.36636970100228006,i never saw my mother to know her as such more than four or five times in my life and each of these times was very short in duration and at night,145,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18817344686971474,-0.16736995824502696,1.7694408487061088,1.055294591019512,,,,,,,,,,,,,,,
24,25,"She was hired by a Mr. Stewart, who lived about twelve miles from my home.",0.0,0.0,0.0,0.0,0.0,-0.00180739222823013,0.0,she was hired by a mr stewart who lived about twelve miles from my home,71,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.17450434156643582,-0.1621832459354375,0.0,0.0,,,,,,,,,,,,,,,
25,26,"She made her journeys to see me in the night, travelling the whole distance on foot, after the performance of her day's work.",0.135534369137099,0.135534369137099,0.20851441405707502,0.0,0.0,-0.0844483376931153,0.256733372307773,she made her journeys to see me in the night travelling the whole distance on foot after the performance of her day own work,124,24,0.3996516948889363,0.34444973348531294,0.42745031190362925,0.3682821856515716,0.5854090494420702,0.6532778437698501,0.0,0.0,0.0,0.0,-0.36828677917126224,-0.31128635198157945,1.2399347297134162,0.9858934962416896,,,,,,,,,,,,,,,
26,27,"She was a field hand, and a whipping is the penalty of not being in the field at sunrise, unless a slave has special permission from his or her master to the contrarya permission which they seldom get, and one that gives to him that gives it the proud name of being a kind master.",0.375502044886956,0.215145299739502,0.400891862868637,0.10690449676496999,0.587974732207334,0.212258878326847,0.160579462849048,she was a field hand and a whipping is the penalty of not being in the field at sunrise unless a slave has special permission from his or her master to the contrarya permission which they seldom get and one that gives to him that gives it the proud name of being a kind master,277,55,1.107247037255406,0.41652323804667746,0.6785284504864177,0.2551606212681264,1.1255131950098702,0.5482007223561216,0.10690449676496999,0.0019433647839478276,1.3179858021167727,0.5840747449089218,0.32745365859661046,0.012473878333936922,0.775544102722136,0.2691461625638756,,,,,,,,,,,,,,,
27,28,I do not recollect of ever seeing my mother by the light of day.,0.0,0.0,0.0,0.0,0.0,0.0906015610083119,-0.0807351668277115,i do not recollect of ever seeing my mother by the light of day,63,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042182823784261476,0.12696862934647726,-0.3899233526168859,-0.5313301348013328,,,,,,,,,,,,,,,
28,29,She was with me in the night.,0.0,0.0,0.0,0.0,0.0,-0.207880460155075,0.0,she was with me in the night,28,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6577193048383285,-1.458601067632687,0.0,0.0,,,,,,,,,,,,,,,
29,30,"She would lie down with me, and get me to sleep, but long before I waked she was gone.",-0.11470786693528098,-0.11470786693528098,-0.22941573387056197,-0.22941573387056197,-0.22941573387056197,0.00665305628224629,-0.332652814112315,she would lie down with me and get me to sleep but long before i waked she was gone,83,19,-0.33824035725880874,-0.3681965047480329,-0.3617673790895645,-0.3936719943017657,-0.6440899891719676,-0.9078102664008622,-0.22941573387056197,-0.012068160645479324,-0.5142511462839171,-0.6594661260389466,-0.1546656728972,-0.1415354494649131,-1.60659977098845,-1.6134255166488396,,,,,,,,,,,,,,,
30,31,Very little communication ever took place between us.,0.0,0.0,0.0,0.0,0.0,0.23384021253839102,-0.00883883476483184,very little communication ever took place between us,52,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37805912452819807,1.124556366104209,-0.042688560885551445,-0.10174248371241183,,,,,,,,,,,,,,,
31,32,"Death soon ended what little we could have while she lived, and with it her hardships and suffering.",-0.509116882454314,-0.45961940777125604,-0.568042447553193,-0.471404520791032,-0.28284271247461895,-0.0320083669617111,-0.18856180831641298,death soon ended what little we could have while she lived and with it her hardships and suffering,98,18,-1.5012385881519075,-1.7249335140610678,-1.4495545333601125,-1.6649763895889298,-1.5947923349502298,-2.372581197887289,-0.471404520791032,-0.0261745986002794,-0.6340113934390845,-0.8581885001348566,-0.2453217610547264,-0.2349105769014358,-0.910689298891766,-0.965339012591725,,,,,,,,,,,,,,,
32,33,"She died when I was about seven years old, on one of my master's farms, near Lee's Mill.",-0.117851130197758,-0.117851130197758,-0.235702260395516,0.0,0.0,-0.22698127676088198,0.058925565098879,she died when i was about seven years old on one of my master own farms near lee own mill,89,20,-0.3475089324425716,-0.359381103293722,-0.3716806495795162,-0.38424665585792533,-0.6617395580706354,-0.8860753725616471,0.0,0.0,0.0,0.0,-0.7025082745348185,-0.6548174287540963,0.2845904059036766,0.27151667317555206,,,,,,,,,,,,,,,
33,34,"I was not allowed to be present during her illness, at her death, or burial.",-0.5809475019311129,-0.5809475019311129,-0.516397779494322,0.0,-1.03279555898864,-0.34108073335600003,-0.0645497224367903,i was not allowed to be present during her illness at her death or burial,73,15,-1.7130463311000175,-2.361700224186754,-1.8322008836658663,-2.5251060920167347,-1.4497987325951456,-2.5879607245111713,0.0,0.0,-2.315082279345787,-3.7599760577739603,-0.9700568934913016,-1.1543516968710656,-0.31175316992599006,-0.3965094324858792,,,,,,,,,,,,,,,
34,35,She was gone long before I knew any thing about it.,0.0,0.0,0.0,0.0,0.0,0.0168846352963548,-0.0753778361444409,she was gone long before i knew any thing about it,50,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13067392993314111,-0.08958134427830312,-0.3640492704395865,-0.6312424304973469,,,,,,,,,,,,,,,
35,36,"Never having enjoyed, to any considerable extent, her soothing presence, her tender and watchful care, I received the tidings of her death with much the same emotions I should have probably felt at the death of a stranger.",-0.37148705438944607,-0.0648885684523051,-1.18259416004326,-0.162221421130763,0.0973328526784575,0.141067747815311,-0.41163685611930995,never having enjoyed to any considerable extent her soothing presence her tender and watchful care i received the tidings of her death with much the same emotions i should have probably felt at the death of a stranger,217,38,-1.0954079903220804,-0.5963680781867652,-0.20464653357305249,-0.11137654889373409,-3.3201605089860595,-2.340409582515888,-0.162221421130763,-0.00426786164511347,0.21817828366218753,0.13993069540191178,0.1605195712775025,0.006011711822187024,-1.9880657872577003,-0.9985187381543212,,,,,,,,,,,,,,,
36,37,"Called thus suddenly away, she left me without the slightest intimation of who my father was.",0.0,0.0,0.0,0.0,0.0,0.01275,-0.078125,called thus suddenly away she left me without the slightest intimation of who my father was,91,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.14036912039626367,-0.12194063549404657,-0.37731713601585315,-0.4499233520800628,,,,,,,,,,,,,,,
37,38,"The whisper that my master was my father, may or may not be true; and, true or false, it is of but little consequence to my purpose whilst the fact remains, in all its glaring odiousness, that slaveholders have ordained, and by law established, that the children of slave women shall in all cases follow the condition of their mothers; and this is done too obviously to administer to their own lusts, and make a gratification of their wicked desires profitable as well as pleasurable; for by this cunning arrangement, the slaveholder, in cases not a few, sustains to his slaves the double relation of master and father.",0.0500370233297676,-0.142413066400108,0.0192450089729875,0.0962250448649376,0.19245008972987498,0.8785346596168799,0.18737582236399802,the whisper that my master was my father may or may not be true and true or false it is of but little consequence to my purpose whilst the fact remains in all its glaring odiousness that slaveholders have ordained and by law established that the children of slave women shall in all cases follow the condition of their mothers and this is done too obviously to administer to their own lusts and make a gratification of their wicked desires profitable as well as pleasurable for by this cunning arrangement the slaveholder in cases not a few sustains to his slaves the double relation of master and father,604,108,0.147544724694226,0.02826806454613635,-0.4491444497764341,-0.08602195429984145,0.05403080866292972,0.013403189536096932,0.0962250448649376,0.0008908901478098102,0.431390112510196,0.0973656038830538,1.8897850705757218,0.20013769906661985,0.9049613907583869,0.15995190692764144,,,,,,,,,,,,,,,
38,39,"I know of such cases; and it is worthy of remark that such slaves invariably suffer greater hardships, and have more to contend with, than others.",-0.47067872433164204,-0.47067872433164204,-0.7452413135250991,-0.35300904324873106,0.392232270276368,0.5191978561648279,-0.0907037125014101,i know of such cases and it is worthy of remark that such slaves invariably suffer greater hardships and have more to contend with than others,142,26,-1.3878955657145833,-1.1042128326694824,-1.4844335706351235,-1.1806132387597559,-2.092282257457132,-2.1553141375580767,-0.35300904324873106,-0.013572050874614803,0.8792156108742277,0.8240515477613372,1.0471862679803092,0.7193136962510011,-0.4380680323460786,-0.3215322555593567,,,,,,,,,,,,,,,
39,40,"They are, in the first place, a constant offence to their mistress.",-0.37527767497325704,-0.37527767497325704,-0.577350269189626,-0.288675134594813,0.0,0.0909326673973661,0.0721687836487032,they are in the first place a constant offence to their mistress,64,12,-1.106585435206695,-1.906682130492207,-1.1835563203568178,-2.0386053293038944,-1.6209242598878941,-3.6161827688438772,-0.288675134594813,-0.024036231023714653,0.0,0.0,0.04295922587908887,0.17545044954797476,0.3485506400777782,0.554046498410571,,,,,,,,,,,,,,,
40,41,"She is ever disposed to find fault with them; they can seldom do any thing to please her; she is never better pleased than when she sees them under the lash, especially when she suspects her husband of showing to his mulatto children favors which he withholds from his black slaves.",-0.6329265979806601,-0.6329265979806601,-0.6721344403334449,-0.6721344403334449,-0.25205041512504195,-0.37975595878839596,-0.21266753776175398,she is ever disposed to find fault with them they can seldom do any thing to please her she is never better pleased than when she sees them under the lash especially when she suspects her husband of showing to his mulatto children favors which he withholds from his black slaves,278,51,-1.8663176671253692,-0.757123275903629,-1.9961333309137868,-0.8095085806456449,-1.8870330168406362,-0.9911852554583219,-0.6721344403334449,-0.013176523041235934,-0.5649883410896349,-0.2700122721659893,-1.060745346013791,-0.48368537754826507,-1.0271117602791464,-0.3844020681519804,,,,,,,,,,,,,,,
41,42,"The master is frequently compelled to sell this class of his slaves, out of deference to the feelings of his white wife; and, cruel as the deed may strike any one to be, for a man to sell his own children to human flesh-mongers, it is often the dictate of humanity for him to do so; for, unless he does this, he must not only whip them himself, but must stand by and see one white son tie up his brother, of but few shades darker complexion than himself, and ply the gory lash to his naked back; and if he lisp one word of disapproval, it is set down to his parental partiality, and only makes a bad matter worse, both for himself and the slave whom he would protect and defend.",-0.0881145794092987,-0.17450142196743498,-0.41897618640696005,-0.20732842213952601,0.544237108116257,-0.345940430366184,-0.00668243363778876,the master is frequently compelled to sell this class of his slaves out of deference to the feelings of his white wife and cruel as the deed may strike any one to be for a man to sell his own children to human flesh mongers it is often the dictate of humanity for him to do so for unless he does this he must not only whip them himself but must stand by and see one white son tie up his brother of but few shades darker complexion than himself and ply the gory lash to his naked back and if he lisp one word of disapproval it is set down to his parental partiality and only makes a bad matter worse both for himself and the slave whom he would protect and defend,662,134,-0.25982443589441384,-0.0401216827797884,-0.5503451834578957,-0.08495426686827615,-1.1762853524180135,-0.23518311561198949,-0.20732842213952601,-0.0015471115748043134,1.219944909519312,0.22192301960838257,-0.9814522608525631,-0.2702109161330444,-0.03227387803937861,-0.004597664571399742,,,,,,,,,,,,,,,
42,43,Every year brings with it multitudes of this class of slaves.,-0.30151134457776396,-0.30151134457776396,-0.30151134457776396,0.0,0.0,-0.43869900636064596,-0.0753778361444409,every year brings with it multitudes of this class of slaves,60,11,-0.8890698400407566,-1.6710325628604827,-0.950910968950458,-1.7866511851182676,-0.8465000869290277,-2.0600148242756977,0.0,0.0,0.0,0.0,-1.1989592468126535,-1.905921450105896,-0.3640492704395865,-0.6312424304973469,,,,,,,,,,,,,,,
43,44,"It was doubtless in consequence of a knowledge of this fact, that one great statesman of the south predicted the downfall of slavery by the inevitable laws of population.",-0.0928476690885259,-0.0928476690885259,0.0,0.0,0.185695338177052,-0.380861138601133,-0.127665544996723,it was doubtless in consequence of a knowledge of this fact that one great statesman of the south predicted the downfall of slavery by the inevitable laws of population,168,29,-0.273780949835546,-0.19529532672614447,-0.2928243615556245,-0.20880779626821525,0.0,0.0,0.0,0.0,0.41624887232454183,0.34978781951701576,-1.0633368511919938,-0.7331800500334187,-0.6165810919176519,-0.4057568038829577,,,,,,,,,,,,,,,
44,45,"Whether this prophecy is ever fulfilled or not, it is nevertheless plain that a very different-looking class of people are springing up at the south, and are now held in slavery, from those originally brought to this country from Africa; and if their increase do no other good, it will do away the force of the argument, that God cursed Ham, and therefore American slavery is right.",-0.563895328209474,-0.563895328209474,-0.121267812518166,-0.363803437554499,-0.727606875108999,-0.537095141642959,-0.101561792983964,whether this prophecy is ever fulfilled or not it is nevertheless plain that a very different looking class of people are springing up at the south and are now held in slavery from those originally brought to this country from africa and if their increase do no other good it will do away the force of the argument that god cursed ham and therefore american slavery is right,374,68,-1.6627643976481417,-0.5059345010850828,-1.7784214842238226,-0.5409400726509679,-0.34046219382582754,-0.13413026295571692,-0.363803437554499,-0.005349263895816777,-1.630980854085503,-0.5846223699144646,-1.4296855875949332,-0.5035506063626294,-0.4905088621740066,-0.1376884213884085,,,,,,,,,,,,,,,
45,46,"If the lineal descendants of Ham are alone to be scripturally enslaved, it is certain that slavery at the south must soon become unscriptural; for thousands are ushered into the world, annually, who, like myself, owe their existence to white fathers, and those fathers most frequently their own masters.",-0.195714285714286,-0.195714285714286,0.4,0.0,-0.11428571428571402,-0.5103428571428571,-0.00595238095238095,if the lineal descendants of ham are alone to be scripturally enslaved it is certain that slavery at the south must soon become unscriptural for thousands are ushered into the world annually who like myself owe their existence to white fathers and those fathers most frequently their own masters,295,49,-0.5771048812022834,-0.24367243270958622,-0.6172466290667844,-0.2605321107184087,1.1230092693387244,0.6139447585714202,0.0,0.0,-0.25617928894303305,-0.1274261771970717,-1.3669549052102508,-0.6139792887868635,-0.028747972267874514,-0.011198138948205793,,,,,,,,,,,,,,,
46,47,I have had two masters.,0.0447213595499958,0.0447213595499958,0.4472135954999579,0.0,0.0,0.305446885726471,-0.22360679774997896,i have had two masters,22,5,0.13187036805265273,0.5446855405267629,0.14104288978586102,0.5823722937110568,1.255562532801879,6.714772129473071,0.0,0.0,0.0,0.0,0.545967606226951,2.519276268187815,-1.0799446594649367,-4.115163667071904,,,,,,,,,,,,,,,
47,48,My first master's name was Anthony.,0.0,0.0,0.0,0.0,0.0,-0.26617788538243903,0.22113449066792604,my first master own name was anthony,36,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7944193038895725,-1.823647178435583,1.068004258472272,2.908561851603645,,,,,,,,,,,,,,,
48,49,I do not remember his first name.,0.0,0.0,0.0,0.0,0.0,-0.16479251023202302,-0.314970394174356,i do not remember his first name,32,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5566835782924414,-1.1887934649720975,-1.5211997063635503,-4.142776959455878,,,,,,,,,,,,,,,
49,50,"He was generally called Captain Anthonya title which, I presume, he acquired by sailing a craft on the Chesapeake Bay.",0.28368325730679,0.28368325730679,0.0,0.0,0.6546536707079771,0.5211043218835499,-0.24549512651549105,he was generally called captain anthonya title which i presume he acquired by sailing a craft on the chesapeake bay,116,20,0.8364999617151687,0.8650778471601838,0.8946844818008085,0.9249325208854987,0.0,0.0,0.0,0.0,1.4674512288267691,1.787787632728805,1.0516566860292043,0.9862278927857532,-1.185657830946235,-1.1311901705218514,,,,,,,,,,,,,,,
