,sent_no,sent_raw,roberta15lg,yelp,nlptown,huggingface,hinglish,imdb2way,t5imdb50k,robertaxml8lang,sent_clean,char_len,token_len,nlptown_medianiqr,nlptown_lnorm_medianiqr,roberta15lg_medianiqr,roberta15lg_lnorm_medianiqr,yelp_medianiqr,yelp_lnorm_medianiqr,hinglish_medianiqr,hinglish_lnorm_medianiqr,imdb2way_medianiqr,imdb2way_lnorm_medianiqr,huggingface_medianiqr,huggingface_lnorm_medianiqr,t5imdb50k_medianiqr,t5imdb50k_lnorm_medianiqr,robertaxml8lang_medianiqr,robertaxml8lang_lnorm_medianiqr,nlptown_roll100,nlptown_roll100_stdscale,roberta15lg_roll100,roberta15lg_roll100_stdscale,yelp_roll100,yelp_roll100_stdscale,hinglish_roll100,hinglish_roll100_stdscale,imdb2way_roll100,imdb2way_roll100_stdscale,huggingface_roll100,huggingface_roll100_stdscale,t5imdb50k_roll100,t5imdb50k_roll100_stdscale,robertaxml8lang_roll100,robertaxml8lang_roll100_stdscale,mean_lnorm_medianiqr_roll100,robertaxml8lang_roll100_stdscale_stand
10,10,The nearest estimate I can give makes me now between twenty-seven and twenty-eight years of age.,0.9704143404960632,0.5885026454925537,2.338373333215713,-0.98687344789505,0.9143475890159608,0.9797928929328918,1,0.7766720056533813,the nearest estimate i can give makes me now between twenty seven and twenty eight years of age,96,18,-0.002009110695350387,0.06004466212349542,0.9589319539433608,0.6285680924899602,-0.27439939058970353,-0.2971952299659902,0.06106079416181091,0.08294362632799494,0.02140087149565784,0.23295883363259856,-0.06486817190940841,-0.2953121940414525,1.0,0.6622361855877855,0.515808904614017,0.4460490643715565,,,,,,,,,,,,,,,,,,
11,11,"I come to this, from hearing my master say, some time during 1835, I was about seventeen years old.",0.983591079711914,2.3341909050941467,4.379808306694032,0.5874147415161133,0.9055290222167968,0.9864532947540284,1,0.7009115815162659,i come to this from hearing my master say some time during  i was about seventeen years old,99,18,0.6732910434351045,0.6849949133890456,0.9655422767744851,0.6350402738726141,0.36381416080295026,0.3401112409606756,0.05659235217656838,0.07854485973277167,0.05334089651905571,0.24076806864714792,0.7304586661115998,0.5524732680125626,1.0,0.6622361855877855,0.48383422416344013,0.4151118620832617,,,,,,,,,,,,,,,,,,
12,12,My mother was named Harriet Bailey.,0.9742758870124816,3.330062508583069,4.272469699382782,0.8921607732772827,0.6415325403213501,0.7721041440963745,1,0.7603615522384644,my mother was named harriet bailey,35,6,0.6377837757517603,3.2636689060214845,0.9608691607653812,1.5859665006695063,0.7278990707506265,3.1310756053561084,-0.07717688612752417,0.5857989473129587,-0.9745726467784318,1.7969981258734677,0.8844156731388304,1.6758788337420085,1.0,1.6605722920769705,0.5089250791617979,1.0593512993855285,,,,,,,,,,,,,,,,,,
13,13,"She was the daughter of Isaac and Betsey Bailey, both colored, and quite dark.",0.9876362681388856,1.3331133425235748,2.357894778251648,-0.8024719953536987,0.8662484884262085,0.9738752841949464,1,0.5762305855751038,she was the daughter of isaac and betsey bailey both colored and quite dark,78,14,0.004448520829965522,0.2721104630660951,0.9675716105100153,0.7755309753229309,-0.0021740177355698423,0.11359707911111652,0.03668857524886611,0.18231794110398783,-0.006977081703628485,0.5520322707221594,0.028291025474299018,-0.3193908213717219,1.0,0.8049913604628749,0.4312126206166716,0.4313802638396228,,,,,,,,,,,,,,,,,,
14,14,My mother was of a darker complexion than either my grandmother or grandfather.,0.994150936603546,0.4795234501361847,2.347425282001496,-0.9162284731864928,0.8369325399398804,0.8181462287902832,-1,-1.5134419202804563,my mother was of a darker complexion than either my grandmother or grandfather,79,13,0.0009852449856462755,0.33899713208960325,0.9708397985635019,0.8278940246701822,-0.31424155537127535,-0.2697010447997193,0.02183393752406783,0.20476968753165128,-0.753777358934688,0.4120950349676221,-0.029178490226637026,-0.44689461827854104,0.0,-0.5299236914298934,-0.45073347963428784,-0.7266503655802737,,,,,,,,,,,,,,,,,,
15,15,My father was a white man.,-0.9846758842468262,0.4574428200721741,4.256203413009644,-0.568352997303009,0.8014745712280273,-0.5929549932479858,1,0.604744553565979,my father was a white man,26,6,0.6324029402915968,3.2487465447185655,-0.02187045383134932,-1.2974389416048306,-0.32231410627068724,-0.011596064658936214,0.0038670864799186153,0.8248742732028876,-7.520727695086991,-2.999218267680301,0.1465674145704702,-0.6810508420040526,1.0,1.6605722920769705,0.4432469383395518,0.868921497546958,,,,,,,,,,,,,,,,,,
16,16,He was admitted to be such by all I ever heard speak of my parentage.,0.7057902812957764,0.913347065448761,4.56617546081543,0.9442795515060424,0.8692711591720581,0.9927222728729248,1,0.5392368435859679,he was admitted to be such by all i ever heard speak of my parentage,69,15,0.7349407014149505,1.0214329964944322,0.8261790450831618,0.5678775822065584,-0.1556381456938634,-0.11195924130655587,0.03822018794466143,0.1471211754346538,0.0834038451767862,0.4807540797122807,0.9107459621983589,0.846286959621112,1.0,0.7621695633359533,0.4155994150116859,0.39310180765629127,,,,,,,,,,,,,,,,,,
17,17,"The opinion was also whispered that my master was my father; but of the correctness of this opinion, I know nothing; the means of knowing was withheld from me.",-0.9964857697486876,0.6361545920372009,1.375861644744873,-0.9857709407806396,-0.4932140707969666,0.9843836426734924,-1,-0.4578221142292023,the opinion was also whispered that my master was my father but of the correctness of this opinion i know nothing the means of knowing was withheld from me,159,29,-0.32040489602337413,-0.39432084131752315,-0.02779507254672991,-0.15194667236295648,-0.25697811398561327,-0.3678608589026176,-0.652162540283189,-0.525873256527525,0.043415858808528114,-0.1992989721963246,-0.06431118780503825,-0.09342824230005811,0.0,-0.14817401779036007,-0.005209231846281044,0.012825580319859316,,,,,,,,,,,,,,,,,,
18,18,My mother and I were separated when I was but an infantâbefore I knew her as my mother.,-0.9913698434829712,0.3111276626586914,3.262795478105545,-0.9957259893417358,0.9088180065155028,0.9373783469200134,1,0.6980459690093994,my mother and i were separated when i was but an infantâbefore i knew her as my mother,89,18,0.30378677554934036,0.3430406229206151,-0.025228585979557572,-0.33502562097298044,-0.37580608327278126,-0.3984577952956882,0.0582589081900166,0.08018542952090704,-0.18199851751841462,0.18322832686364462,-0.0693404558562733,-0.3000794634596001,1.0,0.6622361855877855,0.48262479265291425,0.4139416728345274,,,,,,,,,,,,,,,,,,
19,19,"It is a common custom, in the part of Maryland from which I ran away, to part children from their mothers at a very early age.",-0.9910452365875244,2.2805385291576385,3.356508702039718,0.5154891014099121,0.8292955160140991,0.9958290457725524,-1,0.5530238747596741,it is a common custom in the part of maryland from which i ran away to part children from their mothers at a very early age,126,26,0.3347868100294889,0.05568549228672519,-0.025065741717637976,-0.185144103099617,0.34419916184837895,0.06444823340226642,0.01796419325275408,-0.08671166297980949,0.09830240637788587,-0.10736137739080046,0.6941219951621097,0.4283569921273634,0.0,-0.18397680941413694,0.4214182303253851,0.2852614912460145,,,,,,,,,,,,,,,,,,
20,20,"Frequently, before the child has reached its twelfth month, its mother is taken from it, and hired out on some farm a considerable distance off, and the child is placed under the care of an old woman, too old for field labor.",-0.981235921382904,0.6151912212371826,1.3256731331348421,-0.9966838359832764,0.8965936899185181,0.66150963306427,-1,0.5873303413391113,frequently before the child has reached its twelfth month its mother is taken from it and hired out on some farm a considerable distance off and the child is placed under the care of an old woman too old for field labor,225,42,-0.33700709499916826,-0.48182494025722,-0.020144741218759227,-0.05470458144514819,-0.2646422013470613,-0.4157589013267875,0.05206474413060937,-0.181409940141983,-1.5049297550546819,-0.5833252392671797,-0.06982435781644135,0.00603687747128318,0.0,-0.052117539715713763,0.4358972715762709,0.23171167831891604,,,,,,,,,,,,,,,,,,
21,21,"For what this separation is done, I do not know, unless it be to hinder the development of the childâs affection toward its mother, and to blunt and destroy the natural affection of the mother for the child.",-0.9962212443351746,1.367065131664276,3.3618266582489014,-0.9988195300102234,-0.4358063340187073,-0.9404613375663756,-1,-1.639337956905365,for what this separation is done i do not know unless it be to hinder the development of the childâs affection toward its mother and to blunt and destroy the natural affection of the mother for the child,209,38,0.3365459729195032,-0.1681662209398157,-0.027662369125062838,-0.0799361595235403,0.010238560400555461,-0.27556681640138075,-0.6230735571026066,-0.4761409413478753,-9.187197921867513,-1.4383098666562693,-0.07090330561574323,-0.018722951039490354,0.0,-0.07467515353349848,-0.503867890996479,-0.18830193840785614,,,,,,,,,,,,,,,,,,
22,22,This is the inevitable result.,-0.9972836375236512,2.3881474137306213,2.2402894496917725,-0.9996207952499391,1.8424537777900696,0.954867959022522,-1,0.6415939331054688,this is the inevitable result,30,5,-0.03445494537632174,1.8096067353337217,-0.02819533572889229,-1.6089932910239724,0.3835403489171396,2.622100011074726,0.5313400079082885,2.9305974918376783,-0.09812690388229951,3.108807397137516,-0.07130810300532257,-1.6990039426088015,0.0,-1.6351690040329734,0.45879921578515787,1.0707257189718027,,,,,,,,,,,,,,,,,,
23,23,"I never saw my mother, to know her as such, more than four or five times in my life; and each of these times was very short in duration, and at night.",-0.998292088508606,0.4954637587070465,1.5029332637786863,-0.9967994093894958,0.7332041263580322,-0.962527871131897,-1,-0.4841128289699554,i never saw my mother to know her as such more than four or five times in my life and each of these times was very short in duration and at night,150,32,-0.27837001123205024,-0.39694060665205916,-0.02870124136007432,-0.12396747405623257,-0.30841387056710173,-0.4102721868176237,-0.030726122275634517,-0.16736794375298947,-9.293018209169958,-1.5508001195803924,-0.06988274524026,-0.06588251501683819,0.0,-0.11908215243158357,-0.01630522572735299,0.01766283075367325,,,,,,,,,,,,,,,,,,
24,24,"She was hired by a Mr. Stewart, who lived about twelve miles from my home.",-0.978862762451172,4.241736218333243,3.3296027779579163,-0.9743614196777344,0.9031959772109984,-0.916220724582672,1,0.7828302383422852,she was hired by a mr stewart who lived about twelve miles from my home,74,15,0.32588641647519173,0.5672168535339432,-0.018954207930413944,-0.4249783170710125,1.0612017167475496,1.346011321941972,0.05541017864488317,0.16742526202369065,-9.070951814489284,-2.2048008686392313,-0.05854712351036696,-0.3934468990751402,1.0,0.7621695633359533,0.5184079861874202,0.5124558597875497,,,,,,,,,,,,,,,,,,
25,25,"She made her journeys to see me in the night, travelling the whole distance on foot, after the performance of her dayâs work.",0.9984344840049744,4.5856043696403495,3.4201873540878296,0.9977014064788818,0.8630592823028564,0.9973074793815612,1,1.4922638237476349,she made her journeys to see me in the night travelling the whole distance on foot after the performance of her dayâs work,127,23,0.3558515042772021,0.16370679518413775,0.9729887089063431,0.5357658223191942,1.1869179280180662,0.7982711889872303,0.035072577676275314,-0.03618572823239503,0.10539224986410288,-0.0005972664585320215,0.937734562686213,0.6566711074322138,1.0,0.5535877718546259,0.8178243695116271,0.6058499364706125,,,,,,,,,,,,,,,,,,
26,26,"She was a field hand, and a whipping is the penalty of not being in the field at sunrise, unless a slave has special permission from his or her master to the contraryâa permission which they seldom get, and one that gives to him that gives it the proud name of being a kind master.",-0.9837484359741212,0.8603788018226624,0.384099543094635,0.9866843223571776,1.8327674865722656,0.971859335899353,1,-1.391407996416092,she was a field hand and a whipping is the penalty of not being in the field at sunrise unless a slave has special permission from his or her master to the contraryâa permission which they seldom get and one that gives to him that gives it the proud name of being a kind master,283,55,-0.6484766243939387,-0.6173112678229622,-0.021405184511579103,-0.006279499546753509,-0.17500303713652557,-0.4092070261530515,0.5264318826602012,-0.0738358583523957,-0.01664458236444307,-0.5427714939462945,0.9321687566681905,0.41009981229003994,1.0,0.3259336951315048,-0.39922907262844765,-0.057131771613224865,,,,,,,,,,,,,,,,,,
27,27,I do not recollect of ever seeing my mother by the light of day.,-0.9983999133110046,0.4263114631175995,1.4040327072143557,-0.8864939212799072,-1.4242288768291471,-0.5138890743255615,-1,-1.4967376589775083,i do not recollect of ever seeing my mother by the light of day,64,14,-0.311085998740427,-0.1032694711098888,-0.028755333403741697,-0.4784919115686944,-0.3336955506794306,-0.3119715693495907,-1.1239155748637053,-1.2863867812404959,-7.141566272593531,-1.6903920234993612,-0.014156661753997811,-0.37755692025479093,0.0,-0.48051898928730397,-0.44368344759700634,-0.6568150879192892,,,,,,,,,,,,,,,,,,
28,28,She was with me in the night.,0.997528910636902,2.3784189522266392,4.3672744035720825,0.9902073740959167,0.8236693739891052,0.9654861092567444,1,0.6196855902671814,she was with me in the night,29,7,0.6691448684062292,2.77910744037596,0.972534413483768,1.4107385365046687,0.3799836795451063,1.718783347587925,0.015113379757549474,0.6824168523159829,-0.04720745588338171,1.992535209239036,0.9339485944503718,1.6061482612410631,1.0,1.4468296235335774,0.4495528015862604,0.7790288820620583,,,,,,,,,,,,,,,,,,
29,29,"She would lie down with me, and get me to sleep, but long before I waked she was gone.",-0.9984460473060608,0.4632723033428192,1.3435809910297394,-0.9989037513732909,0.7032346129417419,-0.5960907340049744,-1,0.5509366393089294,she would lie down with me and get me to sleep but long before i waked she was gone,86,19,-0.3310832329346493,-0.26613065604968666,-0.028778477263221275,-0.3127033761665901,-0.3201828808354016,-0.3518104905990506,-0.045911926848701365,-0.040813415869006005,-7.535765171944207,-1.577979025268701,-0.07094585405816492,-0.27349356508345324,0.0,-0.31146186806818515,0.42053731278403284,0.3420340118815095,,,,,,,,,,,,,,,,,,
30,30,Very little communication ever took place between us.,-0.9994929432868958,0.6201900839805603,1.4419161677360537,-0.9996381402015686,1.6064128875732422,0.5392882227897644,-1,-1.5288449525833132,very little communication ever took place between us,53,8,-0.2985542712733952,0.3366931786450825,-0.029303669443969674,-0.9519160010472193,-0.26281464598210535,-0.002960712427975382,0.4117361030902314,1.4285138265109851,-2.0910437775111403,0.505871640288868,-0.0713168656357151,-0.9742523961595068,0.0,-0.9619835397555356,-0.4572343280846924,-1.2748384149010108,,,,,,,,,,,,,,,,,,
31,31,"Death soon ended what little we could have while she lived, and with it her hardships and suffering.",-0.9978199005126952,0.4777950048446655,4.479247063398361,-0.9987205862998962,-1.6107739806175232,0.9856173396110536,-1,-1.7756364345550537,death soon ended what little we could have while she lived and with it her hardships and suffering,100,18,0.7061850658268922,0.7154363806879132,-0.028464360669121815,-0.33819377497079345,-0.3148734649930655,-0.3376117793572459,-1.2184395483044261,-1.1766057610434733,0.049332065084843744,0.23978792205112798,-0.07085331947673397,-0.3016921134069958,0.0,-0.3377638144122146,-0.5613926516929258,-0.5962006777093765,,,,,,,,,,,,,,,,,,
32,32,"She died when I was about seven years old, on one of my masterâs farms, near Leeâs Mill.",-0.9897733926773072,0.2807946503162384,0.3005488216876984,-0.9890058040618896,0.7345349192619324,0.9518924355506896,1,0.6267446279525757,she died when i was about seven years old on one of my masterâs farms near leeâs mill,92,18,-0.6761149355705519,-0.5638003082331151,-0.02442770079570628,-0.3342414725570877,-0.38689565749947186,-0.40953160812694117,-0.030051798315644335,-0.00674826841241876,-0.11239605711062771,0.2002459081121596,-0.06594543342932203,-0.2964605101949543,1.0,0.6622361855877855,0.4525320678304746,0.38482536261285594,,,,,,,,,,,,,,,,,,
33,33,"I was not allowed to be present during her illness, at her death, or burial.",-0.9993544816970824,0.8847519159317017,0.4432743787765503,-0.9936426281929016,-1.613370716571808,0.7415335774421692,-1,-1.6713105440139768,i was not allowed to be present during her illness at her death or burial,76,15,-0.6289017781824259,-0.49298524454567894,-0.029234207963903656,-0.43705518026557894,-0.16609236730273838,-0.12448508619204118,-1.2197553362580666,-1.33874606066407,-1.1211741116954757,0.12737472533492833,-0.06828794650880884,-0.40590549210627264,0.0,-0.43769719216038255,-0.5173619186186825,-0.6900055089528291,,,,,,,,,,,,,,,,,,
34,34,She was gone long before I knew any thing about it.,-0.9969949126243592,0.3597011864185333,1.3207194805145264,-0.9995008707046508,0.7728399634361267,0.9250519871711732,-1,0.5406182408332825,she was gone long before i knew any thing about it,51,11,-0.3386457474282036,0.005565460850431691,-0.02805049224656792,-0.649136779216697,-0.3580478833582678,-0.2972348795056066,-0.010642310183086869,0.25745286661696476,-0.2411097017079259,0.8583562523805611,-0.07124751739587266,-0.6443246201855144,0.0,-0.6556566391170284,0.4161824336003655,0.4900140923253148,,,,,,,,,,,,,,,,,,
35,35,"Never having enjoyed, to any considerable extent, her soothing presence, her tender and watchful care, I received the tidings of her death with much the same emotions I should have probably felt at the death of a stranger.",-0.9985028505325316,4.778255820274354,1.446175396442413,-0.9638671875,1.735062062740326,0.9751978516578674,1,-1.4538059830665588,never having enjoyed to any considerable extent her soothing presence her tender and watchful care i received the tidings of her death with much the same emotions i should have probably felt at the death of a stranger,222,38,-0.2971453320520882,-0.4460365590316104,-0.028806973513975785,-0.08046716531784351,1.2573501863630558,0.31450310575402857,0.4769237224364853,0.03693570673544899,-0.0006346959144148071,-0.3740635581754605,-0.05324546111366333,-0.00980440911112773,1.0,0.39914752470906933,-0.4255641374942025,-0.15240369087457273,,,,,,,,,,,,,,,,,,
36,36,"Called thus suddenly away, she left me without the slightest intimation of who my father was.",-0.9991809725761414,0.9432111382484436,0.5258349776268005,-0.9988883137702942,-0.4712662398815155,-0.8588616251945496,-1,-1.7132204174995422,called thus suddenly away she left me without the slightest intimation of who my father was,93,16,-0.6015909963779578,-0.4747234714291592,-0.02914716432702381,-0.4001714952169018,-0.14472001305723556,-0.12468424264658107,-0.6410413897174415,-0.6375763733634469,-8.795885666984153,-2.0486367103088403,-0.07093805501599426,-0.368980589028896,0.0,-0.4002247763110278,-0.5350499770962823,-0.6581085368744676,,,,,,,,,,,,,,,,,,
37,37,"The whisper that my master was my father, may or may not be true; and, true or false, it is of but little consequence to my purpose whilst the fact remains, in all its glaring odiousness, that slaveholders have ordained, and by law established, that the children of slave women shall in all cases follow the condition of their mothers; and this is done too obviously to administer to their own lusts, and make a gratification of their wicked desires profitable as well as pleasurable; for by this cunning arrangement, the slaveholder, in cases not a few, sustains to his slaves the double relation of master and father.",-0.9776910543441772,0.8090090751647949,1.3350999355316162,-0.9765517711639404,-0.4986533224582672,0.9931539297103882,-1,-1.5028526782989502,the whisper that my master was my father may or may not be true and true or false it is of but little consequence to my purpose whilst the fact remains in all its glaring odiousness that slaveholders have ordained and by law established that the children of slave women shall in all cases follow the condition of their mothers and this is done too obviously to administer to their own lusts and make a gratification of their wicked desires profitable as well as pleasurable for by this cunning arrangement the slaveholder in cases not a few sustains to his slaves the double relation of master and father,619,108,-0.33388873894364707,-0.5876569814624544,-0.018366401742236253,0.07184324387644037,-0.19378351269054558,-0.4627950405414462,-0.6549186548588546,-0.4146142603338704,0.08547385995372475,-0.7216691322116762,-0.05965368413465168,0.14844943224166712,0.0,0.07886427557945287,-0.4462642909724121,0.02656018164936149,,,,,,,,,,,,,,,,,,
38,38,"I know of such cases; and it is worthy of remark that such slaves invariably suffer greater hardships, and have more to contend with, than others.",0.9942909479141236,0.4535126686096192,2.2925920188426967,0.864842414855957,-1.6174707412719729,0.9868422150611876,1,-1.6748027801513672,i know of such cases and it is worthy of remark that such slaves invariably suffer greater hardships and have more to contend with than others,146,26,-0.017153422933577602,-0.16983752635408797,0.970910037485876,0.4900834377230366,-0.3237509469601014,-0.39740043118869317,-1.2218328532659872,-0.931793470600192,0.05520596782801957,-0.11465743044555778,0.870614500158371,0.5586256548639107,1.0,0.5084491805897078,-0.5188358165782415,-0.34467011043452417,,,,,,,,,,,,,,,,,,
39,39,"They are, in the first place, a constant offence to their mistress.",-0.99948912858963,0.7593147158622742,2.3275682926177983,-0.9810888171195984,0.6041851639747621,0.8067380785942078,-1,-1.924797892570496,they are in the first place a constant offence to their mistress,67,12,-0.005583383535755977,0.41271276397164497,-0.029301755739826605,-0.5842749820577869,-0.211951483609868,-0.09634822138981365,-0.09610111591524519,0.07879286156627252,-0.8084852598269424,0.5026054917147861,-0.061945789505282144,-0.5561450071419357,0.0,-0.5875556545454369,-0.6243462321395451,-1.049785494913823,,,,,,,,,,,,,,,,,,
40,40,"She is ever disposed to find fault with them; they can seldom do any thing to please her; she is never better pleased than when she sees them under the lash, especially when she suspects her husband of showing to his mulatto children favors which he withholds from his black slaves.",-0.9980876445770264,0.8918565511703491,1.3851447701454165,-0.9699049592018129,-1.6225855350494385,0.9343191981315612,-1,-1.485893040895462,she is ever disposed to find fault with them they can seldom do any thing to please her she is never better pleased than when she sees them under the lash especially when she suspects her husband of showing to his mulatto children favors which he withholds from his black slaves,282,51,-0.3173340678582634,-0.5060938095042168,-0.028598678778659663,-0.021171409025588415,-0.16349495366827801,-0.3970857100929409,-1.2244245623023413,-0.6588980695661542,-0.1966686968075057,-0.5290576994345091,-0.056295729742110355,0.05172671064719616,0.0,-0.014297827350854097,-0.4391064774739985,-0.08534150519741529,,,,,,,,,,,,,,,,,,
