,sent_no,sent_raw,roberta15lg,yelp,nlptown,huggingface,hinglish,imdb2way,t5imdb50k,robertaxml8lang,sent_clean,char_len,token_len,roberta15lg_stdscaler,roberta15lg_medianiqr,roberta15lg_lnorm_stdscaler,roberta15lg_lnorm_medianiqr,nlptown_stdscaler,nlptown_medianiqr,nlptown_lnorm_stdscaler,nlptown_lnorm_medianiqr,yelp_stdscaler,yelp_medianiqr,yelp_lnorm_stdscaler,yelp_lnorm_medianiqr,hinglish_stdscaler,hinglish_medianiqr,hinglish_lnorm_stdscaler,hinglish_lnorm_medianiqr,imdb2way_stdscaler,imdb2way_medianiqr,imdb2way_lnorm_stdscaler,imdb2way_lnorm_medianiqr,huggingface_stdscaler,huggingface_medianiqr,huggingface_lnorm_stdscaler,huggingface_lnorm_medianiqr,t5imdb50k_stdscaler,t5imdb50k_medianiqr,t5imdb50k_lnorm_stdscaler,t5imdb50k_lnorm_medianiqr,robertaxml8lang_stdscaler,robertaxml8lang_medianiqr,robertaxml8lang_lnorm_stdscaler,robertaxml8lang_lnorm_medianiqr,roberta15lg_roll10,roberta15lg_roll10_stdscale,nlptown_roll10,nlptown_roll10_stdscale,yelp_roll10,yelp_roll10_stdscale,hinglish_roll10,hinglish_roll10_stdscale,imdb2way_roll10,imdb2way_roll10_stdscale,huggingface_roll10,huggingface_roll10_stdscale,t5imdb50k_roll10,t5imdb50k_roll10_stdscale,robertaxml8lang_roll10,robertaxml8lang_roll10_stdscale,mean_lnorm_medianiqr_roll10,roberta15lg_roll100,roberta15lg_stdscaler_roll10,nlptown_roll100,nlptown_stdscaler_roll10,yelp_roll100,yelp_stdscaler_roll10,hinglish_roll100,hinglish_stdscaler_roll10,imdb2way_roll100,imdb2way_stdscaler_roll10,huggingface_roll100,huggingface_stdscaler_roll10,t5imdb50k_roll100,t5imdb50k_stdscaler_roll10,robertaxml8lang_roll100,robertaxml8lang_stdscaler_roll10
10,10,The nearest estimate I can give makes me now between twenty-seven and twenty-eight years of age.,0.9704143404960632,0.5885026454925537,2.338373333215713,-0.98687344789505,0.9143475890159608,0.9797928929328918,1,0.7766720056533813,the nearest estimate i can give makes me now between twenty seven and twenty eight years of age ,96,18,0.9898479233985321,0.8572186103741646,0.4049154816950543,0.5806322899535262,-0.08397934124838953,0.001726683650743171,-0.20778442508713243,0.04985888495427862,-0.8864921766133549,-0.2753659229983526,-0.4987649038936234,-0.3033575641318309,0.38835947057405723,0.05957042830324919,0.008610379201434357,0.05032825165633964,0.5049539672482475,0.022741692182420628,0.08151511713246026,0.17720977520041425,-0.9120132542928397,-0.065212000197406,-0.48334655749434835,-0.28214011154651614,1.081407128000056,1.0,0.6123247005155702,0.6607142857142857,0.8123275616841419,0.5148163767398294,0.4568555080164426,0.43571844341381466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,11,"I come to this, from hearing my master say, some time during , I was about seventeen years old.",0.9833731651306152,3.3330166339874268,4.4829247891902915,0.8181350231170654,0.9164338707923888,0.9926703572273254,1,0.7045342922210693,i come to this  from hearing my master say  some time during   i was about seventeen years old ,95,18,1.0029498701137805,0.8637195780603965,0.4111413341500285,0.5867732242069766,1.30329006679312,0.7143291114771646,0.1295816317172048,0.6699061323399422,0.8762061541164907,0.7315468059728718,0.10750519406711687,0.6486159622407253,0.3899927310392926,0.06061823533737899,0.009308898658756866,0.05130371784231211,0.5235268254422522,0.08420938528323772,0.08895622697033169,0.191205056137629,1.0034444171726091,0.845798277685241,0.4018714638391726,0.640026077966306,1.081407128000056,1.0,0.6123247005155702,0.6607142857142857,0.7586724714630223,0.484422167026764,0.4266167303224954,0.40763056580248586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12,My mother was named Harriet Bailey.,0.9742758870124816,3.330062508583069,4.272469699382782,0.8921607732772827,0.6415325403213501,0.7721041440963745,1,0.7603615522384644,my mother was named harriet bailey ,35,6,0.9937521182713965,0.8591558068275515,1.34292009303974,1.5058428839018023,1.1671506857383027,0.6443980275073908,1.440705269705647,3.079628706145,0.8743088302402572,0.7304629905924094,1.578091121342066,2.9577499204067523,0.17478427742969832,-0.0774472700098248,0.34685773967288264,0.5226828284337196,0.20540946124652873,-0.9686140578384913,0.8538091391092778,1.629744684534436,1.0819998330100016,0.8831599966505357,1.3132480824906847,1.5894427000622708,1.081407128000056,1.0,1.8420705164260445,1.6607142857142856,0.8001960592024907,0.5079441968768881,1.0874771003976795,1.0214835918976761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,13,"She was the daughter of Isaac and Betsey Bailey, both colored, and quite dark.",0.9876362681388856,1.3331133425235748,2.357894778251648,-0.8024719953536987,0.8662484884262085,0.9738752841949464,1,0.5762305855751038,she was the daughter of isaac and betsey bailey  both colored  and quite dark ,78,14,1.0072600564177951,0.8658582206982441,0.5487590345376773,0.7225138727853709,-0.0713512910220035,0.008213368355151657,-0.09873408642006493,0.25028320433447393,-0.408256671820037,-0.002181675400529996,-0.2501390511574967,0.08703812018892404,0.35070474900469967,0.03541330029557023,0.07537274464221531,0.14356034318983382,0.4964191419577614,-0.00550468843087876,0.23887962567739499,0.4731818216583512,-0.716328202077186,0.02785771178431279,-0.5053549165070765,-0.3050670787784125,1.081407128000056,1.0,0.7880026742170665,0.8035714285714285,0.6632418481698005,0.4303632070013641,0.44184709606790135,0.42177758766171813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,14,My mother was of a darker complexion than either my grandmother or grandfather.,0.994150936603546,0.4795234501361847,2.347425282001496,-0.9162284731864928,0.8369325399398804,0.8181462287902832,-1,-1.5134419202804563,my mother was of a darker complexion than either my grandmother or grandfather ,79,13,1.0138466753048128,0.8691263912592031,0.6000206187507859,0.773076268964372,-0.078123808335579,0.004734511074673109,-0.06432936984421074,0.3135158543882835,-0.9564854237034534,-0.3153484260780868,-0.48209716680741116,-0.27718565741239454,0.3277545510953961,0.02068975845034842,0.09046676741454655,0.16463879515042049,0.27181485678281897,-0.7488424733884109,0.1699390122789357,0.34351793098645267,-0.837045484928238,-0.02955660074979681,-0.6215235829644061,-0.4260845161848068,-0.9524817099543668,0.0,-0.8539106953776878,-0.5315934065934067,-0.8910293021000067,-0.45009087662019454,-0.7471198329086776,-0.6826175014194223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,15,My father was a white man.,-0.9846758842468262,0.4574428200721741,4.256203413009644,-0.568352997303009,0.8014745712280273,-0.5929549932479858,1,0.604744553565979,my father was a white man ,26,6,-0.9868350451930794,-0.1235785477903937,-1.480517611739213,-1.2790842307630617,1.15662833552608,0.6389929834227992,1.4330285694652303,3.065519649359136,-0.9706669836876456,-0.3234494113776188,-0.3256157942629347,-0.03147648499263015,0.29999602915030427,0.0028814693438572454,0.5075109484977439,0.7470313003822566,-1.7633826242641415,-7.48441827210596,-1.5125468632661372,-2.8209108994156473,-0.4678833675770225,0.14602048880007457,-0.835561406583621,-0.6490560773841729,1.081407128000056,1.0,1.8420705164260445,1.6607142857142856,0.6844501655993247,0.4423771658812709,0.8917819111120375,0.8397083038415991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,16,He was admitted to be such by all I ever heard speak of my parentage.,0.7057902812957764,0.913347065448761,4.56617546081543,0.9442795515060424,0.8692711591720581,0.9927222728729248,1,0.5392368435859679,he was admitted to be such by all i ever heard speak of my parentage ,69,15,0.7223012576329794,0.7244664120556735,0.34559828749000515,0.5221241591639305,1.357143337425873,0.741992066615396,0.28634190522536185,0.9580168480677225,-0.6778567973789665,-0.15618635868920527,-0.3866538115227858,-0.1273192071210966,0.35307106820683165,0.0369313961276597,0.051727182203765446,0.1105398648549559,0.5236017021339455,0.08445719299583312,0.20371308984509373,0.40704040468089775,1.1373077804179748,0.9094649937736033,0.5563549854041222,0.8009575965197421,1.081407128000056,1.0,0.7352992821066177,0.7607142857142858,0.6357263854582416,0.4147764147592747,0.4025347333686111,0.3852615338950721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17,"The opinion was also whispered that my master was my father; but of the correctness of this opinion, I know nothing; the means of knowing was withheld from me.",-0.9964857697486876,0.6361545920372009,1.375861644744873,-0.9857709407806396,-0.4932140707969666,0.9843836426734924,-1,-0.4578221142292023,the opinion was also whispered that my master was my father  but of the correctness of this opinion  i know nothing  the means of knowing was withheld from me ,159,29,-0.998775363464384,-0.1295031347950665,-0.3584561109069914,-0.17232721158035896,-0.7066097829559185,-0.3181015788536559,-0.44129846914086296,-0.3793180797140553,-0.8558871197681748,-0.2578832824517197,-0.5415422537423763,-0.3705271387510742,-0.7135601441817067,-0.6473585324858088,-0.40002538544219834,-0.5203220954603741,0.5115750955998278,0.044654608398376955,-0.13158993144461434,-0.22359939022753605,-0.9108432843209212,-0.06465555111209871,-0.29943019769694845,-0.09054725575722217,-0.9524817099543668,0.0,-0.38419346065326254,-0.1496305418719212,-0.10587306082232145,-0.005320336554589187,0.012172325378526175,0.022665808278694854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,18,My mother and I were separated when I was but an infant before I knew her as my mother.,-0.993769109249115,0.5595631599426271,3.267133742570877,-0.9931397438049316,0.9072924256324768,0.8852106332778931,1,0.6887694001197815,my mother and i were separated when i was but an infant before i knew her as my mother ,87,19,-0.9960286991554992,-0.12814028572346975,-0.5136154776645169,-0.3253702650346205,0.5168180421433763,0.3103399000563076,-0.08872892007737028,0.268671763957772,-0.9050789220571308,-0.28598329878592527,-0.511663442284251,-0.32361102396446934,0.38283628594951946,0.05602706714097782,-0.009739986104600244,0.024702393036893137,0.3685402404402335,-0.42872555139349894,-5.9835369850724075e-05,0.023783148986767054,-0.9186629873910589,-0.0683746778633757,-0.4607850224485776,-0.2586368792338975,1.081407128000056,1.0,0.5799629685179261,0.6343984962406014,0.7469467503696512,0.4777798517407382,0.4048126342434654,0.3873774064885749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,19,"It is a common custom, in the part of Maryland from which I ran away, to part children from their mothers at a very early age.",-0.9910452365875244,2.2805385291576385,3.356508702039718,0.5154891014099121,0.8292955160140991,0.9958290457725524,-1,0.5530238747596741,it is a common custom  in the part of maryland from which i ran away  to part children from their mothers at a very early age ,126,26,-0.9932747430307959,-0.1267738185743429,-0.3909333294271705,-0.20436145349497695,0.5746329977000048,0.3400378646012717,-0.21008694461924193,0.04562706948517164,0.2002389678349606,0.34541155391762285,-0.27999811606572705,0.04015301170264705,0.32177585282416304,0.016854165636537872,-0.10530052172573932,-0.10874567377737271,0.5280825262454674,0.09928667795979379,-0.08627379943211591,-0.1383685560749459,0.6822794687628975,0.6930491079930435,0.1756598648594912,0.40437261946526176,-0.9524817099543668,0.0,-0.4282294514086774,-0.18543956043956047,0.6459809993946911,0.4205853861956565,0.2917780192902628,0.2823830028528505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,20,"Frequently, before the child has reached its twelfth month, its mother is taken from it, and hired out on some farm a considerable distance off, and the child is placed under the care of an old woman, too old for field labor.",-0.981235921382904,0.6151912212371826,1.3256731331348421,-0.9966838359832764,0.8965936899185181,0.66150963306427,-1,0.5873303413391113,frequently  before the child has reached its twelfth month  its mother is taken from it  and hired out on some farm a considerable distance off  and the child is placed under the care of an old woman  too old for field labor ,225,42,-0.983357090099423,-0.1218528444144433,-0.26334051316866297,-0.07850895353249274,-0.7390757732672077,-0.3347784718807107,-0.486264448835937,-0.4619613432362671,-0.8693511060588506,-0.2655743654591917,-0.5705249300828852,-0.4160361300280537,0.3744607049196511,0.050653770655315636,-0.16887301924787398,-0.19752318890681805,0.045901647948033024,-1.4965121989107848,-0.3208281592210261,-0.5795197058116858,-0.9224239440072817,-0.07016342536904537,-0.20884530151581204,0.00381856884826246,-0.9524817099543668,0.0,-0.26606516799191154,-0.05357142857142857,0.6714977017117767,0.4350399327860206,0.23680253140619248,0.2313179501930023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,21,"For what this separation is done, I do not know, unless it be to hinder the development of the child s affection toward its mother, and to blunt and destroy the natural affection of the mother for the child.",-0.9961960315704346,1.3773953914642334,3.3662496507167816,-0.998507797718048,-0.435650497674942,0.5451750159263611,-1,-1.7078773975372314,for what this separation is done  i do not know  unless it be to hinder the development of the child s affection toward its mother  and to blunt and destroy the natural affection of the mother for the child ,207,39,-0.998482425309891,-0.1293577837630548,-0.28219901583933876,-0.09711023357513374,0.5809342314929014,0.3432746364013932,-0.3312311125965544,-0.17702457663085622,-0.37981597373060844,0.014064610437396654,-0.4883342607405437,-0.2869792268558039,-0.6684960932562098,-0.6184480001174675,-0.3648485278815731,-0.4711984315173709,-0.12188498284776526,-2.051809451517034,-0.3392525140268963,-0.6141723352195642,-0.9243595147004035,-0.07108400159543277,-0.22537233630316866,-0.01339828883708319,-0.9524817099543668,0.0,-0.28633570341900727,-0.07005494505494506,-1.0356478736906862,-0.5320135269263699,-0.19913093578193408,-0.17360734133137218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,22,This is the inevitable result.,-0.9972836375236512,2.3881474137306213,2.2402894496917725,-0.9996207952499391,1.8424537777900696,0.954867959022522,-1,0.6415939331054688,this is the inevitable result ,30,5,-0.9995820431879072,-0.12990339583487517,-1.786166203842177,-1.580563895168594,-0.14742793356618672,-0.03086512632195843,0.6930956296807588,1.7055921364693893,0.2693521157378873,0.3848913146625676,1.2704055150232971,2.4746178104006864,1.1149339739761521,0.5256993107986518,1.9232480807151227,2.724075298551193,0.4690053322974721,-0.09623190022140529,1.5016900488329683,2.848282717569985,-0.9255406170027032,-0.07164574532522382,-1.764214935186414,-1.61647073141393,-0.9524817099543668,0.0,-2.216090676078521,-1.6392857142857145,0.7118582534040317,0.45790313303811064,1.0994881116973898,1.0326402536777615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,23,"I never saw my mother, to know her as such, more than four or five times in my life; and each of these times was very short in duration, and at night.",-0.998292088508606,0.4954637587070465,1.5029332637786863,-0.9967994093894958,0.7332041263580322,-0.962527871131897,-1,-0.4841128289699554,i never saw my mother  to know her as such  more than four or five times in my life  and each of these times was very short in duration  and at night ,150,32,-1.000601631880742,-0.13040929875826682,-0.33108624695146033,-0.14533066190425606,-0.6244095777685806,-0.27587757719631223,-0.4426487078428911,-0.3817996921158381,-0.9462475617625178,-0.3095002140919157,-0.5672014550320691,-0.4108175644504692,0.2465500278430877,-0.03140644572408134,-0.1594403017476205,-0.18435061816899284,-2.2964087306735466,-9.24849167326255,-0.7975031668335,-1.4760527220739332,-0.9225465893971043,-0.0702217567079874,-0.274341050631145,-0.06441091127459919,-0.9524817099543668,0.0,-0.3484142181644879,-0.1205357142857143,-0.12542775148653892,-0.016397558985358697,0.01714045494355917,0.027280552187731996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,24,"She was hired by a Mr. Stewart, who lived about twelve miles from my home.",-0.978862762451172,4.241736218333243,3.3296027779579163,-0.9743614196777344,0.9031959772109984,-0.916220724582672,1,0.7828302383422852,she was hired by a mr  stewart  who lived about twelve miles from my home ,74,15,-0.9809577211174965,-0.12066231749826391,-0.6256380630870275,-0.43586490604262373,0.55722806891185,0.3310974277699753,0.0529069934322947,0.5289853210906265,1.4598426380778413,1.0649396472478554,0.495645710897525,1.2580794633732477,0.37962935228875017,0.053969680876345856,0.06535744773399452,0.12957421385008466,-2.2296210427745002,-9.02745487538203,-1.1199625214576026,-2.082536076993503,-0.8987356099940232,-0.058897023571982864,-0.5727802567424468,-0.37530668934100686,1.081407128000056,1.0,0.7352992821066177,0.7607142857142858,0.8169079748245698,0.5174110613632065,0.5250664770784277,0.4990775305486982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
