,sent_clean
115,my mother says that i am his son  but i cannot be sure  since no one knows his own begetting 
116,i wish i were the son of someone lucky  who could grow old at home with all his wealth 
117,instead  the most unlucky man alive is said to be my father since you ask 
118,athena looked at him with sparkling eyes 
119,son of penelope  you and your sons will make a name in history  since you are so clever 
120,but now tell me this 
121,who are these banqueters 
122,and what is the occasion 
123,a drinking party  or a wedding feast 
124,they look so arrogant and self indulgent  making themselves at home 
125,a wise observer would surely disapprove of how they act 
126,telemachus said moodily  my friend 
127,since you have raised the subject  there was once a time when this house here was doing well  our future bright  when he was still at home 
128,but now the gods have changed their plans and cursed us  and cast my father into utter darkness 
129,if he had died it would not be this bad if he had fallen with his friends at troy  or in his loved ones arms  when he had wound the threads of war to end 
130,the greeks would then have built a tomb for him  he would have won
131,fame for his son 
132,but now  the winds have seized him  and he is nameless and unknown 
133,he left nothing but tears for me  i do not weep only for him 
134,the gods have given me so many other troubles 
135,all the chiefs of same  zacynthus  dulichium  and local lords  from rocky ithaca  are courting mother  wasting our whole house 
136,she does not turn these awful suitors down  nor can she end the courting 
137,they keep eating 
138,spoiling my house and soon  they will kill me  athena said in outrage  this is monstrous  you need odysseus to come back home and lay his hands on all those shameless suitors  if only he would come here now and stand right at the gates  with two spears in his hands  in shield and helmet  as when i first saw him  odysseus was visiting our house  drinking and having fun on his way back from sailing in swift ships to ephyra
139,to visit ilus 
140,he had gone there looking for deadly poison to anoint his arrows 
141,ilus refused  because he feared the gods 
142,my father gave odysseus the poison  loving him blindly 
143,may odysseus come meet the suitors with that urge to kill  a bitter courtship and short life for them  but whether he comes home to take revenge  or not  is with the gods 
144,you must consider how best to drive these suitors from your house 
145,come  listen carefully to what i say 
146,tomorrow call the achaean chiefs to meeting  and tell the suitors let the gods be witness all of you  go away  to your own homes  as for your mother  if she wants to marry  let her return to her great father s home 
147,they will make her a wedding and prepare abundant gifts to show her father s love 
148,now here is some advice from me for you 
149,fit out a ship with twenty oars  the best 
150,and go find out about your long lost father 
151,someone may tell you news  or you may hear a voice from zeus  best source of information 
152,first go to pylos  question godlike nestor  from there  to sparta  visit menelaus 
153,he came home last of all the achaean heroes 
154,if you should hear that he is still alive and coming home  put up with this abuse for one more year 
155,but if you hear that he is dead  go home  and build a tomb for him 
156,and hold a lavish funeral to show the honor he deserves  and give your mother in marriage to a man  when this is done  consider deeply how you might be able to kill the suitors in your halls by tricks or openly 
157,you must not stick to childhood  you are no longer just a little boy 
158,you surely heard how everybody praised orestes when he killed the man who killed his famous father devious aegisthus 
159,dear boy  i see how big and tall you are 
160,be brave  and win yourself a lasting name 
161,but i must go now  on my speedy ship  my friends are getting tired of waiting for me  remember what i said and heed my words 
162,telemachus was brooding on her words  and said  dear guest  you were so kind to give me this fatherly advice 
163,i will remember 
164,i know that you are eager to be off  but please enjoy a bath before you go 
165,and take a gift with you 
166,i want to give you a precious  pretty treasure as a keepsake to mark our special friendship 
167,but the goddess athena met his gaze and said  do not hold me back now 
168,i must be on my way 
169,as for the gift you feel inspired to give me  save it for when i come on my way home and let me give you presents then as well in fair exchange 
170,with that  the owl eyed goddess flew away like a bird  up through the smoke 
171,she left him feeling braver  more determined  and with his father even more in mind 
172,watching her go  he was amazed and saw she was a god 
173,then godlike  he went off to meet the suitors 
174,they were sitting calmly  listening to the poet  who sang how athena cursed the journey of the greeks as they were sailing home from troy 
175,upstairs  penelope had heard the marvelous song 
176,she clambered down the steep steps of her house 
177,not by herself two slave girls came with her 
178,she reached the suitors looking like a goddess  then stopped and stood beside a sturdy pillar  holding a gauzy veil before her face 
179,her slave girls stood  one on each side of her 
180,in tears  she told the holy singer  stop  please phemius  you know so many songs  enchanting tales of things that gods and men have done  the deeds that singers publicize 
181,sing something else  and let them drink in peace 
182,stop this upsetting song that always breaks my heart  so i can hardly bear my grief 
183,i miss him all the time that man  my husband  whose story is so famous throughout greece 
184,sullen telemachus said  mother  no  you must not criticize the loyal bard for singing as it pleases him to sing 
185,poets are not to blame for how things are  zeus is  he gives to each as is his will 
186,do not blame phemius because he told
187,about the greek disasters 
188,you must know the newest song is always praised the most 
189,so steel your heart and listen to the song 
190,odysseus was not the only one who did not come back home again from troy 
191,many were lost 
192,go in and do your work 
193,stick to the loom and distaff 
194,tell your slaves to do their chores as well 
195,it is for men to talk  especially me  i am the master 
196,that startled her 
197,she went back to her room 
198,and took her son s uneasy words to heart 
199,she went upstairs  along with both her slaves  and wept there for her dear odysseus  until athena gave her eyes sweet sleep 
200,throughout the shadowy hall the suitors clamored  praying to lie beside her in her bed 
201,telemachus inhaled  then started speaking 
202,you suitors  you are taking this too far 
203,let us enjoy the feast in peace 
204,it is a lovely thing to listen to a bard 
205,especially one with such a godlike voice 
206,at dawn  let us assemble in the square 
207,i have to tell you this it is an order 
208,you have to leave my halls 
209,go dine elsewhere  eat your own food  or share between your houses 
210,or if you think it easier and better to ruin one man s wealth  and if you think that you can get away with it go on  i call upon the gods  zeus will grant vengeance 
211,you will be punished and destroyed  right here 
212,he spoke  and they began to bite their lips  shocked that telemachus would dare to speak so boldly 
213,but antinous replied  telemachus  the gods themselves have taught you such pride  to talk so big and brash in public  may zeus the son of cronus never grant you your true inheritance  which is the throne of ithaca 
214,his mind alert and focused  telemachus replied  antinous  you will not like this  but i have to say 
215,i hope zeus does give me the throne 
216,do you deny it is an honorable thing to be a king 
217,it brings the household wealth  and honor to the man  but there are many other great chiefs in sea girt ithaca  both old and young 
218,i know that 
219,one of them may seize the throne  now that odysseus has died 
220,but i shall be at least the lord of my own house and of the slaves that he seized for my benefit 
221,eurymachus
222,replied  telemachus  the gods must choose which of us will be king of ithaca 
223,but still  i hope you keep your own possessions  and rule your house 
224,may no man drive you out  and seize your wealth  while ithaca survives 
225,now  friend  i want to ask about the stranger 
226,where was he from  what country 
227,did he say 
228,where is his place of birth  his native soil 
229,does he bring news your father will come home 
230,or did he come here for some other purpose 
231,how suddenly he darted off  not waiting for us to meet him 
232,yet he looked important 
233,the boy said soberly  eurymachus  my father is not ever coming home 
234,i do not listen now to any gossip  or forecasts from the psychics whom my mother invites to visit us 
235,the stranger was my father s guest friend mentes  son of wise anchialus  who rules the taphians  the people of the oar 
236,those were his words 
237,but in his mind he knew she was a god 
238,they danced to music and enjoyed themselves till evening  then they went back home to sleep 
239,telemachus bedroom had been built above the courtyard  so it had a view 
240,he went upstairs  preoccupied by thought 
241,a loyal slave went with him  eurycleia  daughter of ops  she brought the burning torches 
242,laertes bought her many years before when she was very young  for twenty oxen 
243,he gave her status in the household  equal to his own wife  but never slept with her  avoiding bitter feelings in his marriage 
244,she brought the torches now  she was the slave who loved him most  since she had cared for him when he was tiny 
245,entering the room  he sat down on the bed  took off his tunic  and gave it to the vigilant old woman 
246,she smoothed it out and folded it  then hung it up on a hook beside his wooden bed 
247,and left the room 
248,she used the silver latch to close the door  the strap pulled tight the bolt 
249,he slept the night there  wrapped in woolen blankets  planning the journey told him by athena 
250,a dangerous journey the early dawn was born  her fingers bloomed 
251,odysseus well beloved son jumped up  put on his clothes  and strapped his sword across his back  and tied his handsome sandals onto his well oiled feet 
252,he left the room looking just like a god 
253,he quickly told the clear voiced heralds they must call the greeks to council 
254,soon the men  their long hair flowing  were gathered all together in the square 
255,telemachus arrived  bronze sword in hand 
256,not by himself two swift dogs came with him 
257,athena poured a heavenly grace upon him 
258,the elders let him join them  and he sat upon his father s throne 
259,the first to speak was wise aegyptius  a bent old soldier 
260,his darling son  the spear man antiphus  had sailed with lord odysseus to troy  the cyclops killed him in his cave and made him his final course at dinner 
261,this old father had three sons left 
262,one teamed up with the suitors
263,eurynomus 
264,the others spent their time working the farm 
265,but still the father mourned the son whom he had lost 
266,he spoke in tears 
267,people of ithaca  now hear my words 
268,we have not met in council since the day odysseus departed with his ships 
269,who called us 
270,someone old or young 
271,and why 
272,has he found out an army is approaching 
273,or does he have some other piece of news which he would like to share with all of us 
274,i think he is a helpful  decent man  i hope that zeus rewards his good intentions  odysseus loving son felt glad  and eagerly got up to speak and stood among them  in the center of the group 
275,the competent official  named pisenor  passed him the speaking stick  he held it up  and first addressed aegyptius 
276,here  sir  now look no further for the man you seek 
277,i called the meeting 
278,i am in deep trouble 
279,i have no information of an army that might attack us  nor do i have news of any other danger to our people 
280,i need help for myself 
281,my family has suffered two disasters 
282,first i lost my father  who was kind to you as if you also were his sons 
283,now  even worse  my house is being ripped apart  my wealth will soon be gone  the sons of all the nobles have shoved inside my house to court my mother 
284,against her wishes 
285,they should go and ask icarius her father to provide a dowry  and choose who should be her husband 
286,they are too scared 
287,instead  they haunt our house day after day  and kill our cows and pigs and good fat goats 
288,they feast and drink red wine  not caring if they waste it all 
289,there is no man to save the house no man like him  odysseus 
290,i cannot fight against them  i would be useless 
291,i have had no training 
292,but if i had the power  i would do it  it is unbearable  what they have done  they ruined my whole house  it is not fair  you suitors all should feel ashamed  consider what others in the neighborhood will think  and also be afraid  the angry gods will turn on you in rage  they will be shocked at all this criminal behavior  i beg you  by olympian zeus  and by the goddess who presides in human meetings 
293,justice  but never mind 
294,friends  leave me be  and let me cry and suffer by myself 
295,or did odysseus  my warlike father  deliberately do harm to our own side 
296,is that why you seem set on hurting me  encouraging these suitors 
297,oh  if only you ithacans would eat my stock yourselves  if you did that  i soon would get revenge  i would come through the town and keep demanding  until it all got given back 
298,but now 
299,you make me so unhappy  this is pointless  he stopped  frustrated  flung the scepter down  and burst out crying 
300,everyone was seized by pity 
301,no one spoke  they hesitated to answer him unkindly 
302,then at last antinous began 
303,telemachus  you stuck up  wilful little boy  how dare you try to embarrass us and put the blame on us 
304,we suitors have not done you wrong 
305,go blame your precious mother  she is cunning 
306,it is the third year  soon it will be four  that she has cheated us of what we want 
307,she offers hope to all  sends notes to each  but all the while her mind moves somewhere else 
308,she came up with a special trick  she fixed a mighty loom inside the palace hall 
309,weaving her fine long cloth  she said to us  young men  you are my suitors 
310,since my husband  the brave odysseus  is dead  i know you want to marry me  you must be patient 
311,i have worked hard to weave this winding sheet to bury good laertes when he dies 
312,he gained such wealth  the women would reproach me if he were buried with no shroud 
313,please let me finish it  and her words made sense to us 
314,so every day she wove the mighty cloth  and then at night by torchlight  she unwove it 
315,for three long years her trick beguiled the greeks 
316,but when the fourth year s seasons rolled around  a woman slave who knew the truth told us 
317,we caught her there  unraveling the cloth  and made her finish it 
318,this is our answer  so you and all the greeks may understand 
319,dismiss your mother  let her father tell her to marry anyone his heart desires 
320,athena blessed her with intelligence  great artistry and skill  a finer mind than anyone has ever had before  even the braided girls of ancient greece  tyro  alcmene  garlanded mycene
321,none of them had penelope s understanding 
322,but if she wants to go on hurting us  her plans are contrary to destiny 
323,we suitors will keep eating up your wealth  and livelihood  as long as she pursues this plan the gods have put inside her heart 
324,for her it may be glory  but for you  pure loss 
325,we will not go back to our farms or anywhere  until she picks a husband 
326,telemachus insisted  breathing hard 
327,antinous  i cannot force my mother out of the house 
328,she gave me birth and raised me  my father is elsewhere alive or dead 
329,if i insist my mother has to leave  icarius will make me pay the price  and gods will send more trouble  if she goes  mother will rouse up furies full of hate to take revenge  and everyone will curse me  i will not 
330,if you feel upset  you go  out of my house  stop eating all my food 
331,devour each other s property  not mine  or do you really think it right to waste one person s means of life  and go scot free 
332,then try it  i will call the deathless gods  may zeus give recompense some day for this  you will die here  and nobody will care  then zeus  whose voice resounds around the world  sent down two eagles from the mountain peak 
333,at first they hovered on the breath of wind  close by each other  balanced on their wings 
334,reaching the noisy middle of the crowd  they wheeled and whirred and flapped their mighty wings  swooping at each man s head with eyes like death  and with their talons ripped each face and neck 
335,then to the right they flew  across the town 
336,everyone was astonished at the sight  they wondered in their hearts what this could mean 
337,old halitherses  son of mastor  spoke 
338,more than the other elders  this old leader excelled at prophecy and knew the birds 
339,he gave them good advice 
340,now ithacans  listen  i speak especially for the suitors 
341,disaster rolls their way  odysseus will not be absent from his friends for long  already he is near and sows the seeds of death for all of them  and more disaster for many others in bright ithaca 
342,we have to form a plan to make them stop 
343,that would be best for them as well by far 
344,i am experienced at prophecy 
345,my words came true for him  that mastermind  odysseus 
346,i told him when he left for troy with all the argives  he would suffer most terribly  and all his men would die  but in the twentieth year he would come home  unrecognized 
347,now it is coming true 
348,eurymachus  the son of polybus  replied  old man  be off  go home and spout your portents to your children  or it will be worse for them 
349,but i can read these omens
350,better than you can 
351,many birds go flying in sunlight  and not all are meaningful 
352,odysseus is dead  away from home 
353,i wish that you had died with him  to stop your forecasts  you are making this boy angry  hoping that he will give your household gifts 
354,but let me tell you this  which will come true 
355,you may know many ancient forms of wisdom  but if you tease this boy and make him angry  he will be hurt  and never get to act
356,on any of these prophecies of yours 
357,and  old man  we will make you pay so much your heart will break  your pain will cut so deep 
358,i will advise telemachus myself  in front of everyone  to send his mother back to her father s family  to fix her wedding  and the gifts a well loved daughter should have 
359,unless he does that  we will never cease from this torturous courtship 
360,we are not afraid of anyone  much less this boy
361,with his long speeches  nor your pointless portents 
362,they will not come to pass and they will make you hated 
363,his house will be devoured  and payback will never come  as long as she frustrates our hopes of marriage 
364,meanwhile  we will wait in daily hope  competing for the prize  not seeking other women as our wives 
365,telemachus  his mind made up  replied  all right  eurymachus  and all of you 
366,i will not talk about this anymore 
367,the gods and all of you already know 
368,just let me have a ship and twenty men to make a journey with me  out and back  to sparta and to sandy pylos  seeking news about when my father may come home 
369,i may hear it from somebody  or from a voice from zeus it often happens so 
370,if i find out my father is alive and coming home  i will endure this pain for one more year 
371,but if i hear that he
372,is dead  i will come home to my own land  and build a tomb and hold the funeral rites as he deserves  and i will give my mother to a new husband 
373,he sat down  and up stood mentor 
374,when odysseus sailed off  this was the friend he asked to guard his house and told the slaves to look to him as master 
375,mentor addressed the crowd 
376,now ithacans  listen  this changes everything  now kings should never try to judge with righteousness
377,or rule their people gently 
378,kings should always be cruel  since the people whom he ruled as kindly as a father  have forgotten their king odysseus 
379,i do not blame the suitors overconfidence  rough ways and violence  in eating up his household  they risk their lives  supposing that the master will never come back home 
380,but i do blame you others  sitting passive  never speaking against them  though you far outnumber them 
381,leocritus  euenor s son  replied  mentor  for shame  you must have lost your mind  fool  telling us to stop our banqueting  you could not fight us  we outnumber you 
382,even if ithacan odysseus came back and found us feasting in his house  and tried to drive us out  his wife would get no joy of his return  no matter how she misses him 
383,if he tried fighting solo against us  he would die a cruel death 
384,so what you said was nonsense 
385,anyway  we must disperse  and everyone get busy 
386,mentor and halitherses  since you are old comrades of his father  you can guide telemachus journey 
387,i suspect he will not manage to go anywhere  he will just wait in ithaca for news 
388,the crowd broke up  the ithacans went home  the suitors  to odysseus house 
389,telemachus slipped out and at the beach
390,he dipped his hands in salty gray seawater  and asked athena  goddess  hear my prayer  just yesterday you came and ordered me to sail the hazy sea and find out news of my long absent father s journey home 
391,the greeks are wasting everything  especially these bullying  mean suitors 
392,then athena came near him with the voice and guise of mentor  and spoke to him with words that flew like birds 
393,telemachus  you will be brave and thoughtful 
394,if your own father s forcefulness runs through you 
395,how capable he was  in word and deed  your journey will succeed  if you are his 
396,if you are not his son  his true born son  i doubt you can achieve what you desire 
397,and it is rare for sons to be like fathers  only a few are better  most are worse 
398,but you will be no coward and no fool 
399,you do possess your father s cunning mind  so there is hope you will do all these things 
400,forget about those foolish suitors plans 
401,they have no brains and no morality 
402,they do not know black doom will kill them all  and some day soon  their death is near at hand 
403,you will achieve the journey that you seek  since i will go with you  just like a father 
404,i will equip a good swift ship for you 
405,now go back home to where those suitors are  and get provisions 
406,pack them in containers  some wine in jars  and grain  the strength of men 
407,in sturdy skins 
408,and i will go through town  calling for volunteers to come with us 
409,there are a lot of ships in ithaca  both new and old 
410,i will select the best one  we will equip her quickly and sail fast  far off across the sea 
411,so spoke the goddess  daughter of zeus 
412,telemachus obeyed 
413,his heart was troubled as he went back home 
414,he found the arrogant suitors in the hall  skinning some goats and charring hogs for dinner 
415,antinous began to laugh 
416,he called him  and seized his hand and spoke these words to him 
417,telemachus  you are being so pigheaded  why not put all your troubles from your heart 
418,come eat and drink with me  just as before 
419,you know the greeks will fix it all for you 
420,they will select a ship and crew  and soon you will reach pylos  where you hope to hear word of your father 
421,but the boy was wary  and said  antinous  i cannot eat 
422,i have no peace or joy when i am with you selfish suitors 
423,is it not enough that you destroyed my rich inheritance when i was just a little boy 
424,but now i have grown bigger  and i got advice from other people  and my heart wells up with courage 
425,i will try to bring down doom on your heads here at home or when i go to pylos 
426,yes  i really will go there  as passenger  although i do not own
427,a ship or have a crew because of you  he snatched his hand away 
428,but as they feasted  the suitors started mocking him and jeering 
429,with sneers they said  oh no  telemachus is going to kill us  he will bring supporters from pylos or from sparta he is quite determined  or indeed he may be fetching some lethal poisons from the fertile fields of ephyra  to mix up in our wine bowl and kill us all  another proud young man
430,said  well  who knows  perhaps he will get lost in that curved ship  and die  so far away from all his family just like his father 
431,and what a pity that would be for us  then we would have to share out all his wealth  and give away the house itself to her his mother  and the man who marries her 
432,the boy went downstairs  to his father s storeroom  wide and high roofed  piled high with gold and bronze and clothes in chests and fragrant olive oil 
433,down there the jars of vintage wine were stored  which held the sweet  unmixed and godlike drink  lined in a row against the wall  in case weary odysseus came home at last 
434,the double doors were locked and closely fitted 
435,a woman checked the contents  night and day  guarding it all with great intelligence  and that was eurycleia  child of ops 
436,he called her to the chamber and addressed her 
437,nanny  please pour sweet wine in jugs for me 
438,the second best one  not the one you keep for when the poor unlucky king escapes from evil fate and death  and comes back home 
439,fill up twelve jugs with wine for me  and pour me some twenty pounds of fine milled barley groats  all packed in sturdy leather bags 
440,load up all these provisions secretly 
441,at nightfall  i will come here and get them  when my mother has gone upstairs to go to sleep 
442,i am leaving for sparta and for sandy pylos 
443,to learn about my father s journey home 
444,at that his loving nurse began to wail  and sobbed  sweet child  what gave you this idea 
445,why do you want to go so far 
446,you are an only child  and dearly loved  the king  odysseus  is gone  lost  far from home  and they will plot against you when you leave  scheming to murder you and share this wealth 
447,stay with us  we who love you  do not go searching for danger out on restless seas 
448,telemachus decisively replied  nanny  you need not worry 
449,gods have blessed this plan 
450,but promise me you will not tell mother  until she notices me gone 
451,say nothing for twelve days  so she will not start crying  it would spoil her pretty skin 
452,at that the old nurse swore a mighty oath by all the gods that she would keep the secret  and then she drew the wine for him in jars  and poured the barley groats in well stitched bags 
453,telemachus returned to see the suitors 
454,meanwhile  bright eyed athena had a plan 
455,resembling telemachus  she went all through the city  standing by each man  and urged them to assemble by the ship at night  and asked the son of phronius  no mon  for his speedy ship  he promised to give it gladly 
456,then the sun went down and all the streets grew dark 
457,the goddess dragged the ship into the water  and she loaded
458,the necessary tackle for a journey 
459,right at the beach s farthest end the goddess stood and assembled good strong men as crew  she coached each one 
460,then  eyes ablaze with plans  she went back to odysseus house  and poured sweet sleep upon the drunken suitors 
461,she struck them and their cups fell from their hands 
462,disguised as mentor both in looks and voice  she called the boy out from the mighty hall  and looked intently in his face  and said 
463,telemachus  your crew of armored men is ready at the oar for your departure 
464,come on  no time to waste  we must be gone  so speaking  pallas quickly led the boy  he followed in the footsteps of the goddess 
465,they went down to the seashore and the ship  and found the long haired sailors on the beach 
466,inspired and confident  telemachus called out  my friends  come on  let us go fetch the rations  they are ready in the hall 
467,but quietly my mother does not know  nor do the other women  except one 
468,and so he led them  and they followed him 
469,they loaded everything upon the decks  odysseus son instructed them  and then embarked athena led the way 
470,she sat down in the stern  and next to her telemachus was sitting 
471,then the crew released the ropes and boarded  each at oar 
472,athena called a favorable wind 
473,pure zephyr whistling on wine dark sea 
474,telemachus commanded his companions to seize the rigging  so they did  and raised the pine wood mast inside the rounded block  and bound it down with forestays round about  and raised the bright white sails with leather ropes 
475,wind blew the middle sail  the purple wave was splashing loudly round the moving keel 
476,the goddess rode the waves and smoothed the way 
477,the quick black ship held steady  so they fastened
478,the tackle down  and filled their cups with wine 
479,they poured libations to the deathless gods  especially to the bright eyed child of zeus 
480,all through the night till dawn the ship sailed on 
481,an old king remembers leaving the ocean s streams  the sun leapt up into the sky of bronze  to shine his light for gods and mortals on the fertile earth 
482,telemachus arrived in pylos  where the pylians were bringing to the beach black bulls for blue poseidon  lord of earthquakes 
483,there were nine benches  fifty men on each  and each group had nine bulls to sacrifice 
484,they burned the thigh bones for the god  and ate the innards 
485,then the ithacans arrived 
486,took down their sails  dropped anchor and alighted 
487,the goddess with the flashing eyes  athena  first led telemachus onshore  then spoke 
488,do not be shy  telemachus 
489,you sailed over the sea to ask about your father  where the earth hides him  what his fate might be 
490,so hurry now to nestor  lord of horses 
491,learn what advice he has in mind for you 
492,supplicate him yourself  and he will tell you the truth  he is not one to tell a lie 
493,telemachus replied  but mentor  how can i approach and talk to him 
494,i am quite inexperienced at making speeches  and as a young man  i feel awkward talking to elders 
495,she looked straight into his eyes  and answered  you will work out what to do  through your own wits and with divine assistance 
496,the gods have blessed you in your life so far 
497,so pallas spoke and quickly led him on  he followed in the footsteps of the goddess 
498,they reached the center of the town  where nestor was sitting with his sons and his companions  putting the meat on spits and roasting it for dinner 
499,when they saw the strangers coming  they all stood up with open arms to greet them  inviting them to join them 
500,nestor s son  pisistratus  shook hands and sat them down  spreading soft fleeces on the sand beside his father and his brother  thrasymedes 
501,he served them giblets and he poured some wine
502,into a golden cup  and raised a toast to pallas  child of zeus the aegis lord 
503,now guest  give prayers of thanks to lord poseidon  and pour libations for the god 
504,this feast is in his honor  pay him proper dues 
