,model,type,sent_no,sent_raw,sentiment,sentiment100,token_len,sent_raw_abbr
33,baseline_sentiword,peak,835,tears rolled down his face and splashed down on the ground.,0.04498974225979633,20,11,tears rolled down his face and splashed down on the ground.
47,baseline_sentiword,valley,859,Too boldly in your presence right away.,0.02908273082995245,20,7,Too boldly in your presence right away.
171,baseline_stanza,valley,859,Too boldly in your presence right away.,-0.07559612736025456,19,7,Too boldly in your presence right away.
112,baseline_textblob,valley,860,your voice is like a god s to us.,-0.00238296066318849,19,9,your voice is like a god s to us.
201,sentimentr_jockers,valley,860,your voice is like a god s to us.,0.1015692067137668,20,9,your voice is like a god s to us.
232,sentimentr_jockers,valley,860,your voice is like a god s to us.,0.1571037135109898,21,9,your voice is like a god s to us.
263,syuzhetr_syuzhet,valley,860,your voice is like a god s to us.,0.6841694643696202,26,9,your voice is like a god s to us.
17,baseline_sentimentr,valley,867,"i would have brought him from ithaca, with all his wealth, his son and people, and bestowed on him a town in argos, driving out the natives from somewhere hereabouts under my rule.",0.07700666349421328,20,33,"i would have brought him from ithaca, with all his wealth, his son and people, and bestowed on him a"
296,transformer_roberta15lg,valley,867,"i would have brought him from ithaca, with all his wealth, his son and people, and bestowed on him a town in argos, driving out the natives from somewhere hereabouts under my rule.",0.09480194107318847,20,33,"i would have brought him from ithaca, with all his wealth, his son and people, and bestowed on him a"
327,transformer_huggingface,valley,868,we would have constantly spent time together.,-0.3057298458060221,16,7,we would have constantly spent time together.
142,baseline_flair,valley,872,his words made everybody want to cry.,0.054371405398430585,20,7,his words made everybody want to cry.
127,baseline_flair,peak,985,gods must know everything.,0.13794011881844997,21,4,gods must know everything.
186,sentimentr_jockers,peak,985,gods must know everything.,0.7163182137765632,27,4,gods must know everything.
217,sentimentr_jockers,peak,985,gods must know everything.,0.8325205151318474,28,4,gods must know everything.
248,syuzhetr_syuzhet,peak,985,gods must know everything.,1.1186459860693805,31,4,gods must know everything.
311,transformer_huggingface,peak,985,gods must know everything.,0.45146048937299954,24,4,gods must know everything.
1,baseline_sentimentr,peak,1004,"He lies down in the middle, like a shepherd among his flock of sheep.",0.12311712164778181,21,14,"He lies down in the middle, like a shepherd among his flock of sheep."
97,baseline_textblob,peak,1078,"aegisthus killed him over dinner, just as a person kills an ox at manger.",0.010376825298886014,20,14,"aegisthus killed him over dinner, just as a person kills an ox at manger."
280,transformer_roberta15lg,peak,1112,"the gods at last gave me fair wind, and sent me quickly home.",0.33850482940150234,23,13,"the gods at last gave me fair wind, and sent me quickly home."
158,baseline_stanza,peak,1113,"but come now, stay with me here in my palace, until eleven days or twelve have passed.",-0.012471717985566746,19,17,"but come now, stay with me here in my palace, until eleven days or twelve have passed."
64,baseline_vader,peak,1127,"i will give different gifts, just as you ask.",0.007612624544724264,19,9,"i will give different gifts, just as you ask."
81,baseline_vader,valley,1165,"telemachus has launched a ship and picked an ideal crew, despite us all! this is the start of worse.",-0.022507308359844186,19,19,"telemachus has launched a ship and picked an ideal crew, despite us all! this is the start of worse."
113,baseline_textblob,valley,1201,"already i lost my noble, lionhearted husband, most talented and brave of all the greeks, whose fame is spread through greece.",-0.05792101413829208,19,21,"already i lost my noble, lionhearted husband, most talented and brave of all the greeks, whose fame "
202,sentimentr_jockers,valley,1202,"and now the winds have taken my dear son, and no one told me that he was setting out.",-0.40437343078958676,15,19,"and now the winds have taken my dear son, and no one told me that he was setting out."
233,sentimentr_jockers,valley,1202,"and now the winds have taken my dear son, and no one told me that he was setting out.",-0.25350244823375007,17,19,"and now the winds have taken my dear son, and no one told me that he was setting out."
48,baseline_sentiword,valley,1207,"tell him to hurry off and sit beside laertes, and tell him everything; he may decide to go in tears to plead with those who want to kill godlike odysseus son,",-0.07618969995489257,19,31,"tell him to hurry off and sit beside laertes, and tell him everything; he may decide to go in tears "
18,baseline_sentimentr,valley,1208,His grandson.,-0.02571035396248029,19,2,His grandson.
172,baseline_stanza,valley,1208,His grandson.,-0.04461099964869154,19,2,His grandson.
264,syuzhetr_syuzhet,valley,1208,His grandson.,-0.11102793554591892,18,2,His grandson.
328,transformer_huggingface,valley,1284,Must go back home he has endured enough.,-0.0792647860862451,19,8,Must go back home he has endured enough.
297,transformer_roberta15lg,valley,1290,"at once he fastened on his feet the sandals of everlasting gold with which he flies on breath of air across the sea and land; he seized the wand he uses to enchant men s eyes to sleep or wake as he desires, and flew.",-0.125889641700575,18,45,at once he fastened on his feet the sandals of everlasting gold with which he flies on breath of air
143,baseline_flair,valley,1292,"he touched pieria, then from the sky",0.027705896129076046,20,7,"he touched pieria, then from the sky"
2,baseline_sentimentr,peak,1504,And struck him hard and hurled him out to sea.,0.12072835379995163,21,10,And struck him hard and hurled him out to sea.
65,baseline_vader,peak,1504,And struck him hard and hurled him out to sea.,0.09901057438736868,20,10,And struck him hard and hurled him out to sea.
187,sentimentr_jockers,peak,1504,And struck him hard and hurled him out to sea.,1.1043929298670536,30,10,And struck him hard and hurled him out to sea.
218,sentimentr_jockers,peak,1504,And struck him hard and hurled him out to sea.,0.9711635131388574,29,10,And struck him hard and hurled him out to sea.
249,syuzhetr_syuzhet,peak,1504,And struck him hard and hurled him out to sea.,1.0548070677597154,30,10,And struck him hard and hurled him out to sea.
34,baseline_sentiword,peak,1505,"as when an octopus, dragged from its den, has many pebbles sticking to its suckers, so his strong hands were skinned against the rocks.",-0.012593025263746362,19,24,"as when an octopus, dragged from its den, has many pebbles sticking to its suckers, so his strong ha"
82,baseline_vader,valley,1517,his swollen body gushed brine from mouth and nostrils.,0.08874337090300584,20,9,his swollen body gushed brine from mouth and nostrils.
281,transformer_roberta15lg,peak,1521,Strong currents swept it down and ino s hands took it.,1.2344422156398118,32,11,Strong currents swept it down and ino s hands took it.
234,sentimentr_jockers,valley,1542,"meanwhile, athena went to the phaeacians.",0.9612369666120901,29,6,"meanwhile, athena went to the phaeacians."
173,baseline_stanza,valley,1550,"slaves were sleeping outside her doorway, one on either side; two charming girls with all the graces gifts.",0.03100056059692315,20,18,"slaves were sleeping outside her doorway, one on either side; two charming girls with all the graces"
265,syuzhetr_syuzhet,valley,1554,"that impresses people, and makes the parents happy.",1.0448903425853981,30,8,"that impresses people, and makes the parents happy."
114,baseline_textblob,valley,1560,"so at dawn go ask your father for the cart with mules, to carry dresses, scarves, and sheets.",0.054451972672565,20,18,"so at dawn go ask your father for the cart with mules, to carry dresses, scarves, and sheets."
49,baseline_sentiword,valley,1565,"a cloudless sky is spread above the mountain, white radiance all round.",-0.028176170914608084,19,12,"a cloudless sky is spread above the mountain, white radiance all round."
203,sentimentr_jockers,valley,1565,"a cloudless sky is spread above the mountain, white radiance all round.",1.0393195835344995,30,12,"a cloudless sky is spread above the mountain, white radiance all round."
19,baseline_sentimentr,valley,1572,they are dirty.,0.11638513953116968,21,3,they are dirty.
98,baseline_textblob,peak,1575,"your five sons also two of whom are married, but three are strapping single men they always want to wear nice fresh-laundered clothes when they are going dancing.",0.07282192007880477,20,28,"your five sons also two of whom are married, but three are strapping single men they always want to "
128,baseline_flair,peak,1621,"he wondered, should he touch her knees, or keep some distance and use charming words, to beg the pretty girl to show him to the town, and give him clothes.",0.15791267105394652,21,30,"he wondered, should he touch her knees, or keep some distance and use charming words, to beg the pre"
312,transformer_huggingface,peak,1621,"he wondered, should he touch her knees, or keep some distance and use charming words, to beg the pretty girl to show him to the town, and give him clothes.",1.8142151454667195,38,30,"he wondered, should he touch her knees, or keep some distance and use charming words, to beg the pre"
159,baseline_stanza,peak,1650,"your troubles come from him, and you must bear them.",0.052007013347027245,20,10,"your troubles come from him, and you must bear them."
144,baseline_flair,valley,1668,"so they withdrew, and told their mistress.",0.1348297708147911,21,7,"so they withdrew, and told their mistress."
329,transformer_huggingface,valley,1765,"he killed them, his own people, and then he got killed as well.",1.700020495800867,36,13,"he killed them, his own people, and then he got killed as well."
298,transformer_roberta15lg,valley,1777,so bright-eyed athena left him.,1.6518674024258473,36,5,so bright-eyed athena left him.
282,transformer_roberta15lg,peak,1865,"it would be difficult, your majesty, to tell it all; the gods have given me so many troubles.",2.4479240461445033,44,18,"it would be difficult, your majesty, to tell it all; the gods have given me so many troubles."
66,baseline_vader,peak,1866,i will tell you this.,0.2877654198599507,22,5,i will tell you this.
188,sentimentr_jockers,peak,1866,i will tell you this.,2.724646319745106,47,5,i will tell you this.
3,baseline_sentimentr,peak,1869,"All of my comrades, my brave friends, were killed.",0.29981355548272814,22,9,"All of my comrades, my brave friends, were killed."
35,baseline_sentiword,peak,1869,"All of my comrades, my brave friends, were killed.",0.1562932566480346,21,9,"All of my comrades, my brave friends, were killed."
219,sentimentr_jockers,peak,1869,"All of my comrades, my brave friends, were killed.",2.4849866507621057,44,9,"All of my comrades, my brave friends, were killed."
250,syuzhetr_syuzhet,peak,1869,"All of my comrades, my brave friends, were killed.",2.427653709079216,44,9,"All of my comrades, my brave friends, were killed."
99,baseline_textblob,peak,1933,"hear me, leaders and chieftains of phaeacia.",0.18683144076681862,21,7,"hear me, leaders and chieftains of phaeacia."
174,baseline_stanza,valley,1941,let the young men hurry to cook a feast.,0.004399078037915308,19,9,let the young men hurry to cook a feast.
50,baseline_sentiword,valley,1944,"and i invite you also, lords, to welcome him with me. do not refuse! we also must invite demodocus, the poet.",0.11513787137636801,21,21,"and i invite you also, lords, to welcome him with me. do not refuse! we also must invite demodocus, "
129,baseline_flair,peak,1965,he was ashamed to let them see him cry.,0.24911725995809766,22,9,he was ashamed to let them see him cry.
313,transformer_huggingface,peak,1965,he was ashamed to let them see him cry.,2.716847189274524,47,9,he was ashamed to let them see him cry.
204,sentimentr_jockers,valley,1971,"my lords! we have already satisfied our wish for feasting, and the lyre, the feast s companion.",2.1299034711317804,41,17,"my lords! we have already satisfied our wish for feasting, and the lyre, the feast s companion."
235,sentimentr_jockers,valley,1971,"my lords! we have already satisfied our wish for feasting, and the lyre, the feast s companion.",2.018349529269664,40,17,"my lords! we have already satisfied our wish for feasting, and the lyre, the feast s companion."
20,baseline_sentimentr,valley,1974,with that he led the way; the others followed.,0.23857423429290225,22,9,with that he led the way; the others followed.
83,baseline_vader,valley,1974,with that he led the way; the others followed.,0.20812206472756878,21,9,with that he led the way; the others followed.
266,syuzhetr_syuzhet,valley,1974,with that he led the way; the others followed.,1.9342966316569492,39,9,with that he led the way; the others followed.
115,baseline_textblob,valley,1977,"Anabesineus and ponteus, prymneus, proreus, amphialus, the son of polynaus, son of tecton, and naubolus son, euryalus, like ares, cause of ruin.",0.15409242531561504,21,22,"Anabesineus and ponteus, prymneus, proreus, amphialus, the son of polynaus, son of tecton, and naubo"
145,baseline_flair,valley,2019,but your mind is crippled.,0.22354797356732714,22,5,but your mind is crippled.
160,baseline_stanza,peak,2114,"It is disgusting, bailing scoundrels out.",0.050431114952499974,20,6,"It is disgusting, bailing scoundrels out."
67,baseline_vader,peak,2207,"the trojans pulled the thing up to the summit, and sat around discussing what to do.",0.10163096789957038,20,16,"the trojans pulled the thing up to the summit, and sat around discussing what to do."
189,sentimentr_jockers,peak,2209,so it would be.,0.9225592314452904,29,4,so it would be.
220,sentimentr_jockers,peak,2209,so it would be.,1.0667876992227618,30,4,so it would be.
4,baseline_sentimentr,peak,2216,"she shrieks, a clear high wail, collapsing upon his corpse.",0.09437952056934132,20,10,"she shrieks, a clear high wail, collapsing upon his corpse."
251,syuzhetr_syuzhet,peak,2216,"she shrieks, a clear high wail, collapsing upon his corpse.",0.868868470741275,28,10,"she shrieks, a clear high wail, collapsing upon his corpse."
36,baseline_sentiword,peak,2239,"They rush at full tilt right across the gulf of salty sea, concealed in mist and clouds.",0.07721662511943989,20,17,"They rush at full tilt right across the gulf of salty sea, concealed in mist and clouds."
283,transformer_roberta15lg,peak,2241,"but once i heard nausithous, my father, say that poseidon hates us for the help we give to take our guests across the sea, and that one day a ship of ours would suffer shipwreck on its return; a mighty mountain would block our town from sight.",1.3595258946520279,33,47,"but once i heard nausithous, my father, say that poseidon hates us for the help we give to take our "
100,baseline_textblob,peak,2279,then i said we must run away.,0.06150998846431677,20,7,then i said we must run away.
51,baseline_sentiword,valley,2286,poor us! the enemy assembled round the ships and fought with swords of bronze.,0.029362004052050774,20,14,poor us! the enemy assembled round the ships and fought with swords of bronze.
314,transformer_huggingface,peak,2306,we needed to find out what kind of people lived there on that island.,0.7917258334632044,27,14,we needed to find out what kind of people lived there on that island.
330,transformer_huggingface,valley,2329,"there is flat land for plowing, and abundant crops would grow in the autumn; there is richness underground.",0.5421762757460656,25,18,"there is flat land for plowing, and abundant crops would grow in the autumn; there is richness under"
130,baseline_flair,peak,2335,there we sailed: the gods were guiding us all through the darkness.,0.007596877294739113,19,12,there we sailed: the gods were guiding us all through the darkness.
205,sentimentr_jockers,valley,2356,"upon arrival, right at the edge of land, beside the sea, we saw a high cave overhung with laurel, the home of several herds of sheep and goats.",-0.1130028021942689,18,28,"upon arrival, right at the edge of land, beside the sea, we saw a high cave overhung with laurel, th"
299,transformer_roberta15lg,valley,2356,"upon arrival, right at the edge of land, beside the sea, we saw a high cave overhung with laurel, the home of several herds of sheep and goats.",0.38943880053506513,23,28,"upon arrival, right at the edge of land, beside the sea, we saw a high cave overhung with laurel, th"
21,baseline_sentimentr,valley,2359,"he did not go to visit other people, but kept apart, and did not know the ways",-0.0010264195349025415,19,17,"he did not go to visit other people, but kept apart, and did not know the ways"
116,baseline_textblob,valley,2359,"he did not go to visit other people, but kept apart, and did not know the ways",0.0033851743606395828,19,17,"he did not go to visit other people, but kept apart, and did not know the ways"
84,baseline_vader,valley,2359,"he did not go to visit other people, but kept apart, and did not know the ways",0.00508847195043346,19,17,"he did not go to visit other people, but kept apart, and did not know the ways"
236,sentimentr_jockers,valley,2359,"he did not go to visit other people, but kept apart, and did not know the ways",-0.04461898303513148,19,17,"he did not go to visit other people, but kept apart, and did not know the ways"
267,syuzhetr_syuzhet,valley,2359,"he did not go to visit other people, but kept apart, and did not know the ways",0.025946830924335376,20,17,"he did not go to visit other people, but kept apart, and did not know the ways"
146,baseline_flair,valley,2369,"i filled a big skin up with it, and packed provisions in a bag my heart suspected that i might meet a man of courage, wild, and lacking knowledge of the normal customs.",-0.013895569680841924,19,33,"i filled a big skin up with it, and packed provisions in a bag my heart suspected that i might meet "
175,baseline_stanza,valley,2443,"at evening he drove back his woolly flocks into the spacious cave, both male and female, and left none in the yard outside perhaps suspecting something, or perhaps a god told him to do it.",-0.023171391592200496,19,35,"at evening he drove back his woolly flocks into the spacious cave, both male and female, and left no"
5,baseline_sentimentr,peak,2567,"quickly they obeyed, sat at their rowing benches, all in order, and struck the gray saltwater with their oars.",-0.06450973476359896,19,19,"quickly they obeyed, sat at their rowing benches, all in order, and struck the gray saltwater with t"
68,baseline_vader,peak,2567,"quickly they obeyed, sat at their rowing benches, all in order, and struck the gray saltwater with their oars.",-0.07137372128885422,19,19,"quickly they obeyed, sat at their rowing benches, all in order, and struck the gray saltwater with t"
190,sentimentr_jockers,peak,2567,"quickly they obeyed, sat at their rowing benches, all in order, and struck the gray saltwater with their oars.",-0.7205109774645969,12,19,"quickly they obeyed, sat at their rowing benches, all in order, and struck the gray saltwater with t"
221,sentimentr_jockers,peak,2567,"quickly they obeyed, sat at their rowing benches, all in order, and struck the gray saltwater with their oars.",-0.5557803667445369,14,19,"quickly they obeyed, sat at their rowing benches, all in order, and struck the gray saltwater with t"
252,syuzhetr_syuzhet,peak,2567,"quickly they obeyed, sat at their rowing benches, all in order, and struck the gray saltwater with their oars.",-0.38435767316302766,16,19,"quickly they obeyed, sat at their rowing benches, all in order, and struck the gray saltwater with t"
52,baseline_sentiword,valley,2628,"so all the others harbored their ships inside, crammed close together.",-0.038712499706978855,19,11,"so all the others harbored their ships inside, crammed close together."
161,baseline_stanza,peak,2632,"i picked two men, and one slave as the third,",0.010286227148733416,20,10,"i picked two men, and one slave as the third,"
101,baseline_textblob,peak,2639,She promptly took them to the high-roofed palace of her own father.,-0.08970447373816041,19,12,She promptly took them to the high-roofed palace of her own father.
284,transformer_roberta15lg,peak,2667,i went down to my dark ship with him on my back.,-0.017976480564356665,19,12,i went down to my dark ship with him on my back.
331,transformer_huggingface,valley,2678,"we do not know where darkness lives, nor dawn, nor where the sun that shines upon the world",-0.318052457394583,16,18,"we do not know where darkness lives, nor dawn, nor where the sun that shines upon the world"
300,transformer_roberta15lg,valley,2715,they were turned to pigs in body,-0.6379045225145099,13,7,they were turned to pigs in body
22,baseline_sentimentr,valley,2716,And voice and hair; their minds remained the same.,-0.13899585947320975,18,9,And voice and hair; their minds remained the same.
206,sentimentr_jockers,valley,2716,And voice and hair; their minds remained the same.,-1.4587774020420636,5,9,And voice and hair; their minds remained the same.
237,sentimentr_jockers,valley,2716,And voice and hair; their minds remained the same.,-1.4465973898294666,5,9,And voice and hair; their minds remained the same.
268,syuzhetr_syuzhet,valley,2716,And voice and hair; their minds remained the same.,-1.124393289296429,8,9,And voice and hair; their minds remained the same.
117,baseline_textblob,valley,2717,"they squealed at their imprisonment, and circe threw them some mast and cornel cherries food that pigs like rooting for in muddy ground.",-0.14103111555268857,18,23,"they squealed at their imprisonment, and circe threw them some mast and cornel cherries food that pi"
147,baseline_flair,valley,2718,"eurylochus ran back to our black ship, to tell us of the terrible disaster that happened to his friends.",-0.14277119391596355,18,19,"eurylochus ran back to our black ship, to tell us of the terrible disaster that happened to his frie"
85,baseline_vader,valley,2719,"he tried to speak, but could not, overwhelmed by grief.",-0.14483542150621512,18,10,"he tried to speak, but could not, overwhelmed by grief."
315,transformer_huggingface,peak,2793,Of fountains and of groves and holy rivers that flow into the sea.,0.02269199648142815,20,13,Of fountains and of groves and holy rivers that flow into the sea.
37,baseline_sentiword,peak,2799,"She took me to the bathtub, and began to wash my head and shoulders, using water mixed to the perfect temperature, to take my deep soul-crushing weariness away.",-0.0019832242819693246,19,28,"She took me to the bathtub, and began to wash my head and shoulders, using water mixed to the perfec"
131,baseline_flair,peak,2892,"when you have prayed to all the famous dead, slaughter one ram and one black ewe, directing the animals to erebus, but turn",-0.07719538506670737,19,23,"when you have prayed to all the famous dead, slaughter one ram and one black ewe, directing the anim"
6,baseline_sentimentr,peak,2907,but even then,-0.11170599648436319,18,3,but even then
69,baseline_vader,peak,2907,but even then,-0.1356185295555813,18,3,but even then
253,syuzhetr_syuzhet,peak,2908,I could not lead my men away unharmed.,-0.942173464218355,10,8,I could not lead my men away unharmed.
191,sentimentr_jockers,peak,2909,"the youngest one elpenor was his name not very brave in war, nor very smart, was lying high up in the home of circe, apart from his companions, seeking coolness since he was drunk.",-1.1716634969860302,8,34,"the youngest one elpenor was his name not very brave in war, nor very smart, was lying high up in th"
222,sentimentr_jockers,peak,2909,"the youngest one elpenor was his name not very brave in war, nor very smart, was lying high up in the home of circe, apart from his companions, seeking coolness since he was drunk.",-1.1932923535753124,7,34,"the youngest one elpenor was his name not very brave in war, nor very smart, was lying high up in th"
176,baseline_stanza,valley,2924,"but beautiful, dread circe, the goddess who can speak in human tongues, sent us a wind to fill our sails, fair wind befriending us behind the dark blue prow.",-0.10645752758569914,18,29,"but beautiful, dread circe, the goddess who can speak in human tongues, sent us a wind to fill our s"
332,transformer_huggingface,valley,3032,"he lies there grieving, full of sorrow, longing for your return.",-0.7071829382044474,12,11,"he lies there grieving, full of sorrow, longing for your return."
285,transformer_roberta15lg,peak,3061,she often went to visit his lovely streams.,-0.5384917624036031,14,8,she often went to visit his lovely streams.
102,baseline_textblob,peak,3063,And at the river mouth he lay with her.,-0.09963294748053009,18,9,And at the river mouth he lay with her.
162,baseline_stanza,peak,3124,but first alcinous must speak and act.,-0.030121134791898718,19,7,but first alcinous must speak and act.
316,transformer_huggingface,peak,3145,"if you still want to hear, i will not grudge you stories.",-0.6029423571495026,13,12,"if you still want to hear, i will not grudge you stories."
86,baseline_vader,valley,3207,"i said, achilles, greatest of greek heroes, i came down here to meet tiresias, in case he had advice for my return to rocky ithaca.",-0.2025910903367995,17,25,"i said, achilles, greatest of greek heroes, i came down here to meet tiresias, in case he had advice"
23,baseline_sentimentr,valley,3208,i have not even,-0.22035874010839182,17,4,i have not even
207,sentimentr_jockers,valley,3208,i have not even,-1.9918194008605585,0,4,i have not even
238,sentimentr_jockers,valley,3208,i have not even,-1.9240322297337267,0,4,i have not even
269,syuzhetr_syuzhet,valley,3208,i have not even,-1.8352985252302731,1,4,i have not even
148,baseline_flair,valley,3220,and what about my father peleus?,-0.1647827271200374,18,6,and what about my father peleus?
53,baseline_sentiword,valley,3221,does he still have good standing among all the myrmidons?,-0.12401561074593151,18,10,does he still have good standing among all the myrmidons?
118,baseline_textblob,valley,3225,"if i could go for even a little while, with all that strength i had, up to my father s house, i would make those who hurt and disrespect him wish my hands were not invincible.",-0.16014510474519508,18,36,"if i could go for even a little while, with all that strength i had, up to my father s house, i woul"
301,transformer_roberta15lg,valley,3229,"He always spoke up first and to the purpose, unmatched except by nestor and myself.",-1.2337823320870978,7,15,"He always spoke up first and to the purpose, unmatched except by nestor and myself."
177,baseline_stanza,valley,3317,"By hand and foot, straight upright, with tight ropes.",-0.07971369421805495,19,9,"By hand and foot, straight upright, with tight ropes."
38,baseline_sentiword,peak,3373,"the golden throne of dawn was riding up the sky as circe concluded, and she strode across her island.",-0.06418026419061451,19,19,"the golden throne of dawn was riding up the sky as circe concluded, and she strode across her island"
132,baseline_flair,peak,3389,"the men got up, pulled down the sails, and stowed them in the hollow hold.",-0.12227153743794138,18,15,"the men got up, pulled down the sails, and stowed them in the hollow hold."
7,baseline_sentimentr,peak,3396,"And when we were in earshot of the sirens, they knew our ship was near, and started singing.",-0.11836559169649546,18,18,"And when we were in earshot of the sirens, they knew our ship was near, and started singing."
254,syuzhetr_syuzhet,peak,3396,"And when we were in earshot of the sirens, they knew our ship was near, and started singing.",-0.9787413882986485,10,18,"And when we were in earshot of the sirens, they knew our ship was near, and started singing."
333,transformer_huggingface,valley,3495,but starving is most miserable of all.,-1.4206597386484376,5,7,but starving is most miserable of all.
192,sentimentr_jockers,peak,3520,"back on shore beside my ship, i scolded each of them.",-0.7684235241042126,12,11,"back on shore beside my ship, i scolded each of them."
239,sentimentr_jockers,valley,3551,"she did! as one who spends the whole day judging quarrels between young men, at last goes home to eat at that same hour, the planks came bobbing up out of charybdis.",-0.8359847295849109,11,32,"she did! as one who spends the whole day judging quarrels between young men, at last goes home to ea"
270,syuzhetr_syuzhet,valley,3553,"And feet and dropped myself way down to splash into the sea below, beside the timbers of floating wood.",-0.7487973233191745,12,19,"And feet and dropped myself way down to splash into the sea below, beside the timbers of floating wo"
87,baseline_vader,valley,3554,"i clambered onto them, and used my hands to row myself away, and zeus ensured that scylla did not see me, or else i could not have survived.",-0.033896048605991685,19,28,"i clambered onto them, and used my hands to row myself away, and zeus ensured that scylla did not se"
24,baseline_sentimentr,valley,3555,i drifted for nine days.,-0.08535716325375248,19,5,i drifted for nine days.
163,baseline_stanza,peak,3561,"at last, alcinous said, now, odysseus, since you have been my guest, beneath my roof, you need not wander anymore.",-0.00909849899567138,19,20,"at last, alcinous said, now, odysseus, since you have been my guest, beneath my roof, you need not w"
103,baseline_textblob,peak,3561,"at last, alcinous said, now, odysseus, since you have been my guest, beneath my roof, you need not wander anymore.",-0.014987598313680451,19,20,"at last, alcinous said, now, odysseus, since you have been my guest, beneath my roof, you need not w"
223,sentimentr_jockers,peak,3561,"at last, alcinous said, now, odysseus, since you have been my guest, beneath my roof, you need not wander anymore.",-0.7415791451873195,12,20,"at last, alcinous said, now, odysseus, since you have been my guest, beneath my roof, you need not w"
54,baseline_sentiword,valley,3565,And other gifts that we have given him.,-0.08189744053188014,19,8,And other gifts that we have given him.
70,baseline_vader,peak,3568,the king s words pleased them all.,-0.01764905292612377,19,7,the king s words pleased them all.
