,sent_no,sent_raw,yelp,nlptown,huggingface,hinglish,imdb2way,t5imdb50k,robertaxml8lang,roberta15lg
20,20,"There was a tabby cat standing on the corner of Privet Drive, but there wasn't a map in sight.",2.363743633031845,2.3560710251331334,-0.9995476007461548,0.5519400238990784,-0.9961510300636292,-1,0.6619070172309875,-0.9987277984619141
21,21,What could he have been thinking of?,4.725211262702941,0.2547859847545624,-0.9822081327438354,0.866353452205658,-0.9766902327537536,-1,-1.514929711818695,-0.9994158744812012
22,22,It must have been a trick of the light.,1.3715173006057741,2.29063493013382,-0.9970475435256958,0.6135294437408447,0.8931061625480652,-1,-1.4646577537059784,-0.9986566305160522
23,23,Mr. Dursley blinked and stared at the cat.,1.3736135065555573,0.4628546833992005,0.994734823703766,0.8963446021080017,0.5606536269187927,-1,0.5805671215057373,-0.9988735318183899
24,24,It stared back.,0.3688563108444214,0.5448080897331238,0.619418203830719,1.630056619644165,-0.976908802986145,-1,-0.4347612857818604,-0.9621413946151733
25,25,"As Mr. Dursley drove around the corner and up the road, he watched the cat in his mirror.",0.7095671892166138,3.314099133014679,0.9756179451942444,0.9030047655105592,0.931653082370758,1,0.7145446538925171,-0.9796754717826843
26,26,"It was now reading the sign that said Privet Drive -- no, looking at the sign; cats couldn't read maps or signs.",0.6773618459701538,0.5265277624130249,-0.999330759048462,0.7245887517929077,-0.9947028756141664,-1,0.5179150700569153,-0.9994710087776184
27,27,Mr. Dursley gave himself a little shake and put the cat out of his mind.,4.504363298416138,3.524056851863861,-0.9938021302223206,0.6921470165252686,0.7830010056495667,1,-1.4623824059963226,0.9766989946365356
28,28,As he drove toward town he thought of nothing except a large order of drills he was hoping to get that day.,0.3466431796550751,2.2908315360546108,-0.9955084919929504,0.6820983290672302,0.92607980966568,-1,0.6215061545372009,-0.993434488773346
29,29,"But on the edge of town, drills were driven out of his mind by something else.",1.41690793633461,1.3633519411087036,-0.9890276789665222,0.8296289443969727,-0.6389710903167725,-1,0.5083488821983337,-0.9954472780227661
30,30,"As he sat in the usual morning traffic jam, he couldn't help noticing that there seemed to be a lot of strangely dressed people about.",2.512834072113037,2.4193598330020905,-0.8841829299926758,-1.6300252676010132,-0.9959363341331482,-1,-1.6914246082305908,-0.9962888956069946
31,31,People in cloaks.,1.377228617668152,4.329884320497514,-0.9832658171653748,0.5913012027740479,0.7211802005767822,-1,-1.8187469244003296,-0.988837718963623
32,32,Mr. Dursley couldn't bear people who dressed in funny clothes -- the getups you saw on young people!,0.4774899780750274,4.459805935621262,-0.984891712665558,1.4818796813488009,-0.872121274471283,-1,-1.707000553607941,-0.997026264667511
33,33,He supposed this was some stupid new fashion.,0.5960416793823242,1.3794960677623749,-0.9996544122695924,-1.9332600831985476,-0.9971162676811218,-1,-1.856948018074036,-0.9991530776023865
34,34,He drummed his fingers on the steering wheel and his eyes fell on a huddle of these weirdos standing quite close by.,1.3180094361305237,0.3679039776325226,0.8276146054267883,0.8952546715736389,-0.9952879548072816,-1,-1.5474564433097842,-0.9970226883888245
35,35,They were whispering excitedly together.,3.278283566236496,1.237120345234871,0.999326467514038,1.9589756727218628,0.994989275932312,1,1.684120535850525,0.9986917972564697
36,36,"Mr. Dursley was enraged to see that a couple of them weren't young at all; why, that man had to be older than he was, and wearing an emerald-green cloak!",0.6628116369247437,1.3799778521060944,-0.9548520445823668,-1.680642306804657,-0.9991371631622314,-1,-1.8702600002288816,-0.9990361928939819
37,37,The nerve of him!,0.9542031288146972,4.486631512641908,0.997729241847992,1.9130467772483823,0.9968724846839904,1,-1.7813266515731812,0.9893908500671387
38,38,But then it struck Mr. Dursley that this was probably some silly stunt -- these people were obviously collecting for something...,1.3464598655700684,2.396305084228516,-0.997890293598175,0.6815235614776611,-0.9929583072662354,-1,-1.823862850666046,-0.9988695979118347
39,39,"yes, that would be it.",2.3967899084091187,2.3757247924804688,0.993638813495636,1.7790625691413882,-0.8934388160705566,1,-0.4949910938739777,0.9971252679824829
40,40,"The traffic moved on and a few minutes later, Mr. Dursley arrived in the Grunnings parking lot, his mind back on drills.",4.4152915477752686,0.26533088088035583,-0.9662579298019408,0.9154669642448424,0.9897546768188475,1,0.7441437244415283,-0.9877620935440063
41,41,Mr. Dursley always sat with his back to the window in his office on the ninth floor.,0.31339505314826965,4.380880743265152,-0.9092273116111756,0.8893278241157532,0.9526314735412598,1,0.7205806374549866,0.9983517527580261
42,42,"If he hadn't, he might have found it harder to concentrate on drills that morning.",2.4114430844783783,2.5153997540473942,-0.9995301961898804,0.7166597247123718,0.5910154581069946,-1,-1.7316652536392212,-0.9915434122085571
43,43,"He didn't see the owls swoop ing past in broad daylight, though people down in the street did; they pointed and gazed open- mouthed as owl after owl sped overhead.",1.389144778251648,2.3395630419254303,0.9926971793174744,0.5965583324432373,0.9821807146072388,-1,-0.411584734916687,0.9867579340934753
44,44,Most of them had never seen an owl even at nighttime.,1.4855807423591614,1.3846441507339478,0.9269081354141236,-1.4928347766399384,0.9320906400680542,-1,-1.5832440257072449,-0.9986156821250916
45,45,"Mr. Dursley, however, had a perfectly normal, owl-free morning.",2.69190114736557,2.383717685937881,0.9911146759986876,1.9617941975593567,0.959764301776886,1,1.7225802540779114,0.9984511137008667
46,46,He yelled at five different people.,0.8606848120689392,0.6000595092773438,-0.9934498071670532,0.9006723165512085,-0.9992896914482116,1,0.6421847343444824,-0.9994683861732483
47,47,He made several important telephone calls and shouted a bit more.,0.5268121361732483,3.309828400611877,-0.9817532300949096,0.660007655620575,0.8504065871238708,1,0.7130650281906128,0.9950178861618042
48,48,"He was in a very good mood until lunchtime, when he thought he'd stretch his legs and walk across the road to buy himself a bun from the bakery.",1.416056662797928,2.3376650214195247,-0.9080024361610411,1.7926304936408997,0.9924960136413574,1,-0.4798133671283722,-0.8076342940330505
49,49,He'd forgotten all about the people in cloaks until he passed a group of them next to the baker's.,1.3605963587760923,1.2619937062263489,-0.9984267354011536,-1.516218900680542,0.5008793473243713,-1,-1.4706560969352722,0.9924980998039246
50,50,He eyed them angrily as he passed.,0.489531397819519,0.4063979387283325,-0.9966883063316344,0.7844492793083191,-0.9986711144447328,1,-1.4128963947296145,-0.9989549517631531
51,51,"He didn't know why, but they made him uneasy.",1.5273180007934568,2.4686924517154694,-0.9985050559043884,-1.752013087272644,0.7790601253509521,-1,-1.7256317138671875,-0.998304009437561
52,52,"This bunch were whispering excitedly, too, and he couldn't see a single collecting tin.",0.539677619934082,0.3782227635383606,-0.981757879257202,1.7886402010917664,0.9946924448013306,-1,-1.5293307304382324,-0.9989389181137085
53,53,"It was on his way back past them, clutching a large doughnut in a bag, that he caught a few words of what they were saying.",0.5097653269767761,1.3303717374801636,-0.971545159816742,0.7786940336227417,-0.8702461123466492,1,0.673955500125885,-0.99715256690979
54,54,"""The Potters, that's right, that's what I heard yes, their son, Harry""",3.357467621564865,4.331923454999924,0.9997965693473816,0.9065433740615844,0.8828130960464478,1,0.6749327182769775,0.9922950863838196
55,55,Mr. Dursley stopped dead.,0.4696535468101502,0.4907824993133545,-0.9918366074562072,-0.4610240459442138,-0.9323853850364684,0,-1.740893840789795,-0.9987449645996094
56,56,Fear flooded him.,1.364806443452835,0.3104466199874878,-0.95035719871521,-1.7055969834327698,0.9903125762939452,-1,-1.8690741062164309,-0.9921463131904602
57,57,"He looked back at the whisperers as if he wanted to say something to them, but thought better of it.",0.5447602272033691,2.4148937463760376,-0.9931725859642028,1.965161383152008,-0.997679591178894,1,0.5182090997695923,-0.9978365898132324
58,58,"He dashed back across the road, hurried up to his office, snapped at his secretary not to disturb him, seized his telephone, and had almost finished dialing his home number when he changed his mind.",0.8830657601356506,0.5960127115249634,-0.994674801826477,0.8838926553726196,-0.7688138484954834,-1,0.5036293268203735,-0.5679246783256531
59,59,"He put the receiver back down and stroked his mustache, thinking... no, he was being stupid.",0.7346704602241516,0.6550846695899963,-0.9972300529479979,-1.8286861181259155,-0.991642951965332,-1,-1.8174932599067688,-0.9989964365959167
60,60,Potter wasn't such an unusual name.,2.5066905617713933,1.368423730134964,-0.9903429746627808,-0.3502061665058136,0.9522128105163574,-1,-1.517664074897766,0.9733582735061646
61,61,He was sure there were lots of people called Potter who had a son called Harry.,2.307153552770614,2.3534398674964905,-0.9912508726119996,0.7950954437255859,0.7590187788009644,1,0.7269147038459778,-0.9932993054389954
62,62,"Come to think of it, he wasn't even sure his nephew was called Harry.",0.4975378215312958,2.331041663885117,-0.9993773698806764,0.5016806125640869,-0.994939625263214,-1,0.531845211982727,-0.9984872937202454
63,63,He'd never even seen the boy.,0.5381045937538147,0.35242921113967896,-0.9588246345520021,-1.4631653726100922,-0.9944655299186708,-1,-0.4964031875133514,-0.9994860887527466
64,64,It might have been Harvey.,0.5669533014297485,2.350012093782425,-0.979533076286316,0.8463839888572693,0.5781490802764893,-1,0.5663760900497437,-0.9911292195320129
65,65,Or Harold.,1.411079227924347,2.2574315667152405,-0.9290207624435424,0.7597030997276306,0.856482207775116,-1,0.6755828261375427,0.9688701629638672
66,66,There was no point in worrying Mrs. Dursley; she always got so upset at any mention of her sister.,0.7237309217453003,1.3121267855167391,-0.99862539768219,1.9544526338577268,0.5882424116134644,-1,-1.805770456790924,-0.9983993768692017
67,67,"He didn't blame her -- if he'd had a sister like that... but all the same, those people in cloaks...",1.3757467269897459,1.2873688340187073,-0.9961759448051452,-1.8840621113777158,0.7669393420219421,-1,-1.7690147757530212,-0.9976181983947754
68,68,"He found it a lot harder to concentrate on drills that afternoon and when he left the building at five o'clock, he was still so worried that he walked straight into someone just outside the door.",1.5609800815582275,1.4485782086849213,-0.999563992023468,-1.8138337731361391,-0.7939127683639526,-1,-1.8176161050796509,-0.9994701743125916
69,69,"""Sorry,"" he grunted, as the tiny old man stumbled and almost fell.",1.4556494057178495,0.6063930988311768,-0.9991719126701356,-0.4722362160682678,-0.98779296875,-1,-1.8534396290779116,-0.9982920289039612
70,70,It was a few seconds before Mr. Dursley realized that the man was wearing a violet cloak.,0.265801340341568,1.3422525227069857,-0.9395561814308168,0.8260872364044191,0.8513063788414001,-1,0.7217973470687866,-0.9939521551132202
71,71,He didn't seem at all upset at being almost knocked to the ground.,2.293397188186645,1.4022420048713684,-0.9803867340087892,-1.5847708582878113,0.7904000282287598,-1,-1.8256914615631104,0.9981356859207153
72,72,"On the contrary, his face split into a wide smile and he said in a squeaky voice that made passersby stare, ""Don't be sorry, my dear sir, for nothing could upset me today! Rejoice, for You-Know-Who has gone at last! Even Muggles like yourself should be celebrating, this happy, happy day!""",4.7717814445495605,4.418840229511262,0.9989445805549622,1.9707650542259216,0.995051920413971,1,1.5150032639503481,0.9969063997268677
73,73,And the old man hugged Mr. Dursley around the middle and walked off.,0.8284943103790283,0.4664850831031799,0.990665078163147,0.9401068091392516,-0.9983394145965576,-1,0.613925039768219,0.9938709735870361
74,74,Mr. Dursley stood rooted to the spot.,4.3196377754211435,0.2690616846084595,0.9961902499198914,1.9528056979179385,0.9934446811676024,1,1.6603593230247498,-0.9976256489753723
75,75,He had been hugged by a complete stranger.,2.254770427942276,0.4049946963787079,0.9982632398605348,0.7890488505363464,0.8973100781440735,1,-1.5935195684432983,0.997620701789856
76,76,"He also thought he had been called a Muggle, whatever that was.",0.6760639548301697,1.3542841374874115,-0.9986947178840636,0.7371866106987,0.6108189225196838,-1,-1.485131710767746,-0.9991735219955444
77,77,He was rattled.,1.457224041223526,0.6145249009132385,-0.9975405931472778,-1.559154748916626,0.897608757019043,-1,-1.933507025241852,-0.9967584609985352
78,78,"He hurried to his car and set off for home, hoping he was imagining things, which he had never hoped before, because he didn't approve of imagination.",0.5526965260505676,1.3252759575843809,-0.9973496198654176,1.6726898550987244,0.8605191111564636,-1,-0.49485182762146,0.9872453808784485
79,79,"As he pulled into the driveway of number four, the first thing he saw -- and it didn't improve his mood -- was the tabby cat he'd spotted that morning.",1.3578665852546692,2.35566309094429,-0.9993054866790771,0.6457915902137756,-0.7250341773033142,-1,-1.4916817545890808,-0.9994658827781677
80,80,It was now sitting on his garden wall.,0.3657167255878449,2.2757991552352905,-0.9765015244483948,0.9047450423240662,-0.8314707279205322,0,0.7729166746139526,-0.9681156873703003
81,81,He was sure it was the same one; it had the same markings around its eyes.,0.4256647825241089,2.4154355227947235,-0.9951744675636292,0.8463550806045532,0.9857550263404846,1,0.6866758465766907,-0.9971422553062439
82,82,"""Shoo!"" said Mr. Dursley loudly.",2.2674067318439484,0.4551913738250733,-0.9892102479934692,1.6387425065040588,-0.9897419810295104,1,-0.4338210821151733,-0.977256178855896
83,83,The cat didn't move.,0.5559961199760437,0.5891146063804626,-0.9995167255401612,-1.5992855429649353,-0.9992356300354004,-1,-1.7487322688102722,-0.9994789958000183
84,84,It just gave him a stern look.,1.4379468560218809,2.291194826364517,0.6909119486808777,1.924949586391449,-0.9771041274070741,1,1.3644036054611206,0.9796605110168457
85,85,Was this normal cat behavior?,1.4319504797458649,0.3141162097454071,-0.9952574372291564,0.5435588359832764,-0.6999222636222839,-1,-1.5973349809646606,0.9570664763450623
86,86,Mr. Dursley wondered.,1.4075543880462646,0.3010862469673157,0.919757604598999,1.950848937034607,0.6069499254226685,0,0.65986168384552,0.9837883710861206
87,87,"Trying to pull himself together, he let himself into the house.",0.6306788921356201,2.288007766008377,-0.9202747344970704,0.906153917312622,0.9806541800498962,-1,0.5603968501091003,-0.9848605394363403
88,88,He was still determined not to mention anything to his wife.,0.8147312998771667,3.33108139038086,-0.9416449069976808,-1.4784221947193146,-0.9967889189720154,1,0.5029484033584595,-0.9968523383140564
89,89,"Mrs. Dursley had had a nice, normal day.",2.556280851364136,2.3689548075199127,0.9996801018714904,1.971098840236664,0.8054929375648499,1,1.7938085198402405,0.9988093972206116
90,90,"She told him over dinner all about Mrs. Next Door's problems with her daughter and how Dudley had learned a new word (""Won't!"").",0.8742086887359619,3.3136381804943085,-0.9977062344551086,0.6084807515144348,0.8877031207084656,-1,0.6932796835899353,0.9945029616355896
91,91,Mr. Dursley tried to act normally.,1.4514726102352142,1.3800934255123138,-0.9958467483520508,0.8883824348449707,-0.9580950736999512,1,-1.5088366270065308,0.9980751276016235
92,92,"When Dudley had been put to bed, he went into the living room in time to catch the last report on the evening news: ""And finally, bird-watchers everywhere have reported that the nation's owls have been behaving very unusually today. Although owls normally hunt at night and are hardly ever seen in daylight, there have been hundreds of sightings of these birds flying in every direction since sunrise. Experts are unable to explain why the owls have suddenly changed their sleeping pattern.""",1.4250751435756683,3.2892304956912994,-0.8890726566314697,-0.4603922665119171,0.9926174283027648,1,-1.5285449028015137,0.9836155772209167
93,93,The newscaster allowed himself a grin.,2.4162285029888158,3.322894036769867,0.9898700118064879,0.905547559261322,0.963796079158783,-1,1.564374029636383,0.9971060156822205
94,94,"""Most mysterious. And now, over to Jim McGuffin with the weather. Going to be any more showers of owls tonight, Jim?""",1.3659137189388275,1.3128747045993805,0.837520182132721,0.6770688891410828,0.981608510017395,-1,1.5704725980758667,0.9939287900924683
95,95,"""Well, Ted,"" said the weatherman, ""I don't know about that, but it's not only the owls that have been acting oddly today. Viewers as far apart as Kent, Yorkshire, and Dundee have been phoning in to tell me that instead of the rain I promised yesterday, they've had a downpour of shooting stars! Perhaps people have been celebrating Bonfire Night early -- it's not until next week, folks! But I can promise a wet night tonight.""",1.4498380422592163,3.353190898895264,0.9418179988861084,-1.4564471542835236,0.9910672307014464,-1,-1.5458787083625791,-0.9981495141983032
96,96,Mr. Dursley sat frozen in his armchair.,0.5272929668426514,0.5017363429069519,-0.9935875535011292,0.8370208740234375,-0.9972411990165709,1,-1.717936396598816,-0.9992167949676514
97,97,Shooting stars all over Britain?,2.3230652511119843,1.32911679148674,0.7297809720039368,0.7882028222084045,0.9577972292900084,1,0.725719153881073,0.9961310625076294
98,98,Owls flying by daylight?,0.43487748503685,1.2962658703327181,-0.9654799103736876,0.8446756601333618,0.7372045516967773,-1,0.6870180368423462,0.9924829006195068
99,99,Mysterious people in cloaks all over the place?,1.4169433414936066,0.3126187920570373,-0.9978681206703186,0.7106555104255676,0.9940354228019714,-1,-1.6607714295387268,-0.979566752910614
100,100,"And a whisper, a whisper about the Potters...",4.317558020353316,4.487496227025987,0.9916369318962096,0.8815298080444336,0.9942617416381836,1,0.6076999306678772,-0.9747087955474854
101,101,Mrs. Dursley came into the living room carrying two cups of tea.,2.297595888376236,2.224560245871544,0.9638714790344238,0.9419312477111816,-0.5259944200515747,-1,0.7362419366836548,0.9949231743812561
102,102,It was no good.,1.4817945063114166,0.5747928619384766,-0.9996695518493652,1.9689659476280208,-0.9995762705802916,-1,-1.920475423336029,-0.9994815587997437
103,103,He'd have to say something to her.,2.261006563901901,2.3311110436916347,0.9905648231506348,0.8425014615058899,0.6539041996002197,-1,0.5084454417228699,-0.9993806481361389
104,104,He cleared his throat nervously.,2.5075038075447083,0.4574949443340302,-0.9921005368232728,0.5385070443153381,-0.7031702995300293,1,-1.3525694906711578,-0.9977367520332336
105,105,"""Er -- Petunia, dear -- you haven't heard from your sister lately, have you?""",2.3507077395915985,0.230182483792305,0.9829274415969848,0.7264306545257568,0.93925803899765,1,-1.4950950145721436,-0.9983310103416443
106,106,"As he had expected, Mrs. Dursley looked shocked and angry.",1.4645971357822418,3.4199521541595463,-0.9938889145851136,1.5884700417518616,0.8402330279350281,-1,-1.9015742540359497,-0.996096134185791
107,107,"After all, they normally pretended she didn't have a sister.",0.42590239644050604,2.442117929458618,-0.997582733631134,-1.5836912989616394,-0.8297966718673706,-1,-1.6236167550086975,-0.9985842108726501
108,108,"""No,"" she said sharply.",0.5904281735420227,0.5507782697677612,-0.9259778261184692,0.8180762529373169,-0.7097023725509644,-1,-0.4637862145900726,-0.9983291029930115
109,109,"""Why?""",0.36022073030471796,0.34479525685310364,-0.995711863040924,0.5923702120780945,-0.575264036655426,0,0.6297414302825928,-0.9984490871429443
110,110,"""Funny stuff on the news,"" Mr. Dursley mumbled.",1.404927283525467,0.26215997338294983,0.9979549050331116,1.9705271124839785,0.6636135578155518,-1,1.846748232841492,-0.9984543919563293
111,111,"""Owls... shooting stars... and there were a lot of funny-looking people in town today...""",2.416934996843338,3.3553249835968018,0.9978551864624025,1.961180686950684,-0.7792872190475464,1,1.8188481330871584,0.997194230556488
112,112,"""So?"" snapped Mrs. Dursley.",1.3561115562915802,0.4838409125804901,-0.9652990102767944,0.8770374059677124,0.5584486126899719,-1,1.6670030951499941,-0.9974921941757202
113,113,"""Well, I just thought... maybe... it was something to do with... you know... her crowd.""",1.3960488438606262,2.372752904891968,-0.9837172031402588,1.485640674829483,-0.7410563826560974,1,0.6266123056411743,-0.9946228861808777
114,114,Mrs. Dursley sipped her tea through pursed lips.,3.3633415699005127,0.2963312566280365,-0.5042942166328429,0.9405183196067809,0.9154465794563292,-1,0.6060582399368286,-0.9980785846710205
115,115,"Mr. Dursley wondered whether he dared tell her he'd heard the name ""Potter.""",0.3751152753829956,1.2812548279762268,-0.9975186586380004,0.6709902286529541,0.8071177005767822,-1,0.7135443687438965,-0.9978986382484436
116,116,He decided he didn't dare.,0.7675066590309143,1.3735243380069733,-0.9930489063262941,-0.4504871666431427,-0.7371246218681335,1,-1.7097662091255188,-0.9987543821334839
117,117,"Instead he said, as casually as he could, ""Their son -- he'd be about Dudley's age now, wouldn't he?""",0.6902386546134949,1.3684727251529694,-0.953822910785675,0.7806816101074219,-0.9937171339988708,-1,0.561015248298645,-0.9984077215194702
118,118,"""I suppose so,"" said Mrs. Dursley stiffly.",1.538230299949646,1.368550330400467,0.5607479810714722,-1.7460293769836426,-0.5090141296386719,-1,0.6755549311637878,-0.9978601336479187
119,119,"""What's his name again? Howard, isn't it?""",4.346592873334885,0.3289258480072021,-0.9961843490600586,0.7631527781486511,0.9480281472206116,-1,0.7233108878135681,-0.9977484345436096
120,120,"""Harry. Nasty, common name, if you ask me.""",0.8028804659843445,4.235646203160286,-0.9993786215782166,0.5333159565925598,0.8872829079627991,-1,-1.859697341918945,-0.9931062459945679
121,121,"""Oh, yes,"" said Mr. Dursley, his heart sinking horribly.",1.3076056540012357,0.7086143493652344,-0.9956554770469666,-1.5833227634429932,-0.87885582447052,-1,-1.5030431747436523,-0.9980924725532532
122,122,"""Yes, I quite agree.""",2.406892001628876,3.4142089188098907,0.9998397827148438,0.6853014230728149,0.6321479082107544,1,1.5359023809432983,0.9983506798744202
123,123,He didn't say another word on the subject as they went upstairs to bed.,0.6428626775741577,1.3402785360813139,-0.9985701441764832,0.5836679339408875,-0.9925882816314696,-1,0.5787056088447571,-0.9986149072647095
124,124,"While Mrs. Dursley was in the bathroom, Mr. Dursley crept to the bedroom window and peered down into the front garden.",0.2867870628833771,1.2490832209587095,-0.7735430002212524,0.9361165761947632,0.6669426560401917,-1,0.6168863773345947,-0.9817008972167969
125,125,The cat was still there.,0.43333080410957336,2.3077105879783635,0.9866000413894652,0.8281559348106384,0.5667281150817871,-1,0.6395261287689209,-0.9946891069412231
126,126,It was staring down Privet Drive as though it were waiting for something.,0.4511651992797852,1.3662287294864657,-0.9886993765830994,0.8963301777839661,-0.9957023859024048,-1,0.5318899750709534,-0.9994710087776184
127,127,Was he imagining things?,2.358564734458924,1.2920672297477722,-0.9871692657470704,1.503168523311615,0.8831140398979187,1,0.7941940426826477,-0.9989438652992249
128,128,Could all this have anything to do with the Potters?,1.3977946043014526,0.34657853841781616,-0.9991652965545654,0.6687840819358826,0.8795297741889954,-1,0.5803638100624084,-0.9961845874786377
129,129,"If it did... if it got out that they were related to a pair of -- well, he didn't think he could bear it.",0.4667363464832306,1.4112901687622068,-0.9996691942214966,0.5611172318458557,-0.9752274155616759,-1,-1.6083579659461975,-0.9988707304000854
130,130,The Dursleys got into bed.,0.4714763462543488,2.2223458737134933,-0.9830403923988342,0.8913702964782715,-0.5938141942024231,0,0.6539164185523987,0.9975779056549072
131,131,"Mrs. Dursley fell asleep quickly but Mr. Dursley lay awake, turning it all over in his mind.",4.465875089168549,2.293370455503464,-0.9867980480194092,1.4390180110931396,0.9879719614982604,-1,0.611581027507782,0.9955490827560425
132,132,"His last, comforting thought before he fell asleep was that even if the Potters were involved, there was no reason for them to come near him and Mrs. Dursley.",1.3172884285449982,2.2601148784160614,-0.99190354347229,-1.514313578605652,0.8519153594970703,-1,-1.620110034942627,-0.9945102334022522
133,133,The Potters knew very well what he and Petunia thought about them and their kind....,4.520204246044159,4.399992883205414,0.9985768795013428,0.6444251537322998,0.9864729046821594,1,0.5350120067596436,0.9956941604614258
134,134,He couldn't see how he and Petunia could get mixed up in anything that might be going on -- he yawned and turned over -- it couldn't affect them....,0.4994279146194458,1.464413344860077,-0.9989251494407654,-1.4752596020698547,-0.9434900283813475,-1,-1.8747835755348208,-0.9987006187438965
135,135,How very wrong he was.,0.7234256267547607,0.8288430571556091,-0.9997262954711914,-1.87009072303772,-0.9993534088134766,-1,-1.949218153953552,-0.9981123805046082
