,parag_no,sect_no,parag_raw,parag_clean,char_len,token_len,sentimentr,sentimentr_stdscaler,sentimentr_medianiqr,sentimentr_lnorm_stdscaler,sentimentr_lnorm_medianiqr,syuzhet,syuzhet_stdscaler,syuzhet_medianiqr,syuzhet_lnorm_stdscaler,syuzhet_lnorm_medianiqr,bing,bing_stdscaler,bing_medianiqr,bing_lnorm_stdscaler,bing_lnorm_medianiqr,sentiword,sentiword_stdscaler,sentiword_medianiqr,sentiword_lnorm_stdscaler,sentiword_lnorm_medianiqr,senticnet,senticnet_stdscaler,senticnet_medianiqr,senticnet_lnorm_stdscaler,senticnet_lnorm_medianiqr,nrc,nrc_stdscaler,nrc_medianiqr,nrc_lnorm_stdscaler,nrc_lnorm_medianiqr,afinn,afinn_stdscaler,afinn_medianiqr,afinn_lnorm_stdscaler,afinn_lnorm_medianiqr,scores,vader,vader_stdscaler,vader_medianiqr,vader_lnorm_stdscaler,vader_lnorm_medianiqr,textblob,textblob_stdscaler,textblob_medianiqr,textblob_lnorm_stdscaler,textblob_lnorm_medianiqr,pattern,pattern_stdscaler,pattern_medianiqr,pattern_lnorm_stdscaler,pattern_lnorm_medianiqr,flair,flair_stdscaler,flair_medianiqr,flair_lnorm_stdscaler,flair_lnorm_medianiqr,stanza,stanza_stdscaler,stanza_medianiqr,stanza_lnorm_stdscaler,stanza_lnorm_medianiqr
47,47,1,"The Witch of the North seemed to think for a time, with her head bowed
and her eyes upon the ground. Then she looked up and said, I do not
know where Kansas is, for I have never heard that country mentioned
before. But tell me, is it a civilized country?",the witch of the north seemed to think for a time with her head bowed and her eyes upon the ground then she looked up and said i do not know where kansas is for i have never heard that country mentioned before but tell me is it a civilized country,254,51,0.35,-0.020225204599718105,0.19607843137254902,-0.020225204599718105,0.05772822399091687,0.35,0.016834402172727567,0.25925925925925924,0.016834402172727567,0.13996303187732967,0.0,-0.12208640926599337,0.0,-0.12208640926599337,0.0,0.38541666666666696,0.31744870030088534,0.37585421412300696,0.31744870030088534,0.17914274332859287,5.454,2.1523488149051504,2.2213438735177857,2.1523488149051504,0.9489191051867331,0.0,-0.26137654365534535,0.0,-0.26137654365534535,0.0,0.0,-0.1885783977282912,0.0,-0.1885783977282912,0.0,"{'neg': 0.037, 'neu': 0.963, 'pos': 0.0, 'compound': -0.1901}",-0.1901,-0.578340029687692,-0.2497536622216383,-0.578340029687692,-0.15440962756707896,0.4,1.1249558896743532,1.866666666666667,1.1249558896743532,1.3271472137759435,0.10147582294845113,0.003961703613907099,0.4569719769357012,0.003961703613907099,0.31600108034098456,-0.8974,-0.9891593849483544,-0.7202575633687653,-0.9891593849483544,-0.3571554930249333,12.649356556012327,0.5515734760463544,0.688258964608211,0.5515734760463544,-0.440720855359283
48,48,1,"Oh, yes, replied Dorothy.",oh yes replied dorothy,25,4,0.8,0.26709167250804144,0.5490196078431373,0.26709167250804144,3.7537777650093704,0.8,0.30624345511844964,0.5925925925925926,0.30624345511844964,4.078922643282179,0.0,-0.12208640926599337,0.0,-0.12208640926599337,0.0,0.25,0.18616606924798704,0.2277904328018221,0.18616606924798704,1.6897821776668889,-0.76,-1.056332678348043,-0.8488142292490116,-1.056332678348043,-3.1844494903364153,0.0,-0.26137654365534535,0.0,-0.26137654365534535,0.0,0.6728142326036423,0.47680877111611414,0.6572967917159637,0.47680877111611414,5.964374168656098,"{'neg': 0.0, 'neu': 0.526, 'pos': 0.474, 'compound': 0.4019}",0.4019,0.5827121782512454,0.5280168166590028,0.5827121782512454,4.162176085323068,0.0,-0.36402148243038324,0.0,-0.36402148243038324,0.0,0.0,-0.4287573547074279,-0.022078914138382713,-0.4287573547074279,-0.03982798753851365,0.9089,0.9776039144532198,0.20283115290269832,0.9776039144532198,2.9809395039701765,2.691256930414569,-1.112122546057892,-0.721308454171514,-1.112122546057892,2.8418446604724137
49,49,1,"Then that accounts for it. In the civilized countries I believe there
are no witches left, nor wizards, nor sorceresses, nor magicians. But,
you see, the Land of Oz has never been civilized, for we are cut off
from all the rest of the world. Therefore we still have witches and
wizards amongst us.",then that accounts for it in the civilized countries i believe there are no witches left nor wizards nor sorceresses nor magicians but you see the land of oz has never been civilized for we are cut off from all the rest of the world therefore we still have witches and wizards amongst us,297,54,1.75,0.8736495241799782,1.2941176470588236,0.8736495241799782,0.546574031869556,1.75,0.9172181224483072,1.2962962962962963,0.9172181224483072,0.6609365394207234,0.0,-0.12208640926599337,0.0,-0.12208640926599337,0.0,0.301190476190477,0.2357937891185339,0.28376179629027076,0.2357937891185339,0.12471444105639365,1.4500000000000002,0.08483019582150324,0.2430830039525692,0.08483019582150324,-0.16591011166501932,28.593927812666344,1.6213060187535608,3.5177923005825686,1.6213060187535608,1.3345367988981789,-0.48911905187805244,-0.6722981607564363,-0.47783826201547186,-0.6722981607564363,-0.32118149981918925,"{'neg': 0.077, 'neu': 0.923, 'pos': 0.0, 'compound': -0.5023}",-0.5023,-1.1906381704284628,-0.6599224857124089,-1.1906381704284628,-0.38532913985564443,0.26666666666666666,0.6286300989727743,1.2444444444444445,0.6286300989727743,0.8356112086737422,0.20005081057708138,0.42431085261629214,0.9223284952573187,0.42431085261629214,0.6226867943595075,0.9218,0.9916498905160445,0.20942354865085852,0.9916498905160445,0.11551581473226774,12.96165487476839,0.6037490406780568,0.7324647419762806,0.6037490406780568,-0.5025099436676127
50,50,1,Who are the wizards? asked Dorothy.,who are the wizards asked dorothy,35,6,0.0,-0.24369388679464213,-0.07843137254901962,-0.24369388679464213,-0.07360348558841902,0.0,-0.20826152789616734,0.0,-0.20826152789616734,0.0,0.0,-0.12208640926599337,0.0,-0.12208640926599337,0.0,0.0,-0.05620186500351701,-0.04555808656036481,-0.05620186500351701,-0.028640375892659966,0.0,-0.663896576823674,-0.4733201581027667,-0.663896576823674,-0.5396831346431171,0.0,-0.26137654365534535,0.0,-0.26137654365534535,0.0,0.0,-0.1885783977282912,0.0,-0.1885783977282912,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,-0.20550890683432718,0.0,-0.20550890683432718,0.0,0.0,-0.36402148243038324,0.0,-0.36402148243038324,0.0,0.0,-0.4287573547074279,-0.022078914138382713,-0.4287573547074279,-0.03982798753851365,-0.8927,-0.9840418587859301,-0.7178556827473427,-0.9840418587859301,-2.145872061318756,3.1716505705920106,-1.0318633582352545,-0.6533088107814767,-1.0318633582352545,1.727487832110715
51,51,1,"Oz himself is the Great Wizard, answered the Witch, sinking her voice
to a whisper. He is more powerful than all the rest of us together. He
lives in the City of Emeralds.",oz himself is the great wizard answered the witch sinking her voice to a whisper he is more powerful than all the rest of us together he lives in the city of emeralds,171,33,1.0,0.3947880623337123,0.7058823529411765,0.3947880623337123,0.5063027645021551,1.0,0.43486970087210386,0.7407407407407407,0.43486970087210386,0.6180185823154817,22.239482227710578,0.46410519974713554,0.5029898020885718,0.46410519974713554,0.6532248246069303,0.08333333333333304,0.02458744641365072,0.045558086560363836,0.02458744641365072,0.040790838392574094,3.413,1.098451336995629,1.2129446640316204,1.098451336995629,0.899964006023745,14.81864838656592,0.7143135083947303,1.823076827388862,0.7143135083947303,1.1317360512363799,1.3902375887015357,1.1863126321291828,1.3581738650804962,1.1863126321291828,1.4938424236825638,"{'neg': 0.065, 'neu': 0.749, 'pos': 0.186, 'compound': 0.6901}",0.6901,1.1479406348863836,0.9066544045194772,1.1479406348863836,0.8662844568546223,0.5333333333333333,1.621281680375932,2.488888888888889,1.621281680375932,2.734727592023156,0.45629446734483964,1.5169998364118373,2.1320132116752792,1.5169998364118373,2.4329224082050676,0.9976,1.0741836103270612,0.24816026165167623,1.0741836103270612,0.2949493245198158,10.009710638651057,0.11056880873122452,0.3146175046791518,0.11056880873122452,-0.013403342080454312
52,52,1,"Dorothy was going to ask another question, but just then the Munchkins,
who had been standing silently by, gave a loud shout and pointed to the
corner of the house where the Wicked Witch had been lying.",dorothy was going to ask another question but just then the munchkins who had been standing silently by gave a loud shout and pointed to the corner of the house where the wicked witch had been lying,202,37,-1.9,-1.4568095901385154,-1.5686274509803924,-1.4568095901385154,-1.0563094823635268,-1.9,-1.4302108625558825,-1.4074074074074072,-1.4302108625558825,-1.0472909489508297,-65.06296700215141,-1.8370258545124878,-1.4715274645616765,-1.8370258545124878,-1.7044493060855586,-0.96875,-0.9953776102280952,-1.104783599088839,-0.9953776102280952,-0.7485200942757143,0.5720000000000002,-0.3685367740974385,-0.19071146245059273,-0.3685367740974385,-0.32449019645583865,-7.347043060711015,-0.7451208528069099,-0.903876224362887,-0.7451208528069099,-0.5004507658575967,-0.5389502131495263,-0.721579245656119,-0.5265201430518917,-0.721579245656119,-0.5165074927646177,"{'neg': 0.274, 'neu': 0.726, 'pos': 0.0, 'compound': -0.9253}",-0.9253,-2.0202413527902374,-1.2156605136963805,-2.0202413527902374,-1.0359606818287284,0.05,-0.17789931091729116,0.23333333333333336,-0.17789931091729116,0.22866387804923352,0.02761730655389911,-0.31099004286758575,0.10829790793905225,-0.31099004286758575,0.09365582844815441,-0.9029,-0.9951479793937449,-0.72306827473426,-0.9951479793937449,-0.4499626915395898,10.240054049841,0.14905219726145583,0.3472225779111274,0.14905219726145583,-0.21869598356885792
53,53,1,"What is it? asked the little old woman, and looked, and began to
laugh. The feet of the dead Witch had disappeared entirely, and nothing
was left but the silver shoes.",what is it asked the little old woman and looked and began to laugh the feet of the dead witch had disappeared entirely and nothing was left but the silver shoes,167,31,-1.5,-1.2014168104871736,-1.254901960784314,-1.2014168104871736,-0.9995828204104648,-1.5,-1.172958371048574,-1.111111111111111,-1.172958371048574,-0.9868361233747207,-22.553064631951624,-0.716543470334981,-0.5100820873240226,-0.716543470334981,-0.7051732339525996,0.8125,0.7314939213138711,0.8428246013667426,0.7314939213138711,0.6919884368903767,0.36400000000000005,-0.4759403387251605,-0.2934782608695651,-0.4759403387251605,-0.37623747191436313,0.0,-0.26137654365534535,0.0,-0.26137654365534535,0.0,-0.8488995082360687,-1.0281070715388518,-0.8293209272544254,-1.0281070715388518,-0.9710113140193218,"{'neg': 0.166, 'neu': 0.768, 'pos': 0.065, 'compound': -0.3716}",-0.3716,-0.9343045157365386,-0.4882086316757538,-0.9343045157365386,-0.49656538965913594,0.0020833333333333307,-0.35626639195067106,0.00972222222222221,-0.35626639195067106,0.011371725118039825,0.003629514065476516,-0.41328017144403256,-0.004944567288929697,-0.41328017144403256,-0.018889958058190666,0.8143,0.8746000899925052,0.15448691741618972,0.8746000899925052,0.2409204580077717,8.488995082360688,-0.14349657692216158,0.09936045946258336,-0.14349657692216158,-0.2412578377265058
54,54,1,"She was so old, explained the Witch of the North, that she dried up
quickly in the sun. That is the end of her. But the silver shoes are
yours, and you shall have them to wear. She reached down and picked up
the shoes, and after shaking the dust out of them handed them to
Dorothy.",she was so old explained the witch of the north that she dried up quickly in the sun that is the end of her but the silver shoes are yours and you shall have them to wear she reached down and picked up the shoes and after shaking the dust out of them handed them to dorothy,281,57,0.7,0.20324347759520592,0.47058823529411764,0.20324347759520592,0.16141115260618205,-0.30000000000000004,-0.40120089652664864,-0.22222222222222224,-0.40120089652664864,-0.10734006956005736,0.0,-0.12208640926599337,0.0,-0.12208640926599337,0.0,-0.6145833333333333,-0.6520230367051311,-0.7175398633257408,-0.6520230367051311,-0.3250933895184301,-0.1279999999999999,-0.7299910781330413,-0.5365612648221342,-0.7299910781330413,-0.5709416843687627,-21.362878642132898,-1.6679520713652911,-2.6281863232614513,-1.6679520713652911,-0.9445727549529813,0.2413680003826432,0.05012518885123692,0.23580121315279978,0.05012518885123692,0.15015318160968144,"{'neg': 0.064, 'neu': 0.909, 'pos': 0.027, 'compound': -0.296}",-0.296,-0.7860350108037959,-0.38888523944032055,-0.7860350108037959,-0.21511925743169563,0.01944444444444443,-0.29164063795306966,0.09074074074074068,-0.29164063795306966,0.0577231427044361,0.019189931890334206,-0.3469265400802407,0.0685136398770257,-0.3469265400802407,0.02037909660891246,0.9634,1.03694544123027,0.2306827473426002,1.03694544123027,0.11321676361475932,13.516608021428018,0.6964648576777723,0.811018271654765,0.6964648576777723,-0.5248979686306839
55,55,1,"The Witch of the East was proud of those silver shoes, said one of
the Munchkins, and there is some charm connected with them; but what
it is we never knew.",the witch of the east was proud of those silver shoes said one of the munchkins and there is some charm connected with them but what it is we never knew,156,31,1.1,0.4586362572465478,0.7843137254901962,0.4586362572465478,0.6054480266144145,1.1,0.499182823748931,0.8148148148148149,0.499182823748931,0.7236798238081286,45.10612926390325,1.066827712871982,1.0201641746480452,1.066827712871982,1.4103464679051991,0.9375,0.8526778884396232,0.979498861047836,0.8526778884396232,0.802854408087767,0.558,-0.3757658601781506,-0.19762845849802363,-0.3757658601781506,-0.2891263219984888,7.443806405190966,0.22873886157390008,0.9157806171563598,0.22873886157390008,0.6051790327550719,1.4148325137267812,1.210636058622643,1.3822015454240424,1.210636058622643,1.618352190032203,"{'neg': 0.052, 'neu': 0.832, 'pos': 0.116, 'compound': 0.2846}",0.2846,0.3526590971849662,0.37390790251592987,0.3526590971849662,0.3803081536517494,0.8,2.61393326177909,3.733333333333334,2.61393326177909,4.366742445327298,0.23228890019049733,0.5617823741498762,1.0745192842266118,0.5617823741498762,1.3002058992021592,0.9773,1.052080252646802,0.23778618152085035,1.052080252646802,0.31261329984813613,9.337894590596756,-0.0016712499904861112,0.2195220498881124,-0.0016712499904861112,-0.029647867533331675
56,56,1,"Dorothy carried the shoes into the house and placed them on the table.
Then she came out again to the Munchkins and said:",dorothy carried the shoes into the house and placed them on the table then she came out again to the munchkins and said,121,23,0.0,-0.24369388679464213,-0.07843137254901962,-0.24369388679464213,-0.07360348558841902,0.0,-0.20826152789616734,0.0,-0.20826152789616734,0.0,0.0,-0.12208640926599337,0.0,-0.12208640926599337,0.0,0.375,0.3073500363737391,0.3644646924829155,0.3073500363737391,0.4196437685141789,-0.051999999999999894,-0.6907474679806044,-0.49901185770750967,-0.6907474679806044,-0.5711540386467902,0.0,-0.26137654365534535,0.0,-0.26137654365534535,0.0,0.0,-0.1885783977282912,0.0,-0.1885783977282912,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,-0.20550890683432718,0.0,-0.20550890683432718,0.0,0.0,-0.36402148243038324,0.0,-0.36402148243038324,0.0,0.0,-0.4287573547074279,-0.022078914138382713,-0.4287573547074279,-0.03982798753851365,0.9712,1.0454383569891872,0.2346688470973017,1.0454383569891872,0.458509858464485,6.799579455802603,-0.42574662093261423,-0.13977605387900374,-0.42574662093261423,-0.07283338183276893
57,57,1,"I am anxious to get back to my aunt and uncle, for I am sure they will
worry about me. Can you help me find my way?",i am anxious to get back to my aunt and uncle for i am sure they will worry about me can you help me find my way,115,27,-1.25,-1.041796323205085,-1.058823529411765,-1.041796323205085,-0.9595713676712405,-1.25,-1.0121755638565062,-0.9259259259259258,-1.0121755638565062,-0.9441950563153192,-46.55670274230531,-1.3492349647684638,-1.0529717579966928,-1.3492349647684638,-1.6713615221645146,0.2583333333333331,0.1942450003897036,0.2369020501138947,0.1942450003897036,0.2344267804547275,1.5199999999999998,0.12097562622506332,0.27766798418972316,0.12097562622506332,0.24395134111786007,-7.521151245145507,-0.7565844909945355,-0.9252960319068074,-0.7565844909945355,-0.7020548679065561,-0.8834346637887568,-1.0622610003133361,-0.8630595817688375,-1.0622610003133361,-1.1602200700154983,"{'neg': 0.159, 'neu': 0.68, 'pos': 0.162, 'compound': 0.0258}",0.0258,-0.15490899642077213,0.03389607830256848,-0.15490899642077213,0.039583881378760205,0.08333333333333333,-0.05381786324189648,0.3888888888888889,-0.05381786324189648,0.5222570054210889,0.07562381633857447,-0.1062779143651014,0.33492884939382644,-0.1062779143651014,0.4610637213560321,0.5848,0.6247123763166699,0.03720359771054782,0.6247123763166699,0.17808455734182363,8.539868416624648,-0.13499718777881897,0.10656157183937015,-0.13499718777881897,0.08679863572142232
58,58,1,"The Munchkins and the Witch first looked at one another, and then at
Dorothy, and then shook their heads.",the munchkins and the witch first looked at one another and then at dorothy and then shook their heads,105,19,-0.4,-0.49908666644598393,-0.3921568627450981,-0.49908666644598393,-0.47648572249344945,-0.4,-0.46551401940347586,-0.2962962962962963,-0.46551401940347586,-0.4293602782402294,0.0,-0.12208640926599337,0.0,-0.12208640926599337,0.0,1.125,1.0344538391282512,1.1845102505694762,1.0344538391282512,1.5993388853742811,-0.06900000000000006,-0.6995256439357548,-0.5074110671936758,-0.6995256439357548,-0.5902340705275596,-7.725325150124005,-0.7700277175816738,-0.9504147003044758,-0.7700277175816738,-1.0247399400895951,0.0,-0.1885783977282912,0.0,-0.1885783977282912,0.0,"{'neg': 0.187, 'neu': 0.813, 'pos': 0.0, 'compound': -0.4404}",-0.4404,-1.0692376101726855,-0.5785981738159365,-1.0692376101726855,-0.9601877125633658,0.25,0.566589375135077,1.1666666666666667,0.566589375135077,2.2264640757425367,0.08461843407933053,-0.06792254649863419,0.37739097996229526,-0.06792254649863419,0.7566254668279088,-0.9964,-1.0969540849653814,-0.7708503679476697,-1.0969540849653814,-0.8322753175826307,6.240887115826559,-0.5190871435770101,-0.21885886577693806,-0.5190871435770101,0.18089169616388415
59,59,1,"At the East, not far from here, said one, there is a great desert,
and none could live to cross it.",at the east not far from here said one there is a great desert and none could live to cross it,99,21,0.0,-0.24369388679464213,-0.07843137254901962,-0.24369388679464213,-0.07360348558841902,0.0,-0.20826152789616734,0.0,-0.20826152789616734,0.0,0.0,-0.12208640926599337,0.0,-0.12208640926599337,0.0,-0.625,-0.6621217006322772,-0.728929384965832,-0.6621217006322772,-0.8469368299686356,-0.20599999999999996,-0.7702674148684371,-0.5750988142292488,-0.7702674148684371,-0.6762299690473325,-15.332105943688708,-1.2708736891437675,-1.8862453802703014,-1.2708736891437675,-1.8400643609629643,0.954039940695079,0.7549300840216036,0.9320364549380505,0.7549300840216036,1.6109310932261098,"{'neg': 0.0, 'neu': 0.823, 'pos': 0.177, 'compound': 0.6249}",0.6249,1.0200679930660819,0.820994547723839,1.0200679930660819,1.2326894089827536,0.2215909090909091,0.4608381413208202,1.0340909090909092,0.4608381413208202,1.7855085282740473,0.33928827091414404,1.0180552635457294,1.5796459479006566,1.0180552635457294,2.8495114720736634,-0.8425,-0.9293823240298213,-0.6922015535568276,-0.9293823240298213,-0.664252460510633,6.678279584865553,-0.44601214551533447,-0.1569460313248548,-0.44601214551533447,0.10010462364910958
60,60,1,"It is the same at the South, said another, for I have been there and
seen it. The South is the country of the Quadlings.",it is the same at the south said another for i have been there and seen it the south is the country of the quadlings,120,25,0.0,-0.24369388679464213,-0.07843137254901962,-0.24369388679464213,-0.07360348558841902,0.0,-0.20826152789616734,0.0,-0.20826152789616734,0.0,0.0,-0.12208640926599337,0.0,-0.12208640926599337,0.0,-0.875,-0.9044896348837812,-1.002277904328019,-0.9044896348837812,-0.9909570058860075,2.122,0.43182632769568174,0.5750988142292488,0.43182632769568174,0.6418314352055521,0.0,-0.26137654365534535,0.0,-0.26137654365534535,0.0,0.0,-0.1885783977282912,0.0,-0.1885783977282912,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,-0.20550890683432718,0.0,-0.20550890683432718,0.0,0.0,-0.36402148243038324,0.0,-0.36402148243038324,0.0,0.0,-0.4287573547074279,-0.022078914138382713,-0.4287573547074279,-0.03982798753851365,-0.8534,-0.9412506293852314,-0.697771872444808,-0.9412506293852314,-0.5826745937195396,7.5326710968443065,-0.3032692715492228,-0.03600704864271422,-0.3032692715492228,-0.02899537121731013
61,61,1,"I am told, said the third man, that it is the same at the West. And
that country, where the Winkies live, is ruled by the Wicked Witch of
the West, who would make you her slave if you passed her way.",i am told said the third man that it is the same at the west and that country where the winkies live is ruled by the wicked witch of the west who would make you her slave if you passed her way,199,42,-1.9,-1.4568095901385154,-1.5686274509803924,-1.4568095901385154,-0.9393206732236332,-1.9,-1.4302108625558825,-1.4074074074074072,-1.4302108625558825,-0.9226134550281119,-42.21484740687075,-1.23479169045476,-0.9547721266605699,-1.23479169045476,-0.9742443195617337,-0.575,-0.6136481137819763,-0.6742596810933946,-0.6136481137819763,-0.4050567447676087,1.1249999999999998,-0.08298787390931253,0.08250988142292479,-0.08298787390931253,-0.1668307348743251,-21.837764943825125,-1.69921955462888,-2.68660961462211,-1.69921955462888,-1.3104166232545453,-1.3028740087940542,-1.4770702370249493,-1.2728251937781794,-1.4770702370249493,-1.0999750439134397,"{'neg': 0.131, 'neu': 0.869, 'pos': 0.0, 'compound': -0.7096}",-0.7096,-1.5972025668908645,-0.9322735334690928,-1.5972025668908645,-0.6998851053081788,0.04545454545454545,-0.19481950832757228,0.2121212121212121,-0.19481950832757228,0.18312907982297918,0.03638624805622491,-0.2735970166362157,0.14969465761212114,-0.2735970166362157,0.11510254102474887,-0.9919,-1.0920543258736986,-0.768550695012265,-1.0920543258736986,-0.4392452199225154,11.204716475628866,0.31021799202125344,0.48377039091113716,0.31021799202125344,-0.2958111159471749
62,62,1,"The North is my home, said the old lady, and at its edge is the same
great desert that surrounds this Land of Oz. Im afraid, my dear, you
will have to live with us.",the north is my home said the old lady and at its edge is the same great desert that surrounds this land of oz I am afraid my dear you will have to live with us,164,35,-0.25,-0.40331437407673076,-0.27450980392156865,-0.40331437407673076,-0.2102956731097686,-0.25,-0.3690443350882351,-0.18518518518518517,-0.3690443350882351,-0.14567580868864924,-21.817298312218497,-0.6971500312968802,-0.49344127924419795,-0.6971500312968802,-0.6042057784267592,-0.75,-0.7833056677580291,-0.8656036446469255,-0.7833056677580291,-0.6178138228273625,2.52,0.6373389177044959,0.7717391304347825,0.6373389177044959,0.46254411593539585,0.0,-0.26137654365534535,0.0,-0.26137654365534535,0.0,0.8144385980155714,0.6168697730603808,0.7956548057161068,0.6168697730603808,0.8251254932435337,"{'neg': 0.0, 'neu': 0.831, 'pos': 0.169, 'compound': 0.7717}",0.7717,1.3079775608455346,1.0138606056624844,1.3079775608455346,0.9133618981392136,0.08727272727272728,-0.039153692152986155,0.40727272727272734,-0.039153692152986155,0.4219293999121442,0.12143073233700895,0.08905457942030236,0.5511758655678468,0.08905457942030236,0.5806260097758358,0.9723,1.0466360758782653,0.23523098937040068,1.0466360758782653,0.26153984712112316,10.587701774202428,0.2071335740160073,0.39643205802248627,0.2071335740160073,-0.01973065454408218
63,63,1,"Dorothy began to sob at this, for she felt lonely among all these
strange people. Her tears seemed to grieve the kind-hearted Munchkins,
for they immediately took out their handkerchiefs and began to weep
also. As for the little old woman, she took off her cap and balanced
the point on the end of her nose, while she counted One, two, three
in a solemn voice. At once the cap changed to a slate, on which was
written in big, white chalk marks:",dorothy began to sob at this for she felt lonely among all these strange people her tears seemed to grieve the kind hearted munchkins for they immediately took out their handkerchiefs and began to weep also as for the little old woman she took off her cap and balanced the point on the end of her nose while she counted one two three in a solemn voice at once the cap changed to a slate on which was written in big white chalk marks,444,83,-2.3,-1.7122023697898572,-1.8823529411764706,-1.7122023697898572,-0.603903297418233,-2.3,-1.687463354063191,-1.7037037037037035,-1.687463354063191,-0.5651519325029525,-92.06718225267566,-2.5488070113650436,-2.0822811118518123,-2.5488070113650436,-1.0751738872834538,-0.39583333333333304,-0.4399510942350648,-0.47835990888382707,-0.4399510942350648,-0.15976498841326803,-1.6929999999999998,-1.5380996292983533,-1.3097826086956519,-1.5380996292983533,-0.8236139805650418,0.0,-0.26137654365534535,0.0,-0.26137654365534535,0.0,-0.8828430231434591,-1.0616758906725599,-0.8624815864186232,-1.0616758906725599,-0.37716822589526194,"{'neg': 0.17, 'neu': 0.794, 'pos': 0.036, 'compound': -0.8555}",-0.8555,-1.8833470215163561,-1.1239571700716022,-1.8833470215163561,-0.4269768768223091,0.05178571428571429,-0.1712520905061093,0.2416666666666667,-0.1712520905061093,0.10557501770517537,0.081629127347568,-0.08066972071627039,0.363278948032561,-0.08066972071627039,0.1360518591406869,-0.9446,-1.040552413643341,-0.7443785772690106,-1.040552413643341,-0.2724101460764309,18.53970348601264,1.5356715594863695,1.5220366360521462,1.5356715594863695,-0.6312564390521919
64,64,1,LET DOROTHY GO TO THE CITY OF EMERALDS,let dorothy go to the city of emeralds,38,8,0.0,-0.24369388679464213,-0.07843137254901962,-0.24369388679464213,-0.07360348558841902,0.0,-0.20826152789616734,0.0,-0.20826152789616734,0.0,0.0,-0.12208640926599337,0.0,-0.12208640926599337,0.0,-0.25,-0.29856979925502103,-0.3189066059225517,-0.29856979925502103,-0.8878516526724345,-0.37,-0.8549509946710641,-0.6561264822134385,-0.8549509946710641,-1.1834749449105646,0.0,-0.26137654365534535,0.0,-0.26137654365534535,0.0,0.0,-0.1885783977282912,0.0,-0.1885783977282912,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,-0.20550890683432718,0.0,-0.20550890683432718,0.0,0.0,-0.36402148243038324,0.0,-0.36402148243038324,0.0,0.0,-0.4287573547074279,-0.022078914138382713,-0.4287573547074279,-0.03982798753851365,-0.9206,-1.0144203651543648,-0.732113654946852,-1.0144203651543648,-1.6862644998375447,3.6706650979194815,-0.9484931856821647,-0.5826733837758601,-0.9484931856821647,1.188296135649884
65,65,1,"The little old woman took the slate from her nose, and having read the
words on it, asked, Is your name Dorothy, my dear?",the little old woman took the slate from her nose and having read the words on it asked is your name dorothy my dear,121,24,0.5,0.07554708776953507,0.3137254901960785,0.07554708776953507,0.32508206134885065,0.5,0.11330408648796825,0.37037037037037035,0.11330408648796825,0.42488777534189365,0.0,-0.12208640926599337,0.0,-0.12208640926599337,0.0,0.916666666666667,0.8324805605853315,0.9567198177676541,0.8324805605853315,1.021506740171509,0.3300000000000002,-0.4934966906354612,-0.31027667984189705,-0.4934966906354612,-0.3482855694284704,7.588373919805096,0.23825748177319467,0.9335661586585898,0.23825748177319467,0.7968709191959831,0.6101181077272645,0.4148047364101717,0.5960466579683569,0.4148047364101717,0.9014307628114563,"{'neg': 0.0, 'neu': 0.898, 'pos': 0.102, 'compound': 0.3818}",0.3818,0.5432913178127781,0.5016094068186296,0.5432913178127781,0.6590025833027899,-0.04375,-0.5268783825043388,-0.20416666666666666,-0.5268783825043388,-0.30845804382683056,-0.027446211593751605,-0.545795073547801,-0.1516480246768969,-0.545795073547801,-0.2443406404984914,-0.9806,-1.0797504863768055,-0.7627759607522486,-1.0797504863768055,-0.6743324992067246,7.3214172927271735,-0.3385633664848282,-0.06590999102856228,-0.3385633664848282,0.0
66,66,1,"Yes, answered the child, looking up and drying her tears.",yes answered the child looking up and drying her tears,57,10,0.5999999999999999,0.13939528268237042,0.392156862745098,0.13939528268237042,1.0746108895909174,0.5999999999999999,0.17761720936479528,0.4444444444444443,0.17761720936479528,1.2236767929846535,0.0,-0.12208640926599337,0.0,-0.12208640926599337,0.0,0.65625,0.5800139624066811,0.6719817767653758,0.5800139624066811,1.7757033053448668,-0.20699999999999996,-0.7707837781599165,-0.5755928853754939,-0.7707837781599165,-0.8278234691844395,8.128372959350388,0.2738121205807786,1.0,0.2738121205807786,2.048585617990216,-0.41621834869283364,-0.6002021940711494,-0.4066189030966626,-0.6002021940711494,-1.475879579929561,"{'neg': 0.151, 'neu': 0.635, 'pos': 0.214, 'compound': 0.2023}",0.2023,0.191249305439401,0.2657820403337056,0.191249305439401,0.8380275910035897,0.0,-0.36402148243038324,0.0,-0.36402148243038324,0.0,0.0,-0.4287573547074279,-0.022078914138382713,-0.4287573547074279,-0.03982798753851365,0.9389,1.01026897506444,0.21816230580539656,1.01026897506444,1.162938785747265,4.1621834869283365,-0.8663753901860152,-0.5130990339574437,-0.8663753901860152,0.8589884432207361
