,sent_no,parag_no,sect_no,sent_raw,sent_clean,char_len,token_len,sentimentr,sentimentr_stdscaler,sentimentr_medianiqr,sentimentr_lnorm_stdscaler,sentimentr_lnorm_medianiqr,syuzhet,syuzhet_stdscaler,syuzhet_medianiqr,syuzhet_lnorm_stdscaler,syuzhet_lnorm_medianiqr,bing,bing_stdscaler,bing_medianiqr,bing_lnorm_stdscaler,bing_lnorm_medianiqr,sentiword,sentiword_stdscaler,sentiword_medianiqr,sentiword_lnorm_stdscaler,sentiword_lnorm_medianiqr,senticnet,senticnet_stdscaler,senticnet_medianiqr,senticnet_lnorm_stdscaler,senticnet_lnorm_medianiqr,nrc,nrc_stdscaler,nrc_medianiqr,nrc_lnorm_stdscaler,nrc_lnorm_medianiqr,afinn,afinn_stdscaler,afinn_medianiqr,afinn_lnorm_stdscaler,afinn_lnorm_medianiqr,scores,vader,vader_stdscaler,vader_medianiqr,vader_lnorm_stdscaler,vader_lnorm_medianiqr,textblob,textblob_stdscaler,textblob_medianiqr,textblob_lnorm_stdscaler,textblob_lnorm_medianiqr,pattern,pattern_stdscaler,pattern_medianiqr,pattern_lnorm_stdscaler,pattern_lnorm_medianiqr,flair,flair_stdscaler,flair_medianiqr,flair_lnorm_stdscaler,flair_lnorm_medianiqr,stanza,stanza_stdscaler,stanza_medianiqr,stanza_lnorm_stdscaler,stanza_lnorm_medianiqr,sentimentr_stdscaler_roll10,syuzhet_stdscaler_roll10,bing_stdscaler_roll10,sentiword_stdscaler_roll10,senticnet_stdscaler_roll10,nrc_stdscaler_roll10,afinn_stdscaler_roll10,vader_stdscaler_roll10,textblob_stdscaler_roll10,flair_stdscaler_roll10,pattern_stdscaler_roll10,stanza_stdscaler_roll10,stanza_stdscaler_roll10_mean,sentimentr_roll100,syuzhet_roll100,bing_roll100,sentiword_roll100,senticnet_roll100,nrc_roll100,afinn_roll100,vader_roll100,textblob_roll100,flair_roll100,pattern_roll100,stanza_roll100
362,362,158,3,"Many crows and other birds flew into the cornfield, but as soon as they saw me they flew away again, thinking I was a Munchkin; and this pleased me and made me feel that I was quite an important person.",many crows and other birds flew into the cornfield but as soon as they saw me they flew away again thinking i was a munchkin and this pleased me and made me feel that i was quite an important person,202,40,1.5,1.3326154036985027,1.5,0.32165820465841843,0.6772132526597757,1.5,1.3844276864063412,1.5,0.35239687318168117,0.6887823564637595,42.65411426274218,1.3559617128724386,1.816253362745552,0.20908434000074963,1.236985877944236,-0.3125,-0.49206188884243873,-0.44843049327354256,-0.2442594676500673,-0.17203290393078144,3.5469999999999997,2.378020091813837,2.2548725637181413,0.5075847385417246,0.626518682181803,14.610399680296238,1.2359312464982701,1.8661262618396746,0.24915704337753994,0.8477595691633315,1.3196513799273921,1.4231802259763306,2.3927658352119696,0.10153985823830035,1.2979827185614286,"{'neg': 0.0, 'neu': 0.83, 'pos': 0.17, 'compound': 0.8009}",0.8009,1.6970774272799531,1.3255544521681561,0.39148152177025736,0.6789931515580134,0.31875,0.8436803687932611,1.5937499999999998,0.03995640873797175,0.8994285456757595,0.3446989867652838,1.7159611316753793,2.3521266212489085,0.14169134178400034,1.233666247223857,0.9898,1.0568265341055993,0.2418947529525802,0.22080520859278538,0.07070754604535501,11.61293214336105,2.2492293866571864,1.5891730693202182,-0.23702122501322895,-0.40877562373763526,0.2834966400785435,0.3163001686688446,-0.032171049294695934,0.15749478821265428,-0.449463480395784,-0.4822947822608324,-0.2832920163622667,-0.06137121308032761,-1.1962792715629966,-1.4405106244439765,-1.8267623265916844,-1.6009643112752325,,0.23968609865470847,0.21726457399103155,2.5032084740913114,0.034651199373620906,0.5965964125560531,1.3700173829597777,0.07026845287779547,0.06351165919282507,0.04801642330846381,-0.17300224215246635,0.02623100804369367,5.351260951019482
363,363,158,3,"By and by an old crow flew near me, and after looking at me carefully he perched upon my shoulder and said:",by and by an old crow flew near me and after looking at me carefully he perched upon my shoulder and said,107,22,0.25,0.058893965344449274,0.25,-0.019045955760392492,0.20517418021291553,0.25,0.09001868497864461,0.25,0.00393820869648502,0.20867925247701813,0.0,-0.09453983633350135,0.0,-0.08414789293388389,0.0,-1.25,-1.8421274709650937,-1.7937219730941703,-1.2265438329243799,-1.2508925917802027,0.279,-0.30218211838494485,-0.19490254872563711,-0.2988287467311675,-0.2689339668765675,15.277622138387681,1.3019229160767938,1.9513478422741133,0.6413033770116316,1.6114427365824975,0.6267544318926752,0.6008917513737593,1.136418765221913,0.07723742675932575,1.1206128972135747,"{'neg': 0.0, 'neu': 0.933, 'pos': 0.067, 'compound': 0.128}",0.128,0.1302161004390739,0.21185038066865278,0.032615050024499055,0.1972629750646279,0.03333333333333333,-0.1817872900399637,0.16666666666666666,-0.12261792316308026,0.17097937592235088,0.03224722057310233,-0.15983982264613633,0.22004574682120484,-0.10915217855278031,0.20979661318134324,-0.8665,-0.9510829048883263,-0.7051246078106267,-0.22488623245581613,-0.499030270292061,7.5210531827121025,0.6215556506650293,0.48982011539112713,-0.16960627121381547,-0.07241065620832758,0.23873641657653408,0.2718409255723078,-0.08730778827308804,0.21518014748621256,-0.5543572113603975,-0.4822947822608324,-0.32627471638866845,-0.10222272862655347,-1.279515223205568,-1.4413501870502166,-1.8778894379432653,-1.5869508947796573,,0.23183856502242148,0.20941704035874456,2.2665461992440936,0.03806113958288847,0.5851031390134523,1.3700173829597777,0.06456417819501473,0.060836771300448386,0.0457742708420961,-0.173104932735426,0.025387594577844286,5.356481181865942
364,364,159,3,I wonder if that farmer thought to fool me in this clumsy manner.,i wonder if that farmer thought to fool me in this clumsy manner,65,13,-0.5,-0.7053388976679829,-0.5,-0.6682007523507212,-0.6942173261316327,-1.5,-1.7221539170201308,-1.5,-1.6849322563485913,-2.1182307518920074,-28.050889359956056,-1.0484421544684015,-1.1944339487205249,-0.677194286914799,-2.50173729872212,0.40625,0.54298839078493,0.5829596412556054,0.5385814051463745,0.6877745912491726,-0.533,-0.968131994358449,-0.8035982008995504,-0.8682090484181203,-0.9011817017897561,-15.917294555686572,-1.7834118325368198,-2.03305056930531,-1.6446606960956793,-2.8403451145974525,-0.7504833044576406,-1.0335312614576633,-1.3607615148343402,-0.3873409639949274,-2.270084294606347,"{'neg': 0.209, 'neu': 0.791, 'pos': 0.0, 'compound': -0.4404}",-0.4404,-1.1933148524162625,-0.7288977159880835,-0.9697079954752459,-1.1482214756367408,-0.3,-1.3794137529108832,-1.4999999999999998,-0.7417843359118692,-2.603328560834626,-0.11650714571557598,-1.0528851257479543,-0.7950112113034263,-0.4747178055307891,-1.282334992251298,-0.9996,-1.0950535703680933,-0.773027574420325,-0.48535136597428363,-0.8319889559103089,4.878141478974664,-0.4297457216603815,-0.22024311385373946,-0.12605707233880373,0.14487681548683415,0.2834966400785435,0.3163001686688446,-0.010402475018002682,0.5217817830771802,-0.5441256730298659,-0.41858171782155906,-0.2627405892299822,-0.04192822018246767,-1.1255287126668105,-1.3684658874342688,-1.7373007484432135,-1.5768057002226266,,0.23968609865470847,0.21726457399103155,2.596645271478292,0.05618520535269415,0.5862242152466361,1.4729038184316703,0.07299585216666507,0.06478475336322866,0.049922252904876376,-0.16419013452914796,0.02770680234718358,5.3602604356679455
365,365,159,3,Any crow of sense could see that you are only stuffed with straw.,any crow of sense could see that you are only stuffed with straw,65,13,0.0,-0.19585032232636143,0.0,-0.167134749441616,0.0,0.0,-0.16886311530689474,0.0,-0.14752111956046984,0.0,0.0,-0.09453983633350135,0.0,-0.08414789293388389,0.0,-0.3,-0.47406101441413667,-0.43049327354260086,-0.5500565707163747,-0.5078950827686197,0.6599999999999999,0.0102894367208494,0.09070464767616193,0.10507597930608781,0.17956740804136703,7.958647277843286,0.5780393525166883,1.016525284652655,0.5430873854334155,1.4201725572987263,0.0,-0.14290275834835156,0.0,-0.07630401530808294,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,-0.16783450118915105,0.0,-0.11433664891787874,0.0,0.0,-0.3015499363270557,0.0,-0.16077687640733296,0.0,0.0,-0.35343567861590613,0.0,-0.16055141851007823,0.0,-0.9978,-1.0931065591144224,-0.772109277351223,-0.4843894832523065,-0.8307593586797616,4.878141478974664,-0.4297457216603815,-0.22024311385373946,-0.12605707233880373,0.14487681548683415,0.3525552706245011,0.3848944294463586,0.10637326691317626,0.7646924603469313,-0.4197101669305963,-0.3358978905987962,-0.22501566253245098,0.023523235655802187,-1.1088815223382964,-1.3003916582959931,-1.7131810574492343,-1.5867862350223283,,0.25179372197309413,0.22937219730941721,3.0978793532261273,0.07054432343939071,0.5998565022421518,1.606425009556172,0.07800236278927151,0.0690704035874439,0.050370683398149915,-0.15586367713004481,0.028104690505514257,5.356542520365704
366,366,159,3,Then he hopped down at my feet and ate all the corn he wanted.,then he hopped down at my feet and ate all the corn he wanted,62,14,0.0,-0.19585032232636143,0.0,-0.167134749441616,0.0,0.0,-0.16886311530689474,0.0,-0.14752111956046984,0.0,0.0,-0.09453983633350135,0.0,-0.08414789293388389,0.0,1.46875,2.0730627171906053,2.10762331838565,2.014757804295253,2.3090843315825595,0.973,0.266991790390439,0.3253373313343329,0.30377102240179327,0.4002011225614155,0.0,-0.20911104250114776,0.0,-0.1861619750762828,0.0,0.0,-0.14290275834835156,0.0,-0.07630401530808294,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,-0.16783450118915105,0.0,-0.11433664891787874,0.0,-0.15555555555555559,-0.8604422856668182,-0.7777777777777779,-0.4405365683579403,-1.253523314221109,-0.058721098187085305,-0.7059671856722369,-0.4006958638635749,-0.3075931083902837,-0.6001810252244486,0.9991,1.0668860922495649,0.24663928780960642,0.5446041448614478,0.4846273162972786,5.111247526157661,-0.33702044939559794,-0.15761520525384287,-0.13932090746357528,0.07869729270124273,0.32953572710918194,0.38743495762330366,0.08357991747514341,0.7528393043318167,-0.45527499416752565,-0.3358978905987962,-0.22501566253245098,-0.04554424704054112,-1.124696353150385,-1.2938731329078061,-1.7320353152790295,-1.595697563307638,,0.24775784753363225,0.22982062780269077,3.0000439347856855,0.0698436507936508,0.5959596412556047,1.606425009556172,0.07800236278927151,0.06454798206278022,0.04994467442954005,-0.15506636771300444,0.027793663058004184,5.353222902283091
367,367,159,3,"The other birds, seeing he was not harmed by me, came to eat the corn too, so in a short time there was a great flock of them about me.",the other birds seeing he was not harmed by me came to eat the corn too so in a short time there was a great flock of them about me,135,30,0.6,0.4155359680835843,0.6,0.0935331091860731,0.3611503130812079,0.6,0.45245320537839967,0.6,0.11907959872828001,0.36731998776561164,0.0,-0.09453983633350135,0.0,-0.08414789293388389,0.0,-0.050000000000000044,-0.11404352584809545,-0.07174887892376688,-0.12103857643630345,-0.03669729549494473,1.3359999999999999,0.5647009098219438,0.5974512743628186,0.039145182261407264,0.10635694226125869,7.462019784652777,0.5289203862157263,0.9530930974658619,0.11025597314513066,0.5772574627430856,0.2856165737006409,0.19604983391757017,0.5178743340220634,-0.02498649608119841,0.3745377998560499,"{'neg': 0.0, 'neu': 0.796, 'pos': 0.204, 'compound': 0.7687}",0.7687,1.622099072807853,1.2722608407811984,0.5329185835056619,0.868853464729796,0.225,0.5068479261108151,1.125,0.028132829894416855,0.8464504642567099,0.19787773162252387,0.8345212413914005,1.3502606568977629,0.070769750924496,0.9441851269559626,0.9921,1.059314381818623,0.24306813254087697,0.2786492803839279,0.1446509789118535,8.854113784719868,1.1518224917032152,0.8479695437288873,-0.23074867367531854,-0.3774789097566415,0.32186254593740893,0.37981337309246876,0.1081152345792069,0.7281847398203781,-0.4039535979015768,-0.37778827334502946,-0.24514016805762395,-0.08227979262142213,-1.1108236945432899,-1.359498332260194,-1.718172235098427,-1.595697563307638,,0.24641255605381163,0.22847533632287015,3.1053563647105147,0.0683862516905118,0.601582959641255,1.5387787238337023,0.07533162066976266,0.06214260089686093,0.050318366507268,-0.16309327354260086,0.028022354024369693,5.353222902283091
368,368,160,3,"I felt sad at this, for it showed I was not such a good Scarecrow after all; but the old crow comforted me, saying, If you only had brains in your head you would be as good a man as any of them, and a better man than some of them.",i felt sad at this for it showed i was not such a good scarecrow after all but the old crow comforted me saying if you only had brains in your head you would be as good a man as any of them and a better man than some of them,230,51,2.4000000000000004,2.2496948393134217,2.4000000000000004,0.44628555539405945,0.8498820541515038,2.4000000000000004,2.3164021674342834,2.4000000000000004,0.4798607707234262,0.8644009278844155,40.55293412502919,1.284508698372132,1.726783084044,0.1345206391308269,0.9224425412166077,1.25,1.7580474146953193,1.7937219730941703,0.4037984471849041,0.539740167517786,1.1720000000000002,0.430198718122862,0.47451274362818613,-0.18950689395412065,-0.14754147474078838,21.533430571750266,1.9206539525917952,2.7503765247187077,0.3170743670464013,0.9800247783810356,1.4881595948249797,1.623155652883821,2.698301604501044,0.08100094931706406,1.1480807382105624,"{'neg': 0.123, 'neu': 0.718, 'pos': 0.159, 'compound': 0.4559}",0.4559,0.8937379150788783,0.7545514730221782,0.11150235673783512,0.3031586192055671,0.21428571428571427,0.4683527898042497,1.0714285714285714,-0.054930585089747935,0.47426701454138526,0.38053433605669174,1.9310982813816235,2.5966567251551003,0.10116018457953103,1.068229958343268,-0.9365,-1.0268000091977454,-0.7408361604979211,-0.07882364632681924,-0.3123150426584754,13.14540975428732,2.858820623907543,2.0008992725153396,-0.279660783510453,-0.6215244710046278,0.31163163770837826,0.369651260384689,0.1081152345792069,0.664019655258557,-0.5007030243550888,-0.4179503342836574,-0.26234205174033226,-0.1539086276755671,-1.115994412751389,-1.4248632305425242,-1.7047354552156593,-1.5576213623047928,,0.24461883408071747,0.226681614349776,3.1053563647105147,0.06459327710157307,0.5909820627802683,1.4739234021261927,0.07304874245301174,0.05745246636771296,0.05017908127829667,-0.17108834080717483,0.028244012568949876,5.367406920795196
369,369,160,3,"Brains are the only things worth having in this world, no matter whether one is a crow or a man.",brains are the only things worth having in this world no matter whether one is a crow or a man,96,20,1.35,1.1797688310960164,1.35,0.7124727210325539,1.2186792611207329,1.35,1.2290986062350178,1.35,0.7521064167040036,1.2394984444729393,25.026701779259934,0.7565215519940551,1.0656611220436278,0.2598659041168614,1.4512054302863988,0.25,0.31797746043115416,0.35874439461883406,0.1629241980565964,0.2751838675170641,-1.6860000000000002,-1.9137480128282152,-1.6679160419790107,-1.3276802691568201,-1.4113848783119367,15.389667607033987,1.3130047785875796,1.965658949166212,0.7306837138635474,1.7855059698645765,0.6460506992434271,0.6237914023108538,1.171406376318516,0.09778355194357685,1.2705675450221332,"{'neg': 0.109, 'neu': 0.743, 'pos': 0.149, 'compound': -0.0516}",-0.0516,-0.28798614997052924,-0.08540218470705065,-0.17949758240271504,-0.08746982641042718,0.15,0.23738197196485814,0.7499999999999999,0.028101360677974772,0.8463094596816212,0.0998092886181372,0.24576835572742167,0.6810698430236302,0.014436603869526629,0.714249752973821,0.9968,1.0643982445365412,0.24546590822130962,0.39514237240362665,0.2935668291008171,6.137481642812557,0.07119649316845446,0.11810006355470631,-0.21544479244007883,-0.3011206357440207,0.3256991365232955,0.3836241653578863,0.13337793435947942,0.6435829177835368,-0.5045091566140474,-0.4390910210874596,-0.2518985108431234,-0.12163832738154937,-1.0207354903160017,-1.4951701829436825,-1.5826414983286412,-1.5460985249878612,,0.24708520179372195,0.22914798206278048,3.213790924126962,0.06338520535269415,0.5905650224215239,1.4397845653301062,0.0744347146209291,0.05956547085201789,0.052745100212028606,-0.17968789237668154,0.03025812376387388,5.3716993694510675
370,370,161,3,"After the crows had gone I thought this over, and decided I would try hard to get some brains.",after the crows had gone i thought this over and decided i would try hard to get some brains,94,19,0.35,0.16079168041277353,0.35,0.07290775915876382,0.3325742866428605,0.35,0.19357140509286033,0.35,0.09798481105025117,0.3382557856826321,-25.3521478030654,-0.9566683859389812,-1.0795189279164168,-0.45096701924235616,-1.547408599874393,-0.6499999999999999,-0.9780854984065944,-0.9327354260089684,-0.7733253424602136,-0.7531149863988834,0.9609999999999999,0.2571501666075793,0.31634182908545727,0.10318811209323474,0.17747109426723956,7.725325150124005,0.5549626161582446,0.9867240088810921,0.29828778662717953,0.9434389582190315,-0.32846774293823994,-0.5327085441335446,-0.5955712283005011,-0.1694703164307523,-0.679968594914662,"{'neg': 0.08, 'neu': 0.92, 'pos': 0.0, 'compound': -0.1027}",-0.1027,-0.4069735385892972,-0.16997682886461438,-0.25084933466930154,-0.18324999791902766,-0.2916666666666667,-1.3494730913391104,-1.4583333333333333,-0.5473595911852138,-1.7321667838214492,-0.09872150642588563,-0.9461092237922615,-0.6736471305969828,-0.3427370441558079,-0.7436282571989902,-0.9985,-1.0938637301575167,-0.7724663928780959,-0.3163539576814543,-0.6159556075002375,6.240887115826559,0.1123292769583355,0.14588170453275442,-0.1871815530405611,-0.16010201795814696,0.32697800005192434,0.3848944294463586,0.10174400339985099,0.6434248757033352,-0.5108936365322996,-0.46166297382203175,-0.29409058503679597,-0.1403485269577923,-1.114565108531264,-1.566166383248654,-1.6518862324310797,-1.5273409698423799,,0.24730941704035872,0.22937219730941721,3.0780092619905877,0.06337586305075095,0.5898654708520171,1.403334462373378,0.06883536463851431,0.05834035874439457,0.050217582886305005,-0.18837174887892372,0.02911583468011263,5.378686870893385
371,371,161,3,"By good luck you came along and pulled me off the stake, and from what you say I am sure the Great Oz will give me brains as soon as we get to the Emerald City.",by good luck you came along and pulled me off the stake and from what you say i am sure the great oz will give me brains as soon as we get to the emerald city,160,36,2.6,2.4534902694500698,2.6,0.7742181311139739,1.304226341223472,2.6,2.5235076076627148,2.6,0.8152571663415019,1.3265069594279193,65.45189493665549,2.1312261101653664,2.7870048723671847,0.41579273814082945,2.1089751773223577,-0.6687499999999998,-1.0050868100490475,-0.9596412556053809,-0.46005485008813535,-0.40904465650149985,3.553,2.3829409037052667,2.259370314842579,0.6138749234076804,0.7445447684828223,22.08558778908713,1.975265088952702,2.820901295189309,0.5449770020012767,1.4238524804345079,2.4433157940467143,2.7566776525014,4.430171972351099,0.2895473879308095,2.670144264720375,"{'neg': 0.0, 'neu': 0.716, 'pos': 0.284, 'compound': 0.9062}",0.9062,1.9422706175256728,1.4998344918901028,0.5215586594796664,0.8536042881227619,0.6666666666666666,2.0937029894147834,3.333333333333333,0.3056927491999993,2.0901172252435116,0.4555749718898694,2.381603964304181,3.1087124143087492,0.28328321381086574,1.8116027153490981,0.9987,1.0664534230820826,0.24643522179425048,0.24162829631262697,0.09732618718190603,10.859181306874286,1.9494012510182346,1.3866650732169241,-0.22220536774830318,-0.3348523312487962,0.35383413415312975,0.4115699753042807,0.16323721636402275,0.7083308615371411,-0.5140449503381036,-0.46166297382203175,-0.29409058503679597,-0.11717308209468609,-1.0812707278742355,-1.4932380890856545,-1.629307567225983,-1.4948208334937123,,0.25201793721973087,0.23408071748878942,3.3419552975635045,0.06721263435119938,0.5895201793721965,1.403334462373378,0.06883536463851431,0.05985784753363224,0.05111444387285209,-0.17945156950672642,0.02948830145500886,5.390801162861516
372,372,162,3,"I hope so, said Dorothy earnestly, since you seem anxious to have them.",i hope so said dorothy earnestly since you seem anxious to have them,71,13,0.25,0.058893965344449274,0.25,0.0833982520129366,0.34710866306581634,0.25,0.09001868497864461,0.25,0.10871406990421706,0.3530384586486679,0.0,-0.09453983633350135,0.0,-0.08414789293388389,0.0,-0.5,-0.7620750052669698,-0.7174887892376681,-0.8583434311376842,-0.8464918046143662,1.1349999999999998,0.39985371145904436,0.4467766116941529,0.49259516469502224,0.6098740527771452,7.958647277843286,0.5780393525166883,1.016525284652655,0.5430873854334155,1.4201725572987263,0.0,-0.14290275834835156,0.0,-0.07630401530808294,0.0,"{'neg': 0.134, 'neu': 0.671, 'pos': 0.195, 'compound': 0.2263}",0.2263,0.35910964840824977,0.3745448526977822,0.3251968109502688,0.5900148045790065,-0.25,-1.1997697834802452,-1.25,-0.6449497593277798,-2.1694404673621883,-0.09708928809631333,-0.9363102178926129,-0.6625093427528553,-0.42235674102733733,-1.0686124935427488,0.997,1.0646145791202823,0.2455679412289876,0.581590324414308,0.5319076165954668,5.253383131203484,-0.28048153573092066,-0.11942805485953048,-0.08827199735526627,0.3334043572803971,0.3525552706245011,0.4357049929852578,0.14796374709612403,0.6775126558978428,-0.49219038446408675,-0.44065563757716747,-0.32463407441372744,-0.18058367428957373,-1.0937561206206212,-1.5566195665383962,-1.6545642188420306,-1.4427684771629359,,0.25179372197309413,0.23834080717488806,3.2763973039511773,0.06539088547227562,0.5919147982062772,1.4372579592890482,0.06478190933976401,0.05570582959641251,0.050778121002896935,-0.18720403587443943,0.029071657535332713,5.41019153181506
373,373,163,3,"Oh, yes; I am anxious, returned the Scarecrow.",oh yes i am anxious returned the scarecrow,46,8,0.050000000000000044,-0.14490146479219923,0.050000000000000044,-0.08575062087922566,0.11275614747780961,0.050000000000000044,-0.11708675524978682,0.050000000000000044,-0.06428466974934426,0.11468240566839384,-32.47342047137871,-1.1988353425443603,-1.382749592868936,-1.199250550043573,-4.704006191605353,-0.25,-0.40205751670092843,-0.35874439461883406,-0.7135332797849779,-0.687444343198059,-1.27,-1.57257172168908,-1.356071964017991,-2.116232167064341,-2.287003774568794,-8.278528411677998,-1.0278992965754765,-1.0573823862774,-1.4182301044423056,-2.399384134975505,-0.4588331372399352,-0.6874183628524064,-0.8319471881363454,-0.38517029957523,-2.2542418320667057,"{'neg': 0.362, 'neu': 0.381, 'pos': 0.257, 'compound': -0.0258}",-0.0258,-0.22791032557984015,-0.04270109235352532,-0.1957268036639196,-0.10925538242650738,-0.25,-1.1997697834802452,-1.25,-0.947180023323065,-3.5236480000476993,-0.1196491957362966,-1.0717483906263117,-0.8164516558152782,-0.6845881377587358,-2.138964096986045,-0.6274,-0.6924549100257245,-0.583144147131597,-0.49573727098135456,-0.8452655017319979,3.6706650979194815,-0.9100574833657378,-0.5446522029491068,-0.01692095862670529,0.6894083070349928,0.3563918612103877,0.43951578525067525,0.17667276137019064,0.6664497102837359,-0.514699768791258,-0.44065563757716747,-0.3493068082053091,-0.21580569347720818,-1.0818652703859677,-1.6298191604082157,-1.6669632678202408,-1.4217362044686046,,0.25246636771300446,0.2390134529147984,3.399624407196883,0.06473692433625171,0.5894484304932727,1.4372579592890482,0.06150756755490964,0.053399551569506674,0.05109842849809233,-0.19615739910313895,0.028867117818624756,5.4180264033986445
374,374,163,3,It is such an uncomfortable feeling to know one is a fool.,it is such an uncomfortable feeling to know one is a fool,58,12,-1.25,-1.469571760680415,-1.25,-1.5241015891267657,-1.8800515014514034,-1.25,-1.4632721167345915,-1.25,-1.5353728326893528,-1.9121691702827517,-57.3903464565304,-2.046163680445914,-2.443736355624055,-1.3985104238420145,-5.544574254204964,0.5,0.6779949489971955,0.7174887892376681,0.7472638227634741,0.9169740531251378,-1.161,-1.4831769723281047,-1.2743628185907048,-1.4594160208203826,-1.557666072708027,-16.01934284413701,-1.7935049234554596,-2.0460847774871693,-1.7762302947717516,-3.0965695880532365,-1.160583497375444,-1.5202135350988872,-2.1043470902016375,-0.5973566877072073,-3.802871309243741,"{'neg': 0.367, 'neu': 0.533, 'pos': 0.1, 'compound': -0.6124}",-0.6124,-1.59382034835419,-1.0135716650115858,-1.4028142077979728,-1.7296085611664858,-0.25,-1.1997697834802452,-1.25,-0.685263904450215,-2.3500766428294817,-0.20040829986263675,-1.5565848389412265,-1.367528525829764,-0.7459573895050942,-2.3894553723542353,-0.9992,-1.0946209012006107,-0.772823508404969,-0.5295965473603107,-0.8885486084067071,3.868611657918147,-0.8313180045252576,-0.49147048923093684,-0.19527643363522296,-0.20049119120416856,0.3563918612103877,0.43951578525067525,0.17667276137019064,0.656967185471644,-0.555052955966876,-0.44065563757716747,-0.3493068082053091,-0.21580569347720818,-1.0818652703859677,-1.686847092024215,-1.6669632678202408,-1.387083622412171,,0.25246636771300446,0.2390134529147984,3.399624407196883,0.06417638621965978,0.5850269058295956,1.4372579592890482,0.06150756755490964,0.053399551569506674,0.05109842849809233,-0.2031327354260089,0.028867117818624756,5.4309350668796466
375,375,164,3,"Well, said the girl, let us go.",well said the girl let us go,31,7,0.8,0.6193313982202329,0.8,1.320766807841684,2.061459038624261,0.8,0.6595586456068312,0.8,1.3742454150748862,2.0966757646877805,33.94536660667255,1.0598108682209408,1.445426480297424,1.2477833808123697,5.618687139294362,0.23060000000000003,0.2900401033184294,0.33090582959641257,0.5720693402231027,0.7245549620469012,0.8900000000000001,0.19892055922565982,0.2631184407796104,0.9141906673696032,1.0780195099098415,0.0,-0.20911104250114776,0.0,-0.1861619750762828,0.0,0.0,-0.14290275834835156,0.0,-0.07630401530808294,0.0,"{'neg': 0.0, 'neu': 0.741, 'pos': 0.259, 'compound': 0.2732}",0.2732,0.46831725166109156,0.4521681562396558,0.8704618123927246,1.321960043438298,0.0,-0.3015499363270557,0.0,-0.16077687640733296,0.0,0.0,-0.35343567861590613,0.0,-0.16055141851007823,0.0,0.9621,1.0268641942574432,0.2277631813891794,1.0029915413136579,1.0705946700270903,4.399020164280282,-0.6203313151693347,-0.34896721289603444,0.204836634777562,1.7958614231602872,0.2873332306644301,0.37092152447316146,0.1039062990196808,0.5620332043995476,-0.7705291532078818,-0.44228188168222937,-0.3934339908500995,-0.2682243858478388,-1.1442922341178965,-1.7580559326399372,-1.7085551020686407,-1.3718339001404187,,0.2403587443946188,0.22690582959641276,3.087290438385181,0.05856457755000358,0.5614170403587435,1.4346318344801172,0.05565140750380754,0.049967264573990984,0.04941681414831654,-0.21184260089686094,0.028181002132697367,5.436615842201503
376,376,164,3,And she handed the basket to the Scarecrow.,and she handed the basket to the scarecrow,43,8,0.0,-0.19585032232636143,0.0,-0.167134749441616,0.0,0.0,-0.16886311530689474,0.0,-0.14752111956046984,0.0,0.0,-0.09453983633350135,0.0,-0.08414789293388389,0.0,0.0,-0.042040028134887136,0.0,-0.0876262800844104,0.0,0.0,-0.5309998713364321,-0.404047976011994,-0.4333717309185369,-0.4183323509599249,0.0,-0.20911104250114776,0.0,-0.1861619750762828,0.0,0.0,-0.14290275834835156,0.0,-0.07630401530808294,0.0,"{'neg': 0.205, 'neu': 0.795, 'pos': 0.0, 'compound': -0.2023}",-0.2023,-0.6388941629812598,-0.33482290632240985,-0.7525237925273387,-0.8566807699566839,0.0,-0.3015499363270557,0.0,-0.16077687640733296,0.0,0.0,-0.35343567861590613,0.0,-0.16055141851007823,0.0,-0.9568,-1.048757969447477,-0.7511925107772364,-0.7816397979432427,-1.210741403655034,3.6706650979194815,-0.9100574833657378,-0.5446522029491068,-0.01692095862670529,0.6894083070349928,0.2348998259906478,0.3188406968457898,0.07890093693908484,0.4760583127699154,-0.8299539278316123,-0.5054991153057428,-0.4449737426594105,-0.32387558707644415,-1.1026742582966107,-1.8150838642559366,-1.6872383897001435,-1.3124243964650888,,0.2311659192825112,0.21771300448430514,2.97996044421031,0.05348236529290343,0.5549058295964117,1.3325460866800487,0.0488115184037261,0.046323318385650174,0.0505378903815004,-0.2188179372197309,0.028532651224225256,5.458746870973594
