,sent_clean
113,they knew us well enough to ask helen to come and see them  at least  i was asked too  but tibby s illness prevented me  so last monday she went alone  that s all  you know as much as i do now  it s a young man out of the unknown  she was to have come back saturday  but put off till monday  perhaps on account of  i don t know 
114,she broke off  and listened to the sounds of a london morning 
115,their house was in wickham place  and fairly quiet  for a lofty promontory of buildings separated it from the main thoroughfare 
116,one had the sense of a backwater  or rather of an estuary  whose waters flowed in from the invisible sea  and ebbed into a profound silence while the waves without were still beating 
117,though the promontory consisted of flats  expensive  with cavernous entrance halls  full of concierges and palms  it fulfilled its purpose  and gained for the older houses opposite a certain measure of peace 
118,these  too  would be swept away in time  and another promontory would arise upon their site  as humanity piled itself higher and higher on the precious soil of london 
119,mrs  munt had her own method of interpreting her nieces 
120,she decided that margaret was a little hysterical  and was trying to gain time by a torrent of talk 
121,feeling very diplomatic  she lamented the fate of speyer  and declared that never  never should she be so misguided as to visit it  and added of her own accord that the principles of restoration were ill understood in germany 
122,the germans  she said  are too thorough  and this is all very well sometimes  but at other times it does not do 
123,exactly  said margaret  germans are too thorough 
124,and her eyes began to shine 
125,of course i regard you schlegels as english  said mrs  munt hastily   english to the backbone 
126,margaret leaned forward and stroked her hand 
127,and that reminds me  helen s letter 
128,oh yes  aunt juley  i am thinking all right about helen s letter 
129,i know  i must go down and see her 
130,i am thinking about her all right 
131,i am meaning to go down 
132,but go with some plan  said mrs  munt  admitting into her kindly voice a note of exasperation 
133,margaret  if i may interfere  don t be taken by surprise 
134,what do you think of the wilcoxes 
135,are they our sort 
136,are they likely people 
137,could they appreciate helen  who is to my mind a very special sort of person 
138,do they care about literature and art 
139,that is most important when you come to think of it 
140,literature and art 
141,most important 
142,how old would the son be 
143,she says younger son 
144,would he be in a position to marry 
145,is he likely to make helen happy 
146,did you gather  
147,i gathered nothing 
148,they began to talk at once 
149,then in that case  
150,in that case i can make no plans  don t you see 
151,on the contrary  
152,i hate plans 
153,i hate lines of action 
154,helen isn t a baby 
155,then in that case  my dear  why go down 
156,margaret was silent 
157,if her aunt could not see why she must go down  she was not going to tell her 
158,she was not going to say  i love my dear sister  i must be near her at this crisis of her life 
159,the affections are more reticent than the passions  and their expression more subtle 
160,if she herself should ever fall in love with a man  she  like helen  would proclaim it from the housetops  but as she loved only a sister she used the voiceless language of sympathy 
161,i consider you odd girls  continued mrs  munt  and very wonderful girls  and in many ways far older than your years 
162,but  you won t be offended 
163,frankly  i feel you are not up to this business 
164,it requires an older person 
165,dear  i have nothing to call me back to swanage 
166,she spread out her plump arms 
167,i am all at your disposal 
168,let me go down to this house whose name i forget instead of you 
169,aunt juley   she jumped up and kissed her   i must  must go to howards end myself 
170,you don t exactly understand  though i can never thank you properly for offering 
171,i do understand  retorted mrs  munt  with immense confidence 
172,i go down in no spirit of interference  but to make inquiries 
173,inquiries are necessary 
174,now  i am going to be rude 
175,you would say the wrong thing  to a certainty you would 
176,in your anxiety for helen s happiness you would offend the whole of these wilcoxes by asking one of your impetuous questions  not that one minds offending them 
177,i shall ask no questions 
178,i have it in helen s writing that she and a man are in love 
179,there is no question to ask as long as she keeps to that 
180,all the rest isn t worth a straw 
181,a long engagement if you like  but inquiries  questions  plans  lines of action  no  aunt juley  no 
182,away she hurried  not beautiful  not supremely brilliant  but filled with something that took the place of both qualities  something best described as a profound vivacity  a continual and sincere response to all that she encountered in her path through life 
183,if helen had written the same to me about a shop assistant or a penniless clerk  
184,dear margaret  do come into the library and shut the door 
185,your good maids are dusting the banisters 
186,  or if she had wanted to marry the man who calls for carter paterson  i should have said the same 
187,then  with one of those turns that convinced her aunt that she was not mad really  and convinced observers of another type that she was not a barren theorist  she added  though in the case of carter paterson i should want it to be a very long engagement indeed  i must say 
188,i should think so  said mrs  munt  and  indeed  i can scarcely follow you 
189,now  just imagine if you said anything of that sort to the wilcoxes 
190,i understand it  but most good people would think you mad 
191,imagine how disconcerting for helen 
192,what is wanted is a person who will go slowly  slowly in this business  and see how things are and where they are likely to lead to 
193,margaret was down on this 
194,but you implied just now that the engagement must be broken off 
195,i think probably it must  but slowly 
196,can you break an engagement off slowly 
197,her eyes lit up 
198,what s an engagement made of  do you suppose 
199,i think it s made of some hard stuff that may snap  but can t break 
200,it is different to the other ties of life 
201,they stretch or bend 
202,they admit of degree 
203,they re different 
204,exactly so 
205,but won t you let me just run down to howards house  and save you all the discomfort 
206,i will really not interfere  but i do so thoroughly understand the kind of thing you schlegels want that one quiet look round will be enough for me 
207,margaret again thanked her  again kissed her  and then ran upstairs to see her brother 
208,he was not so well 
209,the hay fever had worried him a good deal all night 
210,his head ached  his eyes were wet  his mucous membrane  he informed her  in a most unsatisfactory condition 
211,the only thing that made life worth living was the thought of walter savage landor  from whose imaginary conversations she had promised to read at frequent intervals during the day 
212,it was rather difficult 
213,something must be done about helen 
214,she must be assured that it is not a criminal offence to love at first sight 
215,a telegram to this effect would be cold and cryptic  a personal visit seemed each moment more impossible 
216,now the doctor arrived  and said that tibby was quite bad 
217,might it really be best to accept aunt juley s kind offer  and to send her down to howards end with a note 
218,certainly margaret was impulsive 
219,she did swing rapidly from one decision to another 
220,running downstairs into the library  she cried  yes  i have changed my mind  i do wish that you would go 
221,there was a train from king s cross at eleven 
222,at half past ten tibby  with rare self effacement  fell asleep  and margaret was able to drive her aunt to the station 
223,you will remember  aunt juley  not to be drawn into discussing the engagement 
224,give my letter to helen  and say whatever you feel yourself  but do keep clear of the relatives 
225,we have scarcely got their names straight yet  and  besides  that sort of thing is so uncivilised and wrong 
226,so uncivilised 
227,queried mrs  munt  fearing that she was losing the point of some brilliant remark 
228,oh  i used an affected word 
229,i only meant would you please talk the thing over only with helen 
230,only with helen 
231,because   but it was no moment to expound the personal nature of love 
232,even margaret shrank from it  and contented herself with stroking her good aunt s hand  and with meditating  half sensibly and half poetically  on the journey that was about to begin from king s cross 
233,like many others who have lived long in a great capital  she had strong feelings about the various railway termini 
234,they are our gates to the glorious and the unknown 
235,through them we pass out into adventure and sunshine  to them  alas  we return 
236,in paddington all cornwall is latent and the remoter west  down the inclines of liverpool street lie fenlands and the illimitable broads  scotland is through the pylons of euston  wessex behind the poised chaos of waterloo 
237,italians realise this  as is natural  those of them who are so unfortunate as to serve as waiters in berlin call the anhalt bahnhof the stazione d italia  because by it they must return to their homes 
238,and he is a chilly londoner who does not endow his stations with some personality  and extend to them  however shyly  the emotions of fear and love 
239,to margaret  i hope that it will not set the reader against her  the station of king s cross had always suggested infinity 
240,its very situation  withdrawn a little behind the facile splendours of st  pancras  implied a comment on the materialism of life 
241,those two great arches  colourless  indifferent  shouldering between them an unlovely clock  were fit portals for some eternal adventure  whose issue might be prosperous  but would certainly not be expressed in the ordinary language of prosperity 
242,if you think this ridiculous  remember that it is not margaret who is telling you about it  and let me hasten to add that they were in plenty of time for the train  that mrs  munt  though she took a second class ticket  was put by the guard into a first  only two seconds on the train  one smoking and the other babies  one cannot be expected to travel with babies   and that margaret  on her return to wickham place  was confronted with the following telegram 
243,all over 
244,wish i had never written 
245,tell no one    helen 
246,but aunt juley was gone  gone irrevocably  and no power on earth could stop her 
247,most complacently did mrs  munt rehearse her mission 
248,her nieces were independent young women  and it was not often that she was able to help them 
249,emily s daughters had never been quite like other girls 
250,they had been left motherless when tibby was born  when helen was five and margaret herself but thirteen 
251,it was before the passing of the deceased wife s sister bill  so mrs  munt could without impropriety offer to go and keep house at wickham place 
252,but her brother in law  who was peculiar and a german  had referred the question to margaret  who with the crudity of youth had answered  no  they could manage much better alone 
253,five years later mr  schlegel had died too  and mrs  munt had repeated her offer 
254,margaret  crude no longer  had been grateful and extremely nice  but the substance of her answer had been the same 
255,i must not interfere a third time  thought mrs  munt 
256,however  of course she did 
257,she learnt  to her horror  that margaret  now of age  was taking her money out of the old safe investments and putting it into foreign things  which always smash 
258,silence would have been criminal 
259,her own fortune was invested in home rails  and most ardently did she beg her niece to imitate her 
260,then we should be together  dear 
261,margaret  out of politeness  invested a few hundreds in the nottingham and derby railway  and though the foreign things did admirably and the nottingham and derby declined with the steady dignity of which only home rails are capable  mrs  munt never ceased to rejoice  and to say  i did manage that  at all events 
262,when the smash comes poor margaret will have a nest egg to fall back upon 
263,this year helen came of age  and exactly the same thing happened in helen s case  she also would shift her money out of consols  but she  too  almost without being pressed  consecrated a fraction of it to the nottingham and derby railway 
264,so far so good  but in social matters their aunt had accomplished nothing 
265,sooner or later the girls would enter on the process known as throwing themselves away  and if they had delayed hitherto  it was only that they might throw themselves more vehemently in the future 
266,they saw too many people at wickham place  unshaven musicians  an actress even  german cousins  one knows what foreigners are   acquaintances picked up at continental hotels  one knows what they are too  
267,it was interesting  and down at swanage no one appreciated culture more than mrs  munt  but it was dangerous  and disaster was bound to come 
268,how right she was  and how lucky to be on the spot when the disaster came 
269,the train sped northward  under innumerable tunnels 
270,it was only an hour s journey  but mrs  munt had to raise and lower the window again and again 
271,she passed through the south welwyn tunnel  saw light for a moment  and entered the north welwyn tunnel  of tragic fame 
272,she traversed the immense viaduct  whose arches span untroubled meadows and the dreamy flow of tewin water 
273,she skirted the parks of politicians 
274,at times the great north road accompanied her  more suggestive of infinity than any railway  awakening  after a nap of a hundred years  to such life as is conferred by the stench of motor cars  and to such culture as is implied by the advertisements of antibilious pills 
275,to history  to tragedy  to the past  to the future  mrs  munt remained equally indifferent  hers but to concentrate on the end of her journey  and to rescue poor helen from this dreadful mess 
276,the station for howards end was at hilton  one of the large villages that are strung so frequently along the north road  and that owe their size to the traffic of coaching and pre coaching days 
277,being near london  it had not shared in the rural decay  and its long high street had budded out right and left into residential estates 
278,for about a mile a series of tiled and slated houses passed before mrs  munt s inattentive eyes  a series broken at one point by six danish tumuli that stood shoulder to shoulder along the highroad  tombs of soldiers 
279,beyond these tumuli  habitations thickened  and the train came to a standstill in a tangle that was almost a town 
280,the station  like the scenery  like helen s letters  struck an indeterminate note 
281,into which country will it lead  england or suburbia 
282,it was new  it had island platforms and a subway  and the superficial comfort exacted by business men 
283,but it held hints of local life  personal intercourse  as even mrs  munt was to discover 
284,i want a house  she confided to the ticket boy 
285,its name is howards lodge 
286,do you know where it is 
287,mr  wilcox  the boy called 
288,a young man in front of them turned around 
289,she s wanting howards end 
290,there was nothing for it but to go forward  though mrs  munt was too much agitated even to stare at the stranger 
291,but remembering that there were two brothers  she had the sense to say to him  excuse me asking  but are you the younger mr  wilcox or the elder 
292,the younger 
293,can i do anything for you 
294,oh  well   she controlled herself with difficulty  really  are you  i   she moved  away from the ticket boy and lowered her voice 
295,i am miss schlegel s aunt 
296,i ought to introduce myself  oughtn t i 
297,my name is mrs  munt 
298,she was conscious that he raised his cap and said quite coolly  oh  rather  miss schlegel is stopping with us 
299,did you want to see her 
300,possibly 
301,i ll call you a cab 
302,no  wait a mo   he thought 
303,our motor s here 
304,i ll run you up in it 
305,that is very kind 
306,not at all  if you ll just wait till they bring out a parcel from the office 
307,this way 
308,my niece is not with you by any chance 
309,no  i came over with my father 
310,he has gone on north in your train 
311,you ll see miss schlegel at lunch 
312,you re coming up to lunch  i hope 
313,i should like to come up  said mrs  munt  not committing herself to nourishment until she had studied helen s lover a little more 
314,he seemed a gentleman  but had so rattled her round that her powers of observation were numbed 
315,she glanced at him stealthily 
316,to a feminine eye there was nothing amiss in the sharp depressions at the corners of his mouth  or in the rather box like construction of his forehead 
317,he was dark  clean shaven  and seemed accustomed to command 
318,in front or behind 
319,which do you prefer 
320,it may be windy in front 
321,in front if i may  then we can talk 
322,but excuse me one moment  i can t think what they re doing with that parcel 
323,he strode into the booking office  and called with a new voice  hi  hi  you there 
324,are you going to keep me waiting all day 
325,parcel for wilcox  howards end 
326,just look sharp 
327,emerging  he said in quieter tones  this station s abominably organised  if i had my way  the whole lot of them should get the sack 
328,may i help you in 
329,this is very good of you  said mrs  munt  as she settled herself into a luxurious cavern of red leather  and suffered her person to be padded with rugs and shawls 
330,she was more civil than she had intended  but really this young man was very kind 
331,moreover  she was a little afraid of him  his self possession was extraordinary 
332,very good indeed  she repeated  adding  it is just what i should have wished 
333,very good of you to say so  he replied  with a slight look of surprise  which  like most slight looks  escaped mrs  munt s attention 
334,i was just tooling my father over to catch the down train 
335,you see  we heard from helen this morning 
336,young wilcox was pouring in petrol  starting his engine  and performing other actions with which this story has no concern 
337,the great car began to rock  and the form of mrs  munt  trying to explain things  sprang agreeably up and down among the red cushions 
338,the mater will be very glad to see you  he mumbled 
339,i say 
340,parcel 
341,parcel for howards end 
342,bring it out 
343,a bearded porter emerged with the parcel in one hand and an entry book in the other 
344,with the gathering whir of the motor these ejaculations mingled  sign  must i 
345,why the    should i sign after all this bother 
346,not even got a pencil on you 
347,remember next time i report you to the station master 
348,my time s of value  though yours mayn t be 
349,here   here being a tip 
350,extremely sorry  mrs  munt 
351,not at all  mr  wilcox 
352,and do you object to going through the village 
353,it is rather a longer spin  but i have one or two commissions 
354,i should love going through the village 
355,naturally i am very anxious to talk things over with you 
356,as she said this she felt ashamed  for she was disobeying margaret s instructions 
357,only disobeying them in the letter  surely 
358,margaret had only warned her against discussing the incident with outsiders 
359,surely it was not uncivilised or wrong to discuss it with the young man himself  since chance had thrown them together 
360,a reticent fellow  he made no reply 
361,mounting by her side  he put on gloves and spectacles  and off they drove  the bearded porter  life is a mysterious business  looking after them with admiration 
362,the wind was in their faces down the station road  blowing the dust into mrs  munt s eyes 
363,but as soon as they turned into the great north road she opened fire 
364,you can well imagine  she said  that the news was a great shock to us 
365,what news 
366,mr  wilcox  she said frankly  margaret has told me everything  everything 
367,i have seen helen s letter 
368,he could not look her in the face  as his eyes were fixed on his work  he was travelling as quickly as he dared down the high street 
369,but he inclined his head in her direction  and said  i beg your pardon  i didn t catch 
370,about helen 
371,helen  of course 
372,helen is a very exceptional person  i am sure you will let me say this  feeling towards her as you do  indeed  all the schlegels are exceptional 
373,i come in no spirit of interference  but it was a great shock 
374,they drew up opposite a draper s 
375,without replying  he turned round in his seat  and contemplated the cloud of dust that they had raised in their passage through the village 
376,it was settling again  but not all into the road from which he had taken it 
377,some of it had percolated through the open windows  some had whitened the roses and gooseberries of the wayside gardens  while a certain proportion had entered the lungs of the villagers 
378,i wonder when they ll learn wisdom and tar the roads  was his comment 
379,then a man ran out of the draper s with a roll of oilcloth  and off they went again 
380,margaret could not come herself  on account of poor tibby  so i am here to represent her and to have a good talk 
381,i m sorry to be so dense  said the young man  again drawing up outside a shop 
382,but i still haven t quite understood 
383,helen  mr  wilcox  my niece and you 
384,he pushed up his goggles and gazed at her  absolutely bewildered 
385,horror smote her to the heart  for even she began to suspect that they were at cross purposes  and that she had commenced her mission by some hideous blunder 
386,miss schlegel and myself 
387,he asked  compressing his lips 
388,i trust there has been no misunderstanding  quavered mrs  munt 
389,her letter certainly read that way 
390,what way 
391,that you and she   she paused  then drooped her eyelids 
392,i think i catch your meaning  he said stickily 
393,what an extraordinary mistake 
394,then you didn t the least   she stammered  getting blood red in the face  and wishing she had never been born 
395,scarcely  as i am already engaged to another lady 
396,there was a moment s silence  and then he caught his breath and exploded with  oh  good god 
397,don t tell me it s some silliness of paul s 
398,but you are paul 
399,i m not 
400,then why did you say so at the station 
401,i said nothing of the sort 
402,i beg your pardon  you did 
403,i beg your pardon  i did not 
404,my name is charles 
405,younger may mean son as opposed to father  or second brother as opposed to first 
406,there is much to be said for either view  and later on they said it 
407,but they had other questions before them now 
408,do you mean to tell me that paul  
409,but she did not like his voice 
410,he sounded as if he was talking to a porter  and  certain that he had deceived her at the station  she too grew angry 
411,do you mean to tell me that paul and your niece  
412,mrs  munt  such is human nature  determined that she would champion the lovers 
413,she was not going to be bullied by a severe young man 
414,yes  they care for one another very much indeed  she said 
415,i dare say they will tell you about it by and by 
416,we heard this morning 
417,and charles clenched his fist and cried  the idiot  the idiot  the little fool 
418,mrs  munt tried to divest herself of her rugs 
419,if that is your attitude  mr  wilcox  i prefer to walk 
420,i beg you will do no such thing 
421,i take you up this moment to the house 
422,let me tell you the thing s impossible  and must be stopped 
423,mrs  munt did not often lose her temper  and when she did it was only to protect those whom she loved 
424,on this occasion she blazed out 
425,i quite agree  sir 
426,the thing is impossible  and i will come up and stop it 
427,my niece is a very exceptional person  and i am not inclined to sit still while she throws herself away on those who will not appreciate her 
428,charles worked his jaws 
429,considering she has only known your brother since wednesday  and only met your father and mother at a stray hotel  
430,could you possibly lower your voice 
431,the shopman will overhear 
432,esprit de classe  if one may coin the phrase  was strong in mrs  munt 
433,she sat quivering while a member of the lower orders deposited a metal funnel  a saucepan  and a garden squirt beside the roll of oilcloth 
434,right behind 
435,yes  sir 
436,and the lower orders vanished in a cloud of dust 
437,i warn you  paul hasn t a penny  it s useless 
438,no need to warn us  mr  wilcox  i assure you 
439,the warning is all the other way 
440,my niece has been very foolish  and i shall give her a good scolding and take her back to london with me 
441,he has to make his way out in nigeria 
442,he couldn t think of marrying for years  and when he does it must be a woman who can stand the climate  and is in other ways  why hasn t he told us  of course he s ashamed  he knows he s been a fool  and so he has  a downright fool 
443,she grew furious 
444,whereas miss schlegel has lost no time in publishing the news 
445,if i were a man  mr  wilcox  for that last remark i d box your ears 
446,you re not fit to clean my niece s boots  to sit in the same room with her  and you dare  you actually dare  i decline to argue with such a person 
447,all i know is  she s spread the thing and he hasn t  and my father s away and i  
448,and all that i know is  
449,might i finish my sentence  please 
450,charles clenched his teeth and sent the motor swerving all over the lane 
451,she screamed 
452,so they played the game of capping families  a round of which is always played when love would unite two members of our race 
453,but they played it with unusual vigour  stating in so many words that schlegels were better than wilcoxes  wilcoxes better than schlegels 
454,they flung decency aside 
455,the man was young  the woman deeply stirred  in both a vein of coarseness was latent 
456,their quarrel was no more surprising than are most quarrels  inevitable at the time  incredible afterwards 
457,but it was more than usually futile 
458,a few minutes  and they were enlightened 
459,the motor drew up at howards end  and helen  looking very pale  ran out to meet her aunt 
460,aunt juley  i have just had a telegram from margaret  i  i meant to stop your coming  it isn t  it s over 
461,the climax was too much for mrs  munt 
462,she burst into tears 
463,aunt juley dear  don t 
464,don t let them know i ve been so silly 
465,it wasn t anything 
466,do bear up for my sake 
467,paul  cried charles wilcox  pulling his gloves off 
468,don t let them know 
469,they are never to know 
470,oh  my darling helen  
471,paul 
472,paul 
473,a very young man came out of the house 
474,paul  is there any truth in this 
475,i didn t  i don t  
476,yes or no  man  plain question  plain answer 
477,did or didn t miss schlegel  
478,charles  dear  said a voice from the garden 
479,charles  dear charles  one doesn t ask plain questions 
480,there aren t such things 
481,they were all silent 
482,it was mrs  wilcox 
483,she approached just as helen s letter had described her  trailing noiselessly over the lawn  and there was actually a wisp of hay in her hands 
484,she seemed to belong not to the young people and their motor  but to the house  and to the tree that overshadowed it 
485,one knew that she worshipped the past  and that the instinctive wisdom the past can alone bestow had descended upon her  that wisdom to which we give the clumsy name of aristocracy 
486,high born she might not be 
487,but assuredly she cared about her ancestors  and let them help her 
488,when she saw charles angry  paul frightened  and mrs  munt in tears  she heard her ancestors say  separate those human beings who will hurt each other most 
489,the rest can wait 
490,so she did not ask questions 
491,still less did she pretend that nothing had happened  as a competent society hostess would have done 
492,she said  miss schlegel  would you take your aunt up to your room or to my room  whichever you think best 
493,paul  do find evie  and tell her lunch for six  but i m not sure whether we shall all be downstairs for it 
494,and when they had obeyed her  she turned to her elder son  who still stood in the throbbing  stinking car  and smiled at him with tenderness  and without saying a word  turned away from him towards her flowers 
495,mother  he called  are you aware that paul has been playing the fool again 
496,it is all right  dear 
497,they have broken off the engagement 
498,engagement   
499,they do not love any longer  if you prefer it put that way  said mrs  wilcox  stooping down to smell a rose 
500,helen and her aunt returned to wickham place in a state of collapse  and for a little time margaret had three invalids on her hands 
501,mrs  munt soon recovered 
502,she possessed to a remarkable degree the power of distorting the past  and before many days were over she had forgotten the part played by her own imprudence in the catastrophe 
503,even at the crisis she had cried  thank goodness  poor margaret is saved this  which during the journey to london evolved into  it had to be gone through by some one  which in its turn ripened into the permanent form of the one time really did help emily s girls was over the wilcox business 
504,but helen was a more serious patient 
505,new ideas had burst upon her like a thunderclap  and by them and by their reverberations she had been stunned 
506,the truth was that she had fallen in love  not with an individual  but with a family 
507,before paul arrived she had  as it were  been tuned up into his key 
508,the energy of the wilcoxes had fascinated her  had created new images of beauty in her responsive mind 
509,to be all day with them in the open air  to sleep at night under their roof  had seemed the supreme joy of life  and had led to that abandonment of personality that is a possible prelude to love 
510,she had liked giving in to mr  wilcox  or evie  or charles  she had liked being told that her notions of life were sheltered or academic  that equality was nonsense  votes for women nonsense  socialism nonsense  art and literature  except when conducive to strengthening the character  nonsense 
511,one by one the schlegel fetiches had been overthrown  and  though professing to defend them  she had rejoiced 
512,when mr  wilcox said that one sound man of business did more good to the world than a dozen of your social reformers  she had swallowed the curious assertion without a gasp  and had leant back luxuriously among the cushions of his motorcar 
513,when charles said  why be so polite to servants 
514,they don t understand it  she had not given the schlegel retort of  if they don t understand it  do 
515,no  she had vowed to be less polite to servants in the future 
516,am swathed in cannot  she thought  and it is good for me to be stripped of it 
517,and all that she thought or did or breathed was a quiet preparation for paul 
518,paul was inevitable 
519,charles was taken up with another girl  mr  wilcox was so old  evie so young  mrs  wilcox so different 
520,round the absent brother she began to throw the halo of romance  to irradiate him with all the splendour of those happy days  to feel that in him she should draw nearest to the robust ideal 
521,he and she were about the same age  evie said 
522,most people thought paul handsomer than his brother 
523,he was certainly a better shot  though not so good at golf 
524,and when paul appeared  flushed with the triumph of getting through an examination  and ready to flirt with any pretty girl  helen met him halfway  or more than halfway  and turned towards him on the sunday evening 
525,he had been talking of his approaching exile in nigeria  and he should have continued to talk of it  and allowed their guest to recover 
526,but the heave of her bosom flattered him 
527,passion was possible  and he became passionate 
528,deep down in him something whispered  this girl would let you kiss her  you might not have such a chance again 
529,that was how it happened  or  rather  how helen described it to her sister  using words even more unsympathetic than my own 
530,but the poetry of that kiss  the wonder of it  the magic that there was in life for hours after it  who can describe that 
531,it is so easy for an englishman to sneer at these chance collisions of human beings 
532,to the insular cynic and the insular moralist they offer an equal opportunity 
533,it is so easy to talk of passing emotion  and to forget how vivid the emotion was ere it passed 
