,sent_raw
108,"The cathedral had been ruined, absolutely ruined, by restoration; not an inch left of the original structure."
109,"We wasted a whole day, and came across the Wilcoxes as we were eating our sandwiches in the public gardens."
110,"They too, poor things, had been taken in--they were actually stopping at Speyer--and they rather liked Helen s insisting that they must fly with us to Heidelberg."
111,"As a matter of fact, they did come on next day."
112,We all took some drives together.
113,"They knew us well enough to ask Helen to come and see them--at least, I was asked too, but Tibby s illness prevented me, so last Monday she went alone. That s all. You know as much as I do now. It s a young man out of the unknown. She was to have come back Saturday, but put off till Monday, perhaps on account of--I don t know."
114,"She broke off, and listened to the sounds of a London morning."
115,"Their house was in Wickham Place, and fairly quiet, for a lofty promontory of buildings separated it from the main thoroughfare."
116,"One had the sense of a backwater, or rather of an estuary, whose waters flowed in from the invisible sea, and ebbed into a profound silence while the waves without were still beating."
117,"Though the promontory consisted of flats--expensive, with cavernous entrance halls, full of concierges and palms--it fulfilled its purpose, and gained for the older houses opposite a certain measure of peace."
118,"These, too, would be swept away in time, and another promontory would arise upon their site, as humanity piled itself higher and higher on the precious soil of London."
119,Mrs. Munt had her own method of interpreting her nieces.
120,"She decided that Margaret was a little hysterical, and was trying to gain time by a torrent of talk."
121,"Feeling very diplomatic, she lamented the fate of Speyer, and declared that never, never should she be so misguided as to visit it, and added of her own accord that the principles of restoration were ill understood in Germany."
122,"The Germans, she said, are too thorough, and this is all very well sometimes, but at other times it does not do."
123,"Exactly, said Margaret; Germans are too thorough."
124,And her eyes began to shine.
125,"Of course I regard you Schlegels as English, said Mrs. Munt hastily-- English to the backbone."
126,Margaret leaned forward and stroked her hand.
127,And that reminds me--Helen s letter.
128,"Oh yes, Aunt Juley, I am thinking all right about Helen s letter."
129,I know--I must go down and see her.
130,I am thinking about her all right.
131,I am meaning to go down.
132,"But go with some plan, said Mrs. Munt, admitting into her kindly voice a note of exasperation."
133,"Margaret, if I may interfere, don t be taken by surprise."
134,What do you think of the Wilcoxes?
135,Are they our sort?
136,Are they likely people?
137,"Could they appreciate Helen, who is to my mind a very special sort of person?"
138,Do they care about Literature and Art?
139,That is most important when you come to think of it.
140,Literature and Art.
141,Most important.
142,How old would the son be?
143,She says younger son.
144,Would he be in a position to marry?
145,Is he likely to make Helen happy?
146,Did you gather--
147,I gathered nothing.
148,They began to talk at once.
149,Then in that case--
150,"In that case I can make no plans, don t you see."
151,On the contrary--
152,I hate plans.
153,I hate lines of action.
154,Helen isn t a baby.
155,"Then in that case, my dear, why go down?"
156,Margaret was silent.
157,"If her aunt could not see why she must go down, she was not going to tell her."
158,"She was not going to say, I love my dear sister; I must be near her at this crisis of her life."
159,"The affections are more reticent than the passions, and their expression more subtle."
160,"If she herself should ever fall in love with a man, she, like Helen, would proclaim it from the housetops, but as she loved only a sister she used the voiceless language of sympathy."
161,"I consider you odd girls, continued Mrs. Munt, and very wonderful girls, and in many ways far older than your years."
162,But--you won t be offended?
163,"frankly, I feel you are not up to this business."
164,It requires an older person.
165,"Dear, I have nothing to call me back to Swanage."
166,She spread out her plump arms.
167,I am all at your disposal.
168,Let me go down to this house whose name I forget instead of you.
169,"Aunt Juley --she jumped up and kissed her-- I must, must go to Howards End myself."
170,"You don t exactly understand, though I can never thank you properly for offering."
171,"I do understand, retorted Mrs. Munt, with immense confidence."
172,"I go down in no spirit of interference, but to make inquiries."
173,Inquiries are necessary.
174,"Now, I am going to be rude."
175,You would say the wrong thing; to a certainty you would.
176,In your anxiety for Helen s happiness you would offend the whole of these Wilcoxes by asking one of your impetuous questions--not that one minds offending them.
177,I shall ask no questions.
178,I have it in Helen s writing that she and a man are in love.
179,There is no question to ask as long as she keeps to that.
180,All the rest isn t worth a straw.
181,"A long engagement if you like, but inquiries, questions, plans, lines of action--no, Aunt Juley, no."
182,"Away she hurried, not beautiful, not supremely brilliant, but filled with something that took the place of both qualities--something best described as a profound vivacity, a continual and sincere response to all that she encountered in her path through life."
183,If Helen had written the same to me about a shop assistant or a penniless clerk--
184,"Dear Margaret, do come into the library and shut the door."
185,Your good maids are dusting the banisters.
186,"--or if she had wanted to marry the man who calls for Carter Paterson, I should have said the same."
187,"Then, with one of those turns that convinced her aunt that she was not mad really, and convinced observers of another type that she was not a barren theorist, she added: Though in the case of Carter Paterson I should want it to be a very long engagement indeed, I must say."
188,"I should think so, said Mrs. Munt; and, indeed, I can scarcely follow you."
189,"Now, just imagine if you said anything of that sort to the Wilcoxes."
190,"I understand it, but most good people would think you mad."
191,Imagine how disconcerting for Helen!
192,"What is wanted is a person who will go slowly, slowly in this business, and see how things are and where they are likely to lead to."
193,Margaret was down on this.
194,But you implied just now that the engagement must be broken off.
195,I think probably it must; but slowly.
196,Can you break an engagement off slowly?
197,Her eyes lit up.
198,"What s an engagement made of, do you suppose?"
199,"I think it s made of some hard stuff that may snap, but can t break."
200,It is different to the other ties of life.
201,They stretch or bend.
202,They admit of degree.
203,They re different.
204,Exactly so.
205,"But won t you let me just run down to Howards House, and save you all the discomfort?"
206,"I will really not interfere, but I do so thoroughly understand the kind of thing you Schlegels want that one quiet look round will be enough for me."
207,"Margaret again thanked her, again kissed her, and then ran upstairs to see her brother."
208,He was not so well.
209,The hay fever had worried him a good deal all night.
210,"His head ached, his eyes were wet, his mucous membrane, he informed her, in a most unsatisfactory condition."
211,"The only thing that made life worth living was the thought of Walter Savage Landor, from whose Imaginary Conversations she had promised to read at frequent intervals during the day."
212,It was rather difficult.
213,Something must be done about Helen.
214,She must be assured that it is not a criminal offence to love at first sight.
215,"A telegram to this effect would be cold and cryptic, a personal visit seemed each moment more impossible."
216,"Now the doctor arrived, and said that Tibby was quite bad."
217,"Might it really be best to accept Aunt Juley s kind offer, and to send her down to Howards End with a note?"
218,Certainly Margaret was impulsive.
219,She did swing rapidly from one decision to another.
220,"Running downstairs into the library, she cried: Yes, I have changed my mind; I do wish that you would go."
221,There was a train from King s Cross at eleven.
222,"At half-past ten Tibby, with rare self-effacement, fell asleep, and Margaret was able to drive her aunt to the station."
223,"You will remember, Aunt Juley, not to be drawn into discussing the engagement."
224,"Give my letter to Helen, and say whatever you feel yourself, but do keep clear of the relatives."
225,"We have scarcely got their names straight yet, and, besides, that sort of thing is so uncivilised and wrong."
226,So uncivilised?
227,"queried Mrs. Munt, fearing that she was losing the point of some brilliant remark."
228,"Oh, I used an affected word."
229,I only meant would you please talk the thing over only with Helen.
230,Only with Helen.
231,Because-- But it was no moment to expound the personal nature of love.
232,"Even Margaret shrank from it, and contented herself with stroking her good aunt s hand, and with meditating, half sensibly and half poetically, on the journey that was about to begin from King s Cross."
233,"Like many others who have lived long in a great capital, she had strong feelings about the various railway termini."
234,They are our gates to the glorious and the unknown.
235,"Through them we pass out into adventure and sunshine, to them, alas! we return."
236,In Paddington all Cornwall is latent and the remoter west; down the inclines of Liverpool Street lie fenlands and the illimitable Broads; Scotland is through the pylons of Euston; Wessex behind the poised chaos of Waterloo.
237,"Italians realise this, as is natural; those of them who are so unfortunate as to serve as waiters in Berlin call the Anhalt Bahnhof the Stazione d Italia, because by it they must return to their homes."
238,"And he is a chilly Londoner who does not endow his stations with some personality, and extend to them, however shyly, the emotions of fear and love."
239,To Margaret--I hope that it will not set the reader against her--the station of King s Cross had always suggested Infinity.
240,Its very situation--withdrawn a little behind the facile splendours of St. Pancras--implied a comment on the materialism of life.
241,"Those two great arches, colourless, indifferent, shouldering between them an unlovely clock, were fit portals for some eternal adventure, whose issue might be prosperous, but would certainly not be expressed in the ordinary language of prosperity."
242,"If you think this ridiculous, remember that it is not Margaret who is telling you about it; and let me hasten to add that they were in plenty of time for the train; that Mrs. Munt, though she took a second-class ticket, was put by the guard into a first (only two seconds on the train, one smoking and the other babies--one cannot be expected to travel with babies); and that Margaret, on her return to Wickham Place, was confronted with the following telegram:"
243,All over.
244,Wish I had never written.
245,"Tell no one--, HELEN."
246,"But Aunt Juley was gone--gone irrevocably, and no power on earth could stop her."
247,Most complacently did Mrs. Munt rehearse her mission.
248,"Her nieces were independent young women, and it was not often that she was able to help them."
249,Emily s daughters had never been quite like other girls.
250,"They had been left motherless when Tibby was born, when Helen was five and Margaret herself but thirteen."
251,"It was before the passing of the Deceased Wife s Sister Bill, so Mrs. Munt could without impropriety offer to go and keep house at Wickham Place."
252,"But her brother-in-law, who was peculiar and a German, had referred the question to Margaret, who with the crudity of youth had answered, No, they could manage much better alone."
253,"Five years later Mr. Schlegel had died too, and Mrs. Munt had repeated her offer."
254,"Margaret, crude no longer, had been grateful and extremely nice, but the substance of her answer had been the same."
255,"I must not interfere a third time, thought Mrs. Munt."
256,"However, of course she did."
257,"She learnt, to her horror, that Margaret, now of age, was taking her money out of the old safe investments and putting it into Foreign Things, which always smash."
258,Silence would have been criminal.
259,"Her own fortune was invested in Home Rails, and most ardently did she beg her niece to imitate her."
260,"Then we should be together, dear."
261,"Margaret, out of politeness, invested a few hundreds in the Nottingham and Derby Railway, and though the Foreign Things did admirably and the Nottingham and Derby declined with the steady dignity of which only Home Rails are capable, Mrs. Munt never ceased to rejoice, and to say, I did manage that, at all events."
262,When the smash comes poor Margaret will have a nest-egg to fall back upon.
263,"This year Helen came of age, and exactly the same thing happened in Helen s case; she also would shift her money out of Consols, but she, too, almost without being pressed, consecrated a fraction of it to the Nottingham and Derby Railway."
264,"So far so good, but in social matters their aunt had accomplished nothing."
265,"Sooner or later the girls would enter on the process known as throwing themselves away, and if they had delayed hitherto, it was only that they might throw themselves more vehemently in the future."
266,"They saw too many people at Wickham Place--unshaven musicians, an actress even, German cousins (one knows what foreigners are), acquaintances picked up at Continental hotels (one knows what they are too)."
267,"It was interesting, and down at Swanage no one appreciated culture more than Mrs. Munt; but it was dangerous, and disaster was bound to come."
268,"How right she was, and how lucky to be on the spot when the disaster came!"
269,"The train sped northward, under innumerable tunnels."
270,"It was only an hour s journey, but Mrs. Munt had to raise and lower the window again and again."
271,"She passed through the South Welwyn Tunnel, saw light for a moment, and entered the North Welwyn Tunnel, of tragic fame."
272,"She traversed the immense viaduct, whose arches span untroubled meadows and the dreamy flow of Tewin Water."
273,She skirted the parks of politicians.
274,"At times the Great North Road accompanied her, more suggestive of infinity than any railway, awakening, after a nap of a hundred years, to such life as is conferred by the stench of motor-cars, and to such culture as is implied by the advertisements of antibilious pills."
275,"To history, to tragedy, to the past, to the future, Mrs. Munt remained equally indifferent; hers but to concentrate on the end of her journey, and to rescue poor Helen from this dreadful mess."
276,"The station for Howards End was at Hilton, one of the large villages that are strung so frequently along the North Road, and that owe their size to the traffic of coaching and pre-coaching days."
277,"Being near London, it had not shared in the rural decay, and its long High Street had budded out right and left into residential estates."
278,"For about a mile a series of tiled and slated houses passed before Mrs. Munt s inattentive eyes, a series broken at one point by six Danish tumuli that stood shoulder to shoulder along the highroad, tombs of soldiers."
279,"Beyond these tumuli, habitations thickened, and the train came to a standstill in a tangle that was almost a town."
280,"The station, like the scenery, like Helen s letters, struck an indeterminate note."
281,"Into which country will it lead, England or Suburbia?"
282,"It was new, it had island platforms and a subway, and the superficial comfort exacted by business men."
283,"But it held hints of local life, personal intercourse, as even Mrs. Munt was to discover."
284,"I want a house, she confided to the ticket boy."
285,Its name is Howards Lodge.
286,Do you know where it is?
287,Mr. Wilcox! the boy called.
288,A young man in front of them turned around.
289,She s wanting Howards End.
290,"There was nothing for it but to go forward, though Mrs. Munt was too much agitated even to stare at the stranger."
291,"But remembering that there were two brothers, she had the sense to say to him, Excuse me asking, but are you the younger Mr. Wilcox or the elder?"
292,The younger.
293,Can I do anything for you?
294,"Oh, well --she controlled herself with difficulty. Really. Are you? I-- She moved; away from the ticket boy and lowered her voice."
295,I am Miss Schlegel s aunt.
296,"I ought to introduce myself, oughtn t I?"
297,My name is Mrs. Munt.
298,"She was conscious that he raised his cap and said quite coolly, Oh, rather; Miss Schlegel is stopping with us."
299,Did you want to see her?
300,Possibly.
301,I ll call you a cab.
302,No; wait a mo-- He thought.
303,Our motor s here.
304,I ll run you up in it.
305,That is very kind.
306,"Not at all, if you ll just wait till they bring out a parcel from the office."
307,This way.
308,My niece is not with you by any chance?
309,No; I came over with my father.
310,He has gone on north in your train.
311,You ll see Miss Schlegel at lunch.
312,"You re coming up to lunch, I hope?"
313,"I should like to come UP, said Mrs. Munt, not committing herself to nourishment until she had studied Helen s lover a little more."
314,"He seemed a gentleman, but had so rattled her round that her powers of observation were numbed."
315,She glanced at him stealthily.
316,"To a feminine eye there was nothing amiss in the sharp depressions at the corners of his mouth, or in the rather box-like construction of his forehead."
317,"He was dark, clean-shaven, and seemed accustomed to command."
318,In front or behind?
319,Which do you prefer?
320,It may be windy in front.
321,In front if I may; then we can talk.
322,But excuse me one moment--I can t think what they re doing with that parcel.
323,"He strode into the booking-office, and called with a new voice: Hi! hi, you there!"
324,Are you going to keep me waiting all day?
325,"Parcel for Wilcox, Howards End."
326,Just look sharp!
327,"Emerging, he said in quieter tones: This station s abominably organised; if I had my way, the whole lot of em should get the sack."
328,May I help you in?
329,"This is very good of you, said Mrs. Munt, as she settled herself into a luxurious cavern of red leather, and suffered her person to be padded with rugs and shawls."
330,"She was more civil than she had intended, but really this young man was very kind."
331,"Moreover, she was a little afraid of him; his self-possession was extraordinary."
332,"Very good indeed, she repeated, adding: It is just what I should have wished."
333,"Very good of you to say so, he replied, with a slight look of surprise, which, like most slight looks, escaped Mrs. Munt s attention."
334,I was just tooling my father over to catch the down train.
335,"You see, we heard from Helen this morning."
336,"Young Wilcox was pouring in petrol, starting his engine, and performing other actions with which this story has no concern."
337,"The great car began to rock, and the form of Mrs. Munt, trying to explain things, sprang agreeably up and down among the red cushions."
338,"The mater will be very glad to see you, he mumbled."
339,I say.
340,Parcel.
341,Parcel for Howards End.
342,Bring it out.
343,A bearded porter emerged with the parcel in one hand and an entry book in the other.
344,"With the gathering whir of the motor these ejaculations mingled: Sign, must I?"
345,Why the -- should I sign after all this bother?
346,Not even got a pencil on you?
347,Remember next time I report you to the station-master.
348,"My time s of value, though yours mayn t be."
349,Here --here being a tip.
350,"Extremely sorry, Mrs. Munt."
351,"Not at all, Mr. Wilcox."
352,And do you object to going through the village?
353,"It is rather a longer spin, but I have one or two commissions."
354,I should love going through the village.
355,Naturally I am very anxious to talk things over with you.
356,"As she said this she felt ashamed, for she was disobeying Margaret s instructions."
357,"Only disobeying them in the letter, surely."
358,Margaret had only warned her against discussing the incident with outsiders.
359,"Surely it was not uncivilised or wrong to discuss it with the young man himself, since chance had thrown them together."
360,"A reticent fellow, he made no reply."
361,"Mounting by her side, he put on gloves and spectacles, and off they drove, the bearded porter--life is a mysterious business--looking after them with admiration."
362,"The wind was in their faces down the station road, blowing the dust into Mrs. Munt s eyes."
363,But as soon as they turned into the Great North Road she opened fire.
364,"You can well imagine, she said, that the news was a great shock to us."
365,What news?
366,"Mr. Wilcox, she said frankly, Margaret has told me everything--everything."
367,I have seen Helen s letter.
368,"He could not look her in the face, as his eyes were fixed on his work; he was travelling as quickly as he dared down the High Street."
369,"But he inclined his head in her direction, and said: I beg your pardon; I didn t catch."
370,About Helen.
371,"Helen, of course."
372,"Helen is a very exceptional person--I am sure you will let me say this, feeling towards her as you do--indeed, all the Schlegels are exceptional."
373,"I come in no spirit of interference, but it was a great shock."
374,They drew up opposite a draper s.
375,"Without replying, he turned round in his seat, and contemplated the cloud of dust that they had raised in their passage through the village."
376,"It was settling again, but not all into the road from which he had taken it."
377,"Some of it had percolated through the open windows, some had whitened the roses and gooseberries of the wayside gardens, while a certain proportion had entered the lungs of the villagers."
378,"I wonder when they ll learn wisdom and tar the roads, was his comment."
379,"Then a man ran out of the draper s with a roll of oilcloth, and off they went again."
380,"Margaret could not come herself, on account of poor Tibby, so I am here to represent her and to have a good talk."
381,"I m sorry to be so dense, said the young man, again drawing up outside a shop."
382,But I still haven t quite understood.
383,"Helen, Mr. Wilcox--my niece and you."
384,"He pushed up his goggles and gazed at her, absolutely bewildered."
385,"Horror smote her to the heart, for even she began to suspect that they were at cross-purposes, and that she had commenced her mission by some hideous blunder."
386,Miss Schlegel and myself?
387,"he asked, compressing his lips."
388,"I trust there has been no misunderstanding, quavered Mrs. Munt."
389,Her letter certainly read that way.
390,What way?
391,"That you and she-- She paused, then drooped her eyelids."
392,"I think I catch your meaning, he said stickily."
393,What an extraordinary mistake!
394,"Then you didn t the least-- she stammered, getting blood-red in the face, and wishing she had never been born."
395,"Scarcely, as I am already engaged to another lady."
396,"There was a moment s silence, and then he caught his breath and exploded with, Oh, good God!"
397,Don t tell me it s some silliness of Paul s.
398,But you are Paul.
399,I m not.
400,Then why did you say so at the station?
401,I said nothing of the sort.
402,"I beg your pardon, you did."
403,"I beg your pardon, I did not."
404,My name is Charles.
405,"Younger may mean son as opposed to father, or second brother as opposed to first."
406,"There is much to be said for either view, and later on they said it."
407,But they had other questions before them now.
408,Do you mean to tell me that Paul--
409,But she did not like his voice.
410,"He sounded as if he was talking to a porter, and, certain that he had deceived her at the station, she too grew angry."
411,Do you mean to tell me that Paul and your niece--
412,Mrs. Munt--such is human nature--determined that she would champion the lovers.
413,She was not going to be bullied by a severe young man.
414,"Yes, they care for one another very much indeed, she said."
415,I dare say they will tell you about it by-and-by.
416,We heard this morning.
417,"And Charles clenched his fist and cried, The idiot, the idiot, the little fool!"
418,Mrs. Munt tried to divest herself of her rugs.
419,"If that is your attitude, Mr. Wilcox, I prefer to walk."
420,I beg you will do no such thing.
421,I take you up this moment to the house.
422,"Let me tell you the thing s impossible, and must be stopped."
423,"Mrs. Munt did not often lose her temper, and when she did it was only to protect those whom she loved."
424,On this occasion she blazed out.
425,"I quite agree, sir."
426,"The thing is impossible, and I will come up and stop it."
427,"My niece is a very exceptional person, and I am not inclined to sit still while she throws herself away on those who will not appreciate her."
428,Charles worked his jaws.
429,"Considering she has only known your brother since Wednesday, and only met your father and mother at a stray hotel--"
430,Could you possibly lower your voice?
431,The shopman will overhear.
432,Esprit de classe--if one may coin the phrase--was strong in Mrs. Munt.
433,"She sat quivering while a member of the lower orders deposited a metal funnel, a saucepan, and a garden squirt beside the roll of oilcloth."
434,Right behind?
435,"Yes, sir."
436,And the lower orders vanished in a cloud of dust.
437,I warn you: Paul hasn t a penny; it s useless.
438,"No need to warn us, Mr. Wilcox, I assure you."
439,The warning is all the other way.
440,"My niece has been very foolish, and I shall give her a good scolding and take her back to London with me."
441,He has to make his way out in Nigeria.
442,"He couldn t think of marrying for years, and when he does it must be a woman who can stand the climate, and is in other ways--Why hasn t he told us? Of course he s ashamed. He knows he s been a fool. And so he has--a downright fool."
443,She grew furious.
444,Whereas Miss Schlegel has lost no time in publishing the news.
445,"If I were a man, Mr. Wilcox, for that last remark I d box your ears."
446,"You re not fit to clean my niece s boots, to sit in the same room with her, and you dare--you actually dare--I decline to argue with such a person."
447,"All I know is, she s spread the thing and he hasn t, and my father s away and I--"
448,And all that I know is--
449,"Might I finish my sentence, please?"
450,Charles clenched his teeth and sent the motor swerving all over the lane.
451,She screamed.
452,"So they played the game of Capping Families, a round of which is always played when love would unite two members of our race."
453,"But they played it with unusual vigour, stating in so many words that Schlegels were better than Wilcoxes, Wilcoxes better than Schlegels."
454,They flung decency aside.
455,"The man was young, the woman deeply stirred; in both a vein of coarseness was latent."
456,"Their quarrel was no more surprising than are most quarrels--inevitable at the time, incredible afterwards."
457,But it was more than usually futile.
458,"A few minutes, and they were enlightened."
459,"The motor drew up at Howards End, and Helen, looking very pale, ran out to meet her aunt."
460,"Aunt Juley, I have just had a telegram from Margaret; I--I meant to stop your coming. It isn t--it s over."
461,The climax was too much for Mrs. Munt.
462,She burst into tears.
463,"Aunt Juley dear, don t."
464,Don t let them know I ve been so silly.
465,It wasn t anything.
466,Do bear up for my sake.
467,"Paul, cried Charles Wilcox, pulling his gloves off."
468,Don t let them know.
469,They are never to know.
470,"Oh, my darling Helen--"
471,Paul!
472,Paul!
473,A very young man came out of the house.
474,"Paul, is there any truth in this?"
475,I didn t--I don t--
476,"Yes or no, man; plain question, plain answer."
477,Did or didn t Miss Schlegel--
478,"Charles, dear, said a voice from the garden."
479,"Charles, dear Charles, one doesn t ask plain questions."
480,There aren t such things.
481,They were all silent.
482,It was Mrs. Wilcox.
483,"She approached just as Helen s letter had described her, trailing noiselessly over the lawn, and there was actually a wisp of hay in her hands."
484,"She seemed to belong not to the young people and their motor, but to the house, and to the tree that overshadowed it."
485,"One knew that she worshipped the past, and that the instinctive wisdom the past can alone bestow had descended upon her--that wisdom to which we give the clumsy name of aristocracy."
486,High born she might not be.
487,"But assuredly she cared about her ancestors, and let them help her."
488,"When she saw Charles angry, Paul frightened, and Mrs. Munt in tears, she heard her ancestors say, Separate those human beings who will hurt each other most."
489,The rest can wait.
490,So she did not ask questions.
491,"Still less did she pretend that nothing had happened, as a competent society hostess would have done."
492,"She said: Miss Schlegel, would you take your aunt up to your room or to my room, whichever you think best."
493,"Paul, do find Evie, and tell her lunch for six, but I m not sure whether we shall all be downstairs for it."
494,"And when they had obeyed her, she turned to her elder son, who still stood in the throbbing, stinking car, and smiled at him with tenderness, and without saying a word, turned away from him towards her flowers."
495,"Mother, he called, are you aware that Paul has been playing the fool again?"
496,"It is all right, dear."
497,They have broken off the engagement.
498,Engagement--!
499,"They do not love any longer, if you prefer it put that way, said Mrs. Wilcox, stooping down to smell a rose."
500,"Helen and her aunt returned to Wickham Place in a state of collapse, and for a little time Margaret had three invalids on her hands."
501,Mrs. Munt soon recovered.
502,"She possessed to a remarkable degree the power of distorting the past, and before many days were over she had forgotten the part played by her own imprudence in the catastrophe."
503,"Even at the crisis she had cried, Thank goodness, poor Margaret is saved this! which during the journey to London evolved into, It had to be gone through by some one, which in its turn ripened into the permanent form of The one time really did help Emily s girls was over the Wilcox business."
504,But Helen was a more serious patient.
505,"New ideas had burst upon her like a thunderclap, and by them and by their reverberations she had been stunned."
506,"The truth was that she had fallen in love, not with an individual, but with a family."
507,"Before Paul arrived she had, as it were, been tuned up into his key."
