,sent_no,sent_raw,nlptown,robertaxml8lang,camembert
15,15,"Cependant, la fée dépérit si nous nous approchons de la personne réelle à laquelle correspond son nom, car, cette personne, le nom alors commence à la refléter et elle ne contient rien de la fée; la fée peut renaître si nous nous éloignons de la personne; mais si nous restons auprès d'elle, la fée meurt définitivement et avec elle le nom, comme cette famille de Lusignan qui devait s'éteindre le jour où disparaîtrait la fée Mélusine.",2.4272383749485016,-1.3674831092357635,-0.9790048003196716
16,16,"Alors le Nom, sous les repeints successifs duquel nous pourrions finir par retrouver à 'origine le beau portrait d'une étrangère que nous n'aurons jamais connue, n'est plus que la simple carte photographique d'identité à laquelle nous nous reportons pour savoir si nous connaissons, si nous devons ou non saluer une personne qui passe.",1.2631076574325562,1.4204697608947754,-0.9985513687133789
17,17,"Mais qu'une sensation d'une année d'autrefois--comme ces instruments de musique enregistreurs qui gardent le son et le style des différents artistes qui en jouèrent--permette à notre mémoire de nous faire entendre ce nom avec le timbre particulier qu'il avait alors pour notre oreille, et ce nom en apparence non changé, nous sentons la distance qui sépare 'un de 'autre les rêves que signifièrent successivement pour nous ses syllabes identiques.",2.30900701880455,1.4008798003196716,0.7823343276977539
18,18,"Pour un instant, du ramage réentendu qu'il avait en tel printemps ancien, nous pouvons tirer, comme des petits tubes dont on se sert pour peindre, la nuance juste, oubliée, mystérieuse et fraîche des jours que nous avions cru nous rappeler, quand, comme les mauvais peintres, nous donnions à tout notre passé étendu sur une même toile les tons conventionnels et tous pareils de la mémoire volontaire.",4.542757332324982,1.4343760013580322,-0.9454157948493958
19,19,"Or, au contraire, chacun des moments qui le composèrent employait, pour une création originale, dans une harmonie unique, les couleurs d'alors que nous ne connaissons plus et qui, par exemple, me ravissent encore tout à coup si, grâce à quelque hasard, le nom de Guermantes ayant repris pour un instant après tant d'années le son, si différent de celui d'aujourd'hui, qu'il avait pour moi le jour du mariage de Mlle Percepied, il me rend ce mauve si doux, trop brillant, trop neuf, dont se veloutait la cravate gonflée de la jeune duchesse, et, comme une pervenche incueillissable et refleurie, ses yeux ensoleillés d'un sourire bleu.",2.4996112287044525,1.6328173279762268,0.6311297416687012
20,20,"Et le nom de Guermantes d'alors est aussi comme un de ces petits ballons dans lesquels on a enfermé de 'oxygène ou un autre gaz: quand j'arrive à le crever, à en faire sortir ce qu'il contient, je respire 'air de Combray de cette année-là, de ce jour-là, mêlé d'une odeur d'aubépines agitée par le vent du coin de la place, précurseur de la pluie, qui tour à tour faisait envoler le soleil, le laissait s'étendre sur le tapis de laine rouge de la sacristie et le revêtir d'une carnation brillante, presque rose, de géranium, et de cette douceur, pour ainsi dire wagnérienne, dans 'allégresse, qui conserve tant de noblesse à la festivité.",4.322971284389496,1.3841221630573273,-0.9835182428359985
21,21,"Mais même en dehors des rares minutes comme celles-là, où brusquement nous sentons 'entité originale tressaillir et reprendre sa forme et sa ciselure au sein des syllabes mortes aujourd'hui, si dans le tourbillon vertigineux de la vie courante, où ils n'ont plus qu'un usage entièrement pratique, les noms ont perdu toute couleur comme une toupie prismatique qui tourne trop vite et qui semble grise, en revanche quand, dans la rêverie, nous réfléchissons, nous cherchons, pour revenir sur le passé, à ralentir, à suspendre le mouvement perpétuel où nous sommes entraînés, peu à peu nous revoyons apparaître, juxtaposées, mais entièrement distinctes les unes des autres, les teintes qu'au cours de notre existence nous présenta successivement un même nom.",2.3731689453125,-1.5076463222503662,-0.996178150177002
22,22,"Sans doute quelque forme se découpait à mes yeux en ce nom de Guermantes, quand ma nourrice--qui sans doute ignorait, autant que moi-même aujourd'hui, en 'honneur de qui elle avait été composée--me berçait de cette vieille chanson: _Gloire à la Marquise de Guermantes_ ou quand, quelques années plus tard, le vieux maréchal de Guermantes remplissant ma bonne d'orgueil, s'arrêtait aux Champs-Élysées en disant: «Le bel enfant!» et sortait d'une bonbonnière de poche une pastille de chocolat, cela je ne le sais pas.",1.3832495510578156,-1.4154541790485382,-0.8815189599990845
23,23,"Ces années de ma première enfance ne sont plus en moi, elles me sont extérieures, je n'en peux rien apprendre que, comme pour ce qui a eu lieu avant notre naissance, par les récits des autres.",4.450738281011581,0.5659810304641724,-0.9981447458267212
24,24,"Mais plus tard je trouve successivement dans la durée en moi de ce même nom sept ou huit figures différentes; les premières étaient les plus belles: peu à peu mon rêve, forcé par la réalité d'abandonner une position intenable, se retranchait à nouveau un peu en deçà jusqu'à ce qu'il fût obligé de reculer encore.",2.5489879846572876,1.4344618916511536,-0.5346425771713257
25,25,"Et, en même temps que Mme de Guermantes, changeait sa demeure, issue elle aussi de ce nom que fécondait d'année en année telle ou telle parole entendue qui modifiait mes rêveries, cette demeure les reflétait dans ses pierres mêmes devenues réfléchissantes comme la surface d'un nuage ou d'un lac.",4.551575720310211,-1.3518375158309937,-0.6034097671508789
26,26,"Un donjon sans épaisseur qui n'était qu'une bande de lumière orangée et du haut duquel le seigneur et sa dame décidaient de la vie et de la mort de leurs vassaux avait fait place--tout au bout de ce «côté de Guermantes» où, par tant de beaux après-midi, je suivais avec mes parents le cours de la Vivonne--à cette terre torrentueuse où la duchesse 'apprenait à pêcher la truite et à connaître le nom des fleurs aux grappes violettes et rougeâtres qui décoraient les murs bas des enclos environnants; puis ç'avait été la terre héréditaire, le poétique domaine où cette race altière de Guermantes, comme une tour jaunissante et fleuronnée qui traverse les âges, s'élevait déjà sur la France, alors que le ciel était encore vide là où devaient plus tard surgir Notre-Dame de Paris et Notre-Dame de Chartres; alors qu'au sommet de la colline de Laon la nef de la cathédrale ne s'était pas posée comme 'Arche du Déluge au sommet du mont Ararat, emplie de Patriarches et de Justes anxieusement penchés aux fenêtres pour voir si la colère de Dieu s'est apaisée, emportant avec elle les types des végétaux qui multiplieront sur la terre, débordante d'animaux qui s'échappent jusque par les tours où des boeufs, se promenant paisiblement sur la toiture, regardent de haut les plaines de Champagne; alors que le voyageur qui quittait Beauvais à la fin du jour ne voyait pas encore le suivre en tournoyant, dépliées sur 'écran d'or du couchant, les ailes noires et ramifiées de la cathédrale.",1.4139643907546997,-1.426770806312561,-0.9980062246322632
27,27,"C'était, ce Guermantes, comme le cadre d'un roman, un paysage imaginaire que j'avais peine à me représenter et d'autant plus le désir de découvrir, enclavé au milieu de terres et de routes réelles qui tout à coup s'imprégneraient de particularités héraldiques, à deux lieues d'une gare; je me rappelais les noms des localités voisines comme si elles avaient été situées au pied du Parnasse ou de 'Hélicon, et elles me semblaient précieuses comme les conditions matérielles--en science topographique--de la production d'un phénomène mystérieux.",3.265718400478363,-1.436730682849884,-0.9903069734573364
28,28,"Je revoyais les armoiries qui sont peintes aux soubassements des vitraux de Combray et dont les quartiers s'étaient remplis, siècle par siècle, de toutes les seigneuries que, par mariages ou acquisitions, cette illustre maison avait fait voler à elle de tous les coins de 'Allemagne, de 'Italie et de la France: terres immenses du Nord, cités puissantes du Midi, venues se rejoindre et se composer en Guermantes et, perdant leur matérialité, inscrire allégoriquement leur donjon de sinople ou leur château d'argent dans son champ d'azur.",1.313881367444992,1.3913133144378662,-0.8593989610671997
29,29,"J'avais entendu parler des célèbres tapisseries de Guermantes et je les voyais, médiévales et bleues, un peu grosses, se détacher comme un nuage sur le nom amarante et légendaire, au pied de 'antique forêt où chassa si souvent Childebert et ce fin fond mystérieux des terres, ce lointain des siècles, il me semblait qu'aussi bien que par un voyage je pénétrerais dans leurs secrets, rien qu'en approchant un instant à Paris Mme de Guermantes, suzeraine du lieu et dame du lac, comme si son visage et ses paroles eussent dû posséder le charme local des futaies et des rives et les mêmes particularités séculaires que le vieux coutumier de ses archives.",3.2963179647922516,1.4350910484790802,0.692186176776886
30,30,Mais alors j'avais connu Saint-Loup; il 'avait appris que le château ne s'appelait Guermantes que depuis le XVIIe siècle où sa famille 'avait acquis.,2.377914696931839,-0.46258965134620667,0.6008316278457642
31,31,"Elle avait résidé jusque-là dans le voisinage, et son titre ne venait pas de cette région.",1.380284070968628,-0.49171900749206543,-0.9897992610931396
32,32,"Le village de Guermantes avait reçu son nom du château, après lequel il avait été construit, et pour qu'il n'en détruisît pas les perspectives, une servitude restée en vigueur réglait le tracé des rues et limitait la hauteur des maisons.",3.4199885725975037,-1.5278926491737366,-0.5856401920318604
33,33,"Quant aux tapisseries, elles étaient de Boucher, achetées au XIXe siècle par un Guermantes amateur, et étaient placées, à côté de tableaux de chasse médiocres qu'il avait peints lui-même, dans un fort vilain salon drapé d'andrinople et de peluche.",1.4197835326194763,-1.4586529731750488,-0.9987233281135559
34,34,"Par ces révélations, Saint-Loup avait introduit dans le château des éléments étrangers au nom de Guermantes qui ne me permirent plus de continuer à extraire uniquement de la sonorité des syllabes la maçonnerie des constructions.",1.2261421084403992,1.5393990278244019,-0.9960398077964783
35,35,"Alors au fond de ce nom s'était effacé le château reflété dans son lac, et ce qui 'était apparu autour de Mme de Guermantes comme sa demeure, ç'avait été son hôtel de Paris, 'hôtel de Guermantes, limpide comme son nom, car aucun élément matériel et opaque n'en venait interrompre et aveugler la transparence.",1.4418740272521973,-1.572949469089508,-0.8443643450737
36,36,"Comme 'église ne signifie pas seulement le temple, mais aussi 'assemblée des fidèles, cet hôtel de Guermantes comprenait tous ceux qui partageaient la vie de la duchesse, mais ces intimes que je n'avais jamais vus n'étaient pour moi que des noms célèbres et poétiques, et, connaissant uniquement des personnes qui n'étaient elles aussi que des noms, ne faisaient qu'agrandir et protéger le mystère de la duchesse en étendant autour d'elle un vaste halo qui allait tout au plus en se dégradant.",4.290412157773972,-1.4032329618930817,-0.6294019222259521
37,37,"Dans les fêtes qu'elle donnait, comme je n'imaginais pour les invités aucun corps, aucune moustache, aucune bottine, aucune phrase prononcée qui fût banale, ou même originale d'une manière humaine et rationnelle, ce tourbillon de noms introduisant moins de matière que n'eût fait un repas de fantômes ou un bal de spectres autour de cette statuette en porcelaine de Saxe qu'était Mme de Guermantes, gardait une transparence de vitrine à son hôtel de verre.",4.428112596273422,-1.5544854402542114,-0.9971657395362854
38,38,"Puis quand Saint-Loup 'eut raconté des anecdotes relatives au chapelain, aux jardiniers de sa cousine, 'hôtel de Guermantes était devenu--comme avait pu être autrefois quelque Louvre--une sorte de château entouré, au milieu de Paris même, de ses terres, possédé héréditairement, en vertu d'un droit antique bizarrement survivant, et sur lesquelles elle exerçait encore des privilèges féodaux.",2.2685331106185913,-1.4583654403686523,0.5805109739303589
39,39,Mais cette dernière demeure s'était elle-même évanouie quand nous étions venus habiter tout près de Mme de Villeparisis un des appartements voisins de celui de Mme de Guermantes dans une aile de son hôtel.,2.3664580285549164,-1.421934187412262,-0.9789313077926636
40,40,"C'était une de ces vieilles demeures comme il en existe peut-être encore et dans lesquelles la cour d'honneur--soit alluvions apportées par le flot montant de la démocratie, soit legs de temps plus anciens où les divers métiers étaient groupés autour du seigneur--avait souvent sur ses côtés des arrière-boutiques, des ateliers, voire quelque échoppe de cordonnier ou de tailleur, comme celles qu'on voit accotées aux flancs des cathédrales que 'esthétique des ingénieurs n'a pas dégagées, un concierge savetier, qui élevait des poules et cultivait des fleurs--et au fond, dans le logis «faisant hôtel», une «comtesse» qui, quand elle sortait dans sa vieille calèche à deux chevaux, montrant sur son chapeau quelques capucines semblant échappées du jardinet de la loge (ayant à côté du cocher un valet de pied qui descendait corner des cartes à chaque hôtel aristocratique du quartier), envoyait indistinctement des sourires et de petits bonjours de la main aux enfants du portier et aux locataires bourgeois de 'immeuble qui passaient à ce moment-là et qu'elle confondait dans sa dédaigneuse affabilité et sa morgue égalitaire.",3.3534203469753265,-1.478972613811493,-0.9675707221031189
41,41,"Dans la maison que nous étions venus habiter, la grande dame du fond de la cour était une duchesse, élégante et encore jeune.",4.431403696537018,1.7485634684562683,0.7217406034469604
42,42,"C'était Mme de Guermantes, et grâce à Françoise, je possédais assez vite des renseignements sur 'hôtel.",2.3263633251190186,1.7204426527023315,0.8397055864334106
43,43,"Car les Guermantes (que Françoise désignait souvent par les mots de «en dessous», «en bas») étaient sa constante préoccupation depuis le matin, où, jetant, pendant qu'elle coiffait maman, un coup d'oeil défendu, irrésistible et furtif dans la cour, elle disait: «Tiens, deux bonnes soeurs; cela va sûrement en dessous» ou «oh! les beaux faisans à la fenêtre de la cuisine, il n'y a pas besoin de demander d'où qu'ils deviennent, le duc aura-t-été à la chasse», jusqu'au soir, où, si elle entendait, pendant qu'elle me donnait mes affaires de nuit, un bruit de piano, un écho de chansonnette, elle induisait: «Ils ont du monde en bas, 'est à la gaieté»; dans son visage régulier, sous ses cheveux blancs maintenant, un sourire de sa jeunesse animé et décent mettait alors pour un instant chacun de ses traits à sa place, les accordait dans un ordre apprêté et fin, comme avant une contredanse.",1.3231431543827057,-1.5201847553253174,-0.5544445514678955
44,44,"Mais le moment de la vie des Guermantes qui excitait le plus vivement 'intérêt de Françoise, lui donnait le plus de satisfaction et lui faisait aussi le plus de mal, 'était précisément celui où la porte cochère s'ouvrant à deux battants, la duchesse montait dans sa calèche.",1.3867287337779999,1.446631133556366,0.8800312280654907
45,45,"C'était habituellement peu de temps après que nos domestiques avaient fini de célébrer cette sorte de pâque solennelle que nul ne doit interrompre, appelée leur déjeuner, et pendant laquelle ils étaient tellement «tabous» que mon père lui-même ne se fût pas permis de les sonner, sachant d'ailleurs qu'aucun ne se fût pas plus dérangé au cinquième coup qu'au premier, et qu'il eût ainsi commis cette inconvenance en pure perte, mais non pas sans dommage pour lui.",4.224553018808365,-1.671403169631958,-0.9501251578330994
46,46,"Car Françoise (qui, depuis qu'elle était une vieille femme se faisait à tout propos ce qu'on appelle une tête de circonstance) n'eût pas manqué de lui présenter toute la journée une figure couverte de petites marques cunéiformes et rouges qui déployaient au dehors, mais d'une façon peu déchiffrable, le long mémoire de ses doléances et les raisons profondes de son mécontentement.",2.444670230150223,-1.532457709312439,-0.9967927932739258
47,47,"Elle les développait d'ailleurs, à la cantonade, mais sans que nous puissions bien distinguer les mots.",2.53044193983078,-1.5966338515281677,-0.9985693693161011
48,48,"Elle appelait cela--qu'elle croyait désespérant pour nous, «mortifiant», «vexant»,--dire toute la sainte journée des «messes basses».",0.44655686616897583,-1.8370691537857056,-0.998989999294281
49,49,"Les derniers rites achevés, Françoise, qui était à la fois, comme dans 'église primitive, le célébrant et 'un des fidèles, se servait un dernier verre de vin, détachait de son cou sa serviette, la pliait en essuyant à ses lèvres un reste d'eau rougie et de café, la passait dans un rond, remerciait d'un oeil dolent «son» jeune valet de pied qui pour faire du zèle lui disait: «Voyons, madame, encore un peu de raisin; il est esquis», et allait aussitôt ouvrir la fenêtre sous le prétexte qu'il faisait trop chaud «dans cette misérable cuisine».",4.230738431215286,-1.4058709740638733,-0.7935330271720886
50,50,"En jetant avec dextérité, dans le même temps qu'elle tournait la poignée de la croisée et prenait 'air, un coup d'oeil désintéressé sur le fond de la cour, elle y dérobait furtivement la certitude que la duchesse n'était pas encore prête, couvait un instant de ses regards dédaigneux et passionnés la voiture attelée, et, cet instant d'attention une fois donné par ses yeux aux choses de la terre, les levait au ciel dont elle avait d'avance deviné la pureté en sentant la douceur de 'air et la chaleur du soleil; et elle regardait à 'angle du toit la place où, chaque printemps, venaient faire leur nid, juste au-dessus de la cheminée de ma chambre, des pigeons pareils à ceux qui roucoulaient dans sa cuisine, à Combray.",4.3542735278606415,1.4454917013645172,-0.5132749676704407
51,51,"(Et le ton presque chanté sur lequel elle déclamait cette invocation eût pu, chez Françoise, autant que 'arlésienne pureté de son visage, faire soupçonner une origine méridionale et que la patrie perdue qu'elle pleurait n'était qu'une patrie d'adoption. Mais peut-être se fût-on trompé, car il semble qu'il n'y ait pas de province qui n'ait son «midi» et, combien ne rencontre-t-on pas de Savoyards et de Bretons chez qui 'on trouve toutes les douces transpositions de longues et de brèves qui caractérisent le méridional.)",1.4377369284629822,-1.562011480331421,-0.6623771786689758
52,52,"Combray, quand est-ce que je te reverrai, pauvre terre!",0.44985851645469666,-1.934590995311737,-0.998504102230072
53,53,"Quand est-ce que je pourrai passer toute la sainte journée sous tes aubépines et nos pauvres lilas--en écoutant les pinsons et la Vivonne qui fait comme le murmure de quelqu'un qui chuchoterait, au lieu d'entendre cette misérable sonnette de notre jeune maître qui ne reste jamais une demi-heure sans me faire courir le long de ce satané couloir.",0.3712555766105652,-1.7438034415245056,-0.9988124370574951
54,54,"Et encore il ne trouve pas que je vais assez vite, il faudrait qu'on ait entendu avant qu'il ait sonné, et si vous êtes d'une minute en retard, il «rentre» dans des colères épouvantables.",1.407045602798462,-1.9165537357330322,-0.9933866858482361
55,55,"Hélas! pauvre Combray! peut-être que je ne te reverrai que morte, quand on me jettera comme une pierre dans le trou de la tombe.",1.4915100932121277,-1.9369134902954102,-0.9979543089866638
56,56,"Alors, je ne les sentirai plus tes belles aubépines toutes blanches.",1.4043564200401306,-1.7623825669288635,-0.9984714388847351
57,57,"Mais dans le sommeil de la mort, je crois que j'entendrai encore ces trois coups de la sonnette qui 'auront déjà damnée dans ma vie.",2.305947482585907,-1.6260289549827576,-0.9622774124145508
58,58,"Mais elle était interrompue par les appels du giletier de la cour, celui qui avait tant plu autrefois à ma grand'mère le jour où elle était allée voir Mme de Villeparisis et n'occupait pas un rang moins élevé dans la sympathie de Françoise.",2.432604730129242,-1.5019754767417908,-0.6880279183387756
59,59,"Ayant levé la tête en entendant ouvrir notre fenêtre, il cherchait déjà depuis un moment à attirer 'attention de sa voisine pour lui dire bonjour.",1.3084635436534882,-1.4029949307441711,0.549124538898468
60,60,"La coquetterie de la jeune fille qu'avait été Françoise affinait alors pour M. Jupien le visage ronchonneur de notre vieille cuisinière alourdie par 'âge, par la mauvaise humeur et par la chaleur du fourneau, et 'est avec un mélange charmant de réserve, de familiarité et de pudeur qu'elle adressait au giletier un gracieux salut, mais sans lui répondre de la voix, car si elle enfreignait les recommandations de maman en regardant dans la cour, elle n'eût pas osé les braver jusqu'à causer par la fenêtre, ce qui avait le don, selon Françoise, de lui valoir, de la part de Madame, «tout un chapitre».",3.3364908397197723,-1.4605202972888947,-0.8246225714683533
61,61,"Elle lui montrait la calèche attelée en ayant 'air de dire: «Des beaux chevaux, hein!» mais tout en murmurant: «Quelle vieille sabraque!» et surtout parce qu'elle savait qu'il allait lui répondre, en mettant la main devant la bouche pour être entendu tout en parlant à mi-voix: «_Vous_ aussi vous pourriez en avoir si vous vouliez, et même peut-être plus qu'eux, mais vous n'aimez pas tout cela.»",1.3884726762771606,-1.4548086822032928,-0.9984228610992432
62,62,"Et Françoise après un signe modeste, évasif et ravi dont la signification était à peu près: «Chacun son genre; ici 'est à la simplicité», refermait la fenêtre de peur que maman n'arrivât.",3.321099638938904,1.613519549369812,-0.9186683297157288
63,63,"Ces «vous» qui eussent pu avoir plus de chevaux que les Guermantes, 'était nous, mais Jupien avait raison de dire «vous», car, sauf pour certains plaisirs d'amour-propre purement personnels--comme celui, quand elle toussait sans arrêter et que toute la maison avait peur de prendre son rhume, de prétendre, avec un ricanement irritant, qu'elle n'était pas enrhumée--pareille à ces plantes qu'un animal auquel elles sont entièrement unies nourrit d'aliments qu'il attrape, mange, digère pour elles et qu'il leur offre dans son dernier et tout assimilable résidu, Françoise vivait avec nous en symbiose; 'est nous qui, avec nos vertus, notre fortune, notre train de vie, notre situation, devions nous charger d'élaborer les petites satisfactions d'amour-propre dont était formée--en y ajoutant le droit reconnu d'exercer librement le culte du déjeuner suivant la coutume ancienne comportant la petite gorgée d'air à la fenêtre quand il était fini, quelque flânerie dans la rue en allant faire ses emplettes et une sortie le dimanche pour aller voir sa nièce--la part de contentement indispensable à sa vie.",3.246400222182274,-1.6077589392662048,-0.9934825897216797
64,64,"Aussi comprend-on que Françoise avait pu dépérir, les premiers jours, en proie, dans une maison où tous les titres honorifiques de mon père n'étaient pas encore connus, à un mal qu'elle appelait elle-même 'ennui, 'ennui dans ce sens énergique qu'il a chez Corneille ou sous la plume des soldats qui finissent par se suicider parce qu'ils s'«ennuient» trop après leur fiancée, leur village.",1.482496291399002,-1.5968598127365112,-0.9983862638473511
65,65,"L'ennui de Françoise avait été vite guéri par Jupien précisément, car il lui procura tout de suite un plaisir aussi vif et plus raffiné que celui qu'elle aurait eu si nous nous étions décidés à avoir une voiture.--«Du bien bon monde, ces Jupien, de bien braves gens et ils le portent sur la figure.» Jupien sut en effet comprendre et enseigner à tous que si nous n'avions pas d'équipage, 'est que nous ne voulions pas.",1.4305422604084015,1.4537398517131805,0.8719938397407532
66,66,"Cet ami de Françoise vivait peu chez lui, ayant obtenu une place d'employé dans un ministère.",2.2951925694942474,-1.4657266736030579,-0.9532899260520935
67,67,"Giletier d'abord avec la «gamine» que ma grand'mère avait prise pour sa fille, il avait perdu tout avantage à en exercer le métier quand la petite qui presque encore enfant savait déjà très bien recoudre une jupe, quand ma grand'mère était allée autrefois faire une visite à Mme de Villeparisis, s'était tournée vers la couture pour dames et était devenue jupière.",2.307892084121704,-1.3989297449588776,-0.9966288805007935
68,68,"D'abord «petite main» chez une couturière, employée à faire un point, à recoudre un volant, à attacher un bouton ou une «pression», à ajuster un tour de taille avec des agrafes, elle avait vite passé deuxième puis première, et s'étant faite une clientèle de dames du meilleur monde, elle travaillait chez elle, 'est-à-dire dans notre cour, le plus souvent avec une ou deux de ses petites camarades de 'atelier qu'elle employait comme apprenties.",1.2965524196624756,-1.3829583823680878,-0.9927079081535339
69,69,Dès lors la présence de Jupien avait été moins utile.,2.4718211591243744,-1.7991633415222168,-0.9962625503540039
70,70,"Sans doute la petite, devenue grande, avait encore souvent à faire des gilets.",2.4967848360538483,-0.46767544746398926,-0.8301562070846558
71,71,Mais aidée de ses amies elle n'avait besoin de personne.,2.5058995485305786,-0.48807400465011597,-0.9526869654655457
72,72,"Aussi Jupien, son oncle, avait-il sollicité un emploi.",2.27613964676857,0.6364272236824036,-0.8258740305900574
73,73,"Il fut libre d'abord de rentrer à midi, puis, ayant remplacé définitivement celui qu'il secondait seulement, pas avant 'heure du dîner.",0.41736701130867004,1.4659877717494965,0.5974972248077393
74,74,"Sa «titularisation» ne se produisit heureusement que quelques semaines après notre emménagement, de sorte que la gentillesse de Jupien put s'exercer assez longtemps pour aider Françoise à franchir sans trop de souffrances les premiers temps difficiles.",2.3935325741767883,1.579343855381012,0.642271101474762
75,75,"D'ailleurs, sans méconnaître 'utilité qu'il eut ainsi pour Françoise à titre de «médicament de transition», je dois reconnaître que Jupien ne 'avait pas plu beaucoup au premier abord.",2.426394134759903,-1.6267343163490295,-0.9988426566123962
76,76,"A quelques pas de distance, détruisant entièrement 'effet qu'eussent produit sans cela ses grosses joues et son teint fleuri, ses yeux débordés par un regard compatissant, désolé et rêveur, faisaient penser qu'il était très malade ou venait d'être frappé d'un grand deuil.",0.5051815509796143,-1.8548738360404968,-0.7752243280410767
